"Notes","Residence State","Residence State Code","Year","Year Code",Deaths,Population,Crude Rate
,"Mississippi","28","2018","2018",7632,141549,5391.8
,"Mississippi","28","2019","2019",7978,145440,5485.4
,"Mississippi","28","2020","2020",9591,148431,6461.6
,"Mississippi","28","2021 (provisional)","2021",9537,148431,6425.2
,"Mississippi","28","2022 (provisional and partial)","2022",8910,148431,6002.8
"Total","Mississippi","28",,,43648,732282,5960.5
,"Missouri","29","2018","2018",15279,309503,4936.6
,"Missouri","29","2019","2019",15201,318341,4775.1
,"Missouri","29","2020","2020",18338,325373,5636.0
,"Missouri","29","2021 (provisional)","2021",17713,325373,5443.9
,"Missouri","29","2022 (provisional and partial)","2022",17036,325373,5235.8
"Total","Missouri","29",,,83567,1603963,5210.0
,"Montana","30","2018","2018",2475,56624,4370.9
,"Montana","30","2019","2019",2636,58951,4471.5
,"Montana","30","2020","2020",3031,60746,4989.6
,"Montana","30","2021 (provisional)","2021",3219,60746,5299.1
,"Montana","30","2022 (provisional and partial)","2022",2951,60746,4857.9
"Total","Montana","30",,,14312,297813,4805.7
,"Nebraska","31","2018","2018",3899,88061,4427.6
,"Nebraska","31","2019","2019",4136,90492,4570.6
,"Nebraska","31","2020","2020",4792,91792,5220.5
,"Nebraska","31","2021 (provisional)","2021",4537,91792,4942.7
,"Nebraska","31","2022 (provisional and partial)","2022",4266,91792,4647.5
"Total","Nebraska","31",,,21630,453929,4765.1
,"Nevada","32","2018","2018",6227,139567,4461.7
,"Nevada","32","2019","2019",6639,147793,4492.1
,"Nevada","32","2020","2020",8014,156290,5127.6
,"Nevada","32","2021 (provisional)","2021",8598,156290,5501.3
,"Nevada","32","2022 (provisional and partial)","2022",8023,156290,5133.4
"Total","Nevada","32",,,37501,756230,4958.9
,"New Hampshire","33","2018","2018",3031,68224,4442.7
,"New Hampshire","33","2019","2019",3104,70954,4374.7
,"New Hampshire","33","2020","2020",3387,73622,4600.5
,"New Hampshire","33","2021 (provisional)","2021",3596,73622,4884.4
,"New Hampshire","33","2022 (provisional and partial)","2022",3595,73622,4883.1
"Total","New Hampshire","33",,,16713,360044,4641.9
,"New Jersey","34","2018","2018",17531,426136,4113.9
,"New Jersey","34","2019","2019",17519,439565,3985.5
,"New Jersey","34","2020","2020",23068,449250,5134.8
,"New Jersey","34","2021 (provisional)","2021",20034,449250,4459.4
,"New Jersey","34","2022 (provisional and partial)","2022",19246,449250,4284.0
"Total","New Jersey","34",,,97398,2213451,4400.3
,"New Mexico","35","2018","2018",4279,107134,3994.1
,"New Mexico","35","2019","2019",4531,111714,4055.9
,"New Mexico","35","2020","2020",5556,115866,4795.2
,"New Mexico","35","2021 (provisional)","2021",5587,115866,4821.9
,"New Mexico","35","2022 (provisional and partial)","2022",5136,115866,4432.7
"Total","New Mexico","35",,,25089,566446,4429.2
,"New York","36","2018","2018",36845,948095,3886.2
,"New York","36","2019","2019",36862,976223,3776.0
,"New York","36","2020","2020",48588,996328,4876.7
,"New York","36","2021 (provisional)","2021",43188,996328,4334.7
,"New York","36","2022 (provisional and partial)","2022",40484,996328,4063.3
"Total","New York","36",,,205967,4913302,4192.0
,"North Carolina","37","2018","2018",23074,493058,4679.8
,"North Carolina","37","2019","2019",23745,515192,4609.0
,"North Carolina","37","2020","2020",27409,535819,5115.3
,"North Carolina","37","2021 (provisional)","2021",28708,535819,5357.8
,"North Carolina","37","2022 (provisional and partial)","2022",26893,535819,5019.0
"Total","North Carolina","37",,,129829,2615707,4963.4
,"North Dakota","38","2018","2018",1452,33619,4319.0
,"North Dakota","38","2019","2019",1496,34368,4352.9
,"North Dakota","38","2020","2020",1860,34850,5337.2
,"North Dakota","38","2021 (provisional)","2021",1663,34850,4771.9
,"North Dakota","38","2022 (provisional and partial)","2022",1474,34850,4229.6
"Total","North Dakota","38",,,7945,172537,4604.8
,"Ohio","39","2018","2018",29732,588310,5053.8
,"Ohio","39","2019","2019",29958,600805,4986.3
,"Ohio","39","2020","2020",35158,608792,5775.0
,"Ohio","39","2021 (provisional)","2021",35295,608792,5797.5
,"Ohio","39","2022 (provisional and partial)","2022",32377,608792,5318.2
"Total","Ohio","39",,,162520,3015491,5389.5
,"Oklahoma","40","2018","2018",10120,187711,5391.3
,"Oklahoma","40","2019","2019",10225,192919,5300.2
,"Oklahoma","40","2020","2020",12044,197625,6094.4
,"Oklahoma","40","2021 (provisional)","2021",12555,197625,6352.9
,"Oklahoma","40","2022 (provisional and partial)","2022",11505,197625,5821.6
"Total","Oklahoma","40",,,56449,973505,5798.5
,"Oregon","41","2018","2018",8829,206474,4276.1
,"Oregon","41","2019","2019",9197,216944,4239.3
,"Oregon","41","2020","2020",10109,226478,4463.6
,"Oregon","41","2021 (provisional)","2021",11282,226478,4981.5
,"Oregon","41","2022 (provisional and partial)","2022",10801,226478,4769.1
"Total","Oregon","41",,,50218,1102852,4553.5
,"Pennsylvania","42","2018","2018",31595,690637,4574.8
,"Pennsylvania","42","2019","2019",32337,707157,4572.8
,"Pennsylvania","42","2020","2020",37719,717789,5254.9
,"Pennsylvania","42","2021 (provisional)","2021",37487,717789,5222.6
,"Pennsylvania","42","2022 (provisional and partial)","2022",35162,717789,4898.7
"Total","Pennsylvania","42",,,174300,3551161,4908.3
,"Rhode Island","44","2018","2018",2235,51807,4314.1
,"Rhode Island","44","2019","2019",2368,53375,4436.5
,"Rhode Island","44","2020","2020",2738,55188,4961.2
,"Rhode Island","44","2021 (provisional)","2021",2639,55188,4781.8
,"Rhode Island","44","2022 (provisional and partial)","2022",2492,55188,4515.5
"Total","Rhode Island","44",,,12472,270746,4606.5
,"South Carolina","45","2018","2018",12295,261109,4708.8
,"South Carolina","45","2019","2019",12798,275013,4653.6
,"South Carolina","45","2020","2020",15275,289033,5284.9
,"South Carolina","45","2021 (provisional)","2021",16059,289033,5556.1
,"South Carolina","45","2022 (provisional and partial)","2022",15099,289033,5224.0
"Total","South Carolina","45",,,71526,1403221,5097.3
,"South Dakota","46","2018","2018",1783,40813,4368.7
,"South Dakota","46","2019","2019",1932,41670,4636.4
,"South Dakota","46","2020","2020",2257,42280,5338.2
,"South Dakota","46","2021 (provisional)","2021",2000,42280,4730.4
,"South Dakota","46","2022 (provisional and partial)","2022",1982,42280,4687.8
"Total","South Dakota","46",,,9954,209323,4755.3
,"Tennessee","47","2018","2018",17235,328033,5254.0
,"Tennessee","47","2019","2019",17658,340228,5190.0
,"Tennessee","47","2020","2020",20732,351752,5893.9
,"Tennessee","47","2021 (provisional)","2021",21799,351752,6197.3
,"Tennessee","47","2022 (provisional and partial)","2022",20502,351752,5828.5
"Total","Tennessee","47",,,97926,1723517,5681.8
,"Texas","48","2018","2018",47364,1035292,4574.9
,"Texas","48","2019","2019",48337,1080742,4472.6
,"Texas","48","2020","2020",60008,1119841,5358.6
,"Texas","48","2021 (provisional)","2021",61801,1119841,5518.7
,"Texas","48","2022 (provisional and partial)","2022",55809,1119841,4983.7
"Total","Texas","48",,,273319,5475557,4991.6
,"Utah","49","2018","2018",4456,102831,4333.3
,"Utah","49","2019","2019",4656,107832,4317.8
,"Utah","49","2020","2020",5355,112018,4780.5
,"Utah","49","2021 (provisional)","2021",5491,112018,4901.9
,"Utah","49","2022 (provisional and partial)","2022",5484,112018,4895.6
"Total","Utah","49",,,25442,546717,4653.6
,"Vermont","50","2018","2018",1472,33893,4343.1
,"Vermont","50","2019","2019",1405,35396,3969.4
,"Vermont","50","2020","2020",1612,36624,4401.5
,"Vermont","50","2021 (provisional)","2021",1719,36624,4693.6
,"Vermont","50","2022 (provisional and partial)","2022",1697,36624,4633.6
"Total","Vermont","50",,,7905,179161,4412.2
,"Virginia","51","2018","2018",17053,384471,4435.4
,"Virginia","51","2019","2019",17477,402130,4346.1
,"Virginia","51","2020","2020",20076,416842,4816.2
,"Virginia","51","2021 (provisional)","2021",21280,416842,5105.1
,"Virginia","51","2022 (provisional and partial)","2022",20366,416842,4885.8
"Total","Virginia","51",,,96252,2037127,4724.9
,"Washington","53","2018","2018",13254,322041,4115.6
,"Washington","53","2019","2019",14041,339621,4134.3
,"Washington","53","2020","2020",15264,353988,4312.0
,"Washington","53","2021 (provisional)","2021",16485,353988,4656.9
,"Washington","53","2022 (provisional and partial)","2022",16657,353988,4705.5
"Total","Washington","53",,,75701,1723626,4392.0
,"West Virginia","54","2018","2018",5826,107141,5437.7
,"West Virginia","54","2019","2019",5942,109552,5423.9
,"West Virginia","54","2020","2020",6614,111083,5954.1
,"West Virginia","54","2021 (provisional)","2021",7125,111083,6414.1
,"West Virginia","54","2022 (provisional and partial)","2022",6814,111083,6134.2
"Total","West Virginia","54",,,32321,549942,5877.2
,"Wisconsin","55","2018","2018",12890,285214,4519.4
,"Wisconsin","55","2019","2019",13223,294186,4494.8
,"Wisconsin","55","2020","2020",15200,300842,5052.5
,"Wisconsin","55","2021 (provisional)","2021",14982,300842,4980.0
,"Wisconsin","55","2022 (provisional and partial)","2022",14343,300842,4767.6
"Total","Wisconsin","55",,,70638,1481926,4766.6
,"Wyoming","56","2018","2018",1258,26526,4742.5
,"Wyoming","56","2019","2019",1233,27598,4467.7
,"Wyoming","56","2020","2020",1492,28948,5154.1
,"Wyoming","56","2021 (provisional)","2021",1569,28948,5420.1
,"Wyoming","56","2022 (provisional and partial)","2022",1456,28948,5029.7
"Total","Wyoming","56",,,7008,140968,4971.3
"Total",,,,,3792481,80718887,4698.4
