"Notes","Residence State","Residence State Code","Year","Year Code",Deaths,Population,Crude Rate
,"Indiana","18","2019","2019",1504,2227719,67.5
,"Indiana","18","2020","2020",1688,2222487,76.0
,"Indiana","18","2021 (provisional)","2021",1807,2222487,81.3
,"Indiana","18","2022 (provisional and partial)","2022",1497,2222487,67.4
"Total","Indiana","18",,,8057,11119287,72.5
,"Iowa","19","2018","2018",528,1049797,50.3
,"Iowa","19","2019","2019",534,1040546,51.3
,"Iowa","19","2020","2020",558,1039415,53.7
,"Iowa","19","2021 (provisional)","2021",496,1039415,47.7
,"Iowa","19","2022 (provisional and partial)","2022",489,1039415,47.0
"Total","Iowa","19",,,2605,5208588,50.0
,"Kansas","20","2018","2018",658,1000696,65.8
,"Kansas","20","2019","2019",582,994410,58.5
,"Kansas","20","2020","2020",684,988488,69.2
,"Kansas","20","2021 (provisional)","2021",686,988488,69.4
,"Kansas","20","2022 (provisional and partial)","2022",626,988488,63.3
"Total","Kansas","20",,,3236,4960570,65.2
,"Kentucky","21","2018","2018",963,1426561,67.5
,"Kentucky","21","2019","2019",870,1416825,61.4
,"Kentucky","21","2020","2020",1128,1413974,79.8
,"Kentucky","21","2021 (provisional)","2021",1171,1413974,82.8
,"Kentucky","21","2022 (provisional and partial)","2022",869,1413974,61.5
"Total","Kentucky","21",,,5001,7085308,70.6
,"Louisiana","22","2018","2018",1254,1521265,82.4
,"Louisiana","22","2019","2019",1267,1506673,84.1
,"Louisiana","22","2020","2020",1422,1497688,94.9
,"Louisiana","22","2021 (provisional)","2021",1567,1497688,104.6
,"Louisiana","22","2022 (provisional and partial)","2022",1123,1497688,75.0
"Total","Louisiana","22",,,6633,7521002,88.2
,"Maine","23","2018","2018",185,357528,51.7
,"Maine","23","2019","2019",184,355774,51.7
,"Maine","23","2020","2020",204,354064,57.6
,"Maine","23","2021 (provisional)","2021",200,354064,56.5
,"Maine","23","2022 (provisional and partial)","2022",225,354064,63.5
"Total","Maine","23",,,998,1775494,56.2
,"Maryland","24","2018","2018",1133,1871508,60.5
,"Maryland","24","2019","2019",1161,1860836,62.4
,"Maryland","24","2020","2020",1200,1854302,64.7
,"Maryland","24","2021 (provisional)","2021",1227,1854302,66.2
,"Maryland","24","2022 (provisional and partial)","2022",1148,1854302,61.9
"Total","Maryland","24",,,5869,9295250,63.1
,"Massachusetts","25","2018","2018",816,2068786,39.4
,"Massachusetts","25","2019","2019",750,2043521,36.7
,"Massachusetts","25","2020","2020",766,2025395,37.8
,"Massachusetts","25","2021 (provisional)","2021",767,2025395,37.9
,"Massachusetts","25","2022 (provisional and partial)","2022",719,2025395,35.5
"Total","Massachusetts","25",,,3818,10188492,37.5
,"Michigan","26","2018","2018",1967,3126607,62.9
,"Michigan","26","2019","2019",1825,3089456,59.1
,"Michigan","26","2020","2020",2026,3054678,66.3
,"Michigan","26","2021 (provisional)","2021",2029,3054678,66.4
,"Michigan","26","2022 (provisional and partial)","2022",1709,3054678,55.9
"Total","Michigan","26",,,9556,15380097,62.1
,"Minnesota","27","2018","2018",875,1804251,48.5
,"Minnesota","27","2019","2019",890,1801275,49.4
,"Minnesota","27","2020","2020",893,1795056,49.7
,"Minnesota","27","2021 (provisional)","2021",1025,1795056,57.1
,"Minnesota","27","2022 (provisional and partial)","2022",801,1795056,44.6
"Total","Minnesota","27",,,4484,8990694,49.9
,"Mississippi","28","2018","2018",870,998065,87.2
,"Mississippi","28","2019","2019",917,982004,93.4
,"Mississippi","28","2020","2020",963,972650,99.0
,"Mississippi","28","2021 (provisional)","2021",1137,972650,116.9
,"Mississippi","28","2022 (provisional and partial)","2022",865,972650,88.9
"Total","Mississippi","28",,,4752,4898019,97.0
,"Missouri","29","2018","2018",1484,1943215,76.4
,"Missouri","29","2019","2019",1412,1932089,73.1
,"Missouri","29","2020","2020",1487,1929435,77.1
,"Missouri","29","2021 (provisional)","2021",1497,1929435,77.6
,"Missouri","29","2022 (provisional and partial)","2022",1292,1929435,67.0
"Total","Missouri","29",,,7172,9663609,74.2
,"Montana","30","2018","2018",221,327879,67.4
,"Montana","30","2019","2019",215,326352,65.9
,"Montana","30","2020","2020",242,327672,73.9
,"Montana","30","2021 (provisional)","2021",281,327672,85.8
,"Montana","30","2022 (provisional and partial)","2022",226,327672,69.0
"Total","Montana","30",,,1185,1637247,72.4
,"Nebraska","31","2018","2018",369,667549,55.3
,"Nebraska","31","2019","2019",344,665372,51.7
,"Nebraska","31","2020","2020",397,663646,59.8
,"Nebraska","31","2021 (provisional)","2021",405,663646,61.0
,"Nebraska","31","2022 (provisional and partial)","2022",361,663646,54.4
"Total","Nebraska","31",,,1876,3323859,56.4
,"Nevada","32","2018","2018",578,937786,61.6
,"Nevada","32","2019","2019",549,942859,58.2
,"Nevada","32","2020","2020",608,950460,64.0
,"Nevada","32","2021 (provisional)","2021",673,950460,70.8
,"Nevada","32","2022 (provisional and partial)","2022",563,950460,59.2
"Total","Nevada","32",,,2971,4732025,62.8
,"New Hampshire","33","2018","2018",184,384307,47.9
,"New Hampshire","33","2019","2019",177,378944,46.7
,"New Hampshire","33","2020","2020",173,375417,46.1
,"New Hampshire","33","2021 (provisional)","2021",171,375417,45.5
,"New Hampshire","33","2022 (provisional and partial)","2022",144,375417,38.4
"Total","New Hampshire","33",,,849,1889502,44.9
,"New Jersey","34","2018","2018",1222,2719649,44.9
,"New Jersey","34","2019","2019",1155,2692212,42.9
,"New Jersey","34","2020","2020",1147,2679369,42.8
,"New Jersey","34","2021 (provisional)","2021",1166,2679369,43.5
,"New Jersey","34","2022 (provisional and partial)","2022",1038,2679369,38.7
"Total","New Jersey","34",,,5728,13449968,42.6
,"New Mexico","35","2018","2018",482,679608,70.9
,"New Mexico","35","2019","2019",506,671713,75.3
,"New Mexico","35","2020","2020",506,668641,75.7
,"New Mexico","35","2021 (provisional)","2021",583,668641,87.2
,"New Mexico","35","2022 (provisional and partial)","2022",477,668641,71.3
"Total","New Mexico","35",,,2554,3357244,76.1
,"New York","36","2018","2018",2561,5868268,43.6
,"New York","36","2019","2019",2545,5790843,43.9
,"New York","36","2020","2020",2660,5710239,46.6
,"New York","36","2021 (provisional)","2021",2582,5710239,45.2
,"New York","36","2022 (provisional and partial)","2022",2473,5710239,43.3
"Total","New York","36",,,12821,28789828,44.5
,"North Carolina","37","2018","2018",2166,3284479,65.9
,"North Carolina","37","2019","2019",2203,3291302,66.9
,"North Carolina","37","2020","2020",2463,3301879,74.6
,"North Carolina","37","2021 (provisional)","2021",2624,3301879,79.5
,"North Carolina","37","2022 (provisional and partial)","2022",2411,3301879,73.0
"Total","North Carolina","37",,,11867,16481418,72.0
,"North Dakota","38","2018","2018",144,263410,54.7
,"North Dakota","38","2019","2019",169,262993,64.3
,"North Dakota","38","2020","2020",174,264758,65.7
,"North Dakota","38","2021 (provisional)","2021",159,264758,60.1
,"North Dakota","38","2022 (provisional and partial)","2022",153,264758,57.8
"Total","North Dakota","38",,,799,1320677,60.5
,"Ohio","39","2018","2018",2507,3661523,68.5
,"Ohio","39","2019","2019",2423,3638330,66.6
,"Ohio","39","2020","2020",2555,3616175,70.7
,"Ohio","39","2021 (provisional)","2021",2630,3616175,72.7
,"Ohio","39","2022 (provisional and partial)","2022",2425,3616175,67.1
"Total","Ohio","39",,,12540,18148378,69.1
,"Oklahoma","40","2018","2018",920,1336166,68.9
,"Oklahoma","40","2019","2019",929,1333143,69.7
,"Oklahoma","40","2020","2020",937,1335494,70.2
,"Oklahoma","40","2021 (provisional)","2021",1068,1335494,80.0
,"Oklahoma","40","2022 (provisional and partial)","2022",922,1335494,69.0
"Total","Oklahoma","40",,,4776,6675791,71.5
,"Oregon","41","2018","2018",577,1238611,46.6
,"Oregon","41","2019","2019",594,1229584,48.3
,"Oregon","41","2020","2020",640,1220971,52.4
,"Oregon","41","2021 (provisional)","2021",625,1220971,51.2
,"Oregon","41","2022 (provisional and partial)","2022",623,1220971,51.0
"Total","Oregon","41",,,3059,6131108,49.9
,"Pennsylvania","42","2018","2018",2337,3809193,61.4
,"Pennsylvania","42","2019","2019",2197,3776772,58.2
,"Pennsylvania","42","2020","2020",2292,3743047,61.2
,"Pennsylvania","42","2021 (provisional)","2021",2428,3743047,64.9
,"Pennsylvania","42","2022 (provisional and partial)","2022",2128,3743047,56.9
"Total","Pennsylvania","42",,,11382,18815106,60.5
,"Rhode Island","44","2018","2018",141,316116,44.6
,"Rhode Island","44","2019","2019",139,314046,44.3
,"Rhode Island","44","2020","2020",133,309297,43.0
,"Rhode Island","44","2021 (provisional)","2021",144,309297,46.6
,"Rhode Island","44","2022 (provisional and partial)","2022",112,309297,36.2
"Total","Rhode Island","44",,,669,1558053,42.9
,"South Carolina","45","2018","2018",1218,1574168,77.4
,"South Carolina","45","2019","2019",1205,1578582,76.3
,"South Carolina","45","2020","2020",1319,1586677,83.1
,"South Carolina","45","2021 (provisional)","2021",1477,1586677,93.1
,"South Carolina","45","2022 (provisional and partial)","2022",1227,1586677,77.3
"Total","South Carolina","45",,,6446,7912781,81.5
,"South Dakota","46","2018","2018",210,301035,69.8
,"South Dakota","46","2019","2019",227,299497,75.8
,"South Dakota","46","2020","2020",221,301522,73.3
,"South Dakota","46","2021 (provisional)","2021",247,301522,81.9
,"South Dakota","46","2022 (provisional and partial)","2022",200,301522,66.3
"Total","South Dakota","46",,,1105,1505098,73.4
,"Tennessee","47","2018","2018",1593,2120010,75.1
,"Tennessee","47","2019","2019",1628,2122491,76.7
,"Tennessee","47","2020","2020",1716,2125011,80.8
,"Tennessee","47","2021 (provisional)","2021",1891,2125011,89.0
,"Tennessee","47","2022 (provisional and partial)","2022",1749,2125011,82.3
"Total","Tennessee","47",,,8577,10617534,80.8
,"Texas","48","2018","2018",5771,10194178,56.6
,"Texas","48","2019","2019",5941,10213110,58.2
,"Texas","48","2020","2020",6281,10273688,61.1
,"Texas","48","2021 (provisional)","2021",6811,10273688,66.3
,"Texas","48","2022 (provisional and partial)","2022",6287,10273688,61.2
"Total","Texas","48",,,31091,51228352,60.7
,"Utah","49","2018","2018",680,1288772,52.8
,"Utah","49","2019","2019",687,1293263,53.1
,"Utah","49","2020","2020",675,1296624,52.1
,"Utah","49","2021 (provisional)","2021",689,1296624,53.1
,"Utah","49","2022 (provisional and partial)","2022",660,1296624,50.9
"Total","Utah","49",,,3391,6471907,52.4
,"Vermont","50","2018","2018",88,183192,48.0
,"Vermont","50","2019","2019",68,179845,37.8
,"Vermont","50","2020","2020",72,177710,40.5
,"Vermont","50","2021 (provisional)","2021",85,177710,47.8
,"Vermont","50","2022 (provisional and partial)","2022",91,177710,51.2
"Total","Vermont","50",,,404,896167,45.1
,"Virginia","51","2018","2018",1499,2674839,56.0
,"Virginia","51","2019","2019",1478,2659045,55.6
,"Virginia","51","2020","2020",1639,2665806,61.5
,"Virginia","51","2021 (provisional)","2021",1757,2665806,65.9
,"Virginia","51","2022 (provisional and partial)","2022",1599,2665806,60.0
"Total","Virginia","51",,,7972,13331302,59.8
,"Washington","53","2018","2018",1186,2320731,51.1
,"Washington","53","2019","2019",1086,2321569,46.8
,"Washington","53","2020","2020",1240,2323701,53.4
,"Washington","53","2021 (provisional)","2021",1324,2323701,57.0
,"Washington","53","2022 (provisional and partial)","2022",1179,2323701,50.7
"Total","Washington","53",,,6015,11613403,51.8
,"West Virginia","54","2018","2018",382,521009,73.3
,"West Virginia","54","2019","2019",363,513353,70.7
,"West Virginia","54","2020","2020",384,509500,75.4
,"West Virginia","54","2021 (provisional)","2021",399,509500,78.3
,"West Virginia","54","2022 (provisional and partial)","2022",338,509500,66.3
"Total","West Virginia","54",,,1866,2562862,72.8
,"Wisconsin","55","2018","2018",1006,1827868,55.0
,"Wisconsin","55","2019","2019",994,1812667,54.8
,"Wisconsin","55","2020","2020",1074,1803009,59.6
,"Wisconsin","55","2021 (provisional)","2021",1058,1803009,58.7
,"Wisconsin","55","2022 (provisional and partial)","2022",983,1803009,54.5
"Total","Wisconsin","55",,,5115,9049562,56.5
,"Wyoming","56","2018","2018",116,187142,62.0
,"Wyoming","56","2019","2019",135,186255,72.5
,"Wyoming","56","2020","2020",119,185669,64.1
,"Wyoming","56","2021 (provisional)","2021",147,185669,79.2
,"Wyoming","56","2022 (provisional and partial)","2022",138,185669,74.3
"Total","Wyoming","56",,,655,930404,70.4
"Total",,,,,313034,515661930,60.7
