"Notes","Residence State","Residence State Code","Year","Year Code",Deaths,Population,Crude Rate
,"Alabama","01","2018","2018",2968,1235842,240.2
,"Alabama","01","2019","2019",2952,1240535,238.0
,"Alabama","01","2020","2020",3597,1246908,288.5
,"Alabama","01","2021 (provisional)","2021",4449,1246908,356.8
,"Alabama","01","2022 (provisional and partial)","2022",3433,1246908,275.3
"Total","Alabama","01",,,17399,6217101,279.9
,"Alaska","02","2018","2018",399,213515,186.9
,"Alaska","02","2019","2019",469,213353,219.8
,"Alaska","02","2020","2020",523,214449,243.9
,"Alaska","02","2021 (provisional)","2021",678,214449,316.2
,"Alaska","02","2022 (provisional and partial)","2022",505,214449,235.5
"Total","Alaska","02",,,2574,1070215,240.5
,"Arizona","04","2018","2018",3170,1866276,169.9
,"Arizona","04","2019","2019",3439,1903120,180.7
,"Arizona","04","2020","2020",4694,1944746,241.4
,"Arizona","04","2021 (provisional)","2021",5563,1944746,286.1
,"Arizona","04","2022 (provisional and partial)","2022",4572,1944746,235.1
"Total","Arizona","04",,,21438,9603634,223.2
,"Arkansas","05","2018","2018",1603,765106,209.5
,"Arkansas","05","2019","2019",1570,767131,204.7
,"Arkansas","05","2020","2020",2064,771603,267.5
,"Arkansas","05","2021 (provisional)","2021",2515,771603,325.9
,"Arkansas","05","2022 (provisional and partial)","2022",1871,771603,242.5
"Total","Arkansas","05",,,9623,3847046,250.1
,"California","06","2018","2018",12772,11299470,113.0
,"California","06","2019","2019",13474,11335052,118.9
,"California","06","2020","2020",17705,11322806,156.4
,"California","06","2021 (provisional)","2021",21058,11322806,186.0
,"California","06","2022 (provisional and partial)","2022",17351,11322806,153.2
"Total","California","06",,,82360,56602940,145.5
,"Colorado","08","2018","2018",2371,1674501,141.6
,"Colorado","08","2019","2019",2478,1711425,144.8
,"Colorado","08","2020","2020",3101,1740128,178.2
,"Colorado","08","2021 (provisional)","2021",3732,1740128,214.5
,"Colorado","08","2022 (provisional and partial)","2022",3208,1740128,184.4
"Total","Colorado","08",,,14890,8606310,173.0
,"Connecticut","09","2018","2018",1312,868726,151.0
,"Connecticut","09","2019","2019",1388,875170,158.6
,"Connecticut","09","2020","2020",1662,880509,188.8
,"Connecticut","09","2021 (provisional)","2021",1745,880509,198.2
