"Notes","Residence State","Residence State Code","Year","Year Code",Deaths,Population,Crude Rate
,"Alabama","01","2018","2018",11581,487721,2374.5
,"Alabama","01","2019","2019",11917,501447,2376.5
,"Alabama","01","2020","2020",14323,517717,2766.6
,"Alabama","01","2021 (provisional)","2021",15870,517717,3065.4
,"Alabama","01","2022 (provisional and partial)","2022",13120,517717,2534.2
"Total","Alabama","01",,,66811,2542319,2628.0
,"Alaska","02","2018","2018",949,58555,1620.7
,"Alaska","02","2019","2019",1022,61300,1667.2
,"Alaska","02","2020","2020",1134,64158,1767.5
,"Alaska","02","2021 (provisional)","2021",1437,64158,2239.8
,"Alaska","02","2022 (provisional and partial)","2022",1179,64158,1837.7
"Total","Alaska","02",,,5721,312329,1831.7
,"Arizona","04","2018","2018",11537,726162,1588.8
,"Arizona","04","2019","2019",11959,751699,1590.9
,"Arizona","04","2020","2020",15436,786905,1961.6
,"Arizona","04","2021 (provisional)","2021",17381,786905,2208.8
,"Arizona","04","2022 (provisional and partial)","2022",14427,786905,1833.4
"Total","Arizona","04",,,70740,3838576,1842.9
,"Arkansas","05","2018","2018",6766,296011,2285.7
,"Arkansas","05","2019","2019",7053,302829,2329.0
,"Arkansas","05","2020","2020",8270,310489,2663.5
,"Arkansas","05","2021 (provisional)","2021",9068,310489,2920.6
,"Arkansas","05","2022 (provisional and partial)","2022",7963,310489,2564.7
"Total","Arkansas","05",,,39120,1530307,2556.3
,"California","06","2018","2018",48803,3285414,1485.4
,"California","06","2019","2019",49162,3386670,1451.6
,"California","06","2020","2020",60463,3469545,1742.7
,"California","06","2021 (provisional)","2021",64875,3469545,1869.8
,"California","06","2022 (provisional and partial)","2022",55149,3469545,1589.5
"Total","California","06",,,278452,17080719,1630.2
,"Colorado","08","2018","2018",7107,500798,1419.1
,"Colorado","08","2019","2019",7426,522131,1422.2
,"Colorado","08","2020","2020",9023,543363,1660.6
,"Colorado","08","2021 (provisional)","2021",9750,543363,1794.4
,"Colorado","08","2022 (provisional and partial)","2022",8668,543363,1595.3
"Total","Colorado","08",,,41974,2653018,1582.1
,"Connecticut","09","2018","2018",4912,343570,1429.7
,"Connecticut","09","2019","2019",5182,352819,1468.7
,"Connecticut","09","2020","2020",6336,363764,1741.8
,"Connecticut","09","2021 (provisional)","2021",5941,363764,1633.2
,"Connecticut","09","2022 (provisional and partial)","2022",5637,363764,1549.6
"Total","Connecticut","09",,,28008,1787681,1566.7
,"Delaware","10","2018","2018",1808,108194,1671.1
,"Delaware","10","2019","2019",1796,112858,1591.4
,"Delaware","10","2020","2020",2268,118462,1914.5
,"Delaware","10","2021 (provisional)","2021",2437,118462,2057.2
,"Delaware","10","2022 (provisional and partial)","2022",2342,118462,1977.0
"Total","Delaware","10",,,10651,576438,1847.7
,"District of Columbia","11","2018","2018",961,49104,1957.1
,"District of Columbia","11","2019","2019",970,50219,1931.5
,"District of Columbia","11","2020","2020",1337,51557,2593.2
,"District of Columbia","11","2021 (provisional)","2021",1316,51557,2552.5
,"District of Columbia","11","2022 (provisional and partial)","2022",1089,51557,2112.2
"Total","District of Columbia","11",,,5673,253994,2233.5
,"Florida","12","2018","2018",39043,2397902,1628.2
,"Florida","12","2019","2019",39396,2465369,1598.0
,"Florida","12","2020","2020",46232,2539576,1820.5
,"Florida","12","2021 (provisional)","2021",52520,2539576,2068.1
,"Florida","12","2022 (provisional and partial)","2022",44271,2539576,1743.2
"Total","Florida","12",,,221462,12481999,1774.3
,"Georgia","13","2018","2018",18316,895419,2045.5
,"Georgia","13","2019","2019",18657,926001,2014.8
,"Georgia","13","2020","2020",22470,959264,2342.4
,"Georgia","13","2021 (provisional)","2021",25198,959264,2626.8
,"Georgia","13","2022 (provisional and partial)","2022",20893,959264,2178.0
"Total","Georgia","13",,,105534,4699212,2245.8
,"Hawaii","15","2018","2018",2181,148933,1464.4
,"Hawaii","15","2019","2019",2099,152092,1380.1
,"Hawaii","15","2020","2020",2363,154706,1527.4
,"Hawaii","15","2021 (provisional)","2021",2524,154706,1631.5
,"Hawaii","15","2022 (provisional and partial)","2022",2327,154706,1504.1
"Total","Hawaii","15",,,11494,765143,1502.2
,"Idaho","16","2018","2018",2817,168241,1674.4
,"Idaho","16","2019","2019",2775,175866,1577.9
,"Idaho","16","2020","2020",3250,185942,1747.9
,"Idaho","16","2021 (provisional)","2021",3890,185942,2092.1
,"Idaho","16","2022 (provisional and partial)","2022",3308,185942,1779.0
"Total","Idaho","16",,,16040,901933,1778.4
,"Illinois","17","2018","2018",20089,1142253,1758.7
,"Illinois","17","2019","2019",20643,1176033,1755.3
,"Illinois","17","2020","2020",26040,1211741,2149.0
,"Illinois","17","2021 (provisional)","2021",25683,1211741,2119.5
,"Illinois","17","2022 (provisional and partial)","2022",23611,1211741,1948.5
"Total","Illinois","17",,,116066,5953509,1949.5
,"Indiana","18","2018","2018",12888,615581,2093.6
,"Indiana","18","2019","2019",13361,636737,2098.4
,"Indiana","18","2020","2020",15725,658882,2386.6
,"Indiana","18","2021 (provisional)","2021",17134,658882,2600.5
,"Indiana","18","2022 (provisional and partial)","2022",15060,658882,2285.7
"Total","Indiana","18",,,74168,3228964,2297.0
,"Iowa","19","2018","2018",5421,300873,1801.8
,"Iowa","19","2019","2019",5574,311447,1789.7
,"Iowa","19","2020","2020",6739,323349,2084.1
,"Iowa","19","2021 (provisional)","2021",6905,323349,2135.5
,"Iowa","19","2022 (provisional and partial)","2022",6244,323349,1931.0
"Total","Iowa","19",,,30883,1582367,1951.7
,"Kansas","20","2018","2018",5072,262857,1929.6
,"Kansas","20","2019","2019",5232,272236,1921.9
,"Kansas","20","2020","2020",6192,282458,2192.2
,"Kansas","20","2021 (provisional)","2021",6699,282458,2371.7
,"Kansas","20","2022 (provisional and partial)","2022",6167,282458,2183.3
"Total","Kansas","20",,,29362,1382467,2123.9
,"Kentucky","21","2018","2018",10473,435205,2406.5
,"Kentucky","21","2019","2019",10500,447876,2344.4
,"Kentucky","21","2020","2020",12071,462362,2610.7
,"Kentucky","21","2021 (provisional)","2021",13836,462362,2992.5
,"Kentucky","21","2022 (provisional and partial)","2022",11852,462362,2563.4
"Total","Kentucky","21",,,58732,2270167,2587.1
,"Louisiana","22","2018","2018",9725,427946,2272.5
,"Louisiana","22","2019","2019",9664,442534,2183.8
,"Louisiana","22","2020","2020",12331,458282,2690.7
,"Louisiana","22","2021 (provisional)","2021",12828,458282,2799.1
,"Louisiana","22","2022 (provisional and partial)","2022",10526,458282,2296.8
"Total","Louisiana","22",,,55074,2245326,2452.8
,"Maine","23","2018","2018",2782,163367,1702.9
,"Maine","23","2019","2019",2902,169079,1716.4
,"Maine","23","2020","2020",3084,175368,1758.6
,"Maine","23","2021 (provisional)","2021",3481,175368,1985.0
,"Maine","23","2022 (provisional and partial)","2022",3328,175368,1897.7
"Total","Maine","23",,,15577,858550,1814.3
,"Maryland","24","2018","2018",9287,545452,1702.6
,"Maryland","24","2019","2019",9680,561582,1723.7
,"Maryland","24","2020","2020",11653,578509,2014.3
,"Maryland","24","2021 (provisional)","2021",11692,578509,2021.1
,"Maryland","24","2022 (provisional and partial)","2022",10704,578509,1850.3
"Total","Maryland","24",,,53016,2842561,1865.1
,"Massachusetts","25","2018","2018",9914,653829,1516.3
,"Massachusetts","25","2019","2019",9959,673305,1479.1
,"Massachusetts","25","2020","2020",11936,693841,1720.3
,"Massachusetts","25","2021 (provisional)","2021",11761,693841,1695.1
,"Massachusetts","25","2022 (provisional and partial)","2022",10892,693841,1569.8
"Total","Massachusetts","25",,,54462,3408657,1597.8
,"Michigan","26","2018","2018",19001,1004702,1891.2
,"Michigan","26","2019","2019",19691,1037580,1897.8
,"Michigan","26","2020","2020",23868,1074762,2220.8
,"Michigan","26","2021 (provisional)","2021",25421,1074762,2365.3
,"Michigan","26","2022 (provisional and partial)","2022",21871,1074762,2035.0
"Total","Michigan","26",,,109852,5266568,2085.8
,"Minnesota","27","2018","2018",7593,510180,1488.3
,"Minnesota","27","2019","2019",7942,531059,1495.5
,"Minnesota","27","2020","2020",9205,552208,1666.9
,"Minnesota","27","2021 (provisional)","2021",9777,552208,1770.5
,"Minnesota","27","2022 (provisional and partial)","2022",9027,552208,1634.7
"Total","Minnesota","27",,,43544,2697863,1614.0
,"Mississippi","28","2018","2018",6974,280585,2485.5
,"Mississippi","28","2019","2019",7169,288955,2481.0
,"Mississippi","28","2020","2020",9017,298209,3023.7
,"Mississippi","28","2021 (provisional)","2021",9565,298209,3207.5
,"Mississippi","28","2022 (provisional and partial)","2022",8191,298209,2746.7
"Total","Mississippi","28",,,40916,1464167,2794.5
,"Missouri","29","2018","2018",12167,592577,2053.2
,"Missouri","29","2019","2019",12421,610165,2035.7
,"Missouri","29","2020","2020",14988,630388,2377.6
,"Missouri","29","2021 (provisional)","2021",15776,630388,2502.6
,"Missouri","29","2022 (provisional and partial)","2022",14041,630388,2227.4
"Total","Missouri","29",,,69393,3093906,2242.9
,"Montana","30","2018","2018",1950,119583,1630.7
,"Montana","30","2019","2019",2071,124631,1661.7
,"Montana","30","2020","2020",2471,129574,1907.0
,"Montana","30","2021 (provisional)","2021",2682,129574,2069.9
,"Montana","30","2022 (provisional and partial)","2022",2262,129574,1745.7
"Total","Montana","30",,,11436,632936,1806.8
,"Nebraska","31","2018","2018",3064,172527,1776.0
,"Nebraska","31","2019","2019",3017,178908,1686.3
,"Nebraska","31","2020","2020",3688,185015,1993.4
,"Nebraska","31","2021 (provisional)","2021",3772,185015,2038.8
,"Nebraska","31","2022 (provisional and partial)","2022",3324,185015,1796.6
"Total","Nebraska","31",,,16865,906480,1860.5
,"Nevada","32","2018","2018",5591,293252,1906.6
,"Nevada","32","2019","2019",5920,303363,1951.5
,"Nevada","32","2020","2020",7062,316112,2234.0
,"Nevada","32","2021 (provisional)","2021",7734,316112,2446.6
,"Nevada","32","2022 (provisional and partial)","2022",6691,316112,2116.7
"Total","Nevada","32",,,32998,1544951,2135.9
,"New Hampshire","33","2018","2018",2252,146933,1532.7
,"New Hampshire","33","2019","2019",2410,152669,1578.6
,"New Hampshire","33","2020","2020",2602,158927,1637.2
,"New Hampshire","33","2021 (provisional)","2021",2905,158927,1827.9
,"New Hampshire","33","2022 (provisional and partial)","2022",2793,158927,1757.4
"Total","New Hampshire","33",,,12962,776383,1669.5
,"New Jersey","34","2018","2018",12881,810098,1590.1
,"New Jersey","34","2019","2019",13008,832866,1561.8
,"New Jersey","34","2020","2020",17495,859409,2035.7
,"New Jersey","34","2021 (provisional)","2021",15905,859409,1850.7
,"New Jersey","34","2022 (provisional and partial)","2022",14231,859409,1655.9
"Total","New Jersey","34",,,73520,4221191,1741.7
,"New Mexico","35","2018","2018",3823,217884,1754.6
,"New Mexico","35","2019","2019",3802,224483,1693.7
,"New Mexico","35","2020","2020",4804,231746,2073.0
,"New Mexico","35","2021 (provisional)","2021",5207,231746,2246.9
,"New Mexico","35","2022 (provisional and partial)","2022",4424,231746,1909.0
"Total","New Mexico","35",,,22060,1137605,1939.2
,"New York","36","2018","2018",27773,1809120,1535.2
,"New York","36","2019","2019",28413,1859922,1527.6
,"New York","36","2020","2020",38751,1912722,2026.0
,"New York","36","2021 (provisional)","2021",35388,1912722,1850.1
,"New York","36","2022 (provisional and partial)","2022",31221,1912722,1632.3
"Total","New York","36",,,161546,9407208,1717.3
,"North Carolina","37","2018","2018",19215,1010458,1901.6
,"North Carolina","37","2019","2019",19736,1046508,1885.9
,"North Carolina","37","2020","2020",22698,1084482,2093.0
,"North Carolina","37","2021 (provisional)","2021",25433,1084482,2345.2
,"North Carolina","37","2022 (provisional and partial)","2022",21857,1084482,2015.4
"Total","North Carolina","37",,,108939,5310412,2051.4
,"North Dakota","38","2018","2018",1086,64222,1691.0
,"North Dakota","38","2019","2019",1149,66664,1723.6
,"North Dakota","38","2020","2020",1355,69658,1945.2
,"North Dakota","38","2021 (provisional)","2021",1404,69658,2015.6
,"North Dakota","38","2022 (provisional and partial)","2022",1236,69658,1774.4
"Total","North Dakota","38",,,6230,339860,1833.1
,"Ohio","39","2018","2018",23798,1150375,2068.7
,"Ohio","39","2019","2019",24292,1189243,2042.6
,"Ohio","39","2020","2020",28678,1233236,2325.4
,"Ohio","39","2021 (provisional)","2021",31801,1233236,2578.7
,"Ohio","39","2022 (provisional and partial)","2022",27659,1233236,2242.8
"Total","Ohio","39",,,136228,6039326,2255.7
,"Oklahoma","40","2018","2018",8601,358646,2398.2
,"Oklahoma","40","2019","2019",8755,368050,2378.8
,"Oklahoma","40","2020","2020",10583,380547,2781.0
,"Oklahoma","40","2021 (provisional)","2021",11554,380547,3036.2
,"Oklahoma","40","2022 (provisional and partial)","2022",10129,380547,2661.7
"Total","Oklahoma","40",,,49622,1868337,2655.9
,"Oregon","41","2018","2018",7253,448192,1618.3
,"Oregon","41","2019","2019",7659,464598,1648.5
,"Oregon","41","2020","2020",8337,478552,1742.1
,"Oregon","41","2021 (provisional)","2021",9636,478552,2013.6
,"Oregon","41","2022 (provisional and partial)","2022",8563,478552,1789.4
"Total","Oregon","41",,,41448,2348446,1764.9
,"Pennsylvania","42","2018","2018",23932,1310750,1825.8
,"Pennsylvania","42","2019","2019",24032,1354093,1774.8
,"Pennsylvania","42","2020","2020",29063,1401258,2074.1
,"Pennsylvania","42","2021 (provisional)","2021",31542,1401258,2251.0
,"Pennsylvania","42","2022 (provisional and partial)","2022",27416,1401258,1956.5
"Total","Pennsylvania","42",,,135985,6868617,1979.8
,"Rhode Island","44","2018","2018",1761,102595,1716.5
,"Rhode Island","44","2019","2019",1763,106159,1660.7
,"Rhode Island","44","2020","2020",2002,110332,1814.5
,"Rhode Island","44","2021 (provisional)","2021",2117,110332,1918.8
,"Rhode Island","44","2022 (provisional and partial)","2022",1941,110332,1759.2
"Total","Rhode Island","44",,,9584,539750,1775.6
,"South Carolina","45","2018","2018",10894,549831,1981.3
,"South Carolina","45","2019","2019",10930,570600,1915.5
,"South Carolina","45","2020","2020",13289,593048,2240.8
,"South Carolina","45","2021 (provisional)","2021",14959,593048,2522.4
,"South Carolina","45","2022 (provisional and partial)","2022",12688,593048,2139.5
"Total","South Carolina","45",,,62760,2899575,2164.5
,"South Dakota","46","2018","2018",1408,85050,1655.5
,"South Dakota","46","2019","2019",1444,89216,1618.5
,"South Dakota","46","2020","2020",1837,94041,1953.4
,"South Dakota","46","2021 (provisional)","2021",1851,94041,1968.3
,"South Dakota","46","2022 (provisional and partial)","2022",1623,94041,1725.8
"Total","South Dakota","46",,,8163,456389,1788.6
,"Tennessee","47","2018","2018",14893,661602,2251.1
,"Tennessee","47","2019","2019",15272,681396,2241.3
,"Tennessee","47","2020","2020",18066,704870,2563.0
,"Tennessee","47","2021 (provisional)","2021",20338,704870,2885.4
,"Tennessee","47","2022 (provisional and partial)","2022",17397,704870,2468.1
"Total","Tennessee","47",,,85966,3457608,2486.3
,"Texas","48","2018","2018",40752,2166529,1881.0
,"Texas","48","2019","2019",41678,2245028,1856.5
,"Texas","48","2020","2020",53071,2339912,2268.1
,"Texas","48","2021 (provisional)","2021",58752,2339912,2510.9
,"Texas","48","2022 (provisional and partial)","2022",48267,2339912,2062.8
"Total","Texas","48",,,242520,11431293,2121.5
,"Utah","49","2018","2018",3181,209871,1515.7
,"Utah","49","2019","2019",3217,219466,1465.8
,"Utah","49","2020","2020",3868,230052,1681.4
,"Utah","49","2021 (provisional)","2021",4248,230052,1846.5
,"Utah","49","2022 (provisional and partial)","2022",3789,230052,1647.0
"Total","Utah","49",,,18303,1119493,1634.9
,"Vermont","50","2018","2018",1083,72893,1485.7
,"Vermont","50","2019","2019",1209,75206,1607.6
,"Vermont","50","2020","2020",1250,77613,1610.6
,"Vermont","50","2021 (provisional)","2021",1356,77613,1747.1
,"Vermont","50","2022 (provisional and partial)","2022",1282,77613,1651.8
"Total","Vermont","50",,,6180,380938,1622.3
,"Virginia","51","2018","2018",13639,779038,1750.7
,"Virginia","51","2019","2019",13924,802291,1735.5
,"Virginia","51","2020","2020",16035,827566,1937.6
,"Virginia","51","2021 (provisional)","2021",17959,827566,2170.1
,"Virginia","51","2022 (provisional and partial)","2022",16060,827566,1940.6
"Total","Virginia","51",,,77617,4064027,1909.9
,"Washington","53","2018","2018",11279,708808,1591.3
,"Washington","53","2019","2019",11707,735524,1591.7
,"Washington","53","2020","2020",12832,758505,1691.7
,"Washington","53","2021 (provisional)","2021",14515,758505,1913.6
,"Washington","53","2022 (provisional and partial)","2022",13128,758505,1730.8
"Total","Washington","53",,,63461,3719847,1706.0
,"West Virginia","54","2018","2018",5009,212837,2353.4
,"West Virginia","54","2019","2019",5013,217323,2306.7
,"West Virginia","54","2020","2020",5751,222176,2588.5
,"West Virginia","54","2021 (provisional)","2021",6932,222176,3120.0
,"West Virginia","54","2022 (provisional and partial)","2022",5918,222176,2663.7
"Total","West Virginia","54",,,28623,1096688,2609.9
,"Wisconsin","55","2018","2018",9491,571623,1660.4
,"Wisconsin","55","2019","2019",9944,594748,1672.0
,"Wisconsin","55","2020","2020",11871,620424,1913.4
,"Wisconsin","55","2021 (provisional)","2021",11994,620424,1933.2
,"Wisconsin","55","2022 (provisional and partial)","2022",11243,620424,1812.1
"Total","Wisconsin","55",,,54543,3027643,1801.5
,"Wyoming","56","2018","2018",1002,58168,1722.6
,"Wyoming","56","2019","2019",1042,60590,1719.8
,"Wyoming","56","2020","2020",1294,63814,2027.8
,"Wyoming","56","2021 (provisional)","2021",1517,63814,2377.2
,"Wyoming","56","2022 (provisional and partial)","2022",1234,63814,1933.7
"Total","Wyoming","56",,,6089,310200,1962.9
"Total",,,,,3126373,159623943,1958.6
