GENESIS-Tabelle: 12411-0012
Bevölkerung: Bundesländer, Stichtag, Altersjahre;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;
;;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer
;;Baden-Württemberg;Bayern;Berlin;Brandenburg;Bremen;Hamburg;Hessen;Mecklenburg-Vorpommern;Niedersachsen;Nordrhein-Westfalen;Rheinland-Pfalz;Saarland;Sachsen;Sachsen-Anhalt;Schleswig-Holstein;Thüringen
31.12.1976;29-Jährige;121139;150601;26725;-;9013;23317;78020;-;85029;209972;39518;11848;-;-;32637;-
31.12.1976;30-Jährige;109202;137395;21548;-;8961;22695;68532;-;82123;199542;36791;9864;-;-;31180;-
31.12.1976;31-Jährige;96638;112752;24617;-;7890;20346;59026;-;66475;173728;31655;9434;-;-;26482;-
31.12.1976;32-Jährige;124914;145448;31653;-;9618;26144;78559;-;89617;223657;41717;12571;-;-;35331;-
31.12.1976;33-Jährige;127351;147573;33072;-;10166;26670;79130;-;94632;227205;42434;12724;-;-;36701;-
31.12.1976;34-Jährige;126208;144803;32159;-;10146;25705;75435;-;92630;225616;42500;12546;-;-;36399;-
31.12.1976;35-Jährige;150121;175929;36151;-;11288;29526;90452;-;113784;268690;53366;16022;-;-;44517;-
31.12.1976;36-Jährige;161474;192512;35249;-;12303;30546;98673;-;122140;295841;59777;17393;-;-;45932;-
31.12.1976;37-Jährige;160446;189868;33129;-;11773;29682;96075;-;121176;292469;59103;17848;-;-;46138;-
31.12.1976;38-Jährige;151275;173914;30894;-;11482;28440;89498;-;116369;280608;56248;16847;-;-;44245;-
31.12.1976;39-Jährige;142395;160034;29502;-;10995;26994;84339;-;109040;266669;53384;17031;-;-;41179;-
31.12.1976;40-Jährige;140740;157770;28937;-;10820;26780;83549;-;106338;264974;54091;17850;-;-;39959;-
31.12.1976;41-Jährige;136876;152121;28578;-;10319;26786;81512;-;104407;262687;53341;16134;-;-;38298;-
31.12.1976;42-Jährige;127193;143641;26900;-;9887;23967;76973;-;97959;253929;50175;14597;-;-;35168;-
31.12.1976;43-Jährige;109865;123677;19563;-;7497;18727;63287;-;79039;205105;42541;13018;-;-;27231;-
31.12.1976;44-Jährige;109256;126597;18626;-;7746;18242;63585;-;80366;208850;42735;13574;-;-;27071;-
31.12.1976;45-Jährige;111685;127473;19725;-;7932;19163;65932;-;82838;217154;44459;14222;-;-;27731;-
31.12.1976;46-Jährige;117985;136172;21009;-;8604;20924;70976;-;88556;236274;48106;14900;-;-;29242;-
31.12.1976;47-Jährige;114425;132733;20648;-;8454;21249;70865;-;87346;232181;47899;14550;-;-;28840;-
31.12.1976;48-Jährige;115306;135480;20878;-;9008;21805;72022;-;89562;235565;49083;15002;-;-;29755;-
31.12.1976;49-Jährige;107531;127818;19855;-;8429;20176;67762;-;86039;221092;46409;14231;-;-;27636;-
31.12.1976;50-Jährige;106990;128896;20327;-;8346;20415;68856;-;84620;216888;46197;13945;-;-;27427;-
31.12.1976;51-Jährige;106632;128802;20546;-;8629;21400;69547;-;86649;218116;46549;14001;-;-;29043;-
31.12.1976;52-Jährige;98392;122318;18388;-;8062;19952;65626;-;80851;205989;43817;14037;-;-;26996;-
31.12.1976;53-Jährige;100005;124474;17547;-;8148;19728;65479;-;79934;199096;43990;14899;-;-;27442;-
31.12.1976;54-Jährige;103112;130435;19352;-;9024;21044;68540;-;85408;211844;46163;14347;-;-;28983;-
31.12.1976;55-Jährige;108733;136408;22466;-;9608;22898;71358;-;89247;217850;47037;14413;-;-;31276;-
31.12.1976;56-Jährige;108713;135706;25011;-;9769;24362;72367;-;88319;211316;45311;13459;-;-;31824;-
31.12.1976;57-Jährige;83756;104995;19900;-;7442;18235;54127;-;67749;162625;35248;10174;-;-;23929;-
31.12.1976;58-Jährige;54677;69104;13221;-;4996;11792;35210;-;44420;113928;23464;7732;-;-;16130;-
31.12.1976;59-Jährige;51822;67816;12746;-;4873;11402;33674;-;43513;108689;22851;7313;-;-;15695;-
31.12.1976;60-Jährige;56166;72139;14627;-;5347;12988;36441;-;49437;120439;25198;7763;-;-;17580;-
31.12.1976;61-Jährige;74492;93002;19900;-;7156;17556;48815;-;64907;153812;32890;9337;-;-;23075;-
31.12.1976;62-Jährige;96634;120744;24733;-;8881;21833;61860;-;82533;190543;41479;12105;-;-;28609;-
31.12.1976;63-Jährige;98010;123196;26855;-;9275;22100;62913;-;83413;190948;41751;12174;-;-;29593;-
31.12.1976;64-Jährige;99391;125198;28009;-;9062;22143;63687;-;85363;190865;41989;12396;-;-;30274;-
31.12.1976;65-Jährige;93222;117648;27661;-;8734;21325;60189;-;79854;179590;39838;11399;-;-;28878;-
31.12.1976;66-Jährige;94140;117818;28178;-;8629;21586;60876;-;79966;180685;40716;11873;-;-;28994;-
31.12.1976;67-Jährige;93233;116363;29646;-;8652;22401;61220;-;79934;181566;40319;11661;-;-;28816;-
31.12.1976;68-Jährige;90510;111871;29162;-;8553;21790;59244;-;76412;176498;39254;11376;-;-;27703;-
31.12.1976;69-Jährige;86390;106662;29456;-;8052;21049;57075;-;74338;168784;37944;10886;-;-;26896;-
31.12.1976;70-Jährige;81607;102689;28414;-;7704;20434;54999;-;70361;161398;35933;10363;-;-;25326;-
31.12.1976;71-Jährige;77709;97708;26439;-;7288;19152;52405;-;66802;153286;35005;10078;-;-;24257;-
31.12.1976;72-Jährige;73609;94022;25570;-;6893;18527;49971;-;64761;146378;32955;9355;-;-;23710;-
31.12.1976;73-Jährige;67633;86591;23729;-;6304;17266;45649;-;59369;133040;30157;8595;-;-;21780;-
31.12.1976;74-Jährige;64077;83158;23462;-;6188;16642;43533;-;57669;125769;28769;7994;-;-;20850;-
31.12.1976;75-Jährige;59595;76759;21094;-;5352;15040;40073;-;52818;115013;26600;7389;-;-;19021;-
31.12.1976;76-Jährige;52589;68504;19264;-;4762;13564;36252;-;48025;102097;23772;6493;-;-;17900;-
31.12.1976;77-Jährige;47435;61427;17707;-;4482;12409;32086;-;43022;89754;21253;5529;-;-;15583;-
31.12.1976;78-Jährige;42062;54570;16678;-;4112;11597;28927;-;39491;80155;18838;4965;-;-;14694;-
31.12.1976;79-Jährige;36047;47691;15041;-;3452;10292;25085;-;34231;68571;15917;4285;-;-;12747;-
31.12.1976;80-Jährige;32191;42763;13519;-;3223;9534;22180;-;30343;61597;13856;3571;-;-;11844;-
31.12.1976;81-Jährige;27382;35650;11826;-;2661;8054;19042;-;26218;51973;11923;3001;-;-;10114;-
31.12.1976;82-Jährige;23357;30431;10680;-;2391;7238;16307;-;22547;44211;10367;2501;-;-;9006;-
31.12.1976;83-Jährige;19717;26019;9243;-;2074;6289;14219;-;19915;37593;8837;2180;-;-;7731;-
31.12.1976;84-Jährige;16165;21594;7997;-;1730;5109;11471;-;16167;31308;7136;1733;-;-;6548;-
31.12.1976;85-Jährige;13790;18017;6771;-;1400;4255;9799;-;13659;25847;6079;1422;-;-;5520;-
31.12.1976;86-Jährige;10785;13971;5447;-;1145;3501;7715;-;11014;20839;4676;1105;-;-;4676;-
31.12.1976;87-Jährige;9005;11029;4368;-;1062;2937;6494;-;8903;16683;3781;886;-;-;3617;-
31.12.1976;88-Jährige;7004;8714;3491;-;822;2254;4924;-;6973;13262;2834;688;-;-;2976;-
31.12.1976;89-Jährige;5415;6547;2602;-;625;1607;3720;-;5458;9866;2186;543;-;-;2300;-
31.12.1976;90 Jahre und mehr;14260;16809;6289;-;1710;4241;9746;-;12722;26024;5362;1288;-;-;5853;-
31.12.1976;Insgesamt;9119266;10804236;1950706;-;709972;1698615;5538432;-;7226897;17073192;3649001;1088961;-;-;2582718;-
31.12.1977;unter 1 Jahr;90241;105196;16189;-;5807;12763;51339;-;68590;158976;33677;9721;-;-;23197;-
31.12.1977;1-Jährige;93468;106274;16778;-;6093;13074;52397;-;71483;162640;33931;9390;-;-;24500;-
31.12.1977;2-Jährige;92464;104727;16129;-;5955;12539;51619;-;70267;158912;33321;9305;-;-;23858;-
31.12.1977;3-Jährige;96528;109553;16420;-;6065;12807;53062;-;74561;163606;34626;9635;-;-;25086;-
31.12.1977;4-Jährige;98364;111382;15921;-;6423;12832;54532;-;77895;169114;35997;9613;-;-;26206;-
31.12.1977;5-Jährige;109373;123165;17225;-;7027;14268;59880;-;87205;188891;40258;10876;-;-;29556;-
31.12.1977;6-Jährige;119487;135816;18526;-;7759;16128;66676;-;97655;210847;45283;12406;-;-;34093;-
31.12.1977;7-Jährige;122880;141193;18778;-;8121;16399;69301;-;102721;217989;47677;12715;-;-;35487;-
31.12.1977;8-Jährige;137006;157757;20014;-;9447;18592;76618;-;114661;250563;53239;14872;-;-;40798;-
31.12.1977;9-Jährige;147409;168544;22024;-;10391;21629;82677;-;121973;268646;57373;16289;-;-;44503;-
31.12.1977;10-Jährige;152623;175164;23173;-;10745;22887;85865;-;127027;279289;59590;17160;-;-;45963;-
31.12.1977;11-Jährige;158804;180820;23876;-;11246;23773;88333;-;129982;286713;63184;18068;-;-;46917;-
31.12.1977;12-Jährige;158966;181205;24477;-;11324;23219;88953;-;129607;288855;63566;18736;-;-;46248;-
31.12.1977;13-Jährige;162215;186321;24892;-;11262;23574;90632;-;131118;293759;66364;19581;-;-;46741;-
31.12.1977;14-Jährige;160304;184081;24253;-;10987;23628;89449;-;128693;290533;66387;19966;-;-;45244;-
31.12.1977;15-Jährige;155602;179410;22903;-;10703;22279;86443;-;123480;279246;64692;19734;-;-;42535;-
31.12.1977;16-Jährige;155251;179103;21938;-;10542;22138;86018;-;122331;278757;64868;20085;-;-;41060;-
31.12.1977;17-Jährige;150874;173461;21466;-;10322;21627;83502;-;116965;274563;62769;19354;-;-;39158;-
31.12.1977;18-Jährige;146394;168872;21484;-;10062;21280;81750;-;112823;270194;60853;19465;-;-;37705;-
31.12.1977;19-Jährige;140950;163994;20471;-;9955;21048;79327;-;105920;258787;57525;18448;-;-;36007;-
31.12.1977;20-Jährige;137885;161673;20315;-;10115;21372;78517;-;104079;254460;56206;17810;-;-;35757;-
31.12.1977;21-Jährige;135983;157514;21305;-;9654;21030;77341;-;100387;245929;53936;16688;-;-;34915;-
31.12.1977;22-Jährige;130245;151589;22107;-;9333;21073;75888;-;97270;238543;51639;15746;-;-;34200;-
31.12.1977;23-Jährige;131545;152447;23591;-;9539;21523;78626;-;97187;241647;51944;16064;-;-;34606;-
31.12.1977;24-Jährige;127565;148271;24681;-;9187;20912;77076;-;94389;232065;50460;15735;-;-;33323;-
31.12.1977;25-Jährige;130773;152030;26557;-;9671;21890;79603;-;96195;234128;50362;15378;-;-;33834;-
31.12.1977;26-Jährige;128055;149505;28142;-;9567;22615;79272;-;94738;226872;49107;14731;-;-;34809;-
31.12.1977;27-Jährige;133328;155700;31176;-;9604;23775;83933;-;97343;233313;50888;15223;-;-;36009;-
31.12.1977;28-Jährige;133221;155277;30284;-;9916;24407;84693;-;97038;235980;50288;15924;-;-;36083;-
31.12.1977;29-Jährige;127566;152446;28078;-;9377;24279;82175;-;91541;223607;44243;14145;-;-;35208;-
31.12.1977;30-Jährige;120352;150456;26190;-;8832;23059;77849;-;85072;208857;39342;11720;-;-;32620;-
31.12.1977;31-Jährige;108362;137209;21144;-;8793;22331;68300;-;82006;198438;36451;9711;-;-;31272;-
31.12.1977;32-Jährige;95805;112647;24181;-;7700;20091;58646;-;66453;172592;31683;9281;-;-;26580;-
31.12.1977;33-Jährige;124055;145272;30994;-;9417;25623;78309;-;89619;222507;41614;12454;-;-;35561;-
31.12.1977;34-Jährige;126741;147506;32554;-;9979;26195;78901;-;94534;225918;42573;12574;-;-;37006;-
31.12.1977;35-Jährige;125394;144571;31623;-;9962;25400;75178;-;92537;224460;42041;12428;-;-;36484;-
31.12.1977;36-Jährige;149457;175842;35597;-;11090;29080;90309;-;113747;267385;53201;15917;-;-;44663;-
31.12.1977;37-Jährige;160587;192278;34804;-;12045;30175;98276;-;122110;294217;59460;17286;-;-;46055;-
31.12.1977;38-Jährige;159572;189665;32703;-;11581;29272;95704;-;120957;291148;59079;17766;-;-;46279;-
31.12.1977;39-Jährige;150459;173709;30526;-;11349;28109;89110;-;116187;279198;56103;16730;-;-;44353;-
31.12.1977;40-Jährige;141751;159742;29172;-;10804;26610;83961;-;108918;265564;53200;16971;-;-;41253;-
31.12.1977;41-Jährige;140026;157553;28706;-;10652;26406;83207;-;106228;263673;54025;17760;-;-;40000;-
31.12.1977;42-Jährige;136161;151879;28346;-;10194;26511;81138;-;104201;261578;53013;16075;-;-;38304;-
31.12.1977;43-Jährige;126498;143264;26568;-;9730;23620;76645;-;97739;252632;50020;14541;-;-;35265;-
31.12.1977;44-Jährige;109259;123284;19333;-;7392;18457;62991;-;78829;203914;42287;12936;-;-;27189;-
31.12.1977;45-Jährige;108591;126284;18440;-;7631;17994;63264;-;80238;207694;42493;13513;-;-;27062;-
31.12.1977;46-Jährige;111122;127118;19539;-;7842;18927;65692;-;82663;216003;44251;14155;-;-;27708;-
31.12.1977;47-Jährige;117268;135683;20819;-;8516;20680;70584;-;88285;234824;48004;14808;-;-;29270;-
31.12.1977;48-Jährige;113805;132242;20490;-;8346;21013;70479;-;87039;230727;47652;14458;-;-;28826;-
31.12.1977;49-Jährige;114509;135042;20661;-;8912;21487;71629;-;89279;234031;48794;14914;-;-;29722;-
31.12.1977;50-Jährige;106694;127230;19645;-;8358;19911;67438;-;85740;219426;46286;14140;-;-;27639;-
31.12.1977;51-Jährige;106192;128415;20091;-;8255;20151;68549;-;84285;215088;45919;13835;-;-;27415;-
31.12.1977;52-Jährige;105943;128248;20288;-;8502;21112;69148;-;86309;216344;46326;13901;-;-;28978;-
31.12.1977;53-Jährige;97706;121764;18180;-;7983;19669;65215;-;80516;204192;43493;13939;-;-;26949;-
31.12.1977;54-Jährige;99231;123765;17325;-;8045;19418;65026;-;79572;197250;43702;14773;-;-;27358;-
31.12.1977;55-Jährige;102258;129695;19093;-;8907;20742;68012;-;84975;209732;45985;14209;-;-;28852;-
31.12.1977;56-Jährige;107898;135609;22122;-;9490;22480;70831;-;88751;215523;46765;14275;-;-;31154;-
31.12.1977;57-Jährige;107854;134814;24558;-;9615;23925;71815;-;87747;208810;44998;13311;-;-;31682;-
31.12.1977;58-Jährige;83035;104217;19505;-;7331;17926;53684;-;67313;160645;34957;10032;-;-;23801;-
31.12.1977;59-Jährige;54161;68503;12995;-;4925;11541;34849;-;44032;112313;23315;7605;-;-;16049;-
31.12.1977;60-Jährige;51300;67303;12479;-;4796;11173;33323;-;43201;106980;22664;7224;-;-;15640;-
31.12.1977;61-Jährige;55576;71454;14365;-;5266;12672;36055;-;49032;118465;25023;7643;-;-;17489;-
31.12.1977;62-Jährige;73676;92127;19420;-;7037;17183;48263;-;64192;151206;32557;9205;-;-;22903;-
31.12.1977;63-Jährige;95460;119468;24040;-;8701;21312;61086;-;81569;186902;41134;11891;-;-;28320;-
31.12.1977;64-Jährige;96728;121618;26141;-;9101;21522;61959;-;82225;187291;41322;11932;-;-;29248;-
31.12.1977;65-Jährige;97921;123258;27238;-;8877;21590;62698;-;83962;186497;41323;12145;-;-;29825;-
31.12.1977;66-Jährige;91502;115787;26871;-;8526;20728;59084;-;78403;175402;39001;11130;-;-;28370;-
31.12.1977;67-Jährige;92237;115469;27317;-;8402;20953;59579;-;78304;176022;39827;11541;-;-;28443;-
31.12.1977;68-Jährige;91293;113814;28682;-;8437;21717;59735;-;78097;176444;39335;11325;-;-;28271;-
31.12.1977;69-Jährige;88354;108940;28196;-;8299;21066;57690;-;74297;170989;38185;10981;-;-;27020;-
31.12.1977;70-Jährige;83901;103452;28386;-;7793;20293;55326;-;72052;162912;36762;10477;-;-;26117;-
31.12.1977;71-Jährige;78995;99218;27289;-;7402;19579;53136;-;67978;155075;34532;9950;-;-;24503;-
31.12.1977;72-Jährige;74822;93935;25203;-;7022;18319;50438;-;64173;146607;33738;9606;-;-;23375;-
31.12.1977;73-Jährige;70654;89990;24282;-;6536;17638;47825;-;62034;139403;31547;8913;-;-;22782;-
31.12.1977;74-Jährige;64620;82483;22436;-;5962;16320;43506;-;56601;126102;28686;8118;-;-;20785;-
31.12.1977;75-Jährige;60759;78776;21998;-;5804;15680;41232;-;54734;118475;27125;7507;-;-;19774;-
31.12.1977;76-Jährige;56365;72231;19754;-;5018;14057;37703;-;49883;107619;25086;6855;-;-;17998;-
31.12.1977;77-Jährige;49353;64119;17891;-;4460;12678;33949;-;44982;95277;22195;6002;-;-;16849;-
31.12.1977;78-Jährige;44180;57060;16335;-;4180;11503;29787;-;39953;82893;19714;5103;-;-;14567;-
31.12.1977;79-Jährige;38913;50380;15269;-;3814;10636;26614;-;36514;73577;17379;4513;-;-;13634;-
31.12.1977;80-Jährige;32993;43375;13640;-;3161;9366;22964;-;31254;62432;14505;3887;-;-;11730;-
31.12.1977;81-Jährige;29196;38691;12264;-;2943;8608;20104;-;27560;55521;12463;3190;-;-;10832;-
31.12.1977;82-Jährige;24480;31799;10544;-;2380;7177;17179;-;23521;46309;10632;2659;-;-;9092;-
31.12.1977;83-Jährige;20615;26781;9423;-;2104;6399;14482;-;19974;38988;9153;2192;-;-;7989;-
31.12.1977;84-Jährige;17265;22658;8045;-;1808;5463;12468;-;17366;32647;7752;1879;-;-;6760;-
31.12.1977;85-Jährige;13907;18502;6879;-;1492;4366;9867;-;13980;26908;6066;1491;-;-;5733;-
31.12.1977;86-Jährige;11759;15180;5718;-;1168;3635;8361;-;11611;21854;5206;1211;-;-;4681;-
31.12.1977;87-Jährige;9055;11662;4549;-;965;2908;6480;-;9163;17440;3899;929;-;-;3897;-
31.12.1977;88-Jährige;7472;9019;3519;-;884;2412;5314;-;7363;13710;3077;710;-;-;2953;-
31.12.1977;89-Jährige;5689;6944;2757;-;651;1812;3943;-;5609;10741;2204;562;-;-;2411;-
31.12.1977;90 Jahre und mehr;15298;17829;6531;-;1803;4300;10199;-;13573;27546;5914;1422;-;-;6237;-
31.12.1977;Insgesamt;9120453;10819318;1926826;-;703169;1680340;5540585;-;7224165;17030341;3639291;1081074;-;-;2587183;-
31.12.1978;unter 1 Jahr;89547;105172;16320;-;5720;12401;50972;-;68058;156793;33968;9395;-;-;23086;-
31.12.1978;1-Jährige;89993;105012;15863;-;5703;12509;51456;-;68860;158477;33670;9619;-;-;23266;-
31.12.1978;2-Jährige;93457;106459;16626;-;5999;13033;52673;-;71725;162860;34087;9335;-;-;24573;-
31.12.1978;3-Jährige;92807;105368;16059;-;5915;12487;52036;-;70564;159465;33476;9249;-;-;24020;-
31.12.1978;4-Jährige;96878;110140;16466;-;6040;12733;53517;-;74858;164161;34811;9586;-;-;25216;-
31.12.1978;5-Jährige;98625;111959;15928;-;6395;12770;54692;-;78276;169829;36136;9544;-;-;26382;-
31.12.1978;6-Jährige;108265;123280;16938;-;6902;14105;59633;-;87114;187975;40226;10790;-;-;29540;-
31.12.1978;7-Jährige;118728;135972;18460;-;7694;15946;66668;-;97730;210671;45299;12348;-;-;34180;-
31.12.1978;8-Jährige;123365;142026;18921;-;8151;16399;69636;-;103116;219133;47778;12707;-;-;35584;-
31.12.1978;9-Jährige;137677;158599;20247;-;9420;18537;76966;-;115127;251642;53517;14852;-;-;40971;-
31.12.1978;10-Jährige;148001;169463;22205;-;10324;21578;83038;-;122388;269440;57501;16256;-;-;44652;-
31.12.1978;11-Jährige;153372;176048;23338;-;10683;22848;86294;-;127568;280135;59791;17146;-;-;46136;-
31.12.1978;12-Jährige;159415;181707;24095;-;11163;23717;88739;-;130371;287736;63360;18017;-;-;47140;-
31.12.1978;13-Jährige;159715;181900;24718;-;11295;23208;89295;-;129981;290062;63812;18699;-;-;46365;-
31.12.1978;14-Jährige;163125;186998;25071;-;11208;23536;91114;-;131654;294857;66492;19537;-;-;46941;-
31.12.1978;15-Jährige;161212;184811;24525;-;10954;23643;89909;-;129131;292041;66452;19949;-;-;45377;-
31.12.1978;16-Jährige;156557;180131;23262;-;10741;22447;86973;-;123772;280673;64561;19688;-;-;42602;-
31.12.1978;17-Jährige;156292;179930;22407;-;10644;22459;86812;-;122359;280234;64746;19929;-;-;41128;-
31.12.1978;18-Jährige;152524;174734;22527;-;10542;22078;84740;-;116789;276527;62485;19134;-;-;39355;-
31.12.1978;19-Jährige;147382;171144;22586;-;10168;21782;83068;-;112659;270684;60050;19368;-;-;38236;-
31.12.1978;20-Jährige;141981;165902;21558;-;10184;21678;80561;-;105989;258255;56857;18089;-;-;36846;-
31.12.1978;21-Jährige;139371;163377;21282;-;10270;22001;79888;-;104033;254744;55416;17396;-;-;36333;-
31.12.1978;22-Jährige;137717;159078;22185;-;9835;21566;79023;-;100716;247434;53292;16454;-;-;35209;-
31.12.1978;23-Jährige;131686;152695;22805;-;9532;21524;77474;-;97346;240407;51226;15571;-;-;34363;-
31.12.1978;24-Jährige;132813;153303;23977;-;9716;21890;80276;-;97126;242838;51318;15857;-;-;34678;-
31.12.1978;25-Jährige;128069;149171;24913;-;9332;21070;78267;-;94558;232632;50136;15512;-;-;33404;-
31.12.1978;26-Jährige;131117;152361;26519;-;9733;21972;80506;-;96289;234398;50117;15226;-;-;34125;-
31.12.1978;27-Jährige;128154;149831;27976;-;9615;22621;80036;-;94889;226757;48906;14624;-;-;34865;-
31.12.1978;28-Jährige;133376;155675;30788;-;9598;23675;84633;-;97522;233376;50684;14989;-;-;36185;-
31.12.1978;29-Jährige;133120;155039;29736;-;9792;24269;85134;-;97224;235653;50089;15774;-;-;36214;-
31.12.1978;30-Jährige;127378;152131;27658;-;9233;23992;82439;-;91681;223066;44229;14000;-;-;35402;-
31.12.1978;31-Jährige;119899;150017;25787;-;8705;22787;78129;-;85102;208394;39299;11650;-;-;32721;-
31.12.1978;32-Jährige;107917;136684;20774;-;8711;22100;68360;-;82081;197551;36397;9601;-;-;31330;-
31.12.1978;33-Jährige;95532;112151;23832;-;7564;19843;58778;-;66522;171908;31696;9164;-;-;26578;-
31.12.1978;34-Jährige;123798;144946;30524;-;9251;25171;78254;-;89813;221719;41618;12305;-;-;35708;-
31.12.1978;35-Jährige;126401;147202;32165;-;9809;25800;78990;-;94607;225127;42632;12431;-;-;37171;-
31.12.1978;36-Jährige;125239;144117;31259;-;9802;25162;75242;-;92552;223560;42038;12324;-;-;36630;-
31.12.1978;37-Jährige;149165;175354;35294;-;10943;28751;90414;-;113891;266483;53142;15817;-;-;44694;-
31.12.1978;38-Jährige;160203;191872;34586;-;11848;29788;98280;-;122117;293220;59388;17126;-;-;46191;-
31.12.1978;39-Jährige;159266;189167;32510;-;11419;28998;95586;-;120893;290238;59082;17613;-;-;46282;-
31.12.1978;40-Jährige;150094;173365;30292;-;11235;27752;88937;-;116161;278306;56054;16587;-;-;44369;-
31.12.1978;41-Jährige;141394;159367;28921;-;10696;26278;83810;-;108819;264820;53149;16868;-;-;41256;-
31.12.1978;42-Jährige;139597;157241;28506;-;10531;26084;83087;-;106202;262733;53991;17673;-;-;40003;-
31.12.1978;43-Jährige;135766;151569;28192;-;10079;26212;80978;-;104092;260510;52973;16000;-;-;38308;-
31.12.1978;44-Jährige;125997;142734;26409;-;9585;23323;76473;-;97632;251701;49862;14483;-;-;35353;-
31.12.1978;45-Jährige;108765;122813;19228;-;7310;18252;62767;-;78712;202998;42180;12869;-;-;27201;-
31.12.1978;46-Jährige;108255;125815;18278;-;7530;17820;63140;-;80080;206750;42339;13442;-;-;27002;-
31.12.1978;47-Jährige;110632;126643;19424;-;7780;18740;65476;-;82453;214815;44100;14063;-;-;27652;-
31.12.1978;48-Jährige;116741;135077;20661;-;8462;20401;70348;-;87944;233504;47840;14722;-;-;29234;-
31.12.1978;49-Jährige;113289;131624;20365;-;8267;20803;70149;-;86732;229299;47479;14362;-;-;28804;-
31.12.1978;50-Jährige;113945;134416;20462;-;8830;21226;71297;-;88934;232428;48572;14805;-;-;29692;-
31.12.1978;51-Jährige;106190;126618;19438;-;8256;19698;67095;-;85446;217775;46052;14025;-;-;27552;-
31.12.1978;52-Jährige;105632;127785;19871;-;8175;19891;68151;-;83948;213466;45670;13700;-;-;27331;-
31.12.1978;53-Jährige;105253;127608;20073;-;8417;20884;68784;-;85913;214577;46121;13785;-;-;28838;-
31.12.1978;54-Jährige;97042;120943;17956;-;7875;19442;64807;-;80193;202325;43288;13843;-;-;26855;-
31.12.1978;55-Jährige;98550;123031;17096;-;7969;19118;64611;-;79094;195384;43461;14627;-;-;27266;-
31.12.1978;56-Jährige;101480;128948;18804;-;8794;20452;67491;-;84506;207575;45704;14073;-;-;28721;-
31.12.1978;57-Jährige;107060;134648;21791;-;9358;22138;70247;-;88200;213021;46465;14117;-;-;30995;-
31.12.1978;58-Jährige;106966;133842;24134;-;9480;23526;71086;-;87101;206021;44613;13130;-;-;31470;-
31.12.1978;59-Jährige;82216;103349;19200;-;7242;17632;53181;-;66723;158492;34664;9897;-;-;23649;-
31.12.1978;60-Jährige;53636;67865;12720;-;4842;11288;34511;-;43633;110658;23139;7487;-;-;15931;-
31.12.1978;61-Jährige;50729;66700;12260;-;4733;10929;32948;-;42795;105214;22453;7129;-;-;15491;-
31.12.1978;62-Jährige;54926;70742;14042;-;5186;12370;35588;-;48463;116477;24804;7514;-;-;17341;-
31.12.1978;63-Jährige;72731;91185;18943;-;6869;16747;47620;-;63429;148337;32233;9032;-;-;22700;-
31.12.1978;64-Jährige;94304;117867;23369;-;8500;20775;60113;-;80427;183284;40554;11660;-;-;27964;-
31.12.1978;65-Jährige;95315;119740;25457;-;8879;20937;60937;-;80980;183263;40667;11672;-;-;28851;-
31.12.1978;66-Jährige;96142;121158;26494;-;8676;21015;61496;-;82559;182244;40552;11874;-;-;29313;-
31.12.1978;67-Jährige;89875;113469;26156;-;8334;20097;57950;-;76827;170990;38151;10794;-;-;27797;-
31.12.1978;68-Jährige;90181;112822;26486;-;8207;20322;58189;-;76494;171153;38862;11144;-;-;27878;-
31.12.1978;69-Jährige;88990;110675;27788;-;8181;20973;58186;-;75970;170918;38183;10943;-;-;27637;-
31.12.1978;70-Jährige;85830;105725;27113;-;8054;20268;55960;-;72070;165051;37028;10577;-;-;26157;-
31.12.1978;71-Jährige;81152;99767;27275;-;7488;19474;53402;-;69621;156661;35466;10028;-;-;25287;-
31.12.1978;72-Jährige;76193;95297;26121;-;7099;18774;51202;-;65337;148402;33152;9503;-;-;23688;-
31.12.1978;73-Jährige;71824;89926;23947;-;6748;17488;48228;-;61427;139713;32205;9102;-;-;22454;-
31.12.1978;74-Jährige;67413;85470;22982;-;6224;16721;45666;-;59194;132096;29969;8410;-;-;21709;-
31.12.1978;75-Jährige;61271;78060;21034;-;5638;15414;41190;-;53595;118768;27046;7615;-;-;19742;-
31.12.1978;76-Jährige;57191;74114;20557;-;5441;14725;38751;-;51608;110901;25459;6976;-;-;18673;-
31.12.1978;77-Jährige;52713;67352;18393;-;4668;13056;35227;-;46744;100041;23383;6372;-;-;16933;-
31.12.1978;78-Jährige;46019;59386;16474;-;4117;11768;31488;-;41821;87926;20560;5564;-;-;15785;-
31.12.1978;79-Jährige;40698;52383;14990;-;3815;10515;27391;-;36742;75957;18068;4623;-;-;13529;-
31.12.1978;80-Jährige;35541;45747;13980;-;3474;9699;24339;-;33476;66941;15826;4040;-;-;12563;-
31.12.1978;81-Jährige;29735;38970;12293;-;2859;8417;20754;-;28412;56071;13023;3446;-;-;10662;-
31.12.1978;82-Jährige;26149;34460;10909;-;2639;7703;17872;-;24675;49352;11048;2837;-;-;9787;-
