"Notes","Month","Month Code",Deaths,Population,Crude Rate
,"Jan., 1999","1999/01",3418,Not Applicable,Not Applicable
,"Feb., 1999","1999/02",3231,Not Applicable,Not Applicable
,"Mar., 1999","1999/03",3483,Not Applicable,Not Applicable
,"Apr., 1999","1999/04",3350,Not Applicable,Not Applicable
,"May, 1999","1999/05",3416,Not Applicable,Not Applicable
,"Jun., 1999","1999/06",3472,Not Applicable,Not Applicable
,"Jul., 1999","1999/07",3526,Not Applicable,Not Applicable
,"Aug., 1999","1999/08",3462,Not Applicable,Not Applicable
,"Sep., 1999","1999/09",3324,Not Applicable,Not Applicable
,"Oct., 1999","1999/10",3420,Not Applicable,Not Applicable
,"Nov., 1999","1999/11",3196,Not Applicable,Not Applicable
,"Dec., 1999","1999/12",3483,Not Applicable,Not Applicable
,"Jan., 2000","2000/01",3519,Not Applicable,Not Applicable
,"Feb., 2000","2000/02",3164,Not Applicable,Not Applicable
,"Mar., 2000","2000/03",3427,Not Applicable,Not Applicable
,"Apr., 2000","2000/04",3386,Not Applicable,Not Applicable
,"May, 2000","2000/05",3416,Not Applicable,Not Applicable
,"Jun., 2000","2000/06",3405,Not Applicable,Not Applicable
,"Jul., 2000","2000/07",3510,Not Applicable,Not Applicable
,"Aug., 2000","2000/08",3366,Not Applicable,Not Applicable
,"Sep., 2000","2000/09",3277,Not Applicable,Not Applicable
,"Oct., 2000","2000/10",3355,Not Applicable,Not Applicable
,"Nov., 2000","2000/11",3148,Not Applicable,Not Applicable
,"Dec., 2000","2000/12",3454,Not Applicable,Not Applicable
,"Jan., 2001","2001/01",3513,Not Applicable,Not Applicable
,"Feb., 2001","2001/02",3286,Not Applicable,Not Applicable
,"Mar., 2001","2001/03",3411,Not Applicable,Not Applicable
,"Apr., 2001","2001/04",3283,Not Applicable,Not Applicable
,"May, 2001","2001/05",3409,Not Applicable,Not Applicable
,"Jun., 2001","2001/06",3204,Not Applicable,Not Applicable
,"Jul., 2001","2001/07",3381,Not Applicable,Not Applicable
,"Aug., 2001","2001/08",3322,Not Applicable,Not Applicable
,"Sep., 2001","2001/09",3122,Not Applicable,Not Applicable
,"Oct., 2001","2001/10",3266,Not Applicable,Not Applicable
,"Nov., 2001","2001/11",3238,Not Applicable,Not Applicable
,"Dec., 2001","2001/12",3335,Not Applicable,Not Applicable
,"Jan., 2002","2002/01",3464,Not Applicable,Not Applicable
,"Feb., 2002","2002/02",3165,Not Applicable,Not Applicable
,"Mar., 2002","2002/03",3549,Not Applicable,Not Applicable
,"Apr., 2002","2002/04",3317,Not Applicable,Not Applicable
,"May, 2002","2002/05",3380,Not Applicable,Not Applicable
,"Jun., 2002","2002/06",3428,Not Applicable,Not Applicable
,"Jul., 2002","2002/07",3469,Not Applicable,Not Applicable
,"Aug., 2002","2002/08",3307,Not Applicable,Not Applicable
,"Sep., 2002","2002/09",3161,Not Applicable,Not Applicable
,"Oct., 2002","2002/10",3281,Not Applicable,Not Applicable
,"Nov., 2002","2002/11",3178,Not Applicable,Not Applicable
,"Dec., 2002","2002/12",3343,Not Applicable,Not Applicable
,"Jan., 2003","2003/01",3369,Not Applicable,Not Applicable
,"Feb., 2003","2003/02",3135,Not Applicable,Not Applicable
,"Mar., 2003","2003/03",3377,Not Applicable,Not Applicable
,"Apr., 2003","2003/04",3304,Not Applicable,Not Applicable
,"May, 2003","2003/05",3361,Not Applicable,Not Applicable
,"Jun., 2003","2003/06",3393,Not Applicable,Not Applicable
,"Jul., 2003","2003/07",3521,Not Applicable,Not Applicable
,"Aug., 2003","2003/08",3377,Not Applicable,Not Applicable
,"Sep., 2003","2003/09",3138,Not Applicable,Not Applicable
,"Oct., 2003","2003/10",3298,Not Applicable,Not Applicable
,"Nov., 2003","2003/11",3147,Not Applicable,Not Applicable
