"Notes","Month","Month Code",Deaths,Population,Crude Rate
,"Jan., 1999","1999/01",67211,Not Applicable,Not Applicable
,"Feb., 1999","1999/02",62259,Not Applicable,Not Applicable
,"Mar., 1999","1999/03",67507,Not Applicable,Not Applicable
,"Apr., 1999","1999/04",57964,Not Applicable,Not Applicable
,"May, 1999","1999/05",55661,Not Applicable,Not Applicable
,"Jun., 1999","1999/06",51938,Not Applicable,Not Applicable
,"Jul., 1999","1999/07",53494,Not Applicable,Not Applicable
,"Aug., 1999","1999/08",52493,Not Applicable,Not Applicable
,"Sep., 1999","1999/09",52088,Not Applicable,Not Applicable
,"Oct., 1999","1999/10",56460,Not Applicable,Not Applicable
,"Nov., 1999","1999/11",55763,Not Applicable,Not Applicable
,"Dec., 1999","1999/12",65752,Not Applicable,Not Applicable
,"Jan., 2000","2000/01",73233,Not Applicable,Not Applicable
,"Feb., 2000","2000/02",59912,Not Applicable,Not Applicable
,"Mar., 2000","2000/03",59462,Not Applicable,Not Applicable
,"Apr., 2000","2000/04",55512,Not Applicable,Not Applicable
,"May, 2000","2000/05",55634,Not Applicable,Not Applicable
,"Jun., 2000","2000/06",52693,Not Applicable,Not Applicable
,"Jul., 2000","2000/07",53741,Not Applicable,Not Applicable
,"Aug., 2000","2000/08",54559,Not Applicable,Not Applicable
,"Sep., 2000","2000/09",53931,Not Applicable,Not Applicable
,"Oct., 2000","2000/10",58300,Not Applicable,Not Applicable
,"Nov., 2000","2000/11",58642,Not Applicable,Not Applicable
,"Dec., 2000","2000/12",64826,Not Applicable,Not Applicable
,"Jan., 2001","2001/01",66777,Not Applicable,Not Applicable
,"Feb., 2001","2001/02",58521,Not Applicable,Not Applicable
,"Mar., 2001","2001/03",63681,Not Applicable,Not Applicable
,"Apr., 2001","2001/04",59606,Not Applicable,Not Applicable
,"May, 2001","2001/05",58338,Not Applicable,Not Applicable
,"Jun., 2001","2001/06",55316,Not Applicable,Not Applicable
,"Jul., 2001","2001/07",54684,Not Applicable,Not Applicable
,"Aug., 2001","2001/08",54749,Not Applicable,Not Applicable
,"Sep., 2001","2001/09",53196,Not Applicable,Not Applicable
,"Oct., 2001","2001/10",58666,Not Applicable,Not Applicable
,"Nov., 2001","2001/11",57132,Not Applicable,Not Applicable
,"Dec., 2001","2001/12",61263,Not Applicable,Not Applicable
,"Jan., 2002","2002/01",66287,Not Applicable,Not Applicable
,"Feb., 2002","2002/02",62254,Not Applicable,Not Applicable
,"Mar., 2002","2002/03",66946,Not Applicable,Not Applicable
,"Apr., 2002","2002/04",58119,Not Applicable,Not Applicable
,"May, 2002","2002/05",57690,Not Applicable,Not Applicable
,"Jun., 2002","2002/06",53626,Not Applicable,Not Applicable
,"Jul., 2002","2002/07",54933,Not Applicable,Not Applicable
,"Aug., 2002","2002/08",54638,Not Applicable,Not Applicable
,"Sep., 2002","2002/09",53566,Not Applicable,Not Applicable
,"Oct., 2002","2002/10",57192,Not Applicable,Not Applicable
,"Nov., 2002","2002/11",58416,Not Applicable,Not Applicable
,"Dec., 2002","2002/12",63987,Not Applicable,Not Applicable
