GENESIS-Tabelle: 12613-020Z
Gestorbene (je 1000 EW);;;
auf Gemeinden (Gebietsstand 01.01.23);;;
Sterbefälle;;;
;;;Gestorbene je 1000 Einwohner
;;;je 1000 Ew
1991;14521430;      Niederwürschnitz;12,2
1991;14521440;      Oberwiesenthal, Kurort, Stadt;6,8
1991;14521450;      Oelsnitz/Erzgeb., Stadt;17,6
1991;14521460;      Olbernhau, Stadt;17,5
1991;14521495;      Pockau-Lengefeld, Stadt;13,6
1991;14521500;      Raschau-Markersbach;15,8
1991;14521510;      Scheibenberg, Stadt;17,2
1991;14521520;      Schlettau, Stadt;15,3
1991;14521530;      Schneeberg, Stadt;13,2
1991;14521540;      Schönheide;16,2
1991;14521550;      Schwarzenberg/Erzgeb., Stadt;12,3
1991;14521560;      Sehmatal;12,7
1991;14521570;      Seiffen/Erzgeb., Kurort;10,8
1991;14521590;      Stollberg/Erzgeb., Stadt;14,6
1991;14521600;      Stützengrün;18,8
1991;14521610;      Tannenberg;12,0
1991;14521620;      Thalheim/Erzgeb., Stadt;11,8
1991;14521630;      Thermalbad Wiesenbad;12,9
1991;14521640;      Thum, Stadt;12,0
1991;14521670;      Wolkenstein, Stadt;11,7
1991;14521690;      Zschopau, Stadt, Motorradstadt;17,9
1991;14521700;      Zschorlau;16,3
1991;14521710;      Zwönitz, Stadt;11,2
1991;14522;    Mittelsachsen, Landkreis;14,3
1991;14522010;      Altmittweida;15,8
1991;14522020;      Augustusburg, Stadt;20,8
1991;14522035;      Bobritzsch-Hilbersdorf;21,0
1991;14522050;      Brand-Erbisdorf, Stadt;9,1
1991;14522060;      Burgstädt, Stadt;17,5
1991;14522070;      Claußnitz;12,9
1991;14522080;      Döbeln, Stadt;14,4
1991;14522090;      Dorfchemnitz;11,8
1991;14522110;      Eppendorf;12,5
1991;14522120;      Erlau;18,9
1991;14522140;      Flöha, Stadt;15,5
1991;14522150;      Frankenberg/Sa., Stadt, Garnisonsstadt;15,8
1991;14522170;      Frauenstein, Stadt;11,7
1991;14522180;      Freiberg, Stadt, Universitätsstadt;11,8
1991;14522190;      Geringswalde, Stadt;18,4
1991;14522200;      Großhartmannsdorf;10,8
1991;14522210;      Großschirma, Stadt;10,8
1991;14522220;      Großweitzschen;18,5
1991;14522230;      Hainichen, Stadt;15,0
1991;14522240;      Halsbrücke;12,7
1991;14522250;      Hartha, Stadt;12,6
1991;14522260;      Hartmannsdorf (Landkreis Mittelsachsen);17,9
1991;14522275;      Jahnatal;16,8
1991;14522280;      Königsfeld;13,1
1991;14522290;      Königshain-Wiederau;16,5
1991;14522300;      Kriebstein;15,5
1991;14522310;      Leisnig, Stadt;18,8
1991;14522320;      Leubsdorf;17,9
1991;14522330;      Lichtenau;13,7
1991;14522340;      Lichtenberg/Erzgeb.;21,0
1991;14522350;      Lunzenau, Stadt;12,2
1991;14522360;      Mittweida, Stadt, Hochschulstadt;14,3
1991;14522380;      Mühlau;11,4
1991;14522390;      Mulda/Sa.;14,8
1991;14522400;      Neuhausen/Erzgeb.;10,1
1991;14522420;      Niederwiesa;12,1
1991;14522430;      Oberschöna;11,1
1991;14522440;      Oederan, Stadt;14,0
1991;14522460;      Penig, Stadt;14,9
1991;14522470;      Rechenberg-Bienenmühle;13,1
1991;14522480;      Reinsberg;12,0
1991;14522490;      Rochlitz, Stadt;12,4
1991;14522500;      Rossau;15,2
1991;14522510;      Roßwein, Stadt;14,8
1991;14522520;      Sayda, Stadt;15,8
1991;14522530;      Seelitz;8,0
1991;14522540;      Striegistal;14,0
1991;14522550;      Taura;25,1
1991;14522570;      Waldheim, Stadt;16,1
1991;14522580;      Wechselburg;11,4
1991;14522590;      Weißenborn/Erzgeb.;10,1
1991;14522600;      Zettlitz;9,2
1991;14523;    Vogtlandkreis;15,5
1991;14523010;      Adorf/Vogtl., Stadt;16,2
1991;14523020;      Auerbach/Vogtl., Stadt;15,9
1991;14523030;      Bad Brambach;20,8
1991;14523040;      Bad Elster, Stadt;18,0
1991;14523050;      Bergen;17,9
1991;14523060;      Bösenbrunn;14,0
1991;14523080;      Eichigt;12,3
1991;14523090;      Ellefeld;14,7
1991;14523100;      Elsterberg, Stadt;12,7
1991;14523120;      Falkenstein/Vogtl., Stadt;15,5
1991;14523130;      Grünbach;14,2
1991;14523150;      Heinsdorfergrund;11,5
1991;14523160;      Klingenthal, Stadt;21,2
1991;14523170;      Lengenfeld, Stadt;14,0
1991;14523190;      Limbach;15,2
1991;14523200;      Markneukirchen, Stadt;15,3
1991;14523230;      Mühlental;10,8
1991;14523245;      Muldenhammer;12,7
1991;14523260;      Netzschkau, Stadt;18,6
1991;14523270;      Neuensalz;15,4
1991;14523280;      Neumark;14,3
1991;14523290;      Neustadt/Vogtl.;10,5
1991;14523300;      Oelsnitz/Vogtl., Stadt;18,2
1991;14523310;      Pausa-Mühltroff, Stadt;11,6
1991;14523320;      Plauen, Stadt;15,1
1991;14523330;      Pöhl;14,9
1991;14523340;      Reichenbach im Vogtland, Stadt;16,1
1991;14523360;      Rodewisch, Stadt;12,3
1991;14523365;      Rosenbach/Vogtl.;14,3
1991;14523370;      Schöneck/Vogtl., Stadt;12,4
1991;14523380;      Steinberg;20,2
1991;14523410;      Theuma;22,5
1991;14523420;      Tirpersdorf;13,1
1991;14523430;      Treuen, Stadt;14,6
1991;14523440;      Triebel/Vogtl.;9,2
1991;14523450;      Weischlitz;15,6
1991;14523460;      Werda;14,6
1991;14524;    Zwickau, Landkreis;15,3
1991;14524010;      Bernsdorf (Landkreis Zwickau);13,0
1991;14524020;      Callenberg;13,9
1991;14524030;      Crimmitschau, Stadt;16,4
1991;14524040;      Crinitzberg;14,1
1991;14524050;      Dennheritz;14,5
1991;14524060;      Fraureuth;16,5
1991;14524070;      Gersdorf;16,2
1991;14524080;      Glauchau, Stadt;13,7
1991;14524090;      Hartenstein, Stadt;13,1
1991;14524100;      Hartmannsdorf b. Kirchberg;17,1
1991;14524110;      Hirschfeld;11,4
1991;14524120;      Hohenstein-Ernstthal, Stadt;16,8
1991;14524130;      Kirchberg, Stadt;21,8
1991;14524140;      Langenbernsdorf;17,0
1991;14524150;      Langenweißbach;12,6
1991;14524160;      Lichtenstein/Sa., Stadt;16,3
1991;14524170;      Lichtentanne;16,8
1991;14524180;      Limbach-Oberfrohna, Stadt;16,3
1991;14524190;      Meerane, Stadt;16,0
1991;14524200;      Mülsen;14,5
1991;14524210;      Neukirchen/Pleiße;13,8
1991;14524220;      Niederfrohna;16,3
1991;14524230;      Oberlungwitz, Stadt;14,3
1991;14524240;      Oberwiera;12,1
1991;14524250;      Reinsdorf;16,0
1991;14524260;      Remse;19,3
1991;14524270;      Schönberg;12,4
1991;14524280;      St. Egidien;14,7
1991;14524290;      Waldenburg, Stadt;16,2
1991;14524300;      Werdau, Stadt;16,8
1991;14524310;      Wildenfels, Stadt;16,2
1991;14524320;      Wilkau-Haßlau, Stadt;15,1
1991;14524330;      Zwickau, Stadt;14,1
1991;146;  Dresden, NUTS 2-Region;13,2
1991;14612;    Dresden, Stadt;13,1
1991;14612000;      Dresden, Stadt;13,1
1991;14625;    Bautzen, Landkreis;12,5
1991;14625010;      Arnsdorf;15,8
1991;14625020;      Bautzen, Stadt;13,3
1991;14625030;      Bernsdorf, Stadt (Landkreis Bautzen);10,6
1991;14625040;      Bischofswerda, Stadt;14,7
1991;14625060;      Burkau;9,0
1991;14625080;      Crostwitz;8,7
1991;14625090;      Cunewalde;15,5
1991;14625100;      Demitz-Thumitz;13,8
1991;14625110;      Doberschau-Gaußig;16,0
1991;14625120;      Elsterheide;14,6
1991;14625130;      Elstra, Stadt;9,0
1991;14625140;      Frankenthal;14,3
1991;14625150;      Göda;12,1
1991;14625160;      Großdubrau;12,5
1991;14625170;      Großharthau;11,3
1991;14625180;      Großnaundorf;14,8
1991;14625190;      Großpostwitz/O.L.;12,4
1991;14625200;      Großröhrsdorf, Stadt;15,3
1991;14625220;      Haselbachtal;13,4
1991;14625230;      Hochkirch;13,9
1991;14625240;      Hoyerswerda, Stadt;9,5
1991;14625250;      Kamenz, Stadt;12,8
1991;14625270;      Königsbrück, Stadt;14,9
1991;14625280;      Königswartha;11,1
1991;14625290;      Kubschütz;13,3
1991;14625300;      Laußnitz;7,7
1991;14625310;      Lauta, Stadt;10,7
1991;14625320;      Lichtenberg (Landkreis Bautzen);9,0
1991;14625330;      Lohsa;14,4
1991;14625340;      Malschwitz;12,2
1991;14625350;      Nebelschütz;10,2
1991;14625360;      Neschwitz;12,1
1991;14625370;      Neukirch;13,7
1991;14625380;      Neukirch/Lausitz;13,6
1991;14625390;      Obergurig;14,9
1991;14625410;      Ohorn;18,7
1991;14625420;      Oßling;10,2
1991;14625430;      Ottendorf-Okrilla;15,1
1991;14625440;      Panschwitz-Kuckau;13,7
1991;14625450;      Pulsnitz, Stadt;11,9
1991;14625460;      Puschwitz;11,9
1991;14625470;      Räckelwitz;9,0
1991;14625480;      Radeberg, Stadt;14,6
1991;14625490;      Radibor;13,9
1991;14625500;      Ralbitz-Rosenthal;7,6
1991;14625510;      Rammenau;14,0
1991;14625525;      Schirgiswalde-Kirschau, Stadt;12,8
1991;14625530;      Schmölln-Putzkau;12,0
1991;14625550;      Schwepnitz;9,1
1991;14625560;      Sohland a. d. Spree;15,4
1991;14625570;      Spreetal;14,6
1991;14625580;      Steina;16,7
1991;14625590;      Steinigtwolmsdorf;9,2
1991;14625600;      Wachau;15,6
1991;14625610;      Weißenberg, Stadt;13,1
1991;14625630;      Wilthen, Stadt;10,6
1991;14625640;      Wittichenau, Stadt;13,7
1991;14626;    Görlitz, Landkreis;13,3
1991;14626010;      Bad Muskau, Stadt;12,6
1991;14626020;      Beiersdorf;19,1
1991;14626030;      Bernstadt a. d. Eigen, Stadt;12,1
1991;14626050;      Bertsdorf-Hörnitz;13,0
1991;14626060;      Boxberg/O.L.;12,2
1991;14626070;      Dürrhennersdorf;7,5
1991;14626085;      Ebersbach-Neugersdorf, Stadt;16,0
1991;14626100;      Gablenz;10,0
1991;14626110;      Görlitz, Stadt;14,0
1991;14626120;      Groß Düben;13,7
1991;14626140;      Großschönau;11,1
1991;14626150;      Großschweidnitz;19,0
1991;14626160;      Hähnichen;12,8
1991;14626170;      Hainewalde;16,4
1991;14626180;      Herrnhut, Stadt;13,4
1991;14626190;      Hohendubrau;11,0
1991;14626200;      Horka;11,0
1991;14626210;      Jonsdorf, Kurort;16,8
1991;14626230;      Kodersdorf;10,0
1991;14626240;      Königshain;7,0
1991;14626245;      Kottmar;18,2
1991;14626250;      Krauschwitz i.d. O.L.;12,7
1991;14626260;      Kreba-Neudorf;10,4
1991;14626270;      Lawalde;14,5
1991;14626280;      Leutersdorf;13,6
1991;14626290;      Löbau, Stadt;12,0
1991;14626300;      Markersdorf;10,9
1991;14626310;      Mittelherwigsdorf;16,2
1991;14626320;      Mücka;12,5
1991;14626330;      Neißeaue;10,6
1991;14626350;      Neusalza-Spremberg, Stadt;18,5
1991;14626370;      Niesky, Stadt;12,0
1991;14626390;      Oderwitz;20,3
1991;14626400;      Olbersdorf;10,5
1991;14626410;      Oppach;12,0
1991;14626420;      Ostritz, Stadt;13,6
1991;14626430;      Oybin;14,5
1991;14626440;      Quitzdorf am See;16,3
1991;14626450;      Reichenbach/O.L., Stadt;14,8
1991;14626460;      Rietschen;12,0
1991;14626470;      Rosenbach;10,3
1991;14626480;      Rothenburg/O.L., Stadt;14,8
1991;14626490;      Schleife;12,1
1991;14626500;      Schönau-Berzdorf a. d. Eigen;14,0
1991;14626510;      Schönbach;12,2
1991;14626520;      Schöpstal;8,2
1991;14626530;      Seifhennersdorf, Stadt;18,9
1991;14626560;      Trebendorf;12,1
1991;14626570;      Vierkirchen;8,9
1991;14626580;      Waldhufen;11,4
1991;14626590;      Weißkeißel;12,8
1991;14626600;      Weißwasser/O.L., Stadt;9,0
1991;14626610;      Zittau, Stadt;13,6
1991;14627;    Meißen, Landkreis;13,6
1991;14627010;      Coswig, Stadt;13,3
1991;14627020;      Diera-Zehren;7,8
1991;14627030;      Ebersbach (Landkreis Meißen);15,5
1991;14627040;      Glaubitz;18,1
1991;14627050;      Gröditz, Stadt;9,4
1991;14627060;      Großenhain, Stadt;12,4
1991;14627070;      Hirschstein;13,0
1991;14627080;      Käbschütztal;14,3
1991;14627100;      Klipphausen;12,9
1991;14627110;      Lampertswalde;11,0
1991;14627130;      Lommatzsch, Stadt;14,0
1991;14627140;      Meißen, Stadt;16,7
1991;14627150;      Moritzburg;15,0
1991;14627170;      Niederau;14,7
1991;14627180;      Nossen, Stadt;15,3
1991;14627190;      Nünchritz;12,0
1991;14627200;      Priestewitz;12,9
1991;14627210;      Radebeul, Stadt;15,2
1991;14627220;      Radeburg, Stadt;10,9
1991;14627230;      Riesa, Stadt;12,0
1991;14627240;      Röderaue;14,3
1991;14627250;      Schönfeld;11,3
1991;14627260;      Stauchitz;15,6
1991;14627270;      Strehla, Stadt;19,1
1991;14627290;      Thiendorf;11,3
1991;14627310;      Weinböhla;13,3
1991;14627340;      Wülknitz;17,0
1991;14627360;      Zeithain;12,1
1991;14628;    Sächsische Schweiz-Osterzgebirge, Landkreis;14,0
1991;14628010;      Altenberg, Stadt;9,5
1991;14628020;      Bad Gottleuba-Berggießhübel, Stadt;16,4
1991;14628030;      Bad Schandau, Stadt;13,1
1991;14628040;      Bahretal;13,3
1991;14628050;      Bannewitz;15,8
1991;14628060;      Dippoldiswalde, Stadt;14,5
1991;14628070;      Dohma;13,8
1991;14628080;      Dohna, Stadt;15,2
1991;14628090;      Dorfhain;13,0
1991;14628100;      Dürrröhrsdorf-Dittersbach;11,2
1991;14628110;      Freital, Stadt;16,1
1991;14628130;      Glashütte, Stadt;10,8
1991;14628140;      Gohrisch;10,3
1991;14628150;      Hartmannsdorf-Reichenau;14,6
1991;14628160;      Heidenau, Stadt;11,8
1991;14628170;      Hermsdorf/Erzgeb.;13,6
1991;14628190;      Hohnstein, Stadt;12,5
1991;14628205;      Klingenberg;13,5
1991;14628210;      Königstein/Sächs. Schw., Stadt;18,1
1991;14628220;      Kreischa;12,9
1991;14628230;      Liebstadt, Stadt;10,1
1991;14628240;      Lohmen;9,5
1991;14628250;      Müglitztal;22,5
1991;14628260;      Neustadt in Sachsen, Stadt;11,2
1991;14628270;      Pirna, Stadt;15,0
1991;14628300;      Rabenau, Stadt;13,2
1991;14628310;      Rathen, Kurort;12,4
1991;14628320;      Rathmannsdorf;16,6
1991;14628330;      Reinhardtsdorf-Schöna;16,0
1991;14628340;      Rosenthal-Bielatal;20,8
1991;14628360;      Sebnitz, Stadt;14,1
1991;14628370;      Stadt Wehlen, Stadt;14,3
1991;14628380;      Stolpen, Stadt;11,8
1991;14628390;      Struppen;17,2
1991;14628400;      Tharandt, Stadt;14,3
1991;14628410;      Wilsdruff, Stadt;15,1
1991;147;  Leipzig, NUTS 2-Region;14,1
1991;14713;    Leipzig, Stadt;14,2
1991;14713000;      Leipzig, Stadt;14,2
1991;14729;    Leipzig, Landkreis;14,6
1991;14729010;      Bad Lausick, Stadt;12,3
1991;14729020;      Belgershain;12,2
1991;14729030;      Bennewitz;15,9
1991;14729040;      Böhlen, Stadt;16,2
1991;14729050;      Borna, Stadt;13,2
1991;14729060;      Borsdorf;15,6
1991;14729070;      Brandis, Stadt;19,9
1991;14729080;      Colditz, Stadt;17,5
1991;14729100;      Elstertrebnitz;15,2
1991;14729140;      Frohburg, Stadt;14,7
1991;14729150;      Geithain, Stadt;10,4
1991;14729160;      Grimma, Stadt;12,7
1991;14729170;      Groitzsch, Stadt;15,5
1991;14729190;      Großpösna;13,7
1991;14729220;      Kitzscher, Stadt;9,8
1991;14729245;      Lossatal;14,1
1991;14729250;      Machern;13,7
1991;14729260;      Markkleeberg, Stadt;13,8
1991;14729270;      Markranstädt, Stadt;23,4
1991;14729300;      Naunhof, Stadt;16,9
1991;14729320;      Neukieritzsch;14,5
1991;14729330;      Otterwisch;19,5
1991;14729340;      Parthenstein;12,6
1991;14729350;      Pegau, Stadt;15,0
1991;14729360;      Regis-Breitingen, Stadt;12,8
1991;14729370;      Rötha, Stadt;15,1
1991;14729380;      Thallwitz;16,5
1991;14729400;      Trebsen/Mulde, Stadt;18,0
1991;14729410;      Wurzen, Stadt;13,0
1991;14729430;      Zwenkau, Stadt;17,3
1991;14730;    Nordsachsen, Landkreis;13,1
1991;14730010;      Arzberg;16,0
1991;14730020;      Bad Düben, Stadt;9,4
1991;14730030;      Beilrode;14,4
1991;14730045;      Belgern-Schildau, Stadt;14,4
1991;14730050;      Cavertitz;9,6
1991;14730060;      Dahlen, Stadt;19,3
1991;14730070;      Delitzsch, Stadt;10,9
1991;14730080;      Doberschütz;11,0
1991;14730090;      Dommitzsch, Stadt;14,4
1991;14730100;      Dreiheide;10,2
1991;14730110;      Eilenburg, Stadt;14,8
1991;14730120;      Elsnig;10,4
1991;14730140;      Jesewitz;16,6
1991;14730150;      Krostitz;13,3
1991;14730160;      Laußig;9,9
1991;14730170;      Liebschützberg;14,0
1991;14730180;      Löbnitz;27,8
1991;14730190;      Mockrehna;12,1
1991;14730200;      Mügeln, Stadt;14,6
1991;14730210;      Naundorf;13,7
1991;14730230;      Oschatz, Stadt;12,3
1991;14730250;      Rackwitz;8,1
1991;14730270;      Schkeuditz, Stadt;15,1
1991;14730280;      Schönwölkau;12,3
1991;14730300;      Taucha, Stadt;16,6
1991;14730310;      Torgau, Stadt;11,6
1991;14730320;      Trossin;13,3
1991;14730330;      Wermsdorf;15,0
1991;14730340;      Wiedemar;11,0
1991;14730360;      Zschepplin;14,1
1992;14;Freistaat Sachsen;13,2
1992;145;  Chemnitz, NUTS 2-Region;13,9
1992;14511;    Chemnitz, Stadt;12,8
1992;14511000;      Chemnitz, Stadt;12,8
1992;14521;    Erzgebirgskreis;13,7
1992;14521010;      Amtsberg;15,3
1992;14521020;      Annaberg-Buchholz, Stadt;14,9
1992;14521035;      Aue-Bad Schlema, Stadt;14,5
1992;14521040;      Auerbach (Erzgebirgskreis);13,1
1992;14521060;      Bärenstein;17,2
1992;14521080;      Bockau;19,3
1992;14521090;      Börnichen/Erzgeb.;11,4
1992;14521110;      Breitenbrunn/Erzgeb.;13,6
1992;14521120;      Burkhardtsdorf;16,8
1992;14521130;      Crottendorf;13,8
1992;14521140;      Deutschneudorf;18,3
1992;14521150;      Drebach;12,6
1992;14521160;      Ehrenfriedersdorf, Stadt;15,1
1992;14521170;      Eibenstock, Stadt;15,2
1992;14521180;      Elterlein, Stadt;15,2
1992;14521200;      Gelenau/Erzgeb.;12,2
1992;14521210;      Geyer, Stadt;14,4
1992;14521220;      Gornau/Erzgeb.;11,1
1992;14521230;      Gornsdorf;14,3
1992;14521240;      Großolbersdorf;12,4
1992;14521250;      Großrückerswalde;14,2
1992;14521260;      Grünhain-Beierfeld, Stadt;15,4
1992;14521270;      Grünhainichen;13,5
1992;14521280;      Heidersdorf;10,5
1992;14521290;      Hohndorf;14,6
1992;14521310;      Jahnsdorf/Erzgeb.;16,2
1992;14521320;      Johanngeorgenstadt, Stadt;13,8
1992;14521330;      Jöhstadt, Stadt;13,8
1992;14521340;      Königswalde;16,5
1992;14521355;      Lauter-Bernsbach, Stadt;11,9
1992;14521370;      Lößnitz, Stadt;12,8
1992;14521380;      Lugau/Erzgeb., Stadt;12,0
1992;14521390;      Marienberg, Stadt;13,0
1992;14521400;      Mildenau;10,8
1992;14521410;      Neukirchen/Erzgeb.;14,6
1992;14521420;      Niederdorf;15,2
1992;14521430;      Niederwürschnitz;14,3
1992;14521440;      Oberwiesenthal, Kurort, Stadt;7,7
1992;14521450;      Oelsnitz/Erzgeb., Stadt;16,9
1992;14521460;      Olbernhau, Stadt;15,6
1992;14521495;      Pockau-Lengefeld, Stadt;14,2
1992;14521500;      Raschau-Markersbach;17,2
1992;14521510;      Scheibenberg, Stadt;13,3
1992;14521520;      Schlettau, Stadt;15,8
1992;14521530;      Schneeberg, Stadt;11,6
1992;14521540;      Schönheide;13,8
1992;14521550;      Schwarzenberg/Erzgeb., Stadt;11,1
1992;14521560;      Sehmatal;12,2
1992;14521570;      Seiffen/Erzgeb., Kurort;12,3
1992;14521590;      Stollberg/Erzgeb., Stadt;11,0
1992;14521600;      Stützengrün;16,9
1992;14521610;      Tannenberg;12,1
1992;14521620;      Thalheim/Erzgeb., Stadt;9,7
1992;14521630;      Thermalbad Wiesenbad;14,6
1992;14521640;      Thum, Stadt;15,2
1992;14521670;      Wolkenstein, Stadt;12,9
1992;14521690;      Zschopau, Stadt, Motorradstadt;16,1
1992;14521700;      Zschorlau;14,0
1992;14521710;      Zwönitz, Stadt;11,3
1992;14522;    Mittelsachsen, Landkreis;13,4
1992;14522010;      Altmittweida;12,8
1992;14522020;      Augustusburg, Stadt;18,4
1992;14522035;      Bobritzsch-Hilbersdorf;18,8
1992;14522050;      Brand-Erbisdorf, Stadt;10,1
1992;14522060;      Burgstädt, Stadt;15,6
1992;14522070;      Claußnitz;12,9
1992;14522080;      Döbeln, Stadt;15,0
1992;14522090;      Dorfchemnitz;12,3
1992;14522110;      Eppendorf;9,2
1992;14522120;      Erlau;14,5
1992;14522140;      Flöha, Stadt;13,9
1992;14522150;      Frankenberg/Sa., Stadt, Garnisonsstadt;15,1
1992;14522170;      Frauenstein, Stadt;11,0
1992;14522180;      Freiberg, Stadt, Universitätsstadt;11,0
1992;14522190;      Geringswalde, Stadt;14,6
1992;14522200;      Großhartmannsdorf;11,8
1992;14522210;      Großschirma, Stadt;10,8
1992;14522220;      Großweitzschen;9,7
1992;14522230;      Hainichen, Stadt;10,5
1992;14522240;      Halsbrücke;15,3
1992;14522250;      Hartha, Stadt;14,4
1992;14522260;      Hartmannsdorf (Landkreis Mittelsachsen);16,5
1992;14522275;      Jahnatal;12,8
1992;14522280;      Königsfeld;14,9
1992;14522290;      Königshain-Wiederau;10,2
1992;14522300;      Kriebstein;16,7
1992;14522310;      Leisnig, Stadt;14,8
1992;14522320;      Leubsdorf;11,8
1992;14522330;      Lichtenau;15,1
1992;14522340;      Lichtenberg/Erzgeb.;24,6
1992;14522350;      Lunzenau, Stadt;17,5
1992;14522360;      Mittweida, Stadt, Hochschulstadt;13,1
1992;14522380;      Mühlau;11,5
1992;14522390;      Mulda/Sa.;11,3
1992;14522400;      Neuhausen/Erzgeb.;16,0
1992;14522420;      Niederwiesa;13,6
1992;14522430;      Oberschöna;12,9
1992;14522440;      Oederan, Stadt;10,6
1992;14522460;      Penig, Stadt;14,1
