Entity,Code,Day,Pfizer/BioNTech,Moderna,Oxford/AstraZeneca,Johnson&Johnson,Sputnik V,Sinovac,Sinopharm/Beijing,CanSino,Novavax,Covaxin,Medicago,Sanofi/GSK,SKYCovione,Valneva
Argentina,ARG,2020-12-29,0,0,1,0,20493,0,1,0,0,0,0,0,0,0
Argentina,ARG,2020-12-30,0,0,1,0,40595,0,1,0,0,0,0,0,0,0
Argentina,ARG,2020-12-31,0,0,1,0,43401,0,1,0,0,0,0,0,0,0
Argentina,ARG,2021-01-01,0,0,3,0,43528,0,1,0,0,0,0,0,0,0
Argentina,ARG,2021-01-02,1,0,4,0,46838,0,1,0,0,0,0,0,0,0
Argentina,ARG,2021-01-03,3,0,4,0,47282,0,1,0,0,0,0,0,0,0
Argentina,ARG,2021-01-04,3,0,4,0,57745,0,1,0,0,0,0,0,0,0
Argentina,ARG,2021-01-05,3,0,4,0,68472,0,5,0,0,0,0,0,0,0
Argentina,ARG,2021-01-06,6,0,5,0,78585,0,8,0,0,0,0,0,0,0
Argentina,ARG,2021-01-07,8,0,9,0,96811,0,10,0,0,0,0,0,0,0
Argentina,ARG,2021-01-08,8,0,10,0,124704,0,10,0,0,0,0,0,0,0
Argentina,ARG,2021-01-09,9,0,11,0,134912,0,11,0,0,0,0,0,0,0
Argentina,ARG,2021-01-10,12,0,11,0,136087,0,12,0,0,0,0,0,0,0
Argentina,ARG,2021-01-11,12,0,12,0,155915,0,14,0,0,0,0,0,0,0
Argentina,ARG,2021-01-12,13,0,14,0,175306,0,17,0,0,0,0,0,0,0
Argentina,ARG,2021-01-13,13,1,15,0,192078,0,21,0,0,0,0,0,0,0
Argentina,ARG,2021-01-14,14,1,15,0,208726,0,22,0,0,0,0,0,0,0
Argentina,ARG,2021-01-15,14,1,15,0,226173,0,22,0,0,0,0,0,0,0
Argentina,ARG,2021-01-16,14,1,15,0,232058,0,22,0,0,0,0,0,0,0
Argentina,ARG,2021-01-17,15,1,15,0,233121,0,22,0,0,0,0,0,0,0
Argentina,ARG,2021-01-18,16,1,15,0,242954,0,22,0,0,0,0,0,0,0
Argentina,ARG,2021-01-19,16,1,15,0,256208,0,24,1,0,0,0,0,0,0
Argentina,ARG,2021-01-20,16,1,15,0,275642,0,24,1,0,0,0,0,0,0
Argentina,ARG,2021-01-21,16,1,20,0,289756,0,26,1,0,0,0,0,0,0
Argentina,ARG,2021-01-22,16,1,23,0,298976,0,27,1,0,0,0,0,0,0
Argentina,ARG,2021-01-23,16,1,28,0,302921,0,27,1,0,0,0,0,0,0
Argentina,ARG,2021-01-24,16,1,29,0,303224,0,27,1,0,0,0,0,0,0
Argentina,ARG,2021-01-25,16,1,37,0,317436,0,27,1,0,0,0,0,0,0
Argentina,ARG,2021-01-26,16,1,75,0,330214,0,28,1,0,0,0,0,0,0
Argentina,ARG,2021-01-27,16,1,77,0,340327,0,28,1,0,0,0,0,0,0
Argentina,ARG,2021-01-28,16,1,78,0,356376,0,28,1,0,0,0,0,0,0
Argentina,ARG,2021-01-29,16,1,79,0,379880,0,28,1,0,0,0,0,0,0
Argentina,ARG,2021-01-30,16,1,79,0,389196,0,28,1,0,0,0,0,0,0
Argentina,ARG,2021-01-31,16,1,79,0,389819,0,29,2,0,0,0,0,0,0
Argentina,ARG,2021-02-01,16,1,98,0,409335,0,30,2,0,0,0,0,0,0
Argentina,ARG,2021-02-02,16,1,131,0,433186,0,30,2,0,0,0,0,0,0
Argentina,ARG,2021-02-03,16,1,139,0,459800,0,33,2,0,0,0,0,0,0
Argentina,ARG,2021-02-04,16,2,144,0,487913,0,56,2,0,0,0,0,0,0
Argentina,ARG,2021-02-05,16,2,149,0,520947,0,63,4,0,0,0,0,0,0
Argentina,ARG,2021-02-06,16,2,149,0,531874,0,68,4,0,0,0,0,0,0
Argentina,ARG,2021-02-07,16,2,150,0,533254,0,72,4,0,0,0,0,0,0
Argentina,ARG,2021-02-08,16,2,152,0,556687,0,73,4,0,0,0,0,0,0
Argentina,ARG,2021-02-09,16,3,154,0,576883,0,79,4,0,0,0,0,0,0
Argentina,ARG,2021-02-10,16,3,157,0,592504,0,84,4,0,0,0,0,0,0
Argentina,ARG,2021-02-11,16,3,160,0,610357,0,90,4,0,0,0,0,0,0
Argentina,ARG,2021-02-12,16,3,161,0,626199,0,91,4,0,0,0,0,0,0
Argentina,ARG,2021-02-13,16,3,163,0,629231,0,93,4,0,0,0,0,0,0
Argentina,ARG,2021-02-14,16,3,163,0,629382,0,95,4,0,0,0,0,0,0
Argentina,ARG,2021-02-15,17,3,163,0,630697,0,97,4,0,0,0,0,0,0
Argentina,ARG,2021-02-16,18,3,175,0,631995,0,99,4,0,0,0,0,0,0
Argentina,ARG,2021-02-17,18,3,186,0,656398,0,102,4,0,0,0,0,0,0
Argentina,ARG,2021-02-18,19,3,217,0,720210,0,106,4,0,0,0,0,0,0
Argentina,ARG,2021-02-19,19,3,407,0,787931,0,107,4,0,0,0,0,0,0
Argentina,ARG,2021-02-20,19,3,555,0,820407,0,108,4,0,0,0,0,0,0
Argentina,ARG,2021-02-21,19,3,956,0,840188,0,108,4,0,0,0,0,0,0
Argentina,ARG,2021-02-22,19,3,23569,0,885171,0,108,4,0,0,0,0,0,0
Argentina,ARG,2021-02-23,19,3,73783,0,921939,0,110,4,0,0,0,0,0,0
Argentina,ARG,2021-02-24,19,3,135888,0,953702,0,113,4,0,0,0,0,0,0
Argentina,ARG,2021-02-25,19,3,189066,0,980020,0,117,4,0,0,0,0,0,0
Argentina,ARG,2021-02-26,19,3,245141,0,1005662,0,126,4,0,0,0,0,0,0
Argentina,ARG,2021-02-27,19,4,258490,0,1010222,0,127,4,0,0,0,0,0,0
Argentina,ARG,2021-02-28,19,4,263841,0,1010999,0,128,4,0,0,0,0,0,0
Argentina,ARG,2021-03-01,19,4,317181,0,1031546,0,830,4,0,0,0,0,0,0
Argentina,ARG,2021-03-02,19,4,368831,0,1050578,0,5796,4,0,0,0,0,0,0
Argentina,ARG,2021-03-03,19,4,404830,0,1068272,0,23633,4,0,0,0,0,0,0
Argentina,ARG,2021-03-04,19,4,430561,0,1090338,0,87941,4,0,0,0,0,0,0
Argentina,ARG,2021-03-05,19,4,454862,0,1111287,0,154459,4,0,0,0,0,0,0
Argentina,ARG,2021-03-06,19,4,462781,0,1115891,0,196887,4,0,0,0,0,0,0
Argentina,ARG,2021-03-07,19,4,467757,0,1116268,0,203332,4,0,0,0,0,0,0
Argentina,ARG,2021-03-08,20,4,499342,0,1134254,0,256285,4,0,0,0,0,0,0
Argentina,ARG,2021-03-09,20,4,515689,0,1170620,0,319404,4,0,0,0,0,0,0
Argentina,ARG,2021-03-10,20,4,527779,0,1223798,0,418152,4,0,0,0,0,0,0
Argentina,ARG,2021-03-11,20,4,537726,0,1315874,0,503049,4,0,0,0,0,0,0
Argentina,ARG,2021-03-12,20,4,545250,0,1408899,0,564203,4,0,0,0,0,0,0
Argentina,ARG,2021-03-13,20,4,548229,0,1441815,0,574710,4,0,0,0,0,0,0
Argentina,ARG,2021-03-14,20,4,548278,0,1444282,0,581368,4,0,0,0,0,0,0
Argentina,ARG,2021-03-15,20,4,554702,0,1534886,0,621993,4,0,0,0,0,0,0
Argentina,ARG,2021-03-16,20,4,557822,0,1630847,0,656673,4,0,0,0,0,0,0
Argentina,ARG,2021-03-17,20,4,560535,0,1744776,0,679654,4,0,0,0,0,0,0
Argentina,ARG,2021-03-18,20,6,562224,0,1859918,0,701808,4,0,0,0,0,0,0
Argentina,ARG,2021-03-19,21,6,564073,0,1960685,0,725417,4,0,0,0,0,0,0
Argentina,ARG,2021-03-20,21,6,564415,0,2007294,0,729357,4,0,0,0,0,0,0
Argentina,ARG,2021-03-21,21,6,564438,0,2026557,0,729706,5,0,0,0,0,0,0
Argentina,ARG,2021-03-22,21,6,565910,0,2090764,0,747108,5,0,0,0,0,0,0
Argentina,ARG,2021-03-23,21,6,570601,0,2179023,0,760668,5,0,0,0,0,0,0
Argentina,ARG,2021-03-24,21,6,571879,0,2212072,0,763810,5,0,0,0,0,0,0
Argentina,ARG,2021-03-25,21,6,573235,0,2303030,0,774715,5,0,0,0,0,0,0
Argentina,ARG,2021-03-26,21,6,575891,0,2384790,0,783893,5,0,0,0,0,0,0
Argentina,ARG,2021-03-27,21,7,576785,0,2436695,0,786201,5,0,0,0,0,0,0
Argentina,ARG,2021-03-28,23,7,577692,0,2456146,0,786676,5,0,0,0,0,0,0
Argentina,ARG,2021-03-29,24,7,581285,0,2561270,0,798183,5,0,0,0,0,0,0
Argentina,ARG,2021-03-30,25,7,584168,0,2710961,0,808683,5,0,0,0,0,0,0
Argentina,ARG,2021-03-31,25,7,604116,0,2853997,0,820698,5,0,0,0,0,0,0
Argentina,ARG,2021-04-01,25,7,629693,0,2941825,0,824461,5,0,0,0,0,0,0
Argentina,ARG,2021-04-02,25,7,642518,0,2994848,0,826783,5,0,0,0,0,0,0
Argentina,ARG,2021-04-03,25,7,661161,0,3049596,0,827874,5,0,0,0,0,0,0
Argentina,ARG,2021-04-04,25,8,675558,0,3082032,0,829538,5,0,0,0,0,0,0
Argentina,ARG,2021-04-05,25,8,709399,0,3185096,0,858672,5,0,0,0,0,0,0
Argentina,ARG,2021-04-06,25,8,735867,0,3277519,0,933830,5,0,0,0,0,0,0
Argentina,ARG,2021-04-07,25,8,766109,0,3367427,0,1052157,5,0,0,0,0,0,0
Argentina,ARG,2021-04-08,28,8,790207,0,3449021,0,1182469,5,0,0,0,0,0,0
Argentina,ARG,2021-04-09,28,8,808564,0,3523512,0,1330064,5,0,0,0,0,0,0
Argentina,ARG,2021-04-10,28,8,813382,0,3557659,0,1384057,5,0,0,0,0,0,0
Argentina,ARG,2021-04-11,28,8,814249,0,3572254,0,1416913,5,0,0,0,0,0,0
Argentina,ARG,2021-04-12,28,8,824166,0,3648822,0,1512278,5,0,0,0,0,0,0
Argentina,ARG,2021-04-13,28,9,832512,0,3744091,0,1594776,5,0,0,0,0,0,0
Argentina,ARG,2021-04-14,29,9,838957,0,3841983,0,1662163,5,0,0,0,0,0,0
Argentina,ARG,2021-04-15,29,9,843157,0,3937733,0,1713352,5,0,0,0,0,0,0
Argentina,ARG,2021-04-16,29,9,846442,0,4012083,0,1759467,5,0,0,0,0,0,0
Argentina,ARG,2021-04-17,29,9,847336,0,4040800,0,1775586,5,0,0,0,0,0,0
Argentina,ARG,2021-04-18,29,9,848611,0,4057169,0,1777849,5,0,0,0,0,0,0
Argentina,ARG,2021-04-19,30,9,864011,0,4107312,0,1802816,5,0,0,0,0,0,0
Argentina,ARG,2021-04-20,30,9,916553,0,4153492,0,1826859,5,0,0,0,0,0,0
Argentina,ARG,2021-04-21,30,10,1036849,0,4185984,0,1848083,6,0,0,0,0,0,0
Argentina,ARG,2021-04-22,30,10,1154180,0,4231328,0,1863651,7,0,0,0,0,0,0
Argentina,ARG,2021-04-23,30,10,1272524,0,4293488,0,1877753,7,0,0,0,0,0,0
Argentina,ARG,2021-04-24,30,10,1326392,0,4330307,0,1879325,7,0,0,0,0,0,0
Argentina,ARG,2021-04-25,30,10,1358852,0,4346795,0,1879700,7,0,0,0,0,0,0
Argentina,ARG,2021-04-26,31,10,1431970,0,4438270,0,1887271,7,0,0,0,0,0,0
Argentina,ARG,2021-04-27,32,10,1491103,0,4525557,0,1894633,7,0,0,0,0,0,0
Argentina,ARG,2021-04-28,33,10,1543263,0,4604490,0,1922599,7,0,0,0,0,0,0
Argentina,ARG,2021-04-29,33,10,1582028,0,4681941,0,1962733,7,0,0,0,0,0,0
Argentina,ARG,2021-04-30,33,10,1612589,0,4730203,0,1998905,7,0,0,0,0,0,0
Argentina,ARG,2021-05-01,33,10,1617853,0,4741539,0,2002618,7,0,0,0,0,0,0
Argentina,ARG,2021-05-02,33,10,1624446,0,4760995,0,2016750,7,0,0,0,0,0,0
Argentina,ARG,2021-05-03,34,10,1648071,0,4838153,0,2090738,7,0,0,0,0,0,0
Argentina,ARG,2021-05-04,34,10,1671687,0,4952528,0,2184851,7,0,0,0,0,0,0
Argentina,ARG,2021-05-05,34,11,1696613,0,5094074,0,2263455,7,0,0,0,0,0,0
Argentina,ARG,2021-05-06,35,11,1714454,0,5214487,0,2328102,7,0,0,0,0,0,0
Argentina,ARG,2021-05-07,35,11,1728419,0,5309823,0,2424235,8,0,0,0,0,0,0
Argentina,ARG,2021-05-08,35,11,1732478,0,5338435,0,2465856,8,0,0,0,0,0,0
Argentina,ARG,2021-05-09,35,11,1734218,0,5351894,0,2469355,8,0,0,0,0,0,0
Argentina,ARG,2021-05-10,35,11,1744148,0,5419512,0,2533537,8,0,0,0,0,0,0
Argentina,ARG,2021-05-11,36,12,1752427,0,5486885,0,2598394,8,0,0,0,0,0,0
Argentina,ARG,2021-05-12,36,13,1758212,0,5539395,0,2737779,8,0,0,0,0,0,0
Argentina,ARG,2021-05-13,36,13,1763916,0,5577157,0,2886512,8,0,0,0,0,0,0
Argentina,ARG,2021-05-14,36,13,1773128,0,5616153,0,3034886,8,0,0,0,0,0,0
Argentina,ARG,2021-05-15,36,13,1776214,0,5657733,0,3085339,8,0,0,0,0,0,0
Argentina,ARG,2021-05-16,36,13,1777689,0,5680556,0,3128649,8,0,0,0,0,0,0
Argentina,ARG,2021-05-17,37,13,1785001,0,5764489,0,3224404,8,0,0,0,0,0,0
Argentina,ARG,2021-05-18,37,13,1794800,0,5908044,0,3269359,8,0,0,0,0,0,0
Argentina,ARG,2021-05-19,38,13,1802158,0,6035116,0,3302719,8,0,0,0,0,0,0
Argentina,ARG,2021-05-20,38,13,1812670,0,6171979,0,3338008,8,0,0,0,0,0,0
Argentina,ARG,2021-05-21,38,13,1821882,0,6261864,0,3416237,8,0,0,0,0,0,0
Argentina,ARG,2021-05-22,38,13,1823409,0,6316807,0,3460236,8,0,0,0,0,0,0
Argentina,ARG,2021-05-23,38,13,1823827,0,6338787,0,3483116,8,0,0,0,0,0,0
Argentina,ARG,2021-05-24,39,13,1825010,0,6406507,0,3502610,8,0,0,0,0,0,0
Argentina,ARG,2021-05-25,39,13,1847095,0,6444680,0,3505792,8,0,0,0,0,0,0
Argentina,ARG,2021-05-26,39,13,1873977,0,6537376,0,3539382,8,0,0,0,0,0,0
Argentina,ARG,2021-05-27,39,13,1919456,0,6628115,0,3572644,8,0,0,0,0,0,0
Argentina,ARG,2021-05-28,39,13,2011849,0,6752985,0,3601559,8,0,0,0,0,0,0
Argentina,ARG,2021-05-29,40,13,2121795,0,6860670,0,3611467,8,0,0,0,0,0,0
Argentina,ARG,2021-05-30,40,13,2180951,0,6928789,0,3613091,8,0,0,0,0,0,0
Argentina,ARG,2021-05-31,40,13,2308188,0,7083765,0,3630000,8,0,0,0,0,0,0
Argentina,ARG,2021-06-01,40,13,2457291,0,7236098,0,3643562,8,0,0,0,0,0,0
Argentina,ARG,2021-06-02,40,13,2620879,0,7368816,0,3656712,9,0,0,0,0,0,0
Argentina,ARG,2021-06-03,40,13,2843837,0,7483386,0,3668937,9,0,0,0,0,0,0
Argentina,ARG,2021-06-04,40,13,3148986,0,7570678,0,3684802,9,0,0,0,0,0,0
Argentina,ARG,2021-06-05,40,13,3426777,0,7615092,0,3689485,9,0,0,0,0,0,0
Argentina,ARG,2021-06-06,40,13,3614711,0,7642538,0,3691521,9,0,0,0,0,0,0
Argentina,ARG,2021-06-07,40,13,3894243,0,7706936,0,3700894,9,0,0,0,0,0,0
Argentina,ARG,2021-06-08,40,13,4171752,0,7791321,0,3709014,9,0,0,0,0,0,0
Argentina,ARG,2021-06-09,41,14,4430843,0,7897869,0,3715814,11,0,0,0,0,0,0
Argentina,ARG,2021-06-10,42,15,4654793,0,8003015,0,3721872,11,0,0,0,0,0,0
Argentina,ARG,2021-06-11,42,15,4839020,0,8174928,0,3732613,11,0,0,0,0,0,0
Argentina,ARG,2021-06-12,42,15,4905051,0,8281981,0,3744698,11,0,0,0,0,0,0
Argentina,ARG,2021-06-13,42,15,4949715,0,8318193,0,3746524,11,0,0,0,0,0,0
Argentina,ARG,2021-06-14,42,15,5076660,0,8418731,0,3757163,11,0,0,0,0,0,0
Argentina,ARG,2021-06-15,43,15,5206032,0,8541496,0,3762949,11,0,0,0,0,0,0
Argentina,ARG,2021-06-16,43,15,5391815,0,8638115,0,3767767,11,0,0,0,0,0,0
Argentina,ARG,2021-06-17,43,16,5620989,0,8717083,0,3774097,11,0,0,0,0,0,0
Argentina,ARG,2021-06-18,46,17,5945805,0,8785776,0,3780000,11,0,0,0,0,0,0
Argentina,ARG,2021-06-19,46,17,6132366,0,8829284,0,3782573,11,0,0,0,0,0,0
Argentina,ARG,2021-06-20,46,17,6210325,0,8850252,0,3782871,11,0,0,0,0,0,0
Argentina,ARG,2021-06-21,47,17,6348670,0,8880364,0,3784172,11,0,0,0,0,0,0
Argentina,ARG,2021-06-22,48,17,6576258,0,8934826,0,3790124,11,0,0,0,0,0,0
Argentina,ARG,2021-06-23,48,17,6770152,0,8979832,0,3814476,11,0,0,0,0,0,0
Argentina,ARG,2021-06-24,48,17,6945329,0,9036083,0,3887651,11,0,0,0,0,0,0
Argentina,ARG,2021-06-25,50,18,7164992,0,9083427,0,3997540,12,0,0,0,0,0,0
Argentina,ARG,2021-06-26,50,18,7358275,0,9114703,0,4089363,12,0,0,0,0,0,0
Argentina,ARG,2021-06-27,50,18,7457533,0,9133860,0,4147238,12,0,0,0,0,0,0
Argentina,ARG,2021-06-28,50,18,7623378,0,9161708,0,4326722,12,0,0,0,0,0,0
Argentina,ARG,2021-06-29,50,18,7800999,0,9185758,0,4499608,12,0,0,0,0,0,0
Argentina,ARG,2021-06-30,51,18,8008491,0,9203446,0,4650306,12,0,0,0,0,0,0
Argentina,ARG,2021-07-01,51,18,8322077,0,9219231,0,4753302,12,0,0,0,0,0,0
Argentina,ARG,2021-07-02,51,18,8589622,0,9254457,0,4866282,13,0,0,0,0,0,0
Argentina,ARG,2021-07-03,53,18,8753525,0,9354081,0,4939485,13,0,0,0,0,0,0
Argentina,ARG,2021-07-04,54,18,8869490,0,9377487,0,4996685,13,0,0,0,0,0,0
Argentina,ARG,2021-07-05,54,18,9129712,0,9467187,0,5056803,13,0,0,0,0,0,0
Argentina,ARG,2021-07-06,55,18,9366537,0,9585581,0,5118613,13,0,0,0,0,0,0
Argentina,ARG,2021-07-07,55,18,9593495,0,9716192,0,5165596,13,0,0,0,0,0,0
Argentina,ARG,2021-07-08,55,19,9726062,0,9885821,0,5274061,13,0,0,0,0,0,0
Argentina,ARG,2021-07-09,55,21,9789291,0,10068220,0,5386132,13,0,0,0,0,0,0
Argentina,ARG,2021-07-10,55,25,9861201,0,10168750,0,5545764,13,0,0,0,0,0,0
Argentina,ARG,2021-07-11,55,27,9912764,0,10217879,0,5610631,13,0,0,0,0,0,0
Argentina,ARG,2021-07-12,55,27,10000503,0,10339718,0,5788389,13,0,0,0,0,0,0
Argentina,ARG,2021-07-13,56,27,10080405,0,10482450,0,5959478,13,0,0,0,0,0,0
Argentina,ARG,2021-07-14,57,27,10149419,0,10611407,0,6160011,13,0,0,0,0,0,0
Argentina,ARG,2021-07-15,58,27,10211546,0,10734570,0,6374838,13,0,0,0,0,0,0
Argentina,ARG,2021-07-16,58,27,10264438,0,10878155,0,6634883,13,0,0,0,0,0,0
Argentina,ARG,2021-07-17,58,27,10304849,0,10986041,0,6809334,13,0,0,0,0,0,0
Argentina,ARG,2021-07-18,58,27,10347070,0,11024387,0,6897039,13,0,0,0,0,0,0
Argentina,ARG,2021-07-19,59,28,10428372,0,11095758,0,7163250,13,0,0,0,0,0,0
Argentina,ARG,2021-07-20,59,40,10497409,0,11282472,0,7356291,15,0,0,0,0,0,0
Argentina,ARG,2021-07-21,59,47,10564086,0,11371572,0,7620653,15,0,0,0,0,0,0
Argentina,ARG,2021-07-22,59,49,10625777,0,11413962,0,7905022,15,0,0,0,0,0,0
Argentina,ARG,2021-07-23,59,52,10700608,0,11440918,0,8212133,15,0,0,0,0,0,0
Argentina,ARG,2021-07-24,59,54,10761574,0,11458098,0,8371716,15,0,0,0,0,0,0
Argentina,ARG,2021-07-25,59,71,10773202,0,11466855,0,8485243,15,0,0,0,0,0,0
Argentina,ARG,2021-07-26,59,75,10876824,0,11493737,0,8762567,15,0,0,0,0,0,0
Argentina,ARG,2021-07-27,59,102,11047495,0,11509118,0,9004925,15,0,0,0,0,0,0
Argentina,ARG,2021-07-28,59,134,11206882,0,11524736,0,9290130,15,0,0,0,0,0,0
Argentina,ARG,2021-07-29,59,149,11325780,0,11540945,0,9580249,15,0,0,0,0,0,0
Argentina,ARG,2021-07-30,59,284,11437545,0,11555120,0,9881465,15,0,0,0,0,0,0
Argentina,ARG,2021-07-31,59,1980,11499207,0,11562607,0,10085541,15,0,0,0,0,0,0
Argentina,ARG,2021-08-01,60,2257,11528657,0,11569025,0,10216872,15,0,0,0,0,0,0
Argentina,ARG,2021-08-02,61,5958,11616802,0,11581249,0,10530201,15,0,0,0,0,0,0
Argentina,ARG,2021-08-03,61,55657,11750684,0,11593319,0,10742888,15,0,0,0,0,0,0
Argentina,ARG,2021-08-04,61,77216,11893428,0,11605789,0,10983811,17,0,0,0,0,0,0
Argentina,ARG,2021-08-05,61,95919,12061970,0,11620072,0,11212946,17,0,0,0,0,0,0
Argentina,ARG,2021-08-06,62,117113,12217079,0,11627610,0,11443356,18,0,0,0,0,0,0
Argentina,ARG,2021-08-07,63,158871,12299065,0,11633262,0,11592279,18,0,0,0,0,0,0
Argentina,ARG,2021-08-08,64,197922,12321498,0,11636564,0,11689273,18,0,0,0,0,0,0
Argentina,ARG,2021-08-09,65,368840,12437363,0,11646977,0,11783366,18,0,0,0,0,0,0
Argentina,ARG,2021-08-10,65,533470,12546631,0,11655760,0,11871438,18,0,0,0,0,0,0
Argentina,ARG,2021-08-11,66,714293,12687181,0,11665325,0,11953468,18,0,0,0,0,0,0
Argentina,ARG,2021-08-12,68,851793,12824483,0,11690249,0,12046465,19,0,0,0,0,0,0
Argentina,ARG,2021-08-13,68,957792,12946220,0,11783704,0,12142313,19,0,0,0,0,0,0
Argentina,ARG,2021-08-14,68,1034239,13035362,0,11839671,0,12177479,19,0,0,0,0,0,0
Argentina,ARG,2021-08-15,68,1073007,13123087,0,11861371,0,12192030,19,0,0,0,0,0,0
Argentina,ARG,2021-08-16,68,1148461,13151798,0,11930712,0,12209649,19,0,0,0,0,0,0
Argentina,ARG,2021-08-17,69,1309467,13218682,0,12070298,0,12282151,19,0,0,0,0,0,0
Argentina,ARG,2021-08-18,69,1468774,13292841,0,12194104,0,12360414,19,0,0,0,0,0,0
Argentina,ARG,2021-08-19,69,1576859,13405837,0,12334759,0,12425000,19,0,0,0,0,0,0
Argentina,ARG,2021-08-20,70,1655246,13556804,0,12479102,0,12488226,19,0,0,0,0,0,0
Argentina,ARG,2021-08-21,70,1678321,13682578,0,12553298,0,12522573,19,0,0,0,0,0,0
Argentina,ARG,2021-08-22,71,1690189,13769701,0,12583751,0,12563251,19,0,0,0,0,0,0
Argentina,ARG,2021-08-23,71,1731396,13900670,0,12678183,0,12705511,19,0,0,0,0,0,0
Argentina,ARG,2021-08-24,71,1768879,14048721,0,12753422,0,12893983,19,0,0,0,0,0,0
Argentina,ARG,2021-08-25,72,1798731,14211582,0,12809606,0,13071908,19,0,0,0,0,0,0
Argentina,ARG,2021-08-26,73,1869296,14361676,0,12863088,0,13240756,19,0,0,0,0,0,0
Argentina,ARG,2021-08-27,73,1927989,14507820,0,12907574,0,13459448,19,0,0,0,0,0,0
Argentina,ARG,2021-08-28,73,1965347,14561536,0,12929166,0,13590603,19,0,0,0,0,0,0
Argentina,ARG,2021-08-29,73,1985344,14595077,0,12961677,0,13673531,19,0,0,0,0,0,0
Argentina,ARG,2021-08-30,74,2034616,14717806,0,13047762,0,13833764,19,0,0,0,0,0,0
Argentina,ARG,2021-08-31,74,2101242,14839065,0,13183542,0,13971573,19,0,0,0,0,0,0
Argentina,ARG,2021-09-01,74,2174288,14949965,0,13304029,0,14123478,19,0,0,0,0,0,0
Argentina,ARG,2021-09-02,74,2237750,15030690,0,13410816,0,14321058,19,0,0,0,0,0,0
Argentina,ARG,2021-09-03,74,2300040,15111961,0,13504162,0,14519253,19,0,0,0,0,0,0
Argentina,ARG,2021-09-04,74,2336528,15170884,0,13572460,0,14651869,19,0,0,0,0,0,0
Argentina,ARG,2021-09-05,74,2353989,15232118,0,13614236,0,14728357,19,0,0,0,0,0,0
Argentina,ARG,2021-09-06,74,2406985,15395432,0,13693891,0,14874507,19,0,0,0,0,0,0
Argentina,ARG,2021-09-07,74,2457571,15580079,0,13777650,0,15019624,67,0,0,0,0,0,0
Argentina,ARG,2021-09-08,77,2497456,15721397,0,13852963,0,15137270,107,0,0,0,0,0,0
Argentina,ARG,2021-09-09,78,2531519,15859637,0,13945574,0,15270603,114,0,0,0,0,0,0
Argentina,ARG,2021-09-10,78,2566024,15950912,0,14018642,0,15414791,118,0,0,0,0,0,0
Argentina,ARG,2021-09-11,79,2578111,16072547,0,14048547,0,15449805,393,0,0,0,0,0,0
Argentina,ARG,2021-09-12,81,2579032,16076795,0,14049451,0,15453177,766,0,0,0,0,0,0
Argentina,ARG,2021-09-13,82,2603666,16243703,0,14087723,0,15512158,14924,0,0,0,0,0,0
Argentina,ARG,2021-09-14,219,2651122,16369594,0,14132452,0,15572714,16124,0,0,0,0,0,0
Argentina,ARG,2021-09-15,289,2690345,16416012,0,14321902,0,15627131,17254,0,0,0,0,0,0
Argentina,ARG,2021-09-16,4962,2720481,16596081,0,14417667,0,15676772,18580,0,0,0,0,0,0
Argentina,ARG,2021-09-17,10121,2741362,16709447,0,14540521,0,15769808,27169,0,0,0,0,0,0
Argentina,ARG,2021-09-18,18504,2755364,16736640,0,14667279,0,15814489,27642,0,0,0,0,0,0
Argentina,ARG,2021-09-19,19505,2774167,16806663,0,14683478,0,15846213,27686,0,0,0,0,0,0
Argentina,ARG,2021-09-20,21915,2794076,16857513,0,14899873,0,15900542,30182,0,0,0,0,0,0
Argentina,ARG,2021-09-21,23200,2804750,16893756,0,15089167,0,15970333,32679,0,0,0,0,0,0
Argentina,ARG,2021-09-22,26364,2833475,17050977,0,15144906,0,16051151,35968,0,0,0,0,0,0
Argentina,ARG,2021-09-23,103898,2913249,17087699,0,15186568,0,16123831,39844,0,0,0,0,0,0
Argentina,ARG,2021-09-24,128956,2933650,17212596,0,15219620,0,16177661,44135,0,0,0,0,0,0
Argentina,ARG,2021-09-25,135462,2941259,17236457,0,15239937,0,16245183,46654,0,0,0,0,0,0
Argentina,ARG,2021-09-26,136794,2946173,17276874,0,15246312,0,16279607,47274,0,0,0,0,0,0
Argentina,ARG,2021-09-27,144168,2969548,17381406,0,15284406,0,16383430,52907,0,0,0,0,0,0
Argentina,ARG,2021-09-28,151402,2993444,17482323,0,15346137,0,16485514,58224,0,0,0,0,0,0
Argentina,ARG,2021-09-29,161095,3015056,17553571,0,15411022,0,16569941,62143,0,0,0,0,0,0
Argentina,ARG,2021-09-30,187586,3032839,17633794,0,15539061,0,16651114,65388,0,0,0,0,0,0
Argentina,ARG,2021-10-01,209605,3050056,17775843,0,15610736,0,16698925,69169,0,0,0,0,0,0
Argentina,ARG,2021-10-02,218110,3055477,17877238,0,15653099,0,16719304,70327,0,0,0,0,0,0
Argentina,ARG,2021-10-03,224283,3058940,17943628,0,15678229,0,16726587,70494,0,0,0,0,0,0
Argentina,ARG,2021-10-04,240331,3072533,18002805,0,15733605,0,16809934,73265,0,0,0,0,0,0
Argentina,ARG,2021-10-05,304039,3088795,18067013,0,15813357,0,16849336,76908,0,0,0,0,0,0
Argentina,ARG,2021-10-06,328303,3100403,18151488,0,15896757,0,16889650,80838,0,0,0,0,0,0
