GENESIS-Tabelle: 12411-0012
Bevölkerung: Bundesländer, Stichtag, Altersjahre;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;
;;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer
;;Baden-Württemberg;Bayern;Berlin;Brandenburg;Bremen;Hamburg;Hessen;Mecklenburg-Vorpommern;Niedersachsen;Nordrhein-Westfalen;Rheinland-Pfalz;Saarland;Sachsen;Sachsen-Anhalt;Schleswig-Holstein;Thüringen
31.12.1999;unter 1 Jahr;108338;123467;29604;18122;6013;15854;59142;12564;80678;176595;38264;8805;31317;18085;27485;16890
31.12.1999;1-Jährige;112109;127326;28828;17829;6132;15799;60757;12272;83264;182953;40155;9147;30064;17412;28278;16580
31.12.1999;2-Jährige;116965;130891;28697;17592;6281;16038;62953;12142;87292;190975;42131;9879;29085;17117;29756;16631
31.12.1999;3-Jährige;115112;129813;27817;16714;6140;15477;62240;11302;85544;189334;41849;10019;27215;16169;29722;15311
31.12.1999;4-Jährige;113104;127058;26526;15287;6023;14716;60022;10243;83635;184348;40881;9736;24405;14785;28605;13929
31.12.1999;5-Jährige;114430;129444;26335;14642;5905;14986;60866;9467;85216;189171;42152;10130;23433;14621;28982;13004
31.12.1999;6-Jährige;118730;135998;26417;14591;6050;14754;62534;10002;89400;197591;44605;10816;24160;14926;30306;13727
31.12.1999;7-Jährige;119555;137377;27510;16078;6247;15349;62923;11369;90076;202198;45572;11191;25950;16641;30672;15085
31.12.1999;8-Jährige;122010;139503;28561;19785;6317;15756;64235;13776;91511;206590;46648;11491;31501;19568;31419;17674
31.12.1999;9-Jährige;125813;144397;34892;31222;6433;16211;66488;22337;94200;212077;48194;12038;48854;30683;32206;28029
31.12.1999;10-Jährige;121850;138999;35792;34058;6421;15571;65068;24486;90690;205808;46811;11632;52424;32729;31174;29673
31.12.1999;11-Jährige;124772;140665;36934;36650;6407;16009;65832;26217;92532;209277;48135;11804;55655;35174;31624;32411
31.12.1999;12-Jährige;118899;133923;36773;38032;6349;14996;63484;28067;89118;203022;46533;11626;58308;36470;30111;33699
31.12.1999;13-Jährige;118222;133291;35898;37373;6145;14655;62123;27337;87461;198144;45625;11578;57338;35821;28806;33408
31.12.1999;14-Jährige;112488;126642;35448;38622;5932;14387;59540;27793;83631;187658;43194;10924;58562;36018;27160;33859
31.12.1999;15-Jährige;112241;126924;35225;38521;5760;14111;60212;27523;82504;186214;43469;10838;58918;36367;27008;34215
31.12.1999;16-Jährige;112632;128437;35787;38687;6273;14673;60356;27911;83572;187889;43157;10900;59736;37018;27220;34707
31.12.1999;17-Jährige;115865;132155;36829;39403;6703;15510;62826;28763;85836;193575;44508;11361;61264;37072;28258;36076
31.12.1999;18-Jährige;116845;133851;37200;38296;6837;16218;63306;27724;86502;193825;44886;11527;60080;36856;28438;35056
31.12.1999;19-Jährige;119450;134313;38932;38187;7000;17027;64767;28393;87076;196126;44727;11583;61383;36937;29030;35718
31.12.1999;20-Jährige;114730;130374;38253;35589;6952;17373;63048;26555;83982;186903;42472;11086;58901;34412;27591;33565
31.12.1999;21-Jährige;113819;130895;39313;33836;7152;18440;63789;25277;83852;186750;42290;10747;58199;33688;28255;31849
31.12.1999;22-Jährige;115600;132920;40584;31546;7258;19899;64712;23832;84133;190130;42004;11010;56101;31362;28405;30589
31.12.1999;23-Jährige;119259;135425;41562;27268;7635;21781;66649;19841;85965;195152;42239;10695;48968;27053;29478;26731
31.12.1999;24-Jährige;118849;134924;41869;25058;7626;22351;66788;18148;84221;193128;41657;10623;46188;25182;29030;25027
31.12.1999;25-Jährige;123475;140211;42278;24415;7829;23058;68949;17223;87195;198618;43023;10920;45229;24955;29605;25337
31.12.1999;26-Jährige;125141;142577;43133;24293;8128;23311;71095;17349;89458;204363;43916;10837;45543;25924;30500;25686
31.12.1999;27-Jährige;138317;157686;46276;27248;8822;25938;78106;18633;99265;226211;48446;12148;49972;29536;34051;28557
31.12.1999;28-Jährige;150735;173027;53096;31897;9653;28081;86456;21751;109579;248869;53631;13610;58652;34854;38605;32222
31.12.1999;29-Jährige;158214;182893;54796;32955;10130;29280;91949;22497;115874;263946;56531;13984;59366;35356;41042;33239
31.12.1999;30-Jährige;171433;199086;58263;34285;10869;31664;99584;23345;126105;289354;61716;15695;59511;36219;45530;33665
31.12.1999;31-Jährige;180561;209125;61534;36309;11472;34172;105157;24854;132344;303915;65147;16541;60934;37363;48779;34051
31.12.1999;32-Jährige;185190;214638;62746;39064;11578;34569;107264;26094;135655;311286;66575;17174;63069;38782;50022;35105
31.12.1999;33-Jährige;189911;218121;66107;42332;11778;34654;110292;28316;138523;317519;68785;17654;66738;40729;50320;37629
31.12.1999;34-Jährige;189633;217823;68427;44957;11599;33616;110791;30126;138041;317975;69158;17971;69980;42529;49220;39013
31.12.1999;35-Jährige;192415;221623;69349;47242;11220;34001;112167;31654;138588;322276;70716;18424;72822;44330;49349;41098
31.12.1999;36-Jährige;189870;219065;68739;49211;10753;32341;110865;33129;137277;317653;71253;18705;73984;46041;48095;42069
31.12.1999;37-Jährige;184310;212646;65318;49544;10737;30133;106742;32992;132970;305356;69049;18359;72909;45401;46459;41947
31.12.1999;38-Jährige;181476;209793;61777;49370;10365;28545;103650;33650;131728;300251;68992;18527;72998;45411;45267;42923
31.12.1999;39-Jährige;176171;202758;58763;47910;10144;28227;101144;32987;127769;296907;68036;17983;70216;44056;43647;41342
31.12.1999;40-Jährige;168330;195963;56399;46910;9903;26175;97850;32221;123428;288336;66108;18284;69799;43213;42262;40957
31.12.1999;41-Jährige;161379;187312;51556;43413;9622;25198;94004;30401;117116;276569;62890;17792;64689;40793;40005;38327
31.12.1999;42-Jährige;157265;182873;49662;42383;9556;23982;92019;29801;115740;272564;62644;17205;64463;40391;39562;38306
31.12.1999;43-Jährige;154466;176632;48962;42273;9268;22984;89449;29922;112126;264180;60619;16708;65558;40844;37456;39106
31.12.1999;44-Jährige;146641;167708;48475;42895;9212;22122;86160;30090;107783;255332;58880;16091;67835;42026;36798;39466
31.12.1999;45-Jährige;142872;165316;47756;42290;8975;21382;84652;30125;106407;252255;58468;16259;67556;41418;36862;38943
31.12.1999;46-Jährige;137716;159479;47315;41778;8686;20555;82076;29409;103208;241474;56881;15944;67993;41644;35620;38779
31.12.1999;47-Jährige;138950;161846;46938;40699;8696;21062;83113;28633;104931;241528;56891;15807;69054;41322;35789;38262
31.12.1999;48-Jährige;135293;157556;47682;39697;8827;20932;82112;27627;103897;234327;55710;15301;70779;39570;35935;38209
31.12.1999;49-Jährige;137865;160964;50199;37381;8952;21835;84739;25657;105445;238139;56963;15735;67871;39070;36538;36373
31.12.1999;50-Jährige;135557;158248;47005;31496;9153;21870;84988;22081;104135;237689;55695;16083;59636;34829;36758;32532
31.12.1999;51-Jährige;127459;152356;43308;27385;8583;21660;80609;19228;97373;220547;48502;14297;47846;29554;36309;28175
31.12.1999;52-Jährige;119512;150560;40618;26305;8271;20777;76182;17967;89694;204881;43393;11606;47894;28911;34130;26856
31.12.1999;53-Jährige;105604;134583;32403;17765;8199;19791;66057;11895;85128;189801;39178;9585;36099;23630;32379;22468
31.12.1999;54-Jährige;92634;109730;36528;21176;6827;17881;56056;12782;67761;163390;33242;8976;42999;24059;26994;21141
31.12.1999;55-Jährige;120095;142052;48226;31802;8563;22508;74698;19305;90905;210573;43756;12234;62576;33939;35935;30818
31.12.1999;56-Jährige;121919;142972;50603;34461;8928;22673;74494;21269;94687;212702;43870;11961;62104;35299;37504;31236
31.12.1999;57-Jährige;121011;139926;48291;33583;8855;22348;71111;20871;92805;209083;43242;11854;57817;35090;36553;29550
31.12.1999;58-Jährige;144552;169836;55876;42625;9935;25336;85380;27082;113333;248510;54039;15289;72392;43350;44142;38104
31.12.1999;59-Jährige;152324;182151;53923;43090;10436;26072;91760;27884;119618;269776;59097;16164;74849;44926;44974;41414
31.12.1999;60-Jährige;150125;179575;49893;42563;10138;24746;88651;28320;117635;264952;58653;16530;73910;43974;44997;40535
31.12.1999;61-Jährige;140566;163417;46224;39675;9820;23780;81739;26795;113032;251781;55250;15579;67620;40044;42574;36020
31.12.1999;62-Jährige;131275;150007;43808;36883;9395;22163;76491;24874;104724;238081;52040;15508;62438;37636;39503;33256
31.12.1999;63-Jährige;127295;145122;41938;36386;9041;21507;74641;24295;101167;231789;51550;15797;62017;36808;37731;32657
31.12.1999;64-Jährige;121788;137718;40972;35843;8448;21134;71278;23609;97140;225600;49564;14369;61907;36026;35684;31880
31.12.1999;65-Jährige;111077;127561;37728;33305;7831;18490;66536;22657;89758;213272;46159;12728;57643;33887;32529;29727
31.12.1999;66-Jährige;93720;108202;27354;25810;6018;14428;53559;18405;70671;169347;38018;11019;45175;27418;24522;23592
31.12.1999;67-Jährige;92113;108710;25572;25287;6126;13870;52803;18477;71232;169057;37897;11277;44806;27073;23924;23840
31.12.1999;68-Jährige;93002;108396;26297;25335;6109;14371;53663;17932;72313;172635;38825;11497;46736;27484;24134;23995
31.12.1999;69-Jährige;96390;112760;27266;26004;6461;15431;56703;17890;75858;183702;40971;11670;49955;28610;24982;25331
31.12.1999;70-Jährige;92197;108730;26162;24087;6333;15033;55496;16488;72870;177091;39664;11234;48679;27399;24610;24106
31.12.1999;71-Jährige;90996;107935;24850;22646;6601;15098;55236;15435;73194;174159;39757;11105;46012;26818;24690;23792
31.12.1999;72-Jährige;83562;100256;22516;19646;5933;14018;51037;13420;68965;160234;37157;10368;41051;23587;22379;21443
31.12.1999;73-Jährige;81046;98827;22042;18586;5892;13851;50687;12302;66184;153475;35993;9850;40192;22298;21748;20673
31.12.1999;74-Jährige;78998;96207;21428;17448;5741;13956;49347;11644;65502;149006;34872;9595;37944;21629;22256;19740
31.12.1999;75-Jährige;71186;88425;18576;15312;5216;12806;45565;10361;59465;136768;31873;9314;33495;19422;20066;17723
31.12.1999;76-Jährige;69938;86875;16583;14150;5230;11988;43479;9689;56234;126701;30597;9472;32925;18343;19640;17049
31.12.1999;77-Jährige;68941;86997;17796;14394;5339;12403;43626;9493;57175;128154;30566;8577;34383;18915;19770;17113
31.12.1999;78-Jährige;69967;86929;19146;14808;5485;12739;43461;9823;57102;124611;29302;8121;36280;19092;20390;17462
31.12.1999;79-Jährige;66184;80786;19718;13961;5214;12801;41326;9007;52833;113197;26705;6917;35136;18247;19341;16264
31.12.1999;80-Jährige;47979;59145;14419;9760;3855;9175;28983;6236;38236;81821;19433;5005;23287;12194;13765;10988
31.12.1999;81-Jährige;29279;36029;8976;5573;2386;5595;17535;3540;23421;52697;12078;3520;12808;7008;8673;5883
31.12.1999;82-Jährige;25663;32734;7928;4991;2175;4973;15752;3282;21331;47195;10868;3078;10836;6143;7828;5301
31.12.1999;83-Jährige;26299;32334;8545;5232;2218;5218;15649;3360;22026;48483;11016;2999;11473;5919;8091;5523
31.12.1999;84-Jährige;31790;37730;10385;6433;2664;6455;18964;4047;26117;55862;12987;3245;15141;7560;9656;6922
31.12.1999;85-Jährige;37491;44029;11788;7572;3061;7271;22151;4832;30299;63863;14976;3772;17571;8967;10733;8146
31.12.1999;86-Jährige;33408;39382;11380;7116;2704;6453;19937;4305;26815;56299;12999;3374;16060;8130;9734;7243
31.12.1999;87-Jährige;29195;34305;10462;6178;2330;5860;17351;3850;23820;48414;11389;2904;14290;6914;8615;6287
31.12.1999;88-Jährige;23696;27148;8897;4964;1966;4901;13957;2907;18889;39148;8993;2259;11305;5304;7096;4745
31.12.1999;89-Jährige;19444;22409;7738;4322;1632;4150;11628;2487;16151;33380;7871;1896;9701;4591;6187;4004
31.12.1999;90 Jahre und mehr;61339;68140;26367;13510;5188;13397;38355;7369;50819;107438;25550;6029;29169;13767;19412;11494
31.12.1999;Insgesamt;10475932;12154967;3386667;2601207;663065;1704735;6051966;1789322;7898760;17999800;4030773;1071501;4459686;2648737;2777275;2449082
31.12.2000;unter 1 Jahr;106304;121206;29486;18584;5961;15860;58994;13228;79391;174905;37906;8615;33032;18577;27025;17480
31.12.2000;1-Jährige;108947;123962;29029;18481;5885;15734;59238;12554;80797;176902;38509;8940;31286;17948;27915;16813
31.12.2000;2-Jährige;112293;127715;28343;18137;6027;15643;60714;12236;83871;182981;40318;9118;29995;17246;28581;16548
31.12.2000;3-Jährige;117026;131037;28151;17930;6188;15880;62904;12127;87653;191162;42275;9871;28877;16981;30051;16561
31.12.2000;4-Jährige;115085;129985;27318;16994;6086;15418;62161;11303;85971;189351;41950;10006;27071;16024;29957;15230
31.12.2000;5-Jährige;113157;127166;26167;15517;5980;14724;59964;10193;83896;184606;40991;9743;24317;14650;28778;13891
31.12.2000;6-Jährige;114265;129724;25922;14868;5832;14922;60833;9455;85649;189049;42244;10127;23341;14454;29175;12942
31.12.2000;7-Jährige;118531;136253;26077;14798;5965;14758;62353;9980;89746;197691;44648;10783;24084;14786;30467;13673
31.12.2000;8-Jährige;119675;137791;27145;16318;6221;15326;62996;11310;90403;202507;45633;11187;25834;16517;30911;14992
31.12.2000;9-Jährige;122237;139938;28276;19963;6286;15779;64279;13754;91853;206931;46700;11507;31349;19392;31547;17653
31.12.2000;10-Jährige;126072;144979;34488;31396;6401;16254;66635;22211;94623;212503;48355;12041;48639;30446;32450;27906
31.12.2000;11-Jährige;122246;139633;35394;34270;6402;15621;65258;24379;91219;206247;46985;11631;52192;32516;31451;29557
31.12.2000;12-Jährige;125251;141301;36644;36767;6389;16085;65957;26088;93081;209878;48319;11836;55455;34873;31885;32296
31.12.2000;13-Jährige;119411;134632;36385;38178;6353;15065;63613;27931;89833;203731;46731;11672;58131;36259;30298;33570
31.12.2000;14-Jährige;118770;133961;35645;37556;6165;14719;62283;27203;88065;198802;45753;11627;57232;35635;29046;33293
31.12.2000;15-Jährige;113048;127401;35303;38744;5946;14578;59907;27689;84138;188531;43342;10953;58432;35843;27370;33789
31.12.2000;16-Jährige;113220;128010;35122;38554;5966;14484;60488;27380;83010;187303;43696;10884;58702;36131;27244;34106
31.12.2000;17-Jährige;113666;129773;35772;38566;6529;15356;60663;27692;84311;189171;43396;10924;59246;36731;27319;34515
31.12.2000;18-Jährige;117637;134260;37178;39008;6828;16092;63584;28225;86774;195317;44821;11426;60384;36229;28633;35640
31.12.2000;19-Jährige;119690;137204;38448;37386;7029;17195;64696;26747;87806;196074;45242;11653;59141;35659;29038;34444
31.12.2000;20-Jährige;122964;138590;41036;36652;7285;18632;66320;27242;88290;198718;45309;11754;60512;35597;29430;35075
31.12.2000;21-Jährige;117277;134393;40593;34232;7200;19112;64315;25257;84901;189501;43001;11198;57875;33093;27966;32943
31.12.2000;22-Jährige;116478;134655;41638;32838;7387;20240;65259;24111;84922;189782;42824;10855;57264;32318;28685;31084
31.12.2000;23-Jährige;117899;136517;42953;30499;7501;21611;66166;22802;85163;193017;42307;11012;55290;30243;28725;29885
31.12.2000;24-Jährige;121170;138575;43550;26659;7825;23340;68124;19211;86406;197584;42491;10695;48330;26170;29544;26390
31.12.2000;25-Jährige;120323;137515;43747;24596;7729;23712;68037;17745;84393;195098;41644;10655;45591;24388;29078;24563
31.12.2000;26-Jährige;124716;142497;43682;24068;7905;24252;69979;16827;87184;200027;42733;10872;44774;24248;29569;24912
31.12.2000;27-Jährige;126011;144707;44266;24166;8163;24387;72186;17016;89471;205033;43771;10757;45135;25186;30375;25344
31.12.2000;28-Jährige;138793;159566;47176;27203;8885;26883;79257;18433;99133;226619;48295;12056;49480;28887;33974;28246
31.12.2000;29-Jährige;151333;174857;53642;31882;9538;28868;87704;21456;109453;248886;53328;13468;58143;34269;38616;31897
31.12.2000;30-Jährige;158437;184662;55009;33161;10005;29915;92487;22378;115721;263782;56378;13913;58898;34812;41044;32985
31.12.2000;31-Jährige;171417;200506;58139;34611;10626;32017;100032;23220;126213;288957;61574;15634;59129;35726;45641;33409
31.12.2000;32-Jährige;180818;210652;61157;36676;11301;34273;105472;24740;132425;302996;64861;16414;60610;36910;48970;33924
31.12.2000;33-Jährige;185098;215844;62130;39413;11371;34463;107537;26029;135893;310619;66502;17116;62709;38333;50329;34927
31.12.2000;34-Jährige;190195;219239;65435;42749;11595;34486;110334;28162;138905;316803;68715;17584;66429;40200;50576;37482
31.12.2000;35-Jährige;189702;218669;67614;45375;11390;33435;110785;29995;138421;317366;69260;17941;69501;42134;49586;38831
31.12.2000;36-Jährige;192766;222468;68584;47702;11067;33803;111967;31456;139048;321616;70798;18383;72475;43915;49649;40884
31.12.2000;37-Jährige;190017;219811;67918;49613;10591;32037;111023;33016;137716;317017;71282;18681;73562;45608;48407;41865
31.12.2000;38-Jährige;184528;213519;64622;49863;10676;29996;106561;32881;133250;304896;69151;18313;72433;44973;46739;41689
31.12.2000;39-Jährige;181620;210560;61084;49614;10296;28333;103625;33517;132114;299890;68993;18528;72540;45008;45507;42759
31.12.2000;40-Jährige;176384;203374;58167;48139;10068;28043;101129;32823;128115;296584;68141;17934;69713;43706;43836;41166
31.12.2000;41-Jährige;168628;196648;55784;47147;9850;26071;97857;32073;123723;288028;66110;18267;69283;42829;42385;40783
31.12.2000;42-Jährige;161774;187834;51018;43628;9580;25033;93842;30303;117364;276149;62915;17773;64153;40444;40143;38143
31.12.2000;43-Jährige;157514;183427;49200;42485;9483;23919;91844;29662;115913;272211;62660;17202;64075;40014;39675;38073
31.12.2000;44-Jährige;154679;176992;48454;42371;9247;22888;89225;29751;112276;263683;60539;16710;65168;40492;37556;38925
31.12.2000;45-Jährige;146900;168132;47963;43029;9185;22051;85945;29946;107998;254853;58830;16075;67351;41613;36916;39243
31.12.2000;46-Jährige;142988;165701;47332;42315;8924;21292;84512;29964;106620;251721;58416;16238;67075;41063;36889;38745
31.12.2000;47-Jährige;137922;159740;46741;41836;8625;20518;82013;29244;103221;240896;56791;15902;67551;41269;35672;38541
31.12.2000;48-Jährige;139019;162054;46507;40752;8669;20929;82975;28485;104919;240931;56722;15750;68574;41018;35811;38023
31.12.2000;49-Jährige;135230;157738;47131;39772;8746;20816;81917;27504;103795;233712;55683;15247;70310;39238;35997;38026
31.12.2000;50-Jährige;137767;160951;49605;37453;8903;21748;84502;25534;105436;237339;56804;15717;67453;38754;36537;36195
31.12.2000;51-Jährige;135419;158062;46533;31583;9059;21777;84548;21985;104064;236575;55545;16013;59260;34569;36728;32371
31.12.2000;52-Jährige;127121;152105;42947;27420;8506;21458;80276;19141;97191;219480;48348;14242;47562;29318;36297;28031
31.12.2000;53-Jährige;119176;150221;40196;26376;8197;20613;75814;17915;89510;203762;43251;11562;47540;28711;34051;26719
31.12.2000;54-Jährige;105188;134055;32081;17818;8130;19587;65678;11860;84832;188604;39019;9548;35855;23475;32250;22322
31.12.2000;55-Jährige;92201;109334;36110;21209;6754;17681;55665;12736;67544;162152;33115;8926;42702;23858;26956;21006
31.12.2000;56-Jährige;119420;141306;47593;31874;8488;22234;74255;19198;90567;208987;43505;12143;62148;33654;35838;30643
31.12.2000;57-Jährige;121186;142261;49935;34484;8811;22450;73908;21122;94286;210955;43646;11878;61667;34975;37352;31055
31.12.2000;58-Jährige;120314;139210;47562;33611;8771;22080;70485;20750;92356;207209;42966;11769;57438;34816;36395;29345
31.12.2000;59-Jährige;143608;168893;55052;42572;9830;24974;84596;26917;112882;246193;53727;15181;71875;42889;44013;37800
31.12.2000;60-Jährige;150954;181050;53020;43035;10288;25654;90799;27644;119009;266801;58803;16040;74269;44464;44853;41087
31.12.2000;61-Jährige;148750;178303;49084;42464;9996;24303;87712;28095;116924;261861;58249;16391;73299;43470;44810;40214
31.12.2000;62-Jährige;139345;162128;45444;39510;9677;23394;80765;26579;112191;248665;54768;15420;67068;39568;42289;35643
31.12.2000;63-Jährige;129966;148784;43059;36674;9243;21771;75568;24619;104000;235037;51631;15360;61793;37162;39196;32921
31.12.2000;64-Jährige;125916;143642;41287;36069;8907;21142;73640;24052;100217;228578;50962;15615;61304;36257;37398;32246
31.12.2000;65-Jährige;120278;136180;40195;35547;8312;20752;70345;23336;95960;222181;48926;14156;61076;35466;35293;31445
31.12.2000;66-Jährige;109491;125859;37067;32882;7677;18124;65530;22327;88641;209614;45491;12546;56813;33257;32105;29290
31.12.2000;67-Jährige;92347;106606;26823;25418;5929;14121;52656;18072;69553;166084;37358;10848;44416;26889;24184;23228
31.12.2000;68-Jährige;90593;106942;24996;24910;5990;13534;51846;18102;70133;165792;37195;11061;43994;26464;23559;23411
31.12.2000;69-Jährige;91382;106490;25649;24884;5968;14007;52556;17577;71051;168926;38123;11226;45811;26842;23758;23476
31.12.2000;70-Jährige;94465;110561;26604;25404;6307;15056;55495;17470;74382;179400;40143;11384;48827;27854;24532;24757
31.12.2000;71-Jährige;90265;106428;25505;23551;6179;14607;54201;16071;71280;172495;38813;10950;47499;26626;24059;23519
31.12.2000;72-Jährige;88887;105387;24153;22082;6443;14639;53794;15012;71395;169297;38706;10760;44877;25975;24068;23120
31.12.2000;73-Jährige;81420;97754;21862;19091;5764;13594;49607;13060;67078;155494;36049;10036;40015;22818;21899;20811
31.12.2000;74-Jährige;78865;96124;21360;18057;5696;13427;49159;11914;64314;148525;34921;9520;39025;21495;21159;19983
31.12.2000;75-Jährige;76568;93197;20692;16891;5542;13460;47708;11257;63399;143595;33831;9247;36739;20797;21603;19022
31.12.2000;76-Jährige;68899;85419;17934;14773;4996;12333;43945;9943;57424;131583;30785;8937;32319;18609;19398;17045
31.12.2000;77-Jährige;67314;83588;15887;13554;5011;11475;41761;9279;54053;121340;29270;9053;31637;17506;18885;16313
31.12.2000;78-Jährige;66198;83318;16988;13776;5068;11836;41558;9023;54660;122010;29221;8180;32855;17900;18928;16248
31.12.2000;79-Jährige;66697;82739;18182;14109;5206;12072;41195;9309;54302;117926;27830;7681;34465;17988;19473;16477
31.12.2000;80-Jährige;62602;76373;18636;13191;4902;12017;38934;8464;49862;106433;25147;6484;33140;17038;18280;15200
31.12.2000;81-Jährige;45249;55623;13518;9164;3588;8629;27106;5811;35908;76462;18219;4680;21769;11270;12982;10221
31.12.2000;82-Jährige;27319;33487;8380;5163;2220;5207;16291;3303;21820;48767;11208;3227;11856;6435;8073;5440
31.12.2000;83-Jährige;23741;30222;7307;4604;1998;4590;14465;2990;19657;43292;10003;2827;9963;5623;7293;4812
31.12.2000;84-Jährige;24139;29447;7793;4743;2006;4755;14319;3064;20128;44084;10057;2737;10414;5381;7425;4985
31.12.2000;85-Jährige;28788;33955;9369;5779;2386;5860;17102;3627;23623;50304;11619;2900;13620;6753;8793;6206
31.12.2000;86-Jährige;33502;39276;10568;6822;2708;6565;19679;4226;27185;56839;13386;3336;15667;7798;9631;7144
31.12.2000;87-Jährige;29471;34499;10097;6272;2368;5659;17418;3760;23634;49430;11422;2969;14038;7083;8613;6273
31.12.2000;88-Jährige;25313;29580;9120;5420;2020;5108;15001;3292;20667;41788;9871;2534;12347;5908;7513;5350
31.12.2000;89-Jährige;20170;22898;7687;4267;1686;4260;11930;2460;16093;33093;7628;1883;9521;4507;6136;3920
31.12.2000;90 Jahre und mehr;64990;72625;27724;14395;5543;13991;40368;7873;53926;112296;27158;6265;30972;14552;20725;12300
31.12.2000;Insgesamt;10524415;12230255;3382169;2601962;660225;1715392;6068129;1775703;7926193;18009865;4034557;1068703;4425581;2615375;2789761;2431255
31.12.2001;unter 1 Jahr;102522;116406;28568;17753;5769;15611;56269;12922;75291;167661;35959;8153;31819;17990;25775;17287
31.12.2001;1-Jährige;108466;122407;29119;18797;5895;15590;59282;13123;80270;175945;38402;8675;32865;18397;27524;17390
31.12.2001;2-Jährige;109693;124987;28628;18662;5846;15488;59304;12455;81448;177742;38835;8963;31109;17721;28271;16766
31.12.2001;3-Jährige;112731;128539;27932;18318;5956;15533;60886;12178;84443;183749;40674;9152;29661;17046;28890;16510
31.12.2001;4-Jährige;117349;131769;27868;18063;6159;15799;63014;12069;88278;191978;42530;9918;28647;16747;30312;16466
31.12.2001;5-Jährige;115537;130699;27124;17065;6051;15417;62221;11263;86414;190151;42094;10047;26933;15848;30193;15138
31.12.2001;6-Jährige;113534;127850;25882;15625;5969;14679;59936;10160;84321;185270;41211;9755;24140;14506;28959;13866
31.12.2001;7-Jährige;114562;130300;25738;14991;5814;14892;60883;9429;86113;189741;42386;10164;23180;14266;29341;12916
31.12.2001;8-Jährige;118919;136988;25948;14938;5944;14773;62506;9955;90187;198452;44835;10808;23938;14606;30685;13600
31.12.2001;9-Jährige;120083;138548;27034;16439;6189;15334;63207;11295;90985;203333;45871;11205;25618;16343;31114;14904
31.12.2001;10-Jährige;122859;140747;28066;20049;6290;15821;64435;13650;92315;207781;46965;11558;31154;19185;31780;17575
31.12.2001;11-Jährige;126907;145901;34264;31470;6399;16307;66855;22117;95190;213570;48608;12081;48306;30191;32682;27774
31.12.2001;12-Jährige;123187;140608;35174;34366;6411;15674;65496;24237;91780;207368;47289;11664;51876;32194;31729;29438
31.12.2001;13-Jährige;126136;142285;36521;36781;6426;16175;66262;25933;93761;210917;48602;11885;55118;34605;32124;32145
31.12.2001;14-Jährige;120388;135735;36281;38269;6371;15191;63869;27805;90414;204770;47076;11704;57861;35964;30528;33457
31.12.2001;15-Jährige;119714;134988;35596;37679;6216;14980;62659;27083;88672;200013;46058;11656;56980;35428;29310;33186
31.12.2001;16-Jährige;114520;128812;35334;38763;6083;15032;60411;27524;84961;190287;43707;10984;58041;35691;27593;33669
31.12.2001;17-Jährige;114770;129845;35260;38322;6171;14990;60980;27163;84032;189210;44013;10943;58191;35799;27411;33845
31.12.2001;18-Jährige;116063;132548;36251;38028;6681;15817;61550;27269;85336;191642;43846;11060;58205;36126;27843;33960
31.12.2001;19-Jährige;121246;138482;38583;37914;7137;17095;65156;27562;88110;198415;45593;11601;59265;35536;29177;34955
31.12.2001;20-Jährige;124093;142244;40866;35575;7381;18867;66312;25641;89030;199296;46028;11838;58102;34488;29605;33833
31.12.2001;21-Jährige;127041;143646;43760;34978;7676;20555;67961;25921;89289;202464;45992;11934;59218;34137;29887;34296
31.12.2001;22-Jährige;121027;139295;43431;32986;7576;20889;66140;23905;86212;193684;43781;11270;56753;31605;28582;32186
31.12.2001;23-Jährige;120250;139553;44368;31494;7661;22052;66891;23124;85870;194199;43522;10965;56192;30955;29115;30398
31.12.2001;24-Jährige;121125;141079;45299;29438;7769;23039;67906;21954;86092;196708;43059;11103;54267;29089;29009;29296
31.12.2001;25-Jährige;124031;142417;45624;25986;8038;24595;69603;18543;86933;200600;43058;10759;47451;25314;29702;25898
31.12.2001;26-Jährige;122451;141185;45503;24085;7872;24922;69398;17183;84698;197663;42068;10648;44817;23709;29147;24105
31.12.2001;27-Jährige;126618;145797;45324;23655;8019;25211;71186;16460;87368;202040;42925;10924;44135;23671;29631;24467
31.12.2001;28-Jährige;127537;147537;45337;24000;8210;25278;73049;16702;89639;206431;44096;10751;44572;24646;30430;25012
31.12.2001;29-Jährige;140317;162068;48010;27067;8913;27614;80125;18185;99196;227728;48557;12009;49025;28217;34032;27920
31.12.2001;30-Jährige;152462;177379;54017;31838;9509;29433;88211;21240;109494;249661;53580;13394;57434;33670;38748;31637
31.12.2001;31-Jährige;159457;187089;55296;33203;9870;30283;92882;22144;116046;264472;56634;13826;58327;34218;41236;32673
31.12.2001;32-Jährige;172321;202456;58101;34773;10507;31996;100338;23009;126465;289277;61828;15562;58540;35249;46064;33066
31.12.2001;33-Jährige;181791;212435;60904;36923;11143;34294;105356;24535;132741;303231;65113;16399;59995;36342;49323;33700
