GENESIS-Tabelle: 12410-010Z
Fortschreibung zum 30.06. nach Geschlecht auf Gemeinden;;;;;
(Gebietsstand 01.01.2023);;;;;
Fortschreibung des Bev.standes (Basis 9.5.2011) ;;;;;
Bevölkerung am 30.06. (absolut);;;;;
;;;Insgesamt;männlich;weiblich
30.06.2015;14522460;      Penig, Stadt;9073;4444;4629
30.06.2015;14522470;      Rechenberg-Bienenmühle;1984;996;988
30.06.2015;14522480;      Reinsberg;2963;1509;1454
30.06.2015;14522490;      Rochlitz, Stadt;5955;2840;3115
30.06.2015;14522500;      Rossau;3574;1817;1757
30.06.2015;14522510;      Roßwein, Stadt;7625;3811;3814
30.06.2015;14522520;      Sayda, Stadt;1937;955;982
30.06.2015;14522530;      Seelitz;1777;891;886
30.06.2015;14522540;      Striegistal;4838;2479;2359
30.06.2015;14522550;      Taura;2456;1189;1267
30.06.2015;14522570;      Waldheim, Stadt;9097;4652;4445
30.06.2015;14522580;      Wechselburg;1896;958;938
30.06.2015;14522590;      Weißenborn/Erzgeb.;2543;1292;1251
30.06.2015;14522600;      Zettlitz;749;385;364
30.06.2015;14523;    Vogtlandkreis;231772;112573;119199
30.06.2015;14523010;      Adorf/Vogtl., Stadt;5111;2467;2644
30.06.2015;14523020;      Auerbach/Vogtl., Stadt;18889;9046;9843
30.06.2015;14523030;      Bad Brambach;1947;927;1020
30.06.2015;14523040;      Bad Elster, Stadt;3642;1742;1900
30.06.2015;14523050;      Bergen;973;481;492
30.06.2015;14523060;      Bösenbrunn;1186;576;610
30.06.2015;14523080;      Eichigt;1231;638;593
30.06.2015;14523090;      Ellefeld;2610;1256;1354
30.06.2015;14523100;      Elsterberg, Stadt;4174;2058;2116
30.06.2015;14523120;      Falkenstein/Vogtl., Stadt;8326;3953;4373
30.06.2015;14523130;      Grünbach;1779;876;903
30.06.2015;14523150;      Heinsdorfergrund;2071;1012;1059
30.06.2015;14523160;      Klingenthal, Stadt;8845;4287;4558
30.06.2015;14523170;      Lengenfeld, Stadt;7229;3557;3672
30.06.2015;14523190;      Limbach;1471;716;755
30.06.2015;14523200;      Markneukirchen, Stadt;7803;3818;3985
30.06.2015;14523230;      Mühlental;1340;688;652
30.06.2015;14523245;      Muldenhammer;3165;1580;1585
30.06.2015;14523260;      Netzschkau, Stadt;4027;1947;2080
30.06.2015;14523270;      Neuensalz;2181;1082;1099
30.06.2015;14523280;      Neumark;2978;1492;1486
30.06.2015;14523290;      Neustadt/Vogtl.;984;491;493
30.06.2015;14523300;      Oelsnitz/Vogtl., Stadt;10512;5126;5386
30.06.2015;14523310;      Pausa-Mühltroff, Stadt;5145;2538;2607
30.06.2015;14523320;      Plauen, Stadt;64290;31083;33207
30.06.2015;14523330;      Pöhl;2543;1253;1290
30.06.2015;14523340;      Reichenbach im Vogtland, Stadt;21199;10147;11052
30.06.2015;14523360;      Rodewisch, Stadt;6446;3139;3307
30.06.2015;14523365;      Rosenbach/Vogtl.;4317;2142;2175
30.06.2015;14523370;      Schöneck/Vogtl., Stadt;3231;1558;1673
30.06.2015;14523380;      Steinberg;2868;1395;1473
30.06.2015;14523410;      Theuma;1051;533;518
30.06.2015;14523420;      Tirpersdorf;1404;693;711
30.06.2015;14523430;      Treuen, Stadt;8060;3941;4119
30.06.2015;14523440;      Triebel/Vogtl.;1259;631;628
30.06.2015;14523450;      Weischlitz;5994;2968;3026
30.06.2015;14523460;      Werda;1491;736;755
30.06.2015;14524;    Zwickau, Landkreis;324117;157506;166611
30.06.2015;14524010;      Bernsdorf (Landkreis Zwickau);2234;1122;1112
30.06.2015;14524020;      Callenberg;5114;2555;2559
30.06.2015;14524030;      Crimmitschau, Stadt;19152;9209;9943
30.06.2015;14524040;      Crinitzberg;1999;991;1008
30.06.2015;14524050;      Dennheritz;1331;671;660
30.06.2015;14524060;      Fraureuth;5234;2537;2697
30.06.2015;14524070;      Gersdorf;4093;1998;2095
30.06.2015;14524080;      Glauchau, Stadt;23202;11404;11798
30.06.2015;14524090;      Hartenstein, Stadt;4700;2284;2416
30.06.2015;14524100;      Hartmannsdorf b. Kirchberg;1355;651;704
30.06.2015;14524110;      Hirschfeld;1183;589;594
30.06.2015;14524120;      Hohenstein-Ernstthal, Stadt;14857;7132;7725
30.06.2015;14524130;      Kirchberg, Stadt;8377;3980;4397
30.06.2015;14524140;      Langenbernsdorf;3583;1810;1773
30.06.2015;14524150;      Langenweißbach;2552;1253;1299
30.06.2015;14524160;      Lichtenstein/Sa., Stadt;11703;5601;6102
30.06.2015;14524170;      Lichtentanne;6541;3139;3402
30.06.2015;14524180;      Limbach-Oberfrohna, Stadt;23963;11598;12365
30.06.2015;14524190;      Meerane, Stadt;14877;7143;7734
30.06.2015;14524200;      Mülsen;11510;5623;5887
30.06.2015;14524210;      Neukirchen/Pleiße;3988;1958;2030
30.06.2015;14524220;      Niederfrohna;2215;1121;1094
30.06.2015;14524230;      Oberlungwitz, Stadt;5964;2906;3058
30.06.2015;14524240;      Oberwiera;1042;519;523
30.06.2015;14524250;      Reinsdorf;7595;3734;3861
30.06.2015;14524260;      Remse;1664;823;841
30.06.2015;14524270;      Schönberg;946;476;470
30.06.2015;14524280;      St. Egidien;3309;1628;1681
30.06.2015;14524290;      Waldenburg, Stadt;4143;2038;2105
30.06.2015;14524300;      Werdau, Stadt;20861;10183;10678
30.06.2015;14524310;      Wildenfels, Stadt;3735;1875;1860
30.06.2015;14524320;      Wilkau-Haßlau, Stadt;10262;4864;5398
30.06.2015;14524330;      Zwickau, Stadt;90833;44091;46742
30.06.2015;146;  Dresden, NUTS 2-Region;1591767;784715;807052
30.06.2015;14612;    Dresden, Stadt;536911;265803;271108
30.06.2015;14612000;      Dresden, Stadt;536911;265803;271108
30.06.2015;14625;    Bautzen, Landkreis;305780;150779;155001
30.06.2015;14625010;      Arnsdorf;4756;2465;2291
30.06.2015;14625020;      Bautzen, Stadt;39577;19137;20440
30.06.2015;14625030;      Bernsdorf, Stadt (Landkreis Bautzen);6629;3257;3372
30.06.2015;14625040;      Bischofswerda, Stadt;11365;5442;5923
30.06.2015;14625060;      Burkau;2679;1377;1302
30.06.2015;14625080;      Crostwitz;1007;498;509
30.06.2015;14625090;      Cunewalde;4804;2367;2437
30.06.2015;14625100;      Demitz-Thumitz;2692;1341;1351
30.06.2015;14625110;      Doberschau-Gaußig;4212;2132;2080
30.06.2015;14625120;      Elsterheide;3575;1789;1786
30.06.2015;14625130;      Elstra, Stadt;2848;1433;1415
30.06.2015;14625140;      Frankenthal;963;485;478
30.06.2015;14625150;      Göda;3115;1559;1556
30.06.2015;14625160;      Großdubrau;4255;2119;2136
30.06.2015;14625170;      Großharthau;2726;1352;1374
30.06.2015;14625180;      Großnaundorf;980;486;494
30.06.2015;14625190;      Großpostwitz/O.L.;2739;1351;1388
30.06.2015;14625200;      Großröhrsdorf, Stadt;9534;4687;4847
30.06.2015;14625220;      Haselbachtal;4048;2066;1982
30.06.2015;14625230;      Hochkirch;2309;1169;1140
30.06.2015;14625240;      Hoyerswerda, Stadt;33663;16110;17553
30.06.2015;14625250;      Kamenz, Stadt;17229;8507;8722
30.06.2015;14625270;      Königsbrück, Stadt;4430;2163;2267
30.06.2015;14625280;      Königswartha;3542;1759;1783
30.06.2015;14625290;      Kubschütz;2571;1309;1262
30.06.2015;14625300;      Laußnitz;1896;957;939
30.06.2015;14625310;      Lauta, Stadt;8619;4221;4398
30.06.2015;14625320;      Lichtenberg (Landkreis Bautzen);1596;803;793
30.06.2015;14625330;      Lohsa;5438;2677;2761
30.06.2015;14625340;      Malschwitz;4846;2441;2405
30.06.2015;14625350;      Nebelschütz;1182;612;570
30.06.2015;14625360;      Neschwitz;2506;1295;1211
30.06.2015;14625370;      Neukirch;1655;832;823
30.06.2015;14625380;      Neukirch/Lausitz;5063;2497;2566
30.06.2015;14625390;      Obergurig;2064;1039;1025
30.06.2015;14625410;      Ohorn;2398;1208;1190
30.06.2015;14625420;      Oßling;2311;1201;1110
30.06.2015;14625430;      Ottendorf-Okrilla;9961;4975;4986
30.06.2015;14625440;      Panschwitz-Kuckau;2104;1007;1097
30.06.2015;14625450;      Pulsnitz, Stadt;7486;3625;3861
30.06.2015;14625460;      Puschwitz;833;412;421
30.06.2015;14625470;      Räckelwitz;1084;529;555
30.06.2015;14625480;      Radeberg, Stadt;18252;8934;9318
30.06.2015;14625490;      Radibor;3191;1620;1571
30.06.2015;14625500;      Ralbitz-Rosenthal;1718;922;796
30.06.2015;14625510;      Rammenau;1395;694;701
30.06.2015;14625525;      Schirgiswalde-Kirschau, Stadt;6448;3230;3218
30.06.2015;14625530;      Schmölln-Putzkau;3059;1524;1535
30.06.2015;14625550;      Schwepnitz;2538;1299;1239
30.06.2015;14625560;      Sohland a. d. Spree;6833;3371;3462
30.06.2015;14625570;      Spreetal;1937;969;968
30.06.2015;14625580;      Steina;1636;828;808
30.06.2015;14625590;      Steinigtwolmsdorf;2961;1496;1465
30.06.2015;14625600;      Wachau;4331;2222;2109
30.06.2015;14625610;      Weißenberg, Stadt;3206;1661;1545
30.06.2015;14625630;      Wilthen, Stadt;5140;2468;2672
30.06.2015;14625640;      Wittichenau, Stadt;5845;2850;2995
30.06.2015;14626;    Görlitz, Landkreis;259519;126854;132665
30.06.2015;14626010;      Bad Muskau, Stadt;3629;1773;1856
30.06.2015;14626020;      Beiersdorf;1138;578;560
30.06.2015;14626030;      Bernstadt a. d. Eigen, Stadt;3459;1710;1749
30.06.2015;14626050;      Bertsdorf-Hörnitz;2154;1093;1061
30.06.2015;14626060;      Boxberg/O.L.;4773;2423;2350
30.06.2015;14626070;      Dürrhennersdorf;1001;504;497
30.06.2015;14626085;      Ebersbach-Neugersdorf, Stadt;12626;6140;6486
30.06.2015;14626100;      Gablenz;1625;821;804
30.06.2015;14626110;      Görlitz, Stadt;54382;25998;28384
30.06.2015;14626120;      Groß Düben;1078;548;530
30.06.2015;14626140;      Großschönau;5635;2718;2917
30.06.2015;14626150;      Großschweidnitz;1346;700;646
30.06.2015;14626160;      Hähnichen;1285;654;631
30.06.2015;14626170;      Hainewalde;1538;771;767
30.06.2015;14626180;      Herrnhut, Stadt;6120;3020;3100
30.06.2015;14626190;      Hohendubrau;1948;973;975
30.06.2015;14626200;      Horka;1812;915;897
30.06.2015;14626210;      Jonsdorf, Kurort;1614;778;836
30.06.2015;14626230;      Kodersdorf;2507;1269;1238
30.06.2015;14626240;      Königshain;1179;592;587
30.06.2015;14626245;      Kottmar;7598;3725;3873
30.06.2015;14626250;      Krauschwitz i.d. O.L.;3544;1765;1779
30.06.2015;14626260;      Kreba-Neudorf;893;451;442
30.06.2015;14626270;      Lawalde;1903;939;964
30.06.2015;14626280;      Leutersdorf;3665;1818;1847
30.06.2015;14626290;      Löbau, Stadt;15350;7464;7886
30.06.2015;14626300;      Markersdorf;3958;2024;1934
30.06.2015;14626310;      Mittelherwigsdorf;3629;1845;1784
30.06.2015;14626320;      Mücka;993;493;500
30.06.2015;14626330;      Neißeaue;1738;863;875
30.06.2015;14626350;      Neusalza-Spremberg, Stadt;3389;1669;1720
30.06.2015;14626370;      Niesky, Stadt;9511;4639;4872
30.06.2015;14626390;      Oderwitz;5252;2536;2716
30.06.2015;14626400;      Olbersdorf;5081;2439;2642
30.06.2015;14626410;      Oppach;2442;1188;1254
30.06.2015;14626420;      Ostritz, Stadt;2405;1174;1231
30.06.2015;14626430;      Oybin;1431;697;734
30.06.2015;14626440;      Quitzdorf am See;1312;643;669
30.06.2015;14626450;      Reichenbach/O.L., Stadt;5043;2484;2559
30.06.2015;14626460;      Rietschen;2597;1260;1337
30.06.2015;14626470;      Rosenbach;1619;817;802
30.06.2015;14626480;      Rothenburg/O.L., Stadt;4742;2371;2371
30.06.2015;14626490;      Schleife;2640;1301;1339
30.06.2015;14626500;      Schönau-Berzdorf a. d. Eigen;1472;745;727
30.06.2015;14626510;      Schönbach;1145;583;562
30.06.2015;14626520;      Schöpstal;2433;1230;1203
30.06.2015;14626530;      Seifhennersdorf, Stadt;3811;1891;1920
30.06.2015;14626560;      Trebendorf;932;457;475
30.06.2015;14626570;      Vierkirchen;1713;860;853
30.06.2015;14626580;      Waldhufen;2439;1244;1195
30.06.2015;14626590;      Weißkeißel;1286;664;622
30.06.2015;14626600;      Weißwasser/O.L., Stadt;16929;8137;8792
30.06.2015;14626610;      Zittau, Stadt;25775;12460;13315
30.06.2015;14627;    Meißen, Landkreis;243735;119910;123825
30.06.2015;14627010;      Coswig, Stadt;20668;9867;10801
30.06.2015;14627020;      Diera-Zehren;3343;1684;1659
30.06.2015;14627030;      Ebersbach (Landkreis Meißen);4467;2272;2195
30.06.2015;14627040;      Glaubitz;2064;1151;913
30.06.2015;14627050;      Gröditz, Stadt;7379;3625;3754
30.06.2015;14627060;      Großenhain, Stadt;18363;9008;9355
30.06.2015;14627070;      Hirschstein;2067;1067;1000
30.06.2015;14627080;      Käbschütztal;2771;1421;1350
30.06.2015;14627100;      Klipphausen;10236;5193;5043
30.06.2015;14627110;      Lampertswalde;2614;1338;1276
30.06.2015;14627130;      Lommatzsch, Stadt;5109;2490;2619
30.06.2015;14627140;      Meißen, Stadt;27449;13166;14283
30.06.2015;14627150;      Moritzburg;8317;4145;4172
30.06.2015;14627170;      Niederau;3954;1975;1979
30.06.2015;14627180;      Nossen, Stadt;10831;5409;5422
30.06.2015;14627190;      Nünchritz;5647;2801;2846
30.06.2015;14627200;      Priestewitz;3226;1661;1565
30.06.2015;14627210;      Radebeul, Stadt;33918;16462;17456
30.06.2015;14627220;      Radeburg, Stadt;7372;3663;3709
30.06.2015;14627230;      Riesa, Stadt;30973;15001;15972
30.06.2015;14627240;      Röderaue;2770;1390;1380
30.06.2015;14627250;      Schönfeld;1879;919;960
30.06.2015;14627260;      Stauchitz;3111;1598;1513
30.06.2015;14627270;      Strehla, Stadt;3756;1845;1911
30.06.2015;14627290;      Thiendorf;3733;1926;1807
30.06.2015;14627310;      Weinböhla;10153;4984;5169
30.06.2015;14627340;      Wülknitz;1717;883;834
30.06.2015;14627360;      Zeithain;5848;2966;2882
30.06.2015;14628;    Sächsische Schweiz-Osterzgebirge, Landkreis;245822;121369;124453
30.06.2015;14628010;      Altenberg, Stadt;8125;4065;4060
30.06.2015;14628020;      Bad Gottleuba-Berggießhübel, Stadt;5699;2850;2849
30.06.2015;14628030;      Bad Schandau, Stadt;3759;1843;1916
30.06.2015;14628040;      Bahretal;2194;1092;1102
30.06.2015;14628050;      Bannewitz;10521;5091;5430
30.06.2015;14628060;      Dippoldiswalde, Stadt;14452;7200;7252
30.06.2015;14628070;      Dohma;1936;976;960
30.06.2015;14628080;      Dohna, Stadt;6290;3180;3110
30.06.2015;14628090;      Dorfhain;1092;533;559
30.06.2015;14628100;      Dürrröhrsdorf-Dittersbach;4234;2141;2093
30.06.2015;14628110;      Freital, Stadt;39578;19370;20208
30.06.2015;14628130;      Glashütte, Stadt;6788;3436;3352
30.06.2015;14628140;      Gohrisch;1956;978;978
30.06.2015;14628150;      Hartmannsdorf-Reichenau;1068;536;532
30.06.2015;14628160;      Heidenau, Stadt;16273;7995;8278
30.06.2015;14628170;      Hermsdorf/Erzgeb.;824;418;406
30.06.2015;14628190;      Hohnstein, Stadt;3366;1688;1678
30.06.2015;14628205;      Klingenberg;6865;3483;3382
30.06.2015;14628210;      Königstein/Sächs. Schw., Stadt;2152;1097;1055
30.06.2015;14628220;      Kreischa;4458;2209;2249
30.06.2015;14628230;      Liebstadt, Stadt;1341;691;650
30.06.2015;14628240;      Lohmen;3071;1483;1588
30.06.2015;14628250;      Müglitztal;1903;966;937
30.06.2015;14628260;      Neustadt in Sachsen, Stadt;12650;6184;6466
30.06.2015;14628270;      Pirna, Stadt;37648;18167;19481
30.06.2015;14628300;      Rabenau, Stadt;4380;2210;2170
30.06.2015;14628310;      Rathen, Kurort;335;165;170
30.06.2015;14628320;      Rathmannsdorf;981;468;513
30.06.2015;14628330;      Reinhardtsdorf-Schöna;1360;695;665
30.06.2015;14628340;      Rosenthal-Bielatal;1658;832;826
30.06.2015;14628360;      Sebnitz, Stadt;9871;4855;5016
30.06.2015;14628370;      Stadt Wehlen, Stadt;1621;836;785
30.06.2015;14628380;      Stolpen, Stadt;5681;2820;2861
30.06.2015;14628390;      Struppen;2513;1273;1240
30.06.2015;14628400;      Tharandt, Stadt;5330;2688;2642
30.06.2015;14628410;      Wilsdruff, Stadt;13849;6855;6994
30.06.2015;147;  Leipzig, NUTS 2-Region;1002602;491116;511486
30.06.2015;14713;    Leipzig, Stadt;548456;267564;280892
30.06.2015;14713000;      Leipzig, Stadt;548456;267564;280892
30.06.2015;14729;    Leipzig, Landkreis;257311;126140;131171
30.06.2015;14729010;      Bad Lausick, Stadt;8015;3925;4090
30.06.2015;14729020;      Belgershain;3335;1664;1671
30.06.2015;14729030;      Bennewitz;4930;2454;2476
30.06.2015;14729040;      Böhlen, Stadt;6609;3212;3397
30.06.2015;14729050;      Borna, Stadt;19378;9330;10048
30.06.2015;14729060;      Borsdorf;8221;4015;4206
30.06.2015;14729070;      Brandis, Stadt;9398;4594;4804
30.06.2015;14729080;      Colditz, Stadt;8793;4320;4473
30.06.2015;14729100;      Elstertrebnitz;1266;640;626
30.06.2015;14729140;      Frohburg, Stadt;12879;6428;6451
30.06.2015;14729150;      Geithain, Stadt;7144;3521;3623
30.06.2015;14729160;      Grimma, Stadt;28225;13888;14337
30.06.2015;14729170;      Groitzsch, Stadt;7624;3690;3934
30.06.2015;14729190;      Großpösna;5321;2661;2660
30.06.2015;14729220;      Kitzscher, Stadt;4999;2437;2562
30.06.2015;14729245;      Lossatal;6064;3056;3008
30.06.2015;14729250;      Machern;6681;3303;3378
30.06.2015;14729260;      Markkleeberg, Stadt;24131;11497;12634
30.06.2015;14729270;      Markranstädt, Stadt;14955;7275;7680
30.06.2015;14729300;      Naunhof, Stadt;8576;4213;4363
30.06.2015;14729320;      Neukieritzsch;6869;3364;3505
30.06.2015;14729330;      Otterwisch;1393;698;695
30.06.2015;14729340;      Parthenstein;3469;1748;1721
30.06.2015;14729350;      Pegau, Stadt;6270;3066;3204
30.06.2015;14729360;      Regis-Breitingen, Stadt;4013;2091;1922
30.06.2015;14729370;      Rötha, Stadt;6166;3156;3010
30.06.2015;14729380;      Thallwitz;3594;1834;1760
30.06.2015;14729400;      Trebsen/Mulde, Stadt;3867;1921;1946
30.06.2015;14729410;      Wurzen, Stadt;16271;7785;8486
30.06.2015;14729430;      Zwenkau, Stadt;8855;4354;4501
30.06.2015;14730;    Nordsachsen, Landkreis;196835;97412;99423
30.06.2015;14730010;      Arzberg;1970;1010;960
30.06.2015;14730020;      Bad Düben, Stadt;7980;3855;4125
30.06.2015;14730030;      Beilrode;4249;2137;2112
30.06.2015;14730045;      Belgern-Schildau, Stadt;7854;3937;3917
30.06.2015;14730050;      Cavertitz;2231;1150;1081
30.06.2015;14730060;      Dahlen, Stadt;4309;2094;2215
30.06.2015;14730070;      Delitzsch, Stadt;24889;12187;12702
30.06.2015;14730080;      Doberschütz;4085;2040;2045
30.06.2015;14730090;      Dommitzsch, Stadt;2534;1250;1284
30.06.2015;14730100;      Dreiheide;2124;1072;1052
30.06.2015;14730110;      Eilenburg, Stadt;15407;7426;7981
30.06.2015;14730120;      Elsnig;1453;750;703
30.06.2015;14730140;      Jesewitz;2992;1508;1484
30.06.2015;14730150;      Krostitz;3760;1922;1838
30.06.2015;14730160;      Laußig;3774;1910;1864
30.06.2015;14730170;      Liebschützberg;3004;1534;1470
30.06.2015;14730180;      Löbnitz;2033;1001;1032
30.06.2015;14730190;      Mockrehna;4980;2519;2461
30.06.2015;14730200;      Mügeln, Stadt;6091;3005;3086
30.06.2015;14730210;      Naundorf;2368;1218;1150
30.06.2015;14730230;      Oschatz, Stadt;14714;7152;7562
30.06.2015;14730250;      Rackwitz;4889;2502;2387
30.06.2015;14730270;      Schkeuditz, Stadt;17172;8683;8489
30.06.2015;14730280;      Schönwölkau;2450;1235;1215
30.06.2015;14730300;      Taucha, Stadt;14895;7185;7710
30.06.2015;14730310;      Torgau, Stadt;19989;9856;10133
30.06.2015;14730320;      Trossin;1279;641;638
30.06.2015;14730330;      Wermsdorf;5305;2599;2706
30.06.2015;14730340;      Wiedemar;5193;2600;2593
30.06.2015;14730360;      Zschepplin;2862;1434;1428
30.06.2016;14;Freistaat Sachsen;4078397;2008066;2070331
30.06.2016;145;  Chemnitz, NUTS 2-Region;1458797;715654;743143
30.06.2016;14511;    Chemnitz, Stadt;245874;120947;124927
30.06.2016;14511000;      Chemnitz, Stadt;245874;120947;124927
30.06.2016;14521;    Erzgebirgskreis;345995;169450;176545
30.06.2016;14521010;      Amtsberg;3770;1858;1912
30.06.2016;14521020;      Annaberg-Buchholz, Stadt;20435;9819;10616
30.06.2016;14521035;      Aue-Bad Schlema, Stadt;21218;10198;11020
30.06.2016;14521040;      Auerbach (Erzgebirgskreis);2569;1250;1319
30.06.2016;14521060;      Bärenstein;2403;1191;1212
30.06.2016;14521080;      Bockau;2303;1130;1173
30.06.2016;14521090;      Börnichen/Erzgeb.;974;482;492
30.06.2016;14521110;      Breitenbrunn/Erzgeb.;5475;2625;2850
30.06.2016;14521120;      Burkhardtsdorf;6200;3076;3124
30.06.2016;14521130;      Crottendorf;4090;2026;2064
30.06.2016;14521140;      Deutschneudorf;1043;545;498
30.06.2016;14521150;      Drebach;5221;2653;2568
30.06.2016;14521160;      Ehrenfriedersdorf, Stadt;4794;2316;2478
30.06.2016;14521170;      Eibenstock, Stadt;7557;3733;3824
30.06.2016;14521180;      Elterlein, Stadt;2905;1453;1452
30.06.2016;14521200;      Gelenau/Erzgeb.;4247;2101;2146
30.06.2016;14521210;      Geyer, Stadt;3563;1730;1833
30.06.2016;14521220;      Gornau/Erzgeb.;3827;1873;1954
30.06.2016;14521230;      Gornsdorf;1981;1007;974
30.06.2016;14521240;      Großolbersdorf;2881;1432;1449
