SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
050,36,023,New York,Cortland County,2,17,903,396,507,379,499,2,0,0,2,5,3,0,0,10,3,387,501,6,3,6,3,9,3,0,0,393,504,376,496,2,0,0,2,5,3,0,0,10,3,384,498,6,3,6,3,9,3,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
050,36,023,New York,Cortland County,2,18,888,315,573,305,562,2,2,0,3,1,3,0,0,7,3,312,565,2,3,3,5,3,3,2,0,310,572,301,561,2,2,0,3,1,3,0,0,6,3,307,564,2,3,3,5,3,3,1,0,5,1,4,1,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,1,0
050,36,023,New York,Cortland County,3,0,46311,22852,23459,21451,22117,595,419,98,109,202,321,9,10,497,483,21917,22555,844,675,220,233,343,454,35,35,22117,22755,20920,21581,505,349,63,80,198,315,7,6,424,424,21317,21963,708,565,167,186,328,443,28,29,735,704,531,536,90,70,35,29,4,6,2,4,73,59,600,592,136,110,53,47,15,11,7,6
050,36,023,New York,Cortland County,3,1,2234,1180,1054,1066,930,40,32,5,7,12,30,1,1,56,54,1122,980,72,63,13,14,28,45,1,6,1121,992,1021,890,33,27,4,3,12,27,1,1,50,44,1071,930,60,51,11,8,28,42,1,5,59,62,45,40,7,5,1,4,0,3,0,0,6,10,51,50,12,12,2,6,0,3,0,1
050,36,023,New York,Cortland County,3,2,2389,1252,1137,1137,1009,39,26,4,2,11,41,2,1,59,58,1193,1062,73,62,13,10,26,59,6,3,1194,1082,1104,977,28,19,1,2,11,39,2,1,48,44,1149,1019,55,43,9,6,24,56,5,3,58,55,33,32,11,7,3,0,0,2,0,0,11,14,44,43,18,19,4,4,2,3,1,0
050,36,023,New York,Cortland County,3,3,2521,1275,1246,1193,1158,25,21,2,2,8,10,0,1,47,54,1236,1210,52,53,9,13,24,24,1,1,1234,1196,1161,1120,23,19,1,0,8,10,0,1,41,46,1199,1164,47,45,5,8,23,24,1,1,41,50,32,38,2,2,1,2,0,0,0,0,6,8,37,46,5,8,4,5,1,0,0,0
050,36,023,New York,Cortland County,3,4,4349,2038,2311,1888,2163,65,58,3,6,22,22,0,0,60,62,1945,2221,97,85,16,23,40,44,1,2,1951,2188,1822,2066,51,43,1,1,22,22,0,0,55,56,1874,2118,78,68,14,15,40,42,1,2,87,123,66,97,14,15,2,5,0,0,0,0,5,6,71,103,19,17,2,8,0,2,0,0
050,36,023,New York,Cortland County,3,5,5515,2651,2864,2453,2641,76,78,10,9,30,51,0,0,82,85,2532,2718,119,125,29,30,55,76,4,2,2552,2715,2374,2507,64,69,8,8,30,50,0,0,76,81,2447,2580,102,114,25,26,54,75,3,2,99,149,79,134,12,9,2,1,0,1,0,0,6,4,85,138,17,11,4,4,1,1,1,0
050,36,023,New York,Cortland County,3,6,2674,1299,1375,1186,1277,49,43,10,8,21,22,1,0,32,25,1217,1300,67,57,18,14,27,28,3,1,1239,1340,1146,1252,42,38,6,5,20,22,1,0,24,23,1169,1273,55,51,11,10,26,28,3,1,60,35,40,25,7,5,4,3,1,0,0,0,8,2,48,27,12,6,7,4,1,0,0,0
050,36,023,New York,Cortland County,3,7,2528,1319,1209,1207,1126,51,30,11,11,16,21,2,3,32,18,1237,1142,65,40,20,15,26,26,3,4,1225,1167,1151,1095,40,24,2,9,14,21,0,3,18,15,1168,1108,47,32,7,13,21,25,0,4,94,42,56,31,11,6,9,2,2,0,2,0,14,3,69,34,18,8,13,2,5,1,3,0
050,36,023,New York,Cortland County,3,8,2536,1286,1250,1202,1185,36,23,8,5,13,19,1,1,26,17,1226,1200,50,31,14,12,17,22,5,2,1237,1211,1168,1158,32,16,5,4,13,19,1,0,18,14,1184,1170,41,23,10,10,17,22,3,0,49,39,34,27,4,7,3,1,0,0,0,1,8,3,42,30,9,8,4,2,0,0,2,2
050,36,023,New York,Cortland County,3,9,2506,1275,1231,1201,1177,45,20,3,4,10,10,1,1,15,19,1215,1196,51,27,7,10,14,14,3,3,1233,1203,1164,1155,41,17,2,2,10,10,1,0,15,19,1178,1174,47,24,6,8,14,14,3,2,42,28,37,22,4,3,1,2,0,0,0,1,0,0,37,22,4,3,1,2,0,0,0,1
050,36,023,New York,Cortland County,3,10,2270,1153,1117,1090,1060,44,16,3,8,8,11,1,0,7,22,1097,1079,47,29,6,17,9,14,1,2,1112,1092,1056,1043,39,15,3,4,8,11,1,0,5,19,1061,1059,41,26,5,12,9,14,1,2,41,25,34,17,5,1,0,4,0,0,0,0,2,3,36,20,6,3,1,5,0,0,0,0
050,36,023,New York,Cortland County,3,11,2745,1415,1330,1351,1277,36,15,7,10,11,18,0,0,10,10,1360,1285,39,20,11,14,14,20,1,1,1397,1307,1344,1260,34,13,2,7,11,18,0,0,6,9,1350,1267,35,17,5,11,12,20,1,1,18,23,7,17,2,2,5,3,0,0,0,0,4,1,10,18,4,3,6,3,2,0,0,0
050,36,023,New York,Cortland County,3,12,3093,1520,1573,1453,1518,31,16,11,8,9,19,0,1,16,11,1465,1526,37,21,19,11,13,25,2,1,1492,1553,1435,1504,25,13,8,7,9,19,0,0,15,10,1447,1511,31,18,15,10,12,24,2,0,28,20,18,14,6,3,3,1,0,0,0,1,1,1,18,15,6,3,4,1,1,1,0,1
050,36,023,New York,Cortland County,3,13,3028,1545,1483,1496,1428,21,14,7,8,6,16,0,1,15,16,1508,1443,26,21,16,15,10,18,2,3,1532,1465,1487,1416,17,13,7,7,6,16,0,0,15,13,1499,1428,22,17,16,14,10,18,2,2,13,18,9,12,4,1,0,1,0,0,0,1,0,3,9,15,4,4,0,1,0,0,0,1
050,36,023,New York,Cortland County,3,14,2559,1231,1328,1189,1286,20,15,8,7,8,12,0,0,6,8,1195,1293,24,19,9,10,9,14,0,1,1218,1318,1179,1280,19,11,7,7,7,12,0,0,6,8,1185,1287,23,15,8,10,8,14,0,1,13,10,10,6,1,4,1,0,1,0,0,0,0,0,10,6,1,4,1,0,1,0,0,0
050,36,023,New York,Cortland County,3,15,2185,1057,1128,1034,1102,8,4,1,6,4,8,0,0,10,8,1042,1108,10,8,4,9,11,10,0,1,1040,1119,1017,1093,8,4,1,6,4,8,0,0,10,8,1025,1099,10,8,4,9,11,10,0,1,17,9,17,9,0,0,0,0,0,0,0,0,0,0,17,9,0,0,0,0,0,0,0,0
050,36,023,New York,Cortland County,3,16,1383,641,742,621,722,3,5,4,3,6,4,0,0,7,8,628,727,5,9,8,6,7,7,0,1,634,731,615,712,3,5,4,3,6,4,0,0,6,7,621,716,4,8,8,6,7,7,0,1,7,11,6,10,0,0,0,0,0,0,0,0,1,1,7,11,1,1,0,0,0,0,0,0
050,36,023,New York,Cortland County,3,17,931,402,529,383,519,4,1,1,1,5,3,0,0,9,5,390,523,7,3,5,4,8,4,1,0,398,525,379,515,4,1,1,1,5,3,0,0,9,5,386,519,7,3,5,4,8,4,1,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
050,36,023,New York,Cortland County,3,18,865,313,552,301,539,2,2,0,4,2,4,0,0,8,3,309,542,3,2,3,6,5,4,1,1,308,551,297,538,2,2,0,4,2,4,0,0,7,3,304,541,3,2,3,6,4,4,1,1,5,1,4,1,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,1,0,0,0
050,36,025,New York,Delaware County,1,0,44308,22485,21823,21227,20773,585,372,91,75,225,278,12,14,345,311,21522,21044,761,530,205,173,320,357,31,41,21537,20927,20533,20056,438,300,62,51,203,250,6,9,295,261,20784,20283,589,432,156,128,289,323,23,32,948,896,694,717,147,72,29,24,22,28,6,5,50,50,738,761,172,98,49,45,31,34,8,9
050,36,025,New York,Delaware County,1,1,1780,930,850,823,789,23,24,11,1,19,12,0,0,54,24,874,810,52,37,24,8,34,17,0,2,858,800,781,753,19,19,2,1,13,10,0,0,43,17,821,768,42,29,11,6,27,13,0,1,72,50,42,36,4,5,9,0,6,2,0,0,11,7,53,42,10,8,13,2,7,4,0,1
050,36,025,New York,Delaware County,1,2,1897,962,935,888,867,24,22,1,2,14,6,0,0,35,38,918,903,43,40,13,11,22,16,2,3,902,878,850,826,10,19,1,1,13,4,0,0,28,28,874,853,25,33,9,5,21,13,2,2,60,57,38,41,14,3,0,1,1,2,0,0,7,10,44,50,18,7,4,6,1,3,0,1
050,36,025,New York,Delaware County,1,3,2228,1135,1093,1077,1022,18,20,4,5,8,13,1,2,27,31,1102,1051,37,34,9,9,16,25,1,5,1075,1024,1025,964,13,17,3,4,8,12,1,1,25,26,1048,988,31,30,7,5,16,23,1,4,60,69,52,58,5,3,1,1,0,1,0,1,2,5,54,63,6,4,2,4,0,2,0,1
050,36,025,New York,Delaware County,1,4,2993,1650,1343,1419,1204,153,71,7,5,22,22,2,2,47,39,1459,1237,179,97,19,13,35,33,6,6,1482,1240,1321,1130,97,56,4,1,19,19,0,1,41,33,1356,1157,119,77,13,8,32,30,4,5,168,103,98,74,56,15,3,4,3,3,2,1,6,6,103,80,60,20,6,5,3,3,2,1
050,36,025,New York,Delaware County,1,5,2473,1311,1162,1169,1045,85,45,14,6,21,37,0,2,22,27,1189,1069,96,60,20,13,28,44,1,5,1217,1056,1108,965,64,37,9,3,18,24,0,2,18,25,1125,987,74,51,14,9,23,31,0,5,94,106,61,80,21,8,5,3,3,13,0,0,4,2,64,82,22,9,6,4,5,13,1,0
050,36,025,New York,Delaware County,1,6,2190,1162,1028,1065,970,38,13,7,6,25,18,2,0,25,21,1086,989,54,24,15,12,31,25,4,2,1101,978,1022,931,28,11,3,3,25,14,1,0,22,19,1040,948,43,21,10,8,31,21,2,2,61,50,43,39,10,2,4,3,0,4,1,0,3,2,46,41,11,3,5,4,0,4,2,0
050,36,025,New York,Delaware County,1,7,2272,1173,1099,1098,1037,32,27,1,1,21,20,1,1,20,13,1115,1047,40,32,7,6,29,25,2,2,1102,1043,1041,993,30,19,1,1,19,20,0,0,11,10,1051,1001,35,23,4,4,22,24,1,1,71,56,57,44,2,8,0,0,2,0,1,1,9,3,64,46,5,9,3,2,7,1,1,1
050,36,025,New York,Delaware County,1,8,2223,1111,1112,1050,1067,27,17,3,2,15,15,0,0,16,11,1065,1078,33,23,9,5,20,17,0,0,1054,1060,1006,1022,19,11,3,2,10,15,0,0,16,10,1021,1032,25,16,9,5,15,17,0,0,57,52,44,45,8,6,0,0,5,0,0,0,0,1,44,46,8,7,0,0,5,0,0,0
050,36,025,New York,Delaware County,1,9,2180,1066,1114,1010,1046,32,24,4,3,7,30,0,1,13,10,1021,1055,38,29,9,6,10,33,1,1,1020,1068,970,1010,26,15,4,2,7,30,0,1,13,10,981,1019,32,20,9,5,10,33,1,1,46,46,40,36,6,9,0,1,0,0,0,0,0,0,40,36,6,9,0,1,0,0,0,0
050,36,025,New York,Delaware County,1,10,2482,1284,1198,1228,1143,33,18,5,6,7,23,2,0,9,8,1234,1146,37,25,8,8,12,25,2,2,1231,1154,1184,1105,26,17,4,4,7,22,2,0,8,6,1189,1108,29,22,7,5,12,24,2,1,53,44,44,38,7,1,1,2,0,1,0,0,1,2,45,38,8,3,1,3,0,1,0,1
050,36,025,New York,Delaware County,1,11,2908,1449,1459,1394,1418,23,12,8,4,15,12,0,0,9,13,1402,1428,27,18,12,11,17,14,0,2,1401,1395,1352,1362,20,10,7,1,14,10,0,0,8,12,1359,1371,23,16,11,8,16,12,0,1,48,64,42,56,3,2,1,3,1,2,0,0,1,1,43,57,4,2,1,3,1,2,0,1
050,36,025,New York,Delaware County,1,12,3537,1775,1762,1718,1725,23,13,8,6,13,7,0,1,13,10,1728,1732,28,19,14,13,15,8,3,1,1736,1712,1684,1680,22,12,6,4,12,7,0,1,12,8,1693,1686,26,16,12,9,14,8,3,1,39,50,34,45,1,1,2,2,1,0,0,0,1,2,35,46,2,3,2,4,1,0,0,0
050,36,025,New York,Delaware County,1,13,3909,2008,1901,1968,1846,8,14,2,7,15,17,1,0,14,17,1978,1861,17,21,6,13,19,22,2,1,1968,1861,1931,1812,7,12,2,7,15,17,0,0,13,13,1940,1823,15,17,6,12,19,21,1,1,40,40,37,34,1,2,0,0,0,0,1,0,1,4,38,38,2,4,0,1,0,1,1,0
050,36,025,New York,Delaware County,1,14,3488,1781,1707,1744,1646,16,17,2,7,9,18,1,2,9,17,1752,1660,19,21,7,18,10,22,2,3,1754,1669,1719,1616,15,13,2,7,9,18,1,1,8,14,1726,1627,18,16,6,16,10,22,2,2,27,38,25,30,1,4,0,0,0,0,0,1,1,3,26,33,1,5,1,2,0,0,0,1
050,36,025,New York,Delaware County,1,15,3008,1532,1476,1484,1433,23,12,6,3,6,15,1,2,12,11,1491,1443,27,16,14,8,9,17,3,3,1517,1449,1474,1409,21,10,4,3,6,15,0,1,12,11,1481,1419,25,14,12,8,9,17,2,2,15,27,10,24,2,2,2,0,0,0,1,1,0,0,10,24,2,2,2,0,0,0,1,1
050,36,025,New York,Delaware County,1,16,2165,1078,1087,1055,1057,10,10,2,4,5,5,1,0,5,11,1058,1067,13,16,5,8,6,6,1,1,1063,1069,1042,1042,9,10,2,2,5,5,1,0,4,10,1045,1051,11,15,5,6,5,6,1,1,15,18,13,15,1,0,0,2,0,0,0,0,1,1,13,16,2,1,0,2,1,0,0,0
050,36,025,New York,Delaware County,1,17,1314,595,719,577,701,7,2,3,4,1,5,0,1,7,6,583,707,9,5,7,6,3,5,0,2,583,707,566,690,7,2,3,3,1,5,0,1,6,6,571,696,9,5,6,5,3,5,0,2,12,12,11,11,0,0,0,1,0,0,0,0,1,0,12,11,0,0,1,1,0,0,0,0
050,36,025,New York,Delaware County,1,18,1261,483,778,460,757,10,11,3,3,2,3,0,0,8,4,467,761,12,13,7,5,4,3,1,0,473,764,457,746,5,10,2,2,2,3,0,0,7,3,463,749,7,11,5,4,4,3,1,0,10,14,3,11,5,1,1,1,0,0,0,0,1,1,4,12,5,2,2,1,0,0,0,0
050,36,025,New York,Delaware County,2,0,44186,22439,21747,21167,20705,586,363,94,75,231,281,12,14,349,309,21465,20969,746,526,199,173,334,366,53,38,21484,20849,20470,19987,438,291,63,51,208,251,6,9,299,260,20724,20206,571,424,151,132,305,330,39,31,955,898,697,718,148,72,31,24,23,30,6,5,50,49,741,763,175,102,48,41,29,36,14,7
050,36,025,New York,Delaware County,2,1,1764,932,832,823,776,25,22,12,1,19,12,0,0,53,21,868,792,54,33,24,7,37,19,5,3,856,782,781,739,19,17,2,1,13,10,0,0,41,15,816,751,43,24,11,3,29,17,1,2,76,50,42,37,6,5,10,0,6,2,0,0,12,6,52,41,11,9,13,4,8,2,4,1
050,36,025,New York,Delaware County,2,2,1866,947,919,872,855,22,21,2,2,15,5,0,0,36,36,904,891,41,40,12,10,25,14,2,1,889,860,835,812,10,18,1,1,14,3,0,0,29,26,861,838,24,31,8,6,24,11,1,1,58,59,37,43,12,3,1,1,1,2,0,0,7,10,43,53,17,9,4,4,1,3,1,0
050,36,025,New York,Delaware County,2,3,2215,1133,1082,1069,1010,19,19,5,5,10,13,1,2,29,33,1095,1038,35,39,10,11,19,22,3,5,1072,1014,1016,954,14,16,4,4,10,12,1,1,27,27,1040,978,29,31,9,9,18,20,3,3,61,68,53,56,5,3,1,1,0,1,0,1,2,6,55,60,6,8,1,2,1,2,0,2
050,36,025,New York,Delaware County,2,4,2977,1639,1338,1411,1200,152,71,7,5,22,21,2,2,45,39,1450,1234,176,96,17,13,38,30,4,7,1471,1235,1312,1126,96,56,4,1,19,18,0,1,40,33,1347,1154,115,77,13,8,35,26,2,6,168,103,99,74,56,15,3,4,3,3,2,1,5,6,103,80,61,19,4,5,3,4,2,1
050,36,025,New York,Delaware County,2,5,2466,1306,1160,1160,1042,87,44,14,6,21,39,0,2,24,27,1180,1066,99,58,21,13,29,48,4,4,1212,1055,1099,964,66,37,9,3,18,24,0,2,20,25,1115,986,76,50,15,9,26,33,2,4,94,105,61,78,21,7,5,3,3,15,0,0,4,2,65,80,23,8,6,4,3,15,2,0
050,36,025,New York,Delaware County,2,6,2178,1155,1023,1060,966,38,12,8,6,23,18,2,0,24,21,1078,986,49,22,16,10,29,25,7,2,1093,972,1016,926,28,10,4,3,23,14,1,0,21,19,1031,944,38,18,10,7,29,21,6,2,62,51,44,40,10,2,4,3,0,4,1,0,3,2,47,42,11,4,6,3,0,4,1,0
050,36,025,New York,Delaware County,2,7,2268,1173,1095,1100,1032,31,26,1,1,22,21,1,1,18,14,1115,1044,39,34,10,6,24,26,3,1,1105,1039,1045,988,29,18,1,1,20,21,0,0,10,11,1053,997,34,24,5,5,21,25,2,0,68,56,55,44,2,8,0,0,2,0,1,1,8,3,62,47,5,10,5,1,3,1,1,1
050,36,025,New York,Delaware County,2,8,2231,1120,1111,1055,1064,28,17,3,2,16,17,0,0,18,11,1070,1074,35,22,7,4,23,22,3,0,1062,1059,1011,1020,20,10,3,2,11,17,0,0,17,10,1025,1029,26,15,7,4,18,21,3,0,58,52,44,44,8,7,0,0,5,0,0,0,1,1,45,45,9,7,0,0,5,1,0,0
050,36,025,New York,Delaware County,2,9,2196,1073,1123,1016,1056,31,23,4,3,8,28,0,1,14,12,1027,1066,37,28,6,7,13,33,4,1,1023,1075,973,1018,25,14,4,2,7,28,0,1,14,12,984,1028,31,19,6,6,12,33,4,1,50,48,43,38,6,9,0,1,1,0,0,0,0,0,43,38,6,9,0,1,1,0,0,0
050,36,025,New York,Delaware County,2,10,2443,1263,1180,1208,1125,33,18,5,6,6,23,2,0,9,8,1216,1131,37,24,9,8,6,25,4,0,1210,1136,1165,1087,25,17,4,4,6,22,2,0,8,6,1172,1091,29,22,7,5,6,24,4,0,53,44,43,38,8,1,1,2,0,1,0,0,1,2,44,40,8,2,2,3,0,1,0,0
050,36,025,New York,Delaware County,2,11,2898,1448,1450,1393,1410,22,12,8,4,16,12,0,0,9,12,1402,1420,25,20,11,7,18,13,1,3,1399,1387,1350,1355,19,10,7,1,15,10,0,0,8,11,1358,1364,22,17,9,4,17,11,1,3,49,63,43,55,3,2,1,3,1,2,0,0,1,1,44,56,3,3,2,3,1,2,0,0
050,36,025,New York,Delaware County,2,12,3514,1762,1752,1705,1717,25,13,6,6,13,7,0,1,13,8,1714,1722,29,16,13,10,16,9,3,3,1724,1702,1672,1671,24,12,4,4,12,7,0,1,12,7,1681,1675,27,15,11,7,14,9,3,3,38,50,33,46,1,1,2,2,1,0,0,0,1,1,33,47,2,1,2,3,2,0,0,0
050,36,025,New York,Delaware County,2,13,3890,1995,1895,1951,1839,9,16,3,7,16,16,1,0,15,17,1965,1849,13,25,8,20,21,19,3,1,1954,1857,1913,1807,8,14,3,7,16,16,0,0,14,13,1926,1813,12,22,8,17,20,19,2,1,41,38,38,32,1,2,0,0,0,0,1,0,1,4,39,36,1,3,0,3,1,0,1,0
050,36,025,New York,Delaware County,2,14,3506,1791,1715,1755,1654,15,15,2,7,10,19,1,2,8,18,1763,1669,16,20,6,17,13,24,1,3,1763,1675,1729,1622,14,11,2,7,10,19,1,1,7,15,1736,1634,14,14,6,17,13,23,1,2,28,40,26,32,1,4,0,0,0,0,0,1,1,3,27,35,2,6,0,0,0,1,0,1
050,36,025,New York,Delaware County,2,15,3019,1538,1481,1489,1436,23,12,6,3,6,16,1,2,13,12,1500,1446,27,15,11,11,10,22,3,2,1522,1454,1478,1412,21,10,4,3,6,16,0,1,13,12,1489,1422,25,13,9,11,10,22,2,1,16,27,11,24,2,2,2,0,0,0,1,1,0,0,11,24,2,2,2,0,0,0,1,1
050,36,025,New York,Delaware County,2,16,2173,1078,1095,1054,1064,10,10,2,4,5,6,1,0,6,11,1059,1075,13,15,5,9,6,6,1,1,1064,1078,1042,1050,9,10,2,2,5,6,1,0,5,10,1046,1060,11,14,5,7,6,6,1,1,14,17,12,14,1,0,0,2,0,0,0,0,1,1,13,15,2,1,0,2,0,0,0,0
050,36,025,New York,Delaware County,2,17,1324,597,727,580,708,6,2,3,4,1,6,0,1,7,6,585,712,10,8,7,5,3,7,0,1,586,714,570,696,6,2,3,3,1,6,0,1,6,6,574,700,9,8,7,4,3,7,0,1,11,13,10,12,0,0,0,1,0,0,0,0,1,0,11,12,1,0,0,1,0,0,0,0
050,36,025,New York,Delaware County,2,18,1258,489,769,466,751,10,10,3,3,2,2,0,0,8,3,474,754,11,11,6,5,4,2,2,0,479,755,463,740,5,9,2,2,2,2,0,0,7,2,470,742,6,10,5,3,4,2,1,0,10,14,3,11,5,1,1,1,0,0,0,0,1,1,4,12,5,1,1,2,0,0,1,0
050,36,025,New York,Delaware County,3,0,44378,22537,21841,21191,20706,614,391,98,78,250,304,14,15,370,347,21509,20996,783,577,206,187,368,402,49,41,21523,20908,20454,19970,462,310,65,53,224,274,6,10,312,291,20719,20212,603,460,155,141,330,363,36,36,1014,933,737,736,152,81,33,25,26,30,8,5,58,56,790,784,180,117,51,46,38,39,13,5
050,36,025,New York,Delaware County,3,1,1748,935,813,842,749,23,21,10,1,21,11,0,0,39,31,879,776,44,39,17,6,34,21,1,2,853,755,793,709,16,12,1,0,13,10,0,0,30,24,822,730,32,25,7,3,22,19,1,2,82,58,49,40,7,9,9,1,8,1,0,0,9,7,57,46,12,14,10,3,12,2,0,0
050,36,025,New York,Delaware County,3,2,1811,910,901,814,827,25,23,5,5,15,10,0,0,51,36,859,857,52,44,17,11,31,24,2,3,852,835,783,783,11,20,2,2,15,6,0,0,41,24,819,803,32,32,11,4,29,18,2,3,58,66,31,44,14,3,3,3,0,4,0,0,10,12,40,54,20,12,6,7,2,6,0,0
050,36,025,New York,Delaware County,3,3,2140,1112,1028,1042,951,19,24,4,3,13,13,1,1,33,36,1067,983,38,44,12,11,25,24,3,2,1053,974,993,908,15,22,3,3,12,11,1,0,29,30,1016,935,32,38,8,9,23,21,3,1,59,54,49,43,4,2,1,0,1,2,0,1,4,6,51,48,6,6,4,2,2,3,0,1
050,36,025,New York,Delaware County,3,4,2967,1625,1342,1391,1199,158,74,7,5,24,19,2,3,43,42,1427,1238,182,98,18,15,37,31,5,5,1455,1238,1293,1123,99,58,4,2,21,18,0,2,38,35,1325,1155,119,77,13,10,34,30,3,4,170,104,98,76,59,16,3,3,3,1,2,1,5,7,102,83,63,21,5,5,3,1,2,1
050,36,025,New York,Delaware County,3,5,2447,1294,1153,1150,1034,86,42,13,3,18,44,0,1,27,29,1175,1057,96,62,20,12,28,51,3,3,1205,1049,1092,956,68,36,7,1,16,28,0,1,22,27,1112,977,76,55,13,9,26,35,1,3,89,104,58,78,18,6,6,2,2,16,0,0,5,2,63,80,20,7,7,3,2,16,2,0
050,36,025,New York,Delaware County,3,6,2107,1106,1001,1016,938,36,14,7,8,20,17,2,1,25,23,1039,956,49,28,16,15,26,23,3,4,1039,943,965,891,30,10,3,4,19,15,1,1,21,22,984,908,42,24,10,11,24,20,2,4,67,58,51,47,6,4,4,4,1,2,1,0,4,1,55,48,7,4,6,4,2,3,1,0
050,36,025,New York,Delaware County,3,7,2374,1249,1125,1154,1054,34,30,3,0,33,22,1,1,24,18,1176,1065,44,40,10,6,40,29,3,3,1179,1068,1102,1008,28,23,3,0,32,22,0,0,14,15,1114,1018,34,32,7,4,37,27,1,2,70,57,52,46,6,7,0,0,1,0,1,1,10,3,62,47,10,8,3,2,3,2,2,1
050,36,025,New York,Delaware County,3,8,2372,1206,1166,1128,1117,33,16,4,4,19,18,2,0,20,11,1143,1127,43,21,9,9,24,20,7,0,1138,1108,1075,1067,27,10,4,4,15,18,0,0,17,9,1087,1075,36,14,9,8,20,20,3,0,68,58,53,50,6,6,0,0,4,0,2,0,3,2,56,52,7,7,0,1,4,0,4,0
050,36,025,New York,Delaware County,3,9,2363,1174,1189,1106,1112,34,29,4,3,13,28,0,1,17,16,1121,1127,39,34,9,10,18,31,4,3,1107,1129,1047,1066,29,17,4,2,10,27,0,1,17,16,1062,1081,34,22,9,9,15,30,4,3,67,60,59,46,5,12,0,1,3,1,0,0,0,0,59,46,5,12,0,1,3,1,0,0
050,36,025,New York,Delaware County,3,10,2335,1191,1144,1128,1082,42,20,6,4,4,29,2,0,9,9,1136,1091,45,22,9,8,7,32,3,0,1131,1104,1085,1049,27,18,5,2,4,28,2,0,8,7,1092,1056,30,20,7,5,7,30,3,0,60,40,43,33,15,2,1,2,0,1,0,0,1,2,44,35,15,2,2,3,0,2,0,0
050,36,025,New York,Delaware County,3,11,2884,1454,1430,1395,1382,25,18,9,3,14,14,0,0,11,13,1403,1392,29,25,15,8,17,17,2,1,1402,1372,1349,1329,22,16,8,3,13,13,0,0,10,11,1356,1338,26,21,13,7,16,16,2,1,52,58,46,53,3,2,1,0,1,1,0,0,1,2,47,54,3,4,2,1,1,1,0,0
050,36,025,New York,Delaware County,3,12,3428,1710,1718,1651,1678,29,11,4,8,14,11,0,1,12,9,1659,1684,34,17,10,10,16,14,3,2,1669,1657,1616,1624,28,10,2,4,12,10,0,1,11,8,1623,1629,33,15,7,6,14,13,3,2,41,61,35,54,1,1,2,4,2,1,0,0,1,1,36,55,1,2,3,4,2,1,0,0
050,36,025,New York,Delaware County,3,13,3879,1973,1906,1923,1849,11,20,7,8,17,11,0,0,15,18,1935,1864,15,30,15,16,22,14,3,2,1930,1866,1881,1816,10,16,7,8,17,11,0,0,15,15,1893,1829,14,23,15,15,22,14,3,2,43,40,42,33,1,4,0,0,0,0,0,0,0,3,42,35,1,7,0,1,0,0,0,0
050,36,025,New York,Delaware County,3,14,3595,1841,1754,1808,1691,11,12,1,8,11,23,2,3,8,17,1816,1706,16,18,3,17,12,27,2,4,1807,1708,1778,1656,10,8,1,7,11,23,1,2,6,12,1784,1666,13,13,3,13,12,26,1,3,34,46,30,35,1,4,0,1,0,0,1,1,2,5,32,40,3,5,0,4,0,1,1,1
050,36,025,New York,Delaware County,3,15,3158,1608,1550,1556,1496,23,15,7,3,6,18,1,2,15,16,1568,1509,26,21,14,11,13,22,2,3,1592,1525,1543,1475,23,13,5,3,6,18,0,1,15,15,1555,1487,26,18,12,11,13,22,1,2,16,25,13,21,0,2,2,0,0,0,1,1,0,1,13,22,0,3,2,0,0,0,1,1
