SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
050,36,067,New York,Onondaga County,3,12,33533,16262,17271,14047,14880,1479,1604,141,168,426,451,7,8,162,160,14186,15011,1556,1687,201,232,478,499,13,15,15761,16757,13676,14505,1378,1500,136,154,419,445,6,6,146,147,13799,14623,1444,1574,192,215,470,492,12,13,501,514,371,375,101,104,5,14,7,6,1,2,16,13,387,388,112,113,9,17,8,7,1,2
050,36,067,New York,Onondaga County,3,13,33096,16094,17002,14217,14935,1303,1445,130,135,308,336,4,4,132,147,14324,15049,1356,1516,179,199,360,378,10,14,15754,16637,13980,14657,1225,1379,117,128,301,336,2,3,129,134,14084,14759,1276,1444,166,189,352,375,8,11,340,365,237,278,78,66,13,7,7,0,2,1,3,13,240,290,80,72,13,10,8,3,2,3
050,36,067,New York,Onondaga County,3,14,28377,13672,14705,12304,13202,961,1030,107,117,214,249,4,7,82,100,12366,13279,995,1075,145,157,242,283,8,13,13428,14412,12115,12974,929,992,96,104,211,246,2,6,75,90,12170,13041,958,1031,132,142,239,278,6,12,244,293,189,228,32,38,11,13,3,3,2,1,7,10,196,238,37,44,13,15,3,5,2,1
050,36,067,New York,Onondaga County,3,15,22730,10495,12235,9566,11017,614,839,73,89,170,218,8,3,64,69,9614,11071,639,874,106,123,191,236,12,5,10347,12032,9445,10859,595,807,69,83,169,218,8,2,61,63,9490,10907,618,838,100,115,190,236,12,4,148,203,121,158,19,32,4,6,1,0,0,1,3,6,124,164,21,36,6,8,1,0,0,1
050,36,067,New York,Onondaga County,3,16,14451,6353,8098,5797,7281,353,544,45,57,127,161,4,4,27,51,5820,7322,363,566,57,86,134,173,7,5,6241,7979,5713,7188,334,525,39,54,126,161,4,3,25,48,5734,7227,342,546,51,80,133,173,7,4,112,119,84,93,19,19,6,3,1,0,0,1,2,3,86,95,21,20,6,6,1,0,0,1
050,36,067,New York,Onondaga County,3,17,9469,3919,5550,3584,4993,184,380,34,60,88,92,3,0,26,25,3605,5015,191,391,50,71,98,100,5,2,3850,5475,3529,4935,178,371,29,54,88,90,2,0,24,25,3549,4957,185,382,44,65,97,98,3,2,69,75,55,58,6,9,5,6,0,2,1,0,2,0,56,58,6,9,6,6,1,2,2,0
050,36,067,New York,Onondaga County,3,18,10490,3598,6892,3331,6423,150,322,17,37,78,75,1,3,21,32,3348,6447,159,337,27,55,84,82,3,4,3549,6798,3297,6350,142,310,13,35,77,75,1,3,19,25,3312,6368,149,320,23,50,83,82,3,4,49,94,34,73,8,12,4,2,1,0,0,0,2,7,36,79,10,17,4,5,1,0,0,0
050,36,069,New York,Ontario County,1,0,112458,55371,57087,51652,53429,1628,1522,225,189,718,865,30,26,1118,1056,52697,54397,2268,2134,460,428,1015,1147,79,60,52354,54380,49270,51313,1333,1219,136,127,692,844,10,12,913,865,50122,52107,1835,1695,313,309,972,1111,51,43,3017,2707,2382,2116,295,303,89,62,26,21,20,14,205,191,2575,2290,433,439,147,119,43,36,28,17
050,36,069,New York,Ontario County,1,1,5360,2695,2665,2359,2364,103,119,20,6,62,54,2,2,149,120,2504,2474,196,198,40,26,104,86,6,4,2421,2378,2157,2146,79,84,3,2,55,48,0,0,127,98,2281,2237,158,147,17,14,95,79,3,2,274,287,202,218,24,35,17,4,7,6,2,2,22,22,223,237,38,51,23,12,9,7,3,2
050,36,069,New York,Ontario County,1,2,6124,3152,2972,2814,2666,114,120,14,12,61,43,2,0,147,131,2955,2782,208,207,31,32,104,80,5,2,2843,2683,2578,2452,77,86,5,1,52,39,0,0,131,105,2704,2548,161,151,19,15,91,72,3,2,309,289,236,214,37,34,9,11,9,4,2,0,16,26,251,234,47,56,12,17,13,8,2,0
050,36,069,New York,Ontario County,1,3,6676,3417,3259,3085,2916,126,131,11,8,36,47,1,1,158,156,3237,3062,223,232,31,35,81,86,5,5,3128,2972,2841,2703,105,98,7,5,36,46,0,0,139,120,2974,2817,190,174,22,22,78,82,4,2,289,287,244,213,21,33,4,3,0,1,1,1,19,36,263,245,33,58,9,13,3,4,1,3
050,36,069,New York,Ontario County,1,4,7251,3684,3567,3268,3211,155,133,24,14,82,85,1,1,154,123,3409,3328,257,208,55,37,116,116,5,4,3381,3309,3056,3002,119,104,12,8,82,85,0,0,112,110,3157,3107,188,172,31,25,115,115,4,2,303,258,212,209,36,29,12,6,0,0,1,1,42,13,252,221,69,36,24,12,1,1,1,2
050,36,069,New York,Ontario County,1,5,6805,3462,3343,3090,2997,154,126,22,16,69,92,2,0,125,112,3205,3105,228,193,43,37,106,125,9,2,3216,3134,2913,2835,126,105,10,7,68,91,2,0,97,96,3004,2927,180,162,22,22,103,122,8,2,246,209,177,162,28,21,12,9,1,1,0,0,28,16,201,178,48,31,21,15,3,3,1,0
050,36,069,New York,Ontario County,1,6,6213,3229,2984,2974,2713,119,123,16,7,44,50,1,6,75,85,3042,2792,165,168,31,24,60,76,7,9,2980,2794,2777,2560,89,103,9,5,41,48,1,1,63,77,2834,2631,127,144,22,19,56,73,5,4,249,190,197,153,30,20,7,2,3,2,0,5,12,8,208,161,38,24,9,5,4,3,2,5
050,36,069,New York,Ontario County,1,7,6353,3205,3148,2937,2906,134,107,11,13,60,70,5,3,58,49,2994,2948,162,133,29,23,74,87,6,6,2946,2940,2737,2741,99,79,7,8,58,69,0,2,45,41,2781,2776,119,99,20,16,72,85,1,5,259,208,200,165,35,28,4,5,2,1,5,1,13,8,213,172,43,34,9,7,2,2,5,1
050,36,069,New York,Ontario County,1,8,6589,3272,3317,3065,3097,105,94,8,13,42,71,3,1,49,41,3111,3133,131,119,24,22,52,82,6,3,3017,3133,2855,2951,82,67,3,12,41,71,1,1,35,31,2888,2977,101,84,12,19,51,82,3,3,255,184,210,146,23,27,5,1,1,0,2,0,14,10,223,156,30,35,12,3,1,0,3,0
050,36,069,New York,Ontario County,1,9,6286,3106,3180,2881,2949,117,95,12,12,57,53,1,5,38,66,2916,3010,136,133,22,34,66,63,4,8,2886,2960,2694,2794,100,68,7,8,56,53,0,4,29,33,2721,2824,111,83,16,20,65,61,2,7,220,220,187,155,17,27,5,4,1,0,1,1,9,33,195,186,25,50,6,14,1,2,2,1
050,36,069,New York,Ontario County,1,10,6447,3229,3218,3045,3036,90,72,12,14,53,62,1,1,28,33,3071,3064,104,91,20,23,59,70,3,3,3089,3094,2929,2936,81,61,7,9,52,60,1,0,19,28,2947,2959,89,75,12,18,57,68,3,2,140,124,116,100,9,11,5,5,1,2,0,1,9,5,124,105,15,16,8,5,2,2,0,1
050,36,069,New York,Ontario County,1,11,7706,3813,3893,3645,3718,81,76,15,16,40,54,2,1,30,28,3673,3746,92,87,26,22,47,62,5,4,3681,3766,3541,3616,71,68,12,8,40,53,0,0,17,21,3556,3637,75,73,19,13,46,61,2,3,132,127,104,102,10,8,3,8,0,1,2,1,13,7,117,109,17,14,7,9,1,1,3,1
050,36,069,New York,Ontario County,1,12,8813,4274,4539,4115,4361,91,81,14,10,29,58,1,1,24,28,4133,4385,100,93,24,21,38,66,6,2,4174,4435,4026,4274,85,72,13,8,28,55,0,1,22,25,4042,4295,93,82,22,18,37,63,4,2,100,104,89,87,6,9,1,2,1,3,1,0,2,3,91,90,7,11,2,3,1,3,2,0
050,36,069,New York,Ontario County,1,13,8511,4192,4319,4033,4179,85,84,16,7,25,26,2,1,31,22,4061,4196,93,92,30,21,35,30,4,3,4095,4250,3944,4120,80,76,14,7,25,26,2,1,30,20,3971,4135,87,83,28,20,35,30,4,3,97,69,89,59,5,8,2,0,0,0,0,0,1,2,90,61,6,9,2,1,0,0,0,0
050,36,069,New York,Ontario County,1,14,7692,3709,3983,3583,3849,70,58,11,14,19,37,2,2,24,23,3602,3871,76,67,23,24,29,43,3,2,3652,3915,3537,3792,64,52,8,12,19,37,1,1,23,21,3555,3812,70,60,20,21,28,43,2,1,57,68,46,57,6,6,3,2,0,0,1,1,1,2,47,59,6,7,3,3,1,0,1,1
050,36,069,New York,Ontario County,1,15,6391,3058,3333,3002,3250,27,33,7,7,12,27,1,0,9,16,3009,3262,32,38,10,17,14,31,2,1,3025,3296,2971,3219,26,27,7,7,12,27,0,0,9,16,2978,3231,31,32,10,17,14,31,1,1,33,37,31,31,1,6,0,0,0,0,1,0,0,0,31,31,1,6,0,0,0,0,1,0
050,36,069,New York,Ontario County,1,16,4143,1925,2218,1867,2151,31,32,4,8,13,17,2,1,8,9,1875,2160,35,34,7,12,14,20,2,1,1902,2205,1848,2139,30,31,4,8,13,17,1,1,6,9,1854,2148,32,33,7,12,14,20,1,1,23,13,19,12,1,1,0,0,0,0,1,0,2,0,21,12,3,1,0,0,0,0,1,0
050,36,069,New York,Ontario County,1,17,2542,1077,1465,1043,1420,13,18,6,7,7,14,1,0,7,6,1050,1425,15,19,11,10,8,17,1,0,1062,1445,1030,1400,11,18,6,7,7,14,1,0,7,6,1037,1405,13,19,11,10,8,17,1,0,15,20,13,20,2,0,0,0,0,0,0,0,0,0,13,20,2,0,0,0,0,0,0,0
050,36,069,New York,Ontario County,1,18,2556,872,1684,846,1646,13,20,2,5,7,5,0,0,4,8,850,1654,15,22,3,8,8,7,0,1,856,1671,836,1633,9,20,2,5,7,5,0,0,2,8,838,1641,10,22,3,8,7,7,0,1,16,13,10,13,4,0,0,0,0,0,0,0,2,0,12,13,5,0,0,0,1,0,0,0
050,36,069,New York,Ontario County,2,0,112475,55384,57091,51642,53413,1644,1532,227,189,714,866,29,26,1128,1065,52678,54396,2265,2143,454,398,1043,1162,85,75,52359,54373,49252,51284,1348,1227,135,128,689,845,10,12,925,877,50100,52090,1831,1700,302,287,1008,1127,54,58,3025,2718,2390,2129,296,305,92,61,25,21,19,14,203,188,2578,2306,434,443,152,111,35,35,31,17
050,36,069,New York,Ontario County,2,1,5367,2715,2652,2365,2354,111,119,19,6,59,51,2,2,159,120,2517,2470,206,187,40,22,107,88,5,6,2437,2371,2159,2139,85,87,3,2,53,45,0,0,137,98,2291,2234,165,141,18,12,99,79,2,4,278,281,206,215,26,32,16,4,6,6,2,2,22,22,226,236,41,46,22,10,8,9,3,2
050,36,069,New York,Ontario County,2,2,6125,3148,2977,2810,2666,117,124,12,11,61,44,2,0,146,132,2950,2789,202,209,31,27,106,83,6,3,2840,2682,2577,2447,79,88,4,1,52,40,0,0,128,106,2700,2546,152,152,20,10,95,77,2,3,308,295,233,219,38,36,8,10,9,4,2,0,18,26,250,243,50,57,11,17,11,6,4,0
050,36,069,New York,Ontario County,2,3,6639,3404,3235,3071,2894,127,130,10,8,35,46,1,1,160,156,3221,3045,219,225,34,31,83,86,8,6,3118,2949,2829,2681,105,98,7,5,35,45,0,0,142,120,2963,2797,184,167,26,20,82,82,6,4,286,286,242,213,22,32,3,3,0,1,1,1,18,36,258,248,35,58,8,11,1,4,2,2
050,36,069,New York,Ontario County,2,4,7200,3647,3553,3240,3195,153,134,23,14,79,85,1,1,151,124,3378,3309,247,209,49,35,119,123,7,5,3344,3294,3026,2986,118,104,10,8,79,85,0,0,111,111,3127,3088,184,168,24,25,117,123,4,4,303,259,214,209,35,30,13,6,0,0,1,1,40,13,251,221,63,41,25,10,2,0,3,1
050,36,069,New York,Ontario County,2,5,6806,3468,3338,3089,2992,151,122,25,16,71,93,2,0,130,115,3206,3099,232,192,48,37,106,127,11,4,3215,3125,2908,2826,124,101,11,7,70,92,2,0,100,99,2997,2919,182,158,27,22,104,125,9,4,253,213,181,166,27,21,14,9,1,1,0,0,30,16,209,180,50,34,21,15,2,2,2,0
050,36,069,New York,Ontario County,2,6,6191,3216,2975,2965,2702,119,124,15,7,43,50,1,6,73,86,3033,2781,159,172,29,23,65,75,3,11,2974,2789,2770,2551,92,105,9,5,40,48,1,1,62,79,2828,2623,125,149,19,19,61,72,3,6,242,186,195,151,27,19,6,2,3,2,0,5,11,7,205,158,34,23,10,4,4,3,0,5
050,36,069,New York,Ontario County,2,7,6357,3209,3148,2944,2903,135,110,14,13,57,68,4,3,55,51,2994,2951,161,139,27,22,73,83,9,4,2952,2940,2745,2738,100,81,8,8,55,67,0,2,44,44,2785,2779,118,104,18,16,71,82,4,3,257,208,199,165,35,29,6,5,2,1,4,1,11,7,209,172,43,35,9,6,2,1,5,1
050,36,069,New York,Ontario County,2,8,6624,3293,3331,3081,3109,107,94,8,12,44,73,3,1,50,42,3128,3148,130,117,22,19,56,85,7,4,3040,3148,2873,2963,84,67,3,11,43,73,1,1,36,33,2906,2993,100,84,12,16,55,84,3,4,253,183,208,146,23,27,5,1,1,0,2,0,14,9,222,155,30,33,10,3,1,1,4,0
050,36,069,New York,Ontario County,2,9,6330,3134,3196,2908,2967,117,95,13,12,58,53,1,5,37,64,2942,3024,134,132,26,30,68,65,2,9,2906,2976,2714,2811,100,68,7,8,57,53,0,4,28,32,2739,2840,113,83,15,16,67,63,1,6,228,220,194,156,17,27,6,4,1,0,1,1,9,32,203,184,21,49,11,14,1,2,1,3
050,36,069,New York,Ontario County,2,10,6349,3174,3175,2992,2995,88,71,13,15,53,61,1,1,27,32,3015,3020,102,89,17,24,63,72,4,2,3037,3051,2877,2894,80,60,7,10,52,59,1,0,20,28,2894,2915,90,75,8,18,61,70,4,1,137,124,115,101,8,11,6,5,1,2,0,1,7,4,121,105,12,14,9,6,2,2,0,1
050,36,069,New York,Ontario County,2,11,7667,3803,3864,3629,3687,85,76,16,15,40,56,2,1,31,29,3654,3713,102,92,25,22,48,61,5,5,3670,3733,3527,3584,74,67,13,7,40,55,0,0,16,20,3539,3601,79,75,18,13,48,60,2,4,133,131,102,103,11,9,3,8,0,1,2,1,15,9,115,112,23,17,7,9,0,1,3,1
050,36,069,New York,Ontario County,2,12,8799,4254,4545,4092,4361,92,83,16,10,30,60,1,1,23,30,4113,4389,100,97,24,21,37,67,4,2,4151,4439,4002,4273,84,73,15,8,29,57,0,1,21,27,4021,4298,91,86,22,18,36,63,3,2,103,106,90,88,8,10,1,2,1,3,1,0,2,3,92,91,9,11,2,3,1,4,1,0
050,36,069,New York,Ontario County,2,13,8537,4199,4338,4038,4196,85,85,16,9,25,25,2,1,33,22,4066,4216,95,93,29,17,38,32,4,2,4101,4266,3949,4135,79,76,14,9,25,25,2,1,32,20,3976,4153,88,82,27,17,38,32,4,2,98,72,89,61,6,9,2,0,0,0,0,0,1,2,90,63,7,11,2,0,0,0,0,0
050,36,069,New York,Ontario County,2,14,7729,3734,3995,3608,3859,72,62,8,13,20,37,2,2,24,22,3625,3877,81,71,16,22,30,42,6,5,3674,3926,3558,3801,67,56,5,11,20,37,1,1,23,20,3574,3817,75,64,13,19,30,42,5,4,60,69,50,58,5,6,3,2,0,0,1,1,1,2,51,60,6,7,3,3,0,0,1,1
050,36,069,New York,Ontario County,2,15,6461,3078,3383,3019,3297,29,34,7,7,12,28,1,0,10,17,3027,3310,32,42,15,15,14,31,1,2,3046,3345,2989,3265,28,28,7,7,12,28,0,0,10,17,2997,3278,31,36,15,15,14,31,0,2,32,38,30,32,1,6,0,0,0,0,1,0,0,0,30,32,1,6,0,0,0,0,1,0
050,36,069,New York,Ontario County,2,16,4200,1955,2245,1897,2179,30,32,4,8,13,16,2,1,9,9,1905,2186,33,35,10,11,14,19,2,3,1930,2231,1876,2166,29,31,4,8,13,16,1,1,7,9,1882,2173,32,34,8,11,14,19,1,3,25,14,21,13,1,1,0,0,0,0,1,0,2,0,23,13,1,1,2,0,0,0,1,0
050,36,069,New York,Ontario County,2,17,2538,1078,1460,1044,1417,15,16,6,7,6,14,1,0,6,6,1050,1423,16,16,9,10,8,16,1,1,1066,1441,1034,1398,13,16,6,7,6,14,1,0,6,6,1040,1404,14,16,9,10,8,16,1,1,12,19,10,19,2,0,0,0,0,0,0,0,0,0,10,19,2,0,0,0,0,0,0,0
050,36,069,New York,Ontario County,2,18,2556,875,1681,850,1640,11,21,2,6,8,6,0,0,4,8,854,1646,14,26,3,10,8,7,0,1,858,1667,839,1626,7,21,2,6,8,6,0,0,2,8,841,1632,8,26,3,10,8,7,0,1,17,14,11,14,4,0,0,0,0,0,0,0,2,0,13,14,6,0,0,0,0,0,0,0
050,36,069,New York,Ontario County,3,0,112508,55321,57187,51412,53391,1736,1587,231,189,727,876,32,28,1183,1116,52487,54413,2396,2220,477,410,1085,1200,78,74,52237,54372,49000,51199,1416,1268,133,124,702,855,11,13,975,913,49880,52027,1930,1762,321,290,1045,1162,52,53,3084,2815,2412,2192,320,319,98,65,25,21,21,15,208,203,2607,2386,466,458,156,120,40,38,26,21
050,36,069,New York,Ontario County,3,1,5178,2591,2587,2224,2287,115,125,20,10,53,44,3,3,176,118,2391,2396,220,196,43,25,110,83,8,5,2325,2289,2030,2060,85,91,3,3,49,38,0,0,158,97,2180,2151,177,148,22,13,104,73,4,1,266,298,194,227,30,34,17,7,4,6,3,3,18,21,211,245,43,48,21,12,6,10,4,4
050,36,069,New York,Ontario County,3,2,6126,3095,3031,2761,2699,117,138,16,11,59,45,1,0,141,138,2896,2830,201,222,33,34,102,83,4,1,2776,2709,2521,2456,84,97,3,1,48,42,0,0,120,113,2635,2562,154,166,15,17,90,77,2,1,319,322,240,243,33,41,13,10,11,3,1,0,21,25,261,268,47,56,18,17,12,6,2,0
050,36,069,New York,Ontario County,3,3,6573,3386,3187,3022,2851,139,129,11,6,43,40,2,0,169,161,3180,3004,239,230,38,28,95,84,6,5,3103,2895,2790,2637,110,98,8,2,43,37,0,0,152,121,2933,2751,198,172,29,15,93,77,4,2,283,292,232,214,29,31,3,4,0,3,2,0,17,40,247,253,41,58,9,13,2,7,2,3
050,36,069,New York,Ontario County,3,4,7007,3532,3475,3143,3114,154,140,15,13,71,81,1,2,148,125,3277,3228,244,219,41,31,113,116,7,7,3225,3218,2916,2917,123,104,5,7,70,81,0,0,111,109,3018,3015,187,169,20,22,107,116,5,5,307,257,227,197,31,36,10,6,1,0,1,2,37,16,259,213,57,50,21,9,6,0,2,2
050,36,069,New York,Ontario County,3,5,6921,3510,3411,3098,3036,161,143,31,13,84,96,3,1,133,122,3218,3155,246,210,52,34,123,133,7,7,3235,3177,2910,2854,128,118,13,6,83,95,3,1,98,103,2997,2955,187,173,26,21,119,129,7,6,275,234,188,182,33,25,18,7,1,1,0,0,35,19,221,200,59,37,26,13,4,4,0,1
050,36,069,New York,Ontario County,3,6,6190,3173,3017,2901,2734,130,120,11,9,41,56,1,6,89,92,2980,2816,180,168,31,27,69,85,4,13,2939,2831,2717,2580,101,103,8,6,39,54,0,1,74,87,2782,2657,142,149,22,22,66,82,3,8,234,186,184,154,29,17,3,3,2,2,1,5,15,5,198,159,38,19,9,5,3,3,1,5
050,36,069,New York,Ontario County,3,7,6386,3260,3126,2984,2875,150,114,15,12,54,63,5,2,52,60,3029,2929,175,149,28,22,72,82,8,4,3010,2918,2792,2709,115,87,7,7,51,62,1,1,44,52,2829,2755,134,116,18,15,69,81,4,3,250,208,192,166,35,27,8,5,3,1,4,1,8,8,200,174,41,33,10,7,3,1,4,1
050,36,069,New York,Ontario County,3,8,6779,3374,3405,3138,3168,123,95,10,12,46,83,1,2,56,45,3190,3211,150,117,24,21,64,96,3,5,3112,3219,2927,3022,94,69,6,8,45,83,0,2,40,35,2964,3056,109,84,15,14,63,95,2,5,262,186,211,146,29,26,4,4,1,0,1,0,16,10,226,155,41,33,9,7,1,1,1,0
050,36,069,New York,Ontario County,3,9,6497,3237,3260,3000,3019,121,102,13,14,61,58,3,4,39,63,3035,3074,139,141,25,30,73,72,4,6,2988,3043,2787,2867,105,72,6,11,60,58,1,4,29,31,2812,2891,119,89,13,17,72,72,1,5,249,217,213,152,16,30,7,3,1,0,2,0,10,32,223,183,20,52,12,13,1,0,3,1
050,36,069,New York,Ontario County,3,10,6012,3004,3008,2816,2832,91,68,13,13,59,58,0,1,25,36,2836,2866,104,86,21,21,66,69,2,2,2854,2877,2688,2725,80,59,6,8,58,57,0,0,22,28,2705,2752,90,71,14,13,65,68,2,1,150,131,128,107,11,9,7,5,1,1,0,1,3,8,131,114,14,15,7,8,1,1,0,1
050,36,069,New York,Ontario County,3,11,7555,3776,3779,3580,3603,95,69,18,14,39,58,2,2,42,33,3617,3630,118,88,31,23,47,69,5,2,3648,3649,3490,3501,81,58,15,8,39,57,1,0,22,25,3508,3520,90,71,23,15,46,68,3,0,128,130,90,102,14,11,3,6,0,1,1,2,20,8,109,110,28,17,8,8,1,1,2,2
050,36,069,New York,Ontario County,3,12,8560,4120,4440,3958,4249,93,85,14,9,32,64,2,1,21,32,3975,4277,100,99,21,20,39,73,7,3,4020,4328,3870,4160,85,73,14,6,32,61,0,1,19,27,3885,4183,91,83,20,16,39,70,5,3,100,112,88,89,8,12,0,3,0,3,2,0,2,5,90,94,9,16,1,4,0,3,2,0
050,36,069,New York,Ontario County,3,13,8589,4228,4361,4067,4211,86,83,17,11,22,30,2,1,34,25,4099,4232,95,93,29,21,35,36,4,4,4128,4279,3977,4142,79,74,15,11,22,30,2,1,33,21,4008,4160,87,81,27,20,35,35,4,4,100,82,90,69,7,9,2,0,0,0,0,0,1,4,91,72,8,12,2,1,0,1,0,0
050,36,069,New York,Ontario County,3,14,7844,3800,4044,3668,3904,74,69,10,13,21,35,2,1,25,22,3685,3920,83,76,23,23,31,42,3,5,3728,3977,3606,3847,69,64,7,11,21,35,1,0,24,20,3622,3861,77,70,20,20,31,42,2,4,72,67,62,57,5,5,3,2,0,0,1,1,1,2,63,59,6,6,3,3,0,0,1,1
050,36,069,New York,Ontario County,3,15,6785,3213,3572,3144,3479,34,34,7,7,16,30,1,1,11,21,3152,3496,40,43,15,17,17,36,1,3,3181,3529,3116,3441,31,29,7,7,16,30,0,1,11,21,3124,3458,37,38,15,17,17,36,0,3,32,43,28,38,3,5,0,0,0,0,1,0,0,0,28,38,3,5,0,0,0,0,1,0
050,36,069,New York,Ontario County,3,16,4373,2043,2330,1995,2264,21,34,3,8,11,16,2,0,11,8,2005,2271,25,37,7,12,13,17,4,1,2013,2316,1969,2251,20,33,3,8,11,16,1,0,9,8,1977,2258,22,36,7,12,13,17,3,1,30,14,26,13,1,1,0,0,0,0,1,0,2,0,28,13,3,1,0,0,0,0,1,0
050,36,069,New York,Ontario County,3,17,2548,1081,1467,1040,1423,22,16,4,8,8,11,1,1,6,8,1045,1430,24,20,9,12,9,13,1,1,1077,1451,1037,1407,21,16,4,8,8,11,1,1,6,8,1042,1414,23,20,9,12,9,13,1,1,4,16,3,16,1,0,0,0,0,0,0,0,0,0,3,16,1,0,0,0,0,0,0,0
050,36,069,New York,Ontario County,3,18,2585,898,1687,873,1643,10,23,3,6,7,8,0,0,5,7,877,1648,13,26,6,9,7,11,0,0,875,1667,857,1623,5,23,3,6,7,8,0,0,3,7,859,1628,6,26,6,9,7,11,0,0,23,20,16,20,5,0,0,0,0,0,0,0,2,0,18,20,7,0,0,0,0,0,0,0
050,36,071,New York,Orange County,1,0,401310,202227,199083,160566,158355,27315,26449,1854,1748,5934,6138,250,228,6308,6165,166226,163851,31439,30606,3427,3361,7545,7638,436,388,157994,155632,125947,124343,21669,20832,479,509,5547,5757,69,58,4283,4133,129742,127969,24269,23432,1391,1471,6992,7087,196,170,44233,43451,34619,34012,5646,5617,1375,1239,387,381,181,170,2025,2032,36484,35882,7170,7174,2036,1890,553,551,240,218
050,36,071,New York,Orange County,1,1,26800,13728,13072,10490,10016,1886,1767,143,150,382,349,36,28,791,762,11231,10731,2428,2294,281,292,588,550,53,37,10001,9436,7858,7463,1223,1137,22,20,326,290,10,6,562,520,8389,7953,1589,1477,94,87,508,461,22,13,3727,3636,2632,2553,663,630,121,130,56,59,26,22,229,242,2842,2778,839,817,187,205,80,89,31,24
050,36,071,New York,Orange County,1,2,27719,14168,13551,10944,10427,1824,1790,104,115,400,378,26,25,870,816,11750,11187,2432,2360,259,268,622,588,37,33,10362,9875,8093,7692,1265,1240,17,21,361,326,9,4,617,592,8666,8243,1672,1630,104,109,556,513,16,9,3806,3676,2851,2735,559,550,87,94,39,52,17,21,253,224,3084,2944,760,730,155,159,66,75,21,24
050,36,071,New York,Orange County,1,3,30475,15695,14780,12118,11485,2140,1960,151,141,424,386,16,13,846,795,12896,12212,2725,2526,313,304,637,580,33,27,11454,10618,8850,8313,1599,1390,31,38,384,346,1,2,589,529,9389,8797,1987,1745,117,124,574,516,11,9,4241,4162,3268,3172,541,570,120,103,40,40,15,11,257,266,3507,3415,738,781,196,180,63,64,22,18
050,36,071,New York,Orange County,1,4,30502,16173,14329,12570,11065,2182,2021,138,141,486,424,21,19,776,659,13281,11670,2706,2479,300,284,693,585,36,28,12081,10450,9367,8056,1710,1525,31,20,432,392,7,4,534,453,9855,8467,2043,1824,119,103,620,535,17,11,4092,3879,3203,3009,472,496,107,121,54,32,14,15,242,206,3426,3203,663,655,181,181,73,50,19,17
050,36,071,New York,Orange County,1,5,28911,16269,12642,12657,9640,2200,1912,140,156,548,384,26,17,698,533,13291,10124,2648,2272,300,269,748,524,47,28,12596,9400,9806,7130,1739,1509,43,32,511,353,11,6,486,370,10240,7462,2026,1746,129,96,690,477,29,13,3673,3242,2851,2510,461,403,97,124,37,31,15,11,212,163,3051,2662,622,526,171,173,58,47,18,15
050,36,071,New York,Orange County,1,6,23961,12464,11497,9416,8873,2117,1740,142,116,353,358,9,20,427,390,9802,9224,2395,2003,260,219,446,451,19,33,9381,8576,7058,6528,1673,1405,34,35,336,338,3,4,277,266,7304,6767,1847,1574,96,94,419,423,10,12,3083,2921,2358,2345,444,335,108,81,17,20,6,16,150,124,2498,2457,548,429,164,125,27,28,9,21
050,36,071,New York,Orange County,1,7,23246,11784,11462,8993,8802,1967,1723,143,127,377,442,20,18,284,350,9251,9113,2141,1953,229,220,447,526,26,31,8744,8740,6604,6720,1565,1336,35,46,355,418,4,7,181,213,6766,6906,1668,1465,80,92,417,490,9,17,3040,2722,2389,2082,402,387,108,81,22,24,16,11,103,137,2485,2207,473,488,149,128,30,36,17,14
050,36,071,New York,Orange County,1,8,24364,12178,12186,9385,9350,1924,1828,144,140,441,502,13,13,271,353,9623,9658,2096,2064,222,248,504,580,28,26,8958,8980,6857,6834,1501,1403,21,45,414,487,2,4,163,207,6996,7009,1595,1526,60,99,470,557,12,15,3220,3206,2528,2516,423,425,123,95,27,15,11,9,108,146,2627,2649,501,538,162,149,34,23,16,11
