"iso3c","date","deaths","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","population","cmr","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"USA",2017 Jan,5214,,,,,,,103728431,5,,,,,,
"USA",2017 Feb,4777,,,,,,,103696987,4.6,,,,,,
"USA",2017 Mar,5473,,,,,,,103664816,5.3,,,,,,
"USA",2017 Apr,5286,,,,,,,103631736,5.1,,,,,,
"USA",2017 May,5644,,,,,,,103598082,5.4,,,,,,
"USA",2017 Jun,5589,,,,,,,103565068,5.4,,,,,,
"USA",2017 Jul,5512,,,,,,,103531841,5.3,,,,,,
"USA",2017 Aug,5389,,,,,,,103497858,5.2,,,,,,
"USA",2017 Sep,5250,,,,,,,103464811,5.1,,,,,,
"USA",2017 Oct,5325,,,,,,,103431371,5.1,,,,,,
"USA",2017 Nov,5178,,,,,,,103398143,5,,,,,,
"USA",2017 Dec,5307,,,,,,,103365129,5.1,,,,,,
"USA",2018 Jan,5458,,,,,,,103328899,5.3,,,,,,
"USA",2018 Feb,4702,,,,,,,103292128,4.6,,,,,,
"USA",2018 Mar,5155,,,,,,,103255237,5,,,,,,
"USA",2018 Apr,4888,,,,,,,103216847,4.7,,,,,,
"USA",2018 May,5381,,,,,,,103178458,5.2,,,,,,
"USA",2018 Jun,5132,,,,,,,103140437,5,,,,,,
"USA",2018 Jul,5430,,,,,,,103101962,5.3,,,,,,
"USA",2018 Aug,5124,,,,,,,103063148,5,,,,,,
"USA",2018 Sep,5105,,,,,,,103025089,5,,,,,,
"USA",2018 Oct,5221,,,,,,,102986369,5.1,,,,,,
"USA",2018 Nov,4848,,,,,,,102948386,4.7,,,,,,
"USA",2018 Dec,4840,,,,,,,102910157,4.7,,,,,,
"USA",2019 Jan,4862,,,,,,,102929896,4.7,,,,,,
"USA",2019 Feb,4479,,,,,,,103032837,4.3,,,,,,
"USA",2019 Mar,4987,,,,,,,103136363,4.8,,,,,,
"USA",2019 Apr,4886,,,,,,,103245377,4.7,,,,,,
"USA",2019 May,5226,,,,,,,103352530,5.1,,,,,,
"USA",2019 Jun,5229,,,,,,,103459684,5.1,,,,,,
"USA",2019 Jul,5338,,,,,,,103568698,5.2,,,,,,
"USA",2019 Aug,5093,,,,,,,103677181,4.9,,,,,,
"USA",2019 Sep,4969,,,,,,,103785265,4.8,,,,,,
"USA",2019 Oct,5020,,,,,,,103893349,4.8,,,,,,
"USA",2019 Nov,4924,,,,,,,104000396,4.7,,,,,,
"USA",2019 Dec,5220,,,,,,,104108719,5,,,,,,
"USA",2020 Jan,5185,,,,,,,104153685,5,,,,,,
"USA",2020 Feb,4836,,,,,,,104104883,4.6,,,,,,
"USA",2020 Mar,5075,,,,,,,104054057,4.9,,,,,,
"USA",2020 Apr,5067,,,,,,,104002665,4.9,,,,,,
"USA",2020 May,5490,,,,,,,103951603,5.3,,,,,,
"USA",2020 Jun,5814,,,,,,,103899551,5.6,,,,,,
"USA",2020 Jul,6063,,,,,,,103848387,5.8,,,,,,
"USA",2020 Aug,5735,,,,,,,103796208,5.5,,,,,,
"USA",2020 Sep,5508,,,,,,,103744486,5.3,,,,,,
"USA",2020 Oct,5438,,,,,,,103693373,5.2,,,,,,
"USA",2020 Nov,5303,,,,,,,103641765,5.1,,,,,,
"USA",2020 Dec,5342,,,,,,,103590157,5.2,,,,,,
"USA",2021 Jan,5462,,,,,,,103557389,5.3,,,,,,
"USA",2021 Feb,4873,,,,,,,103553044,4.7,,,,,,
