"iso3c","date","deaths","population","cmr","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"ALB",2015 Q1,62,343759,18,77,61,92,-15,1,-30,22.29,17.74,26.84,-4.29,0.26,-8.84
"ALB",2015 Q2,74,344529,21.6,68,52,84,6,22,-10,19.77,15.22,24.32,1.83,6.38,-2.72
"ALB",2015 Q3,72,345307,20.8,76,60,92,-4,12,-20,21.93,17.38,26.48,-1.13,3.42,-5.68
"ALB",2015 Q4,74,346090,21.4,69,53,85,5,21,-11,19.93,15.38,24.48,1.47,6.02,-3.08
"ALB",2016 Q1,84,347356,24.1,75,60,91,9,24,-7,21.55,17.13,25.96,2.55,6.97,-1.86
"ALB",2016 Q2,68,349115,19.4,66,51,82,2,17,-14,19.03,14.61,23.44,0.37,4.79,-4.04
"ALB",2016 Q3,78,350884,22.3,74,59,90,4,19,-12,21.19,16.77,25.6,1.11,5.53,-3.3
"ALB",2016 Q4,64,352663,18.2,67,52,83,-3,12,-19,19.19,14.77,23.6,-0.99,3.43,-5.4
"ALB",2017 Q1,78,354259,22.1,74,59,89,4,19,-11,20.8,16.43,25.17,1.3,5.67,-3.07
"ALB",2017 Q2,60,355675,16.9,65,50,80,-5,10,-20,18.28,13.91,22.65,-1.38,2.99,-5.75
"ALB",2017 Q3,72,357108,20.1,73,58,88,-1,14,-16,20.44,16.07,24.81,-0.34,4.03,-4.71
"ALB",2017 Q4,66,358548,18.5,66,51,81,0,15,-15,18.44,14.07,22.81,0.06,4.43,-4.31
"ALB",2018 Q1,81,360194,22.4,72,57,88,9,24,-7,20.06,15.64,24.47,2.34,6.76,-2.07
"ALB",2018 Q2,56,362061,15.4,64,48,79,-8,8,-23,17.54,13.12,21.95,-2.14,2.28,-6.55
"ALB",2018 Q3,77,363949,21.3,72,56,87,5,21,-10,19.7,15.28,24.11,1.6,6.02,-2.81
"ALB",2018 Q4,58,365848,15.9,65,49,80,-7,9,-22,17.7,13.28,22.11,-1.8,2.62,-6.21
"ALB",2019 Q1,64,367820,17.4,71,55,87,-7,9,-23,19.31,14.76,23.86,-1.91,2.64,-6.46
"ALB",2019 Q2,67,369879,18.1,62,46,78,5,21,-11,16.79,12.24,21.34,1.31,5.86,-3.24
"ALB",2019 Q3,66,371961,17.7,70,54,86,-4,12,-20,18.95,14.4,23.5,-1.25,3.3,-5.8
"ALB",2019 Q4,68,374055,18.2,63,47,79,5,21,-11,16.95,12.4,21.5,1.25,5.8,-3.3
"ALB",2020 Q1,81,376330,21.6,70,53,86,11,28,-5,18.57,13.8,23.33,3.03,7.8,-1.73
"ALB",2020 Q2,68,378791,18,61,44,77,7,24,-9,16.05,11.28,20.81,1.95,6.72,-2.81
"ALB",2020 Q3,89,381265,23.3,69,52,85,20,37,4,18.21,13.44,22.97,5.09,9.86,0.33
"ALB",2020 Q4,80,383753,21,62,45,78,18,35,2,16.21,11.44,20.97,4.79,9.56,0.03
"ALB",2021 Q1,77,385337,20,68,51,86,9,26,-9,17.82,12.77,22.87,2.18,7.23,-2.87
"ALB",2021 Q2,61,386001,15.9,59,42,77,2,19,-16,15.3,10.25,20.35,0.6,5.65,-4.45
"AND",2010 Q2,0,15572,0,,,,,,,,,,,,
"AND",2010 Q3,0,15187,0,,,,,,,,,,,,
"AND",2010 Q4,0,14800,0,,,,,,,,,,,,
"AND",2011 Q1,1,14605,6.8,,,,,,,,,,,,
"AND",2011 Q2,1,14605,6.8,,,,,,,,,,,,
"AND",2011 Q3,2,14605,13.7,,,,,,,,,,,,
"AND",2011 Q4,3,14605,20.5,,,,,,,,,,,,
"AND",2012 Q1,1,14531,6.9,,,,,,,,,,,,
"AND",2012 Q2,0,14381,0,,,,,,,,,,,,
"AND",2012 Q3,3,14231,21.1,,,,,,,,,,,,
"AND",2012 Q4,1,14079,7.1,,,,,,,,,,,,
"AND",2013 Q1,3,13949,21.5,,,,,,,,,,,,
"AND",2013 Q2,2,13838,14.5,,,,,,,,,,,,
"AND",2013 Q3,3,13727,21.9,,,,,,,,,,,,
"AND",2013 Q4,1,13615,7.4,,,,,,,,,,,,
"AND",2014 Q1,1,13504,7.4,1,-2,5,0,3,-4,9.4,-16.13,34.93,-2,23.53,-27.53
"AND",2014 Q2,1,13393,7.5,1,-2,4,0,3,-3,7.44,-18.09,32.97,0.06,25.59,-25.47
"AND",2014 Q3,0,13282,0,0,-3,4,0,3,-4,1.22,-24.31,26.75,-1.22,24.31,-26.75
"AND",2014 Q4,1,13169,7.6,2,-2,5,-1,3,-4,13.42,-12.11,38.95,-5.82,19.71,-31.35
"AND",2015 Q1,1,13058,7.7,2,-2,5,-1,3,-4,11.78,-13,36.56,-4.08,20.7,-28.86
"AND",2015 Q2,1,12948,9.9,1,-2,4,0,3,-3,9.82,-14.96,34.6,0.08,24.86,-24.7
"AND",2015 Q3,2,12837,13.4,1,-3,4,1,5,-2,3.6,-21.18,28.38,9.8,34.58,-14.98
"AND",2015 Q4,3,12724,23.5,2,-1,5,1,4,-2,15.8,-8.98,40.58,7.7,32.48,-17.08
"AND",2016 Q1,0,12613,0,2,-1,5,-2,1,-5,14.16,-10.37,38.69,-14.16,10.37,-38.69
"AND",2016 Q2,2,12502,16,1,-2,4,1,4,-2,12.2,-12.33,36.73,3.8,28.33,-20.73
"AND",2016 Q3,1,12390,8.1,1,-2,4,0,3,-3,5.98,-18.55,30.51,2.12,26.65,-22.41
"AND",2016 Q4,0,12278,0,2,-1,5,-2,1,-5,18.18,-6.35,42.71,-18.18,6.35,-42.71
"AND",2017 Q1,5,12167,38.7,2,-1,5,3,6,0,16.54,-8.24,41.32,22.16,46.94,-2.62
"AND",2017 Q2,2,12057,19,2,-1,5,0,3,-3,14.58,-10.2,39.36,4.42,29.2,-20.36
"AND",2017 Q3,1,11945,8.4,1,-2,4,0,3,-3,8.36,-16.42,33.14,0.04,24.82,-24.74
"AND",2017 Q4,5,11833,42.2,2,-1,6,3,6,-1,20.56,-4.22,45.34,21.64,46.42,-3.14
"AND",2018 Q1,2,11722,17,2,-1,6,0,3,-4,18.92,-6.61,44.45,-1.92,23.61,-27.45
"AND",2018 Q2,1,11611,8.6,2,-1,5,-1,2,-4,16.96,-8.57,42.49,-8.36,17.17,-33.89
"AND",2018 Q3,0,11500,0,1,-2,5,-1,2,-5,10.74,-14.79,36.27,-10.74,14.79,-36.27
"AND",2018 Q4,2,11388,17.6,3,-1,6,-1,3,-4,22.94,-2.59,48.47,-5.34,20.19,-30.87
"ARM",2015 Q1,110,452846,24.3,106,84,128,4,26,-18,23.32,18.76,27.89,0.98,5.54,-3.59
"ARM",2015 Q2,99,455884,21.8,114,92,136,-15,7,-37,24.84,20.28,29.41,-3.04,1.52,-7.61
"ARM",2015 Q3,126,458956,27.5,117,95,139,9,31,-13,25.36,20.8,29.93,2.14,6.7,-2.43
"ARM",2015 Q4,124,462045,26.8,115,93,136,9,31,-12,24.72,20.16,29.29,2.08,6.64,-2.49
"ARM",2016 Q1,103,465038,22.2,102,81,124,1,22,-21,22.16,17.73,26.59,0.04,4.47,-4.39
"ARM",2016 Q2,103,467935,22,111,90,132,-8,13,-29,23.68,19.25,28.11,-1.68,2.75,-6.11
"ARM",2016 Q3,115,470848,24.4,113,92,135,2,23,-20,24.2,19.77,28.63,0.2,4.63,-4.23
"ARM",2016 Q4,114,473777,24,111,90,132,3,24,-18,23.56,19.13,27.99,0.44,4.87,-3.99
"ARM",2017 Q1,96,476459,20.2,99,78,120,-3,18,-24,21,16.61,25.39,-0.8,3.59,-5.19
"ARM",2017 Q2,109,478905,22.7,108,87,129,1,22,-20,22.52,18.13,26.91,0.18,4.57,-4.21
"ARM",2017 Q3,101,481377,21,110,89,131,-9,12,-30,23.04,18.65,27.43,-2.04,2.35,-6.43
"ARM",2017 Q4,91,483863,18.8,108,87,129,-17,4,-38,22.4,18.01,26.79,-3.6,0.79,-7.99
"ARM",2018 Q1,103,486202,21.3,96,75,117,7,28,-14,19.84,15.41,24.27,1.46,5.89,-2.97
"ARM",2018 Q2,117,488405,24,104,83,126,13,34,-9,21.36,16.93,25.79,2.64,7.07,-1.79
"ARM",2018 Q3,111,490632,22.7,107,86,128,4,25,-17,21.88,17.45,26.31,0.82,5.25,-3.61
"ARM",2018 Q4,115,492871,23.3,105,84,126,10,31,-11,21.24,16.81,25.67,2.06,6.49,-2.37
"ARM",2019 Q1,84,494917,17,93,71,114,-9,13,-30,18.67,14.11,23.24,-1.67,2.89,-6.24
"ARM",2019 Q2,110,496777,22.1,101,79,123,9,31,-13,20.2,15.63,24.76,1.91,6.47,-2.66
"ARM",2019 Q3,98,498656,19.6,104,82,125,-6,16,-27,20.72,16.15,25.28,-1.11,3.45,-5.68
"ARM",2019 Q4,96,500547,19.1,101,80,123,-5,16,-27,20.07,15.51,24.64,-0.97,3.59,-5.54
"ARM",2020 Q1,96,502893,19.1,89,67,112,7,29,-16,17.51,12.73,22.29,1.59,6.37,-3.19
"ARM",2020 Q2,95,505707,18.8,98,75,121,-3,20,-26,19.03,14.25,23.81,-0.23,4.55,-5.01
"ARM",2020 Q3,115,508536,22.6,100,78,123,15,37,-8,19.55,14.77,24.33,3.05,7.83,-1.73
"ARM",2020 Q4,523,511380,102.2,98,75,121,425,448,402,18.91,14.13,23.69,83.29,88.07,78.51
"AUT",2000 Q2,312,1382343,22.6,,,,,,,,,,,,
"AUT",2000 Q3,289,1380746,20.9,,,,,,,,,,,,
"AUT",2000 Q4,298,1379140,21.6,,,,,,,,,,,,
"AUT",2001 Q1,281,1377081,20.4,,,,,,,,,,,,
"AUT",2001 Q2,304,1374546,22.1,,,,,,,,,,,,
"AUT",2001 Q3,316,1371982,23,,,,,,,,,,,,
"AUT",2001 Q4,281,1369405,20.5,,,,,,,,,,,,
"AUT",2002 Q1,287,1365800,21,,,,,,,,,,,,
"AUT",2002 Q2,264,1361118,19.4,,,,,,,,,,,,
"AUT",2002 Q3,302,1356384,22.2,,,,,,,,,,,,
"AUT",2002 Q4,272,1351625,20.1,,,,,,,,,,,,
"AUT",2003 Q1,291,1345852,21.6,,,,,,,,,,,,
"AUT",2003 Q2,266,1339006,19.9,,,,,,,,,,,,
"AUT",2003 Q3,274,1332084,20.6,,,,,,,,,,,,
"AUT",2003 Q4,263,1325124,19.9,,,,,,,,,,,,
"AUT",2004 Q1,259,1318344,19.7,,,,,,,,,,,,
"AUT",2004 Q2,233,1311748,17.8,,,,,,,,,,,,
"AUT",2004 Q3,275,1305116,21.1,,,,,,,,,,,,
"AUT",2004 Q4,228,1298447,17.6,,,,,,,,,,,,
"AUT",2005 Q1,271,1291603,21,227,189,266,44,82,5,18.9,16.33,21.47,2.1,4.67,-0.47
"AUT",2005 Q2,252,1284539,19.6,222,183,260,30,69,-8,18.47,15.9,21.04,1.13,3.7,-1.44
"AUT",2005 Q3,257,1277397,20.1,226,188,265,31,69,-8,18.92,16.35,21.49,1.18,3.75,-1.39
"AUT",2005 Q4,225,1270216,17.7,214,175,252,11,50,-27,17.84,15.27,20.41,-0.14,2.43,-2.71
"AUT",2006 Q1,225,1262261,17.8,222,184,260,3,41,-35,18.5,15.95,21.06,-0.7,1.85,-3.26
"AUT",2006 Q2,231,1253464,18.5,216,178,255,15,53,-24,18.08,15.52,20.63,0.42,2.98,-2.13
"AUT",2006 Q3,245,1244570,19.7,221,183,259,24,62,-14,18.52,15.97,21.08,1.18,3.73,-1.38
"AUT",2006 Q4,215,1235628,17.4,208,170,246,7,45,-31,17.44,14.89,20,-0.04,2.51,-2.6
"AUT",2007 Q1,215,1226694,17.5,216,178,254,-1,37,-39,18.11,15.57,20.65,-0.61,1.93,-3.15
"AUT",2007 Q2,218,1217718,17.9,211,173,249,7,45,-31,17.68,15.14,20.23,0.22,2.76,-2.33
"AUT",2007 Q3,221,1208643,18.3,216,178,254,5,43,-33,18.13,15.59,20.67,0.17,2.71,-2.37
"AUT",2007 Q4,197,1199518,16.4,203,165,241,-6,32,-44,17.05,14.51,19.59,-0.65,1.89,-3.19
"AUT",2008 Q1,203,1190450,17,211,173,249,-8,30,-46,17.72,15.18,20.25,-0.72,1.82,-3.25
"AUT",2008 Q2,181,1181439,15.3,206,168,243,-25,13,-62,17.29,14.75,19.82,-1.99,0.55,-4.52
"AUT",2008 Q3,181,1172379,15.5,210,172,248,-29,9,-67,17.74,15.2,20.27,-2.24,0.3,-4.77
"AUT",2008 Q4,200,1163269,17.2,197,160,235,3,40,-35,16.66,14.12,19.19,0.54,3.08,-1.99
"AUT",2009 Q1,193,1154724,16.7,206,168,243,-13,25,-50,17.32,14.79,19.85,-0.62,1.91,-3.15
"AUT",2009 Q2,178,1146712,15.6,200,162,238,-22,16,-60,16.9,14.37,19.42,-1.3,1.23,-3.82
"AUT",2009 Q3,203,1138612,17.9,205,167,243,-2,36,-40,17.34,14.81,19.87,0.56,3.09,-1.97
"AUT",2009 Q4,199,1130467,17.6,192,154,230,7,45,-31,16.26,13.73,18.79,1.34,3.87,-1.19
"AUT",2010 Q1,192,1124429,17.1,200,163,238,-8,29,-46,16.93,14.41,19.45,0.17,2.69,-2.35
"AUT",2010 Q2,197,1120522,17.5,195,157,232,2,40,-35,16.5,13.98,19.02,1,3.52,-1.52
"AUT",2010 Q3,203,1116573,18.2,199,162,237,4,41,-34,16.95,14.43,19.47,1.25,3.77,-1.27
"AUT",2010 Q4,192,1112601,17.2,187,149,224,5,43,-32,15.87,13.35,18.39,1.33,3.85,-1.19
"AUT",2011 Q1,179,1109838,16.1,195,157,232,-16,22,-53,16.53,14.02,19.05,-0.43,2.08,-2.95
"AUT",2011 Q2,163,1108300,14.7,189,152,227,-26,11,-64,16.11,13.59,18.63,-1.41,1.11,-3.93
"AUT",2011 Q3,189,1106745,17.1,194,156,232,-5,33,-43,16.55,14.04,19.07,0.55,3.06,-1.97
"AUT",2011 Q4,167,1105181,15.1,181,144,219,-14,23,-52,15.47,12.96,17.99,-0.37,2.14,-2.89
"AUT",2012 Q1,153,1104613,13.8,189,152,227,-36,1,-74,16.14,13.62,18.66,-2.34,0.18,-4.86
"AUT",2012 Q2,169,1105061,15.3,184,146,222,-15,23,-53,15.71,13.2,18.23,-0.41,2.1,-2.93
"AUT",2012 Q3,189,1105511,17.1,189,151,226,0,38,-37,16.16,13.64,18.68,0.94,3.46,-1.58
"AUT",2012 Q4,168,1105964,15.2,176,138,214,-8,30,-46,15.08,12.56,17.6,0.12,2.64,-2.4
"AUT",2013 Q1,165,1107366,14.9,184,146,222,-19,19,-57,15.75,13.23,18.26,-0.85,1.67,-3.36
"AUT",2013 Q2,163,1109751,14.7,179,141,216,-16,22,-53,15.32,12.8,17.84,-0.62,1.9,-3.14
