"iso3c","date","deaths","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","population","cmr","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"AUS","2015-2016",27391,,,,,,,16008785,171.1,,,,,,
"AUS","2016-2017",27887,,,,,,,16217604,171.9,,,,,,
"AUS","2017-2018",27805,,,,,,,16421296,169.3,,,,,,
"AUS","2018-2019",27952,,,,,,,16582051,168.6,,,,,,
"AUS","2019-2020",27667,,,,,,,16657122,166.1,,,,,,
"AUS","2020-2021",27404,,,,,,,16676245,164.3,,,,,,
"AUS","2021-2022",29309,,,,,,,16689866,175.6,,,,,,
"AUT","2000-2001",14194,,,,,,,5457323,260.1,,,,,,
"AUT","2001-2002",14181,,,,,,,5500158,257.8,,,,,,
"AUT","2002-2003",14564,,,,,,,5539311,262.9,,,,,,
"AUT","2003-2004",14118,,,,,,,5564468,253.7,,,,,,
"AUT","2004-2005",13866,,,,,,,5577374,248.6,,,,,,
"AUT","2005-2006",13247,,,,,,,5588931,237,,,,,,
"AUT","2006-2007",12943,,,,,,,5601981,231,,,,,,
"AUT","2007-2008",12646,,,,,,,5619023,225.1,,,,,,
"AUT","2008-2009",13187,,,,,,,5632437,234.1,,,,,,
"AUT","2009-2010",13178,,,,,,,5653635,233.1,,,,,,
"AUT","2010-2011",13054,,,,,,,5681909,229.8,,,,,,
"AUT","2011-2012",12815,,,,,,,5701685,224.8,223.12,212.78,233.45,1.68,12.02,-8.65
"AUT","2012-2013",12669,12501,11937,13064,168,732,-395,5727346,221.2,218.48,208.68,228.29,2.72,12.52,-7.09
"AUT","2013-2014",12344,12312,11784,12840,32,560,-496,5767653,214,213.85,204.42,223.28,0.15,9.58,-9.28
"AUT","2014-2015",12169,12123,11618,12629,46,551,-460,5823967,209,209.22,199.98,218.45,-0.22,9.02,-9.45
"AUT","2015-2016",11535,11935,11437,12432,-400,98,-897,5870888,196.5,204.58,195.35,213.82,-8.08,1.15,-17.32
"AUT","2016-2017",11567,11746,11241,12252,-179,326,-685,5895060,196.2,199.95,190.52,209.38,-3.75,5.68,-13.18
"AUT","2017-2018",11763,11558,11030,12085,205,733,-322,5908677,199.1,195.32,185.51,205.12,3.78,13.59,-6.02
"AUT","2018-2019",11497,11369,10806,11932,128,691,-435,5914639,194.4,190.68,180.35,201.02,3.72,14.05,-6.62
"AUT","2019-2020",11641,11181,10571,11790,460,1070,-149,5901583,197.3,186.05,175.04,197.06,11.25,22.26,0.24
"AUT","2020-2021",12444,10992,10328,11656,1452,2116,788,5868813,212,181.42,169.62,193.21,30.58,42.38,18.79
"AUT","2021-2022",12619,10803,10078,11529,1816,2541,1090,5830764,216.4,176.78,164.11,189.46,39.62,52.29,26.94
"BEL","2000-2001",18789,,,,,,,6751064,278.3,,,,,,
"BEL","2001-2002",18873,,,,,,,6782078,278.3,,,,,,
"BEL","2002-2003",18567,,,,,,,6812032,272.6,,,,,,
"BEL","2003-2004",18057,,,,,,,6844551,263.8,,,,,,
"BEL","2004-2005",18234,,,,,,,6893022,264.5,,,,,,
"BEL","2005-2006",18030,,,,,,,6959428,259.1,,,,,,
"BEL","2006-2007",18154,,,,,,,7028430,258.3,,,,,,
"BEL","2007-2008",19000,,,,,,,7086935,268.1,,,,,,
"BEL","2008-2009",18798,,,,,,,7141185,263.3,,,,,,
"BEL","2009-2010",18614,,,,,,,7208431,258.2,259.51,251.38,267.65,-1.31,6.82,-9.45
"BEL","2010-2011",18287,18547,17902,19192,-260,385,-905,7261862,251.8,254.7,246.87,262.54,-2.9,4.93,-10.74
"BEL","2011-2012",18553,18216,17599,18833,337,954,-280,7279161,254.9,249.89,242.29,257.49,5.01,12.61,-2.59
"BEL","2012-2013",18071,17886,17289,18482,185,782,-411,7286627,248,245.08,237.63,252.52,2.92,10.37,-4.52
"BEL","2013-2014",17102,17555,16971,18139,-453,131,-1037,7295402,234.4,240.27,232.9,247.63,-5.87,1.5,-13.23
"BEL","2014-2015",17365,17224,16645,17804,141,720,-439,7313890,237.4,235.45,228.09,242.82,1.95,9.31,-5.42
"BEL","2015-2016",17080,16894,16310,17477,186,770,-397,7327383,233.1,230.64,223.2,238.09,2.46,9.9,-4.99
"BEL","2016-2017",16359,16563,15967,17160,-204,392,-801,7333338,223.1,225.83,218.23,233.43,-2.73,4.87,-10.33
"BEL","2017-2018",16392,16232,15615,16850,160,777,-458,7346467,223.1,221.02,213.18,228.85,2.08,9.92,-5.75
"BEL","2018-2019",15810,15902,15257,16547,-92,553,-737,7366515,214.6,216.21,208.07,224.34,-1.61,6.53,-9.74
"BEL","2019-2020",15861,15571,14892,16251,290,969,-390,7382652,214.8,211.39,202.9,219.89,3.41,11.9,-5.09
