"iso3c","date","deaths","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","population","cmr","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"USA",2018,61284,,,,,,,103119599,59.4,,,,,,
"USA",2019,60232,,,,,,,103518657,58.2,,,,,,
"USA",2020,64854,,,,,,,103872697,62.4,,,,,,
"USA",2021,68432,,,,,,,103535769,66.1,,,,,,
"USA",2022,66571,,,,,,,103489725,64.3,,,,,,
"USA-AZ",2018,1597,,,,,,,2324759,68.7,,,,,,
"USA-AZ",2019,1533,,,,,,,2309349,66.4,,,,,,
"USA-AZ",2020,1770,,,,,,,2286144,77.4,,,,,,
"USA-AZ",2021,1860,,,,,,,2281971,81.5,,,,,,
"USA-AZ",2022,1733,,,,,,,2275907,76.1,,,,,,
"USA-CA",2018,5726,,,,,,,12562040,45.6,,,,,,
"USA-CA",2019,5675,,,,,,,12496184,45.4,,,,,,
"USA-CA",2020,6371,,,,,,,12358493,51.6,,,,,,
"USA-CA",2021,6502,,,,,,,12134068,53.6,,,,,,
"USA-CA",2022,6058,,,,,,,11995366,50.5,,,,,,
"USA-FL",2018,3896,,,,,,,5956901,65.4,,,,,,
"USA-FL",2019,3856,,,,,,,5988573,64.4,,,,,,
"USA-FL",2020,4104,,,,,,,6032112,68,,,,,,
"USA-FL",2021,4351,,,,,,,6058557,71.8,,,,,,
"USA-FL",2022,4188,,,,,,,6086817,68.8,,,,,,
"USA-IL",2018,2346,,,,,,,3987729,58.8,,,,,,
"USA-IL",2019,2071,,,,,,,3983774,52,,,,,,
"USA-IL",2020,2325,,,,,,,3977018,58.5,,,,,,
"USA-IL",2021,2434,,,,,,,3927514,62,,,,,,
"USA-IL",2022,2294,,,,,,,3895342,58.9,,,,,,
"USA-MI",2018,1945,,,,,,,3106715,62.6,,,,,,
"USA-MI",2019,1827,,,,,,,3107368,58.8,,,,,,
"USA-MI",2020,1994,,,,,,,3102708,64.3,,,,,,
"USA-MI",2021,1989,,,,,,,3068833,64.8,,,,,,
"USA-MI",2022,1878,,,,,,,3049696,61.6,,,,,,
"USA-NC",2018,2201,,,,,,,3251028,67.7,,,,,,
"USA-NC",2019,2180,,,,,,,3244205,67.2,,,,,,
"USA-NC",2020,2482,,,,,,,3248374,76.4,,,,,,
"USA-NC",2021,2569,,,,,,,3266998,78.6,,,,,,
"USA-NC",2022,2608,,,,,,,3273826,79.7,,,,,,
"USA-NY",2018,2522,,,,,,,5821718,43.3,,,,,,
"USA-NY",2019,2523,,,,,,,5886658,42.9,,,,,,
"USA-NY",2020,2659,,,,,,,5942224,44.8,,,,,,
"USA-NY",2021,2573,,,,,,,5881046,43.8,,,,,,
"USA-NY",2022,2610,,,,,,,5869829,44.5,,,,,,
"USA-OH",2018,2603,,,,,,,3650687,71.3,,,,,,
"USA-OH",2019,2467,,,,,,,3663690,67.3,,,,,,
"USA-OH",2020,2641,,,,,,,3665925,72,,,,,,
"USA-OH",2021,2713,,,,,,,3638971,74.6,,,,,,
"USA-OH",2022,2675,,,,,,,3629369,73.7,,,,,,
"USA-PA",2018,2392,,,,,,,3791892,63.1,,,,,,
"USA-PA",2019,2332,,,,,,,3811435,61.2,,,,,,
"USA-PA",2020,2364,,,,,,,3855692,61.3,,,,,,
"USA-PA",2021,2546,,,,,,,3862879,65.9,,,,,,
"USA-PA",2022,2385,,,,,,,3868925,61.6,,,,,,
"USA-TN",2018,1806,,,,,,,2117462,85.3,,,,,,
"USA-TN",2019,1822,,,,,,,2135682,85.3,,,,,,
"USA-TN",2020,1926,,,,,,,2156560,89.3,,,,,,
"USA-TN",2021,2052,,,,,,,2162872,94.9,,,,,,
"USA-TN",2022,2100,,,,,,,2173823,96.6,,,,,,
"USA-TX",2018,5881,,,,,,,10149370,57.9,,,,,,
"USA-TX",2019,6109,,,,,,,10229281,59.7,,,,,,
"USA-TX",2020,6414,,,,,,,10310567,62.2,,,,,,
"USA-TX",2021,7079,,,,,,,10365956,68.3,,,,,,
"USA-TX",2022,7148,,,,,,,10426882,68.6,,,,,,
"USA-VA",2018,1443,,,,,,,2639758,54.7,,,,,,
"USA-VA",2019,1410,,,,,,,2658097,53.1,,,,,,
"USA-VA",2020,1600,,,,,,,2674607,59.8,,,,,,
"USA-VA",2021,1711,,,,,,,2673024,64,,,,,,
"USA-VA",2022,1687,,,,,,,2678361,63,,,,,,
