"iso3c","date","deaths","population","cmr","asmr_who","asmr_esp","asmr_usa","asmr_country","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper","asmr_who_baseline","asmr_who_baseline_lower","asmr_who_baseline_upper","asmr_who_excess","asmr_who_excess_lower","asmr_who_excess_upper","asmr_esp_baseline","asmr_esp_baseline_lower","asmr_esp_baseline_upper","asmr_esp_excess","asmr_esp_excess_lower","asmr_esp_excess_upper","asmr_usa_baseline","asmr_usa_baseline_lower","asmr_usa_baseline_upper","asmr_usa_excess","asmr_usa_excess_lower","asmr_usa_excess_upper","asmr_country_baseline","asmr_country_baseline_lower","asmr_country_baseline_upper","asmr_country_excess","asmr_country_excess_lower","asmr_country_excess_upper"
"AND",2021 Q4,95,79091,120.1,,,,,86,58,113,9,37,-18,112.43,76.79,148.07,7.67,43.31,-27.97,73.6,49.03,98.17,,,,169.8,110.38,229.23,,,,118.84,78.13,159.56,,,,129.04,87,171.07,,,
"ARE",2018 Q1,2377,9112656,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ARE",2018 Q2,2100,9130260,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ARE",2018 Q3,2118,9148059,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ARE",2018 Q4,2199,9165955,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ARE",2019 Q1,2344,9183778,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ARE",2019 Q2,2184,9201630,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ARE",2019 Q3,2176,9219679,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ARE",2019 Q4,2302,9237827,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ARE",2020 Q1,2058,9256836,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ARE",2020 Q2,3723,9276727,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ARE",2020 Q3,2257,9296727,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ARE",2020 Q4,2319,9316836,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ARG",2015 Q1,73652,43094303,170.9,,,,,76428,68458,84398,-2776,5194,-10746,177.42,159.36,195.47,-6.51,11.54,-24.57,,,,,,,,,,,,,,,,,,,,,,,,
"ARG",2015 Q2,83017,43200671,192.2,,,,,88614,80644,96585,-5597,2373,-13568,204.79,186.74,222.85,-12.59,5.46,-30.65,,,,,,,,,,,,,,,,,,,,,,,,
"ARG",2015 Q3,95217,43308215,219.9,,,,,95709,87738,103679,-492,7479,-8462,220.42,202.36,238.47,-0.51,17.54,-18.57,,,,,,,,,,,,,,,,,,,,,,,,
"ARG",2015 Q4,81554,43416347,187.8,,,,,80573,72602,88543,981,8952,-6989,185.72,167.66,203.77,2.09,20.14,-15.97,,,,,,,,,,,,,,,,,,,,,,,,
"ARG",2016 Q1,80123,43519320,184.1,,,,,76436,68699,84173,3687,11424,-4050,175.81,158.28,193.34,8.29,25.82,-9.24,,,,,,,,,,,,,,,,,,,,,,,,
"ARG",2016 Q2,96587,43617033,221.4,,,,,88622,80886,96359,7965,15701,228,203.19,185.66,220.72,18.21,35.74,0.68,,,,,,,,,,,,,,,,,,,,,,,,
"ARG",2016 Q3,95492,43715283,218.4,,,,,95717,87980,103454,-225,7512,-7962,218.81,201.28,236.34,-0.41,17.12,-17.94,,,,,,,,,,,,,,,,,,,,,,,,
"ARG",2016 Q4,80304,43814070,183.3,,,,,80581,72844,88318,-277,7460,-8014,184.11,166.58,201.64,-0.81,16.72,-18.34,,,,,,,,,,,,,,,,,,,,,,,,
"ARG",2017 Q1,76798,43910329,174.9,,,,,76444,68787,84102,354,8011,-7304,174.2,156.85,191.55,0.7,18.05,-16.65,,,,,,,,,,,,,,,,,,,,,,,,
"ARG",2017 Q2,93437,44004548,212.3,,,,,88631,80973,96288,4806,12464,-2851,201.58,184.23,218.93,10.72,28.07,-6.63,,,,,,,,,,,,,,,,,,,,,,,,
"ARG",2017 Q3,92173,44099808,209,,,,,95725,88067,103382,-3552,4106,-11209,217.2,199.85,234.55,-8.2,9.15,-25.55,,,,,,,,,,,,,,,,,,,,,,,,
"ARG",2017 Q4,79933,44195589,180.9,,,,,80589,72931,88247,-656,7002,-8314,182.5,165.15,199.85,-1.6,15.75,-18.95,,,,,,,,,,,,,,,,,,,,,,,,
"ARG",2018 Q1,75434,44285208,170.3,,,,,76452,68715,84189,-1018,6719,-8755,172.59,155.06,190.12,-2.29,15.24,-19.82,,,,,,,,,,,,,,,,,,,,,,,,
"ARG",2018 Q2,84506,44369014,190.5,,,,,88639,80902,96376,-4133,3604,-11870,199.97,182.44,217.5,-9.47,8.06,-27,,,,,,,,,,,,,,,,,,,,,,,,
"ARG",2018 Q3,97501,44453745,219.3,,,,,95733,87996,103470,1768,9505,-5969,215.59,198.06,233.12,3.71,21.24,-13.82,,,,,,,,,,,,,,,,,,,,,,,,
"ARG",2018 Q4,80160,44538940,180,,,,,80597,72860,88334,-437,7300,-8174,180.89,163.36,198.42,-0.89,16.64,-18.42,,,,,,,,,,,,,,,,,,,,,,,,
"ARG",2019 Q1,76214,44621745,170.8,,,,,76460,68490,84431,-246,7724,-8217,170.99,152.93,189.04,-0.19,17.87,-18.24,,,,,,,,,,,,,,,,,,,,,,,,
"ARG",2019 Q2,85606,44702575,191.5,,,,,88647,80677,96617,-3041,4929,-11011,198.36,180.31,216.42,-6.87,11.19,-24.92,,,,,,,,,,,,,,,,,,,,,,,,
"ARG",2019 Q3,98241,44784299,219.4,,,,,95741,87771,103711,2500,10470,-5470,213.99,195.93,232.04,5.41,23.47,-12.64,,,,,,,,,,,,,,,,,,,,,,,,
"ARG",2019 Q4,80994,44866468,180.5,,,,,80605,72635,88576,389,8359,-7582,179.29,161.23,197.34,1.21,19.27,-16.84,,,,,,,,,,,,,,,,,,,,,,,,
"ARG",2020 Q1,76347,44939352,169.9,,,,,76469,68124,84813,-122,8223,-8466,169.38,150.47,188.29,0.52,19.43,-18.39,,,,,,,,,,,,,,,,,,,,,,,,
"ARG",2020 Q2,80233,45002754,178.3,,,,,88655,80310,97000,-8422,-77,-16767,196.76,177.85,215.67,-18.46,0.45,-37.37,,,,,,,,,,,,,,,,,,,,,,,,
"ARG",2020 Q3,113105,45066504,251,,,,,95749,87404,104094,17356,25701,9011,212.38,193.47,231.29,38.62,57.53,19.71,,,,,,,,,,,,,,,,,,,,,,,,
"ARG",2020 Q4,107909,45130602,239.1,,,,,80613,72269,88958,27296,35640,18951,177.68,158.77,196.59,61.42,80.33,42.51,,,,,,,,,,,,,,,,,,,,,,,,
"ARG",2021 Q1,96235,45202593,212.9,,,,,76477,67634,85319,19758,28601,10916,167.77,147.73,187.81,45.13,65.17,25.09,,,,,,,,,,,,,,,,,,,,,,,,
"ARG",2021 Q2,142882,45283113,315.5,,,,,88663,79821,97505,54219,63061,45377,195.15,175.11,215.19,120.35,140.39,100.31,,,,,,,,,,,,,,,,,,,,,,,,
"ARG",2021 Q3,110559,45364523,243.7,,,,,95757,86915,104600,14802,23644,5959,210.77,190.73,230.81,32.93,52.97,12.89,,,,,,,,,,,,,,,,,,,,,,,,
"ARG",2021 Q4,87122,45446378,191.7,,,,,80622,71779,89464,6500,15343,-2342,176.07,156.03,196.11,15.63,35.67,-4.41,,,,,,,,,,,,,,,,,,,,,,,,
"ARM",2015 Q1,7659,3009132,254.5,219.3,526.2,362,294.1,7751,7094,8409,-92,565,-750,257.95,235.94,279.96,-3.45,18.56,-25.46,223.66,205.24,242.07,-4.36,14.06,-22.77,539.55,490.5,588.6,-13.35,35.7,-62.4,370.59,337.98,403.21,-8.59,24.02,-41.21,300.14,274.79,325.5,-6.04,19.31,-31.4
"ARM",2015 Q2,6965,3006152,231.7,200,478.5,329.4,268,6908,6250,7565,57,715,-600,229.93,207.92,251.94,1.77,23.78,-20.24,200.1,181.68,218.51,-0.1,18.32,-18.51,476.21,427.16,525.26,2.29,51.34,-46.76,328.43,295.82,361.05,0.97,33.58,-31.65,267.16,241.81,292.52,0.83,26.19,-24.52
"ARM",2015 Q3,6234,3003138,207.6,179.9,421.1,291.9,238.8,6390,5732,7047,-156,502,-813,212.75,190.74,234.76,-5.15,16.86,-27.16,184.8,166.38,203.21,-4.9,13.52,-23.31,434.13,385.08,483.18,-13.03,36.02,-62.08,300.17,267.56,332.79,-8.27,24.34,-40.89,246.3,220.95,271.66,-7.5,17.85,-32.86
"ARM",2015 Q4,6943,3000108,231.4,198.8,469.9,324.2,266.2,7240,6582,7897,-297,361,-954,241.45,219.44,263.46,-10.05,11.96,-32.06,206.44,188.02,224.85,-7.64,10.78,-26.05,490.61,441.56,539.66,-20.71,28.34,-69.76,337.85,305.24,370.47,-13.65,18.96,-46.27,276.8,251.45,302.16,-10.61,14.75,-35.96
"ARM",2016 Q1,7620,2997049,254.2,217.2,521.9,358.5,291.5,7581,6943,8220,39,677,-600,253.07,231.71,274.44,1.12,22.49,-20.24,214.71,196.83,232.58,2.49,20.37,-15.38,518.52,470.9,566.13,3.38,51,-44.23,355.98,324.32,387.64,2.52,34.18,-29.14,288.52,263.91,313.14,2.98,27.59,-21.64
"ARM",2016 Q2,6667,2993960,222.7,190.7,451.3,311.9,253.9,6738,6100,7376,-71,567,-709,225.06,203.69,246.42,-2.36,19.01,-23.72,191.15,173.27,209.02,-0.45,17.43,-18.32,455.18,407.56,502.79,-3.88,43.74,-51.49,313.82,282.16,345.48,-1.92,29.74,-33.58,255.54,230.93,280.16,-1.64,22.97,-26.26
"ARM",2016 Q3,6122,2990853,204.7,172.7,404.7,280,230.7,6220,5582,6858,-98,540,-736,207.88,186.51,229.24,-3.18,18.19,-24.54,175.85,157.97,193.72,-3.15,14.73,-21.02,413.1,365.48,460.71,-8.4,39.22,-56.01,285.56,253.9,317.22,-5.56,26.1,-37.22,234.68,210.07,259.3,-3.98,20.63,-28.6
"ARM",2016 Q4,7705,2987730,257.9,215.8,517.1,355.2,290.2,7070,6432,7708,635,1273,-3,236.57,215.21,257.94,21.32,42.69,-0.04,197.49,179.61,215.36,18.31,36.19,0.44,469.58,421.96,517.19,47.52,95.14,-0.09,323.24,291.58,354.9,31.96,63.62,0.3,265.18,240.57,289.8,25.02,49.63,0.4
"ARM",2017 Q1,8006,2984515,268.3,222.4,542.7,371.3,299.8,7412,6780,8044,594,1226,-38,248.2,227.06,269.34,20.1,41.24,-1.04,205.76,188.07,223.45,16.64,34.33,-1.05,497.48,450.35,544.61,45.22,92.35,-1.91,341.36,310.02,372.7,29.94,61.28,-1.4,276.9,252.54,301.26,22.9,47.26,-1.46
"ARM",2017 Q2,6686,2981188,224.3,185.6,446.9,306.9,249.2,6568,5936,7200,118,750,-514,220.18,199.04,241.32,4.12,25.26,-17.02,182.2,164.51,199.89,3.4,21.09,-14.29,434.14,387.01,481.27,12.76,59.89,-34.37,299.2,267.86,330.54,7.7,39.04,-23.64,243.92,219.56,268.28,5.28,29.64,-19.08
"ARM",2017 Q3,6008,2977824,201.8,166.1,392.9,270.7,222.6,6050,5418,6682,-42,590,-674,203,181.86,224.14,-1.2,19.94,-22.34,166.9,149.21,184.59,-0.8,16.89,-18.49,392.06,344.93,439.19,0.84,47.97,-46.29,270.94,239.6,302.28,-0.24,31.1,-31.58,223.06,198.7,247.42,-0.46,23.9,-24.82
"ARM",2017 Q4,6754,2974442,227.1,184.6,442.1,303.3,249.1,6900,6269,7532,-146,485,-778,231.7,210.56,252.84,-4.6,16.54,-25.74,188.54,170.85,206.23,-3.94,13.75,-21.63,448.54,401.41,495.67,-6.44,40.69,-53.57,308.62,277.28,339.96,-5.32,26.02,-36.66,253.56,229.2,277.92,-4.46,19.9,-28.82
"ARM",2018 Q1,6964,2971822,234.3,189.9,461.1,316.3,256.1,7242,6604,7880,-278,360,-916,243.32,221.96,264.69,-9.02,12.34,-30.39,196.81,178.94,214.69,-6.91,10.96,-24.79,476.45,428.83,524.06,-15.35,32.27,-62.96,326.74,295.08,358.4,-10.44,21.22,-42.1,265.28,240.66,289.89,-9.18,15.44,-33.79
"ARM",2018 Q2,6106,2969972,205.6,166,389.4,269.3,221.7,6399,5760,7037,-293,346,-931,215.3,193.94,236.67,-9.71,11.66,-31.07,173.25,155.38,191.13,-7.25,10.62,-25.13,413.1,365.49,460.72,-23.71,23.91,-71.32,284.58,252.92,316.24,-15.28,16.38,-46.94,232.3,207.68,256.91,-10.6,14.02,-35.21
"ARM",2018 Q3,6064,2968101,204.3,163.8,384,265.5,219.3,5881,5242,6519,183,822,-455,198.13,176.76,219.49,6.17,27.54,-15.19,157.95,140.08,175.83,5.85,23.72,-12.03,371.02,323.41,418.64,12.98,60.59,-34.64,256.32,224.66,287.98,9.18,40.84,-22.48,211.44,186.82,236.05,7.86,32.48,-16.75
"ARM",2018 Q4,6505,2966220,219.3,173.6,412.1,283.6,233.5,6731,6092,7369,-226,413,-864,226.83,205.46,248.19,-7.53,13.84,-28.89,179.59,161.72,197.47,-5.99,11.88,-23.87,427.51,379.89,475.12,-15.41,32.21,-63.02,294,262.34,325.66,-10.4,21.26,-42.06,241.94,217.32,266.55,-8.44,16.18,-33.05
"ARM",2019 Q1,6810,2964589,229.7,180,435.5,298.7,243,7072,6415,7730,-262,395,-920,238.45,216.44,260.46,-8.75,13.26,-30.76,187.87,169.45,206.28,-7.87,10.55,-26.28,455.41,406.36,504.46,-19.91,29.14,-68.96,312.12,279.51,344.74,-13.42,19.19,-46.04,253.66,228.3,279.01,-10.66,14.7,-36.01
"ARM",2019 Q2,6417,2963207,216.6,168.7,404.6,278.5,226.8,6229,5571,6886,188,846,-469,210.43,188.42,232.44,6.17,28.18,-15.84,164.3,145.89,182.72,4.39,22.81,-14.02,392.07,343.02,441.12,12.53,61.58,-36.52,269.96,237.35,302.58,8.54,41.15,-24.08,220.68,195.32,246.03,6.12,31.48,-19.23
"ARM",2019 Q3,5823,2961809,196.6,152,357.6,246.6,203.9,5711,5053,6368,112,770,-545,193.25,171.24,215.26,3.35,25.36,-18.66,149.01,130.59,167.42,2.99,21.41,-15.42,349.99,300.94,399.04,7.61,56.66,-41.44,241.7,209.09,274.32,4.9,37.51,-27.72,199.82,174.46,225.17,4.08,29.44,-21.27
"ARM",2019 Q4,6595,2960404,222.8,169.9,401.5,276.8,228.8,6561,5903,7219,34,692,-624,221.95,199.94,243.96,0.85,22.86,-21.16,170.65,152.23,189.06,-0.75,17.67,-19.16,406.47,357.42,455.52,-4.97,44.08,-54.02,279.38,246.77,312,-2.58,30.03,-35.2,230.32,204.96,255.67,-1.52,23.84,-26.87
"ARM",2020 Q1,7250,2960131,244.9,185.6,444.1,305.1,250.3,6903,6214,7591,347,1036,-341,233.58,210.53,256.62,11.32,34.37,-11.72,178.92,159.64,198.2,6.68,25.96,-12.6,434.38,383.02,485.73,9.72,61.08,-41.63,297.51,263.36,331.65,7.59,41.74,-26.55,242.03,215.48,268.58,8.27,34.82,-18.28
"ARM",2020 Q2,7099,2961016,239.8,181.9,431.6,297.4,244.6,6059,5371,6748,1040,1728,351,205.56,182.51,228.6,34.25,57.29,11.2,155.36,136.08,174.64,26.54,45.82,7.26,371.04,319.68,422.39,60.56,111.92,9.21,255.35,221.2,289.49,42.05,76.2,7.91,209.05,182.5,235.6,35.55,62.1,9
"ARM",2020 Q3,6917,2961905,233.5,176.6,416.2,286.9,237.9,5541,4853,6230,1376,2064,687,188.38,165.33,211.42,45.12,68.17,22.08,140.06,120.78,159.34,36.54,55.82,17.26,328.96,277.6,380.31,87.24,138.6,35.89,227.09,192.94,261.23,59.81,93.96,25.67,188.19,161.64,214.74,49.71,76.26,23.16
"ARM",2020 Q4,13970,2962799,471.5,381.9,789.5,569,480.3,6391,5703,7080,7579,8267,6890,217.08,194.03,240.12,254.42,277.47,231.38,161.7,142.42,180.98,220.2,239.48,200.92,385.44,334.08,436.79,404.06,455.42,352.71,264.77,230.62,298.91,304.23,338.38,270.09,218.69,192.14,245.24,261.61,288.16,235.06
"ARM",2021 Q1,8262,2797977,295.3,,,,,6733,6004,7463,1529,2258,799,228.7,204.28,253.12,66.6,91.02,42.18,169.97,149.54,190.4,,,,413.34,358.92,467.76,,,,282.89,246.71,319.07,,,,230.41,202.28,258.54,,,
"ARM",2021 Q2,8284,2792360,296.6,,,,,5889,5160,6619,2395,3124,1665,200.68,176.26,225.1,95.92,120.34,71.5,146.41,125.98,166.84,,,,350,295.58,404.42,,,,240.73,204.55,276.91,,,,197.43,169.3,225.56,,,
"ARM",2021 Q3,7047,2788537,252.7,,,,,5371,4642,6101,1676,2405,946,183.5,159.08,207.92,69.2,93.62,44.78,131.11,110.68,151.54,,,,307.92,253.5,362.34,,,,212.47,176.29,248.65,,,,176.57,148.44,204.7,,,
"ARM",2021 Q4,11040,2784693,396.4,,,,,6222,5492,6951,4818,5548,4089,212.2,187.78,236.62,184.2,208.62,159.78,152.75,132.32,173.18,,,,364.4,309.98,418.82,,,,250.15,213.97,286.33,,,,207.07,178.94,235.2,,,
"ARM",2022 Q1,8594,2780891,309,,,,,6563,5784,7343,2031,2810,1251,223.83,197.75,249.9,85.17,111.25,59.1,161.02,139.2,182.84,,,,392.31,334.19,450.42,,,,268.27,229.63,306.92,,,,218.79,188.74,248.83,,,
"ARM",2022 Q2,5972,2777110,215,,,,,5720,4941,6499,252,1031,-527,195.8,169.73,221.88,19.19,45.27,-6.88,137.46,115.64,159.28,,,,328.97,270.85,387.08,,,,226.11,187.47,264.76,,,,185.81,155.76,215.85,,,
"ARM",2022 Q3,5920,2773287,213.5,,,,,5202,4423,5981,718,1497,-61,178.63,152.55,204.7,34.87,60.95,8.8,122.16,100.34,143.98,,,,286.88,228.77,345,,,,197.85,159.21,236.5,,,,164.95,134.9,194.99,,,
"ARM",2022 Q4,6206,2769443,224.1,,,,,6052,5273,6831,154,933,-625,207.33,181.25,233.4,16.77,42.85,-9.3,143.8,121.98,165.62,,,,343.37,285.25,401.48,,,,235.53,196.89,274.18,,,,195.45,165.4,225.49,,,
"ARM",2023 Q1,6763,2765641,244.5,,,,,6394,5558,7230,369,1205,-467,218.95,190.98,246.92,25.55,53.52,-2.42,152.08,128.67,175.48,,,,371.27,308.93,433.61,,,,253.65,212.2,295.11,,,,207.17,174.94,239.39,,,
"ATG",2015 Q1,149,89122,167.2,,,,,137,107,166,12,42,-17,153.36,120.72,185.99,13.84,46.48,-18.79,,,,,,,,,,,,,,,,,,,,,,,,
"ATG",2015 Q2,110,89370,123.1,,,,,126,97,156,-16,13,-46,141.06,108.42,173.69,-17.96,14.68,-50.59,,,,,,,,,,,,,,,,,,,,,,,,
"ATG",2015 Q3,141,89621,157.3,,,,,133,104,163,8,37,-22,148.78,116.14,181.41,8.52,41.16,-24.11,,,,,,,,,,,,,,,,,,,,,,,,
"ATG",2015 Q4,133,89873,148,,,,,134,104,163,-1,29,-30,149.28,116.64,181.91,-1.28,31.36,-33.91,,,,,,,,,,,,,,,,,,,,,,,,
"ATG",2016 Q1,137,90000,152.2,,,,,142,113,171,-5,24,-34,158.09,126.41,189.76,-5.89,25.79,-37.56,,,,,,,,,,,,,,,,,,,,,,,,
"ATG",2016 Q2,137,90000,152.2,,,,,131,102,160,6,35,-23,145.79,114.11,177.46,6.41,38.09,-25.26,,,,,,,,,,,,,,,,,,,,,,,,
"ATG",2016 Q3,122,90000,135.6,,,,,138,110,167,-16,12,-45,153.51,121.83,185.18,-17.91,13.77,-49.58,,,,,,,,,,,,,,,,,,,,,,,,
"ATG",2016 Q4,152,90000,168.9,,,,,139,110,168,13,42,-16,154.01,122.33,185.68,14.89,46.57,-16.78,,,,,,,,,,,,,,,,,,,,,,,,
"ATG",2017 Q1,143,90122,158.7,,,,,147,119,175,-4,24,-32,162.82,131.47,194.17,-4.12,27.23,-35.47,,,,,,,,,,,,,,,,,,,,,,,,
"ATG",2017 Q2,133,90370,147.2,,,,,136,108,165,-3,25,-32,150.52,119.17,181.87,-3.32,28.03,-34.67,,,,,,,,,,,,,,,,,,,,,,,,
"ATG",2017 Q3,137,90621,151.2,,,,,143,115,172,-6,22,-35,158.24,126.89,189.59,-7.04,24.31,-38.39,,,,,,,,,,,,,,,,,,,,,,,,
"ATG",2017 Q4,160,90873,176.1,,,,,144,116,172,16,44,-12,158.74,127.39,190.09,17.36,48.71,-13.99,,,,,,,,,,,,,,,,,,,,,,,,
"ATG",2018 Q1,137,91000,150.5,,,,,152,123,181,-15,14,-44,167.55,135.88,199.23,-17.05,14.62,-48.73,,,,,,,,,,,,,,,,,,,,,,,,
"ATG",2018 Q2,160,91000,175.8,,,,,141,113,170,19,47,-10,155.25,123.58,186.93,20.55,52.22,-11.13,,,,,,,,,,,,,,,,,,,,,,,,
"ATG",2018 Q3,155,91000,170.3,,,,,148,120,177,7,35,-22,162.97,131.3,194.65,7.33,39,-24.35,,,,,,,,,,,,,,,,,,,,,,,,
"ATG",2018 Q4,129,91000,141.8,,,,,149,120,178,-20,9,-49,163.47,131.8,195.15,-21.67,10,-53.35,,,,,,,,,,,,,,,,,,,,,,,,
"ATG",2019 Q1,169,91122,185.5,,,,,157,128,187,12,41,-18,172.29,139.65,204.92,13.21,45.85,-19.42,,,,,,,,,,,,,,,,,,,,,,,,
"ATG",2019 Q2,141,91370,154.3,,,,,146,117,176,-5,24,-35,159.99,127.35,192.62,-5.69,26.95,-38.32,,,,,,,,,,,,,,,,,,,,,,,,
"ATG",2019 Q3,162,91621,176.8,,,,,154,124,183,8,38,-21,167.71,135.07,200.34,9.09,41.73,-23.54,,,,,,,,,,,,,,,,,,,,,,,,
"ATG",2019 Q4,146,91873,158.9,,,,,154,125,184,-8,21,-38,168.21,135.57,200.84,-9.31,23.33,-41.94,,,,,,,,,,,,,,,,,,,,,,,,
"ATG",2020 Q1,157,92000,170.7,,,,,162,131,193,-5,26,-36,177.02,142.85,211.18,-6.32,27.85,-40.48,,,,,,,,,,,,,,,,,,,,,,,,
"ATG",2020 Q2,143,92000,155.4,,,,,151,121,182,-8,22,-39,164.72,130.55,198.88,-9.32,24.85,-43.48,,,,,,,,,,,,,,,,,,,,,,,,
"ATG",2020 Q3,135,92000,146.7,,,,,159,128,190,-24,7,-55,172.44,138.27,206.6,-25.74,8.43,-59.9,,,,,,,,,,,,,,,,,,,,,,,,
"ATG",2020 Q4,139,92000,151.1,,,,,159,128,190,-20,11,-51,172.94,138.77,207.1,-21.84,12.33,-56,,,,,,,,,,,,,,,,,,,,,,,,
"ATG",2021 Q1,179,92061,194.4,,,,,167,135,200,12,44,-21,181.75,145.55,217.95,12.65,48.85,-23.55,,,,,,,,,,,,,,,,,,,,,,,,
"ATG",2021 Q2,135,92185,146.5,,,,,156,124,189,-22,11,-54,169.45,133.25,205.65,-22.95,13.25,-59.15,,,,,,,,,,,,,,,,,,,,,,,,
"ATG",2021 Q3,206,92310,223.1,,,,,164,131,196,42,75,10,177.17,140.97,213.37,45.93,82.13,9.73,,,,,,,,,,,,,,,,,,,,,,,,
"ATG",2021 Q4,129,92436,139.5,,,,,164,132,197,-35,-3,-68,177.67,141.47,213.87,-38.17,-1.97,-74.37,,,,,,,,,,,,,,,,,,,,,,,,
"AUS",2015 Q1,35858,23684647,151.4,84.1,189.2,133.2,159.4,36062,33730,38394,-204,2128,-2536,152.67,143.09,162.26,-1.27,8.31,-10.86,84.77,80.23,89.31,-0.67,3.87,-5.21,190.69,178.32,203.07,-1.49,10.88,-13.87,134.26,125.99,142.53,-1.06,7.21,-9.33,160.7,150.49,170.91,-1.3,8.91,-11.51
"AUS",2015 Q2,39512,23773411,166.2,90.6,207.6,145.4,174.6,39502,37170,41834,10,2342,-2322,166.11,156.53,175.7,0.09,9.67,-9.5,90.21,85.67,94.75,0.39,4.93,-4.15,207.25,194.88,219.63,0.35,12.72,-12.03,145.06,136.79,153.33,0.34,8.61,-7.93,174.2,163.99,184.41,0.4,10.61,-9.81
"AUS",2015 Q3,44155,23863156,185,98.9,230.7,160.8,193.6,44006,41675,46338,148,2480,-2183,183.82,174.23,193.4,1.19,10.77,-8.4,98.03,93.49,102.57,0.87,5.41,-3.67,228.69,216.32,241.07,2.01,14.38,-10.37,159.38,151.11,167.65,1.42,9.69,-6.85,191.9,181.69,202.11,1.7,11.91,-8.51
"AUS",2015 Q4,37924,23953392,158.3,86.8,195.7,137.8,164.9,38508,36176,40839,-584,1748,-2915,160.85,151.27,170.44,-2.55,7.03,-12.14,87.95,83.41,92.49,-1.15,3.39,-5.69,199.25,186.88,211.63,-3.55,8.82,-15.93,140.02,131.75,148.29,-2.22,6.05,-10.49,167.82,157.61,178.03,-2.92,7.29,-13.13
"AUS",2016 Q1,36290,24047320,150.9,82.7,185.5,130.7,156.4,36436,34173,38700,-146,2117,-2410,151.64,142.33,160.95,-0.74,8.57,-10.05,83.43,79.03,87.84,-0.73,3.67,-5.14,187.34,175.32,199.35,-1.84,10.18,-13.85,131.96,123.94,139.98,-1.26,6.76,-9.28,157.95,148.04,167.86,-1.55,8.36,-11.46
"AUS",2016 Q2,39333,24145033,162.9,87.5,200.6,140.5,168.7,39876,37613,42140,-543,1720,-2807,165.08,155.77,174.39,-2.18,7.13,-11.49,88.87,84.47,93.28,-1.37,3.03,-5.78,203.9,191.88,215.91,-3.3,8.72,-15.31,142.76,134.74,150.78,-2.26,5.76,-10.28,171.45,161.54,181.36,-2.75,7.16,-12.66
"AUS",2016 Q3,43878,24243283,181,95.5,222.7,155.2,186.9,44381,42117,46644,-503,1761,-2766,182.78,173.47,192.09,-1.78,7.53,-11.09,96.69,92.29,101.1,-1.19,3.21,-5.6,225.34,213.32,237.35,-2.64,9.38,-14.65,157.08,149.06,165.1,-1.88,6.14,-9.9,189.15,179.24,199.06,-2.25,7.66,-12.16
"AUS",2016 Q4,39749,24342070,163.3,88,200.2,140.5,168.6,38882,36618,41145,867,3131,-1396,159.82,150.51,169.13,3.48,12.79,-5.83,86.61,82.21,91.02,1.39,5.79,-3.02,195.9,183.88,207.91,4.3,16.32,-7.71,137.72,129.7,145.74,2.78,10.8,-5.24,165.07,155.16,174.98,3.53,13.44,-6.38
"AUS",2017 Q1,37001,24440279,151.4,82.6,185.2,130.4,156.3,36810,34570,39050,191,2431,-2049,150.6,141.39,159.81,0.8,10.01,-8.41,82.1,77.74,86.46,0.5,4.86,-3.86,183.98,172.09,195.87,1.22,13.11,-10.67,129.66,121.72,137.6,0.74,8.68,-7.2,155.2,145.39,165.01,1.1,10.91,-8.71
"AUS",2017 Q2,40457,24538466,164.9,87.9,202,141.3,169.8,40250,38010,42490,207,2447,-2033,164.04,154.83,173.25,0.86,10.07,-8.35,87.54,83.18,91.9,0.36,4.72,-4,200.54,188.65,212.43,1.46,13.35,-10.43,140.46,132.52,148.4,0.84,8.78,-7.1,168.7,158.89,178.51,1.1,10.91,-8.71
"AUS",2017 Q3,47702,24637737,193.6,100.9,237.3,165,199,44755,42514,46995,2947,5188,707,181.74,172.53,190.95,11.86,21.07,2.65,95.36,91,99.72,5.54,9.9,1.18,221.98,210.09,233.87,15.32,27.21,3.43,154.78,146.84,162.72,10.22,18.16,2.28,186.4,176.59,196.21,12.6,22.41,2.79
