"iso3c","date","deaths","population","cmr","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"ALB","2015-2016",74,830591,8.9,,,,,,,,,,,,
"ALB","2016-2017",70,838303,8.3,,,,,,,,,,,,
"ALB","2017-2018",73,840578,8.6,,,,,,,,,,,,
"ALB","2018-2019",61,840592,7.3,,,,,,,,,,,,
"ALB","2019-2020",69,839173,8.2,,,,,,,,,,,,
"AND","2010-2011",1,23858,4.2,,,,,,,,,,,,
"AND","2011-2012",2,23439,6.7,,,,,,,,,,,,
"AND","2012-2013",2,22516,8.3,,,,,,,,,,,,
"AND","2013-2014",0,22043,1.9,0,-1,1,0,1,-1,2.52,0.58,4.46,-0.62,1.32,-2.56
"AND","2014-2015",1,21595,4.6,1,0,1,0,1,0,3.77,2.02,5.52,0.83,2.58,-0.92
"AND","2015-2016",1,21146,4.7,1,0,2,0,1,-1,5.02,3.34,6.7,-0.32,1.36,-2
"AND","2016-2017",1,20696,6.9,1,0,2,0,1,-1,6.27,4.52,8.02,0.63,2.38,-1.12
"AND","2017-2018",1,20248,7,1,0,2,0,1,-1,7.52,5.58,9.46,-0.52,1.42,-2.46
"ARM","2015-2016",108,970175,11.1,,,,,,,,,,,,
"ARM","2016-2017",101,956774,10.6,,,,,,,,,,,,
"ARM","2017-2018",95,941836,10.1,,,,,,,,,,,,
"ARM","2018-2019",90,925289,9.8,,,,,,,,,,,,
"ARM","2019-2020",91,908434,10.1,,,,,,,,,,,,
"AUT","2000-2001",262,2391288,11,,,,,,,,,,,,
"AUT","2001-2002",252,2373843,10.6,,,,,,,,,,,,
"AUT","2002-2003",249,2357155,10.6,,,,,,,,,,,,
"AUT","2003-2004",234,2338715,10,,,,,,,,,,,,
"AUT","2004-2005",231,2323275,10,215,197,234,16,34,-3,9.58,8.87,10.28,0.42,1.13,-0.28
"AUT","2005-2006",212,2302540,9.2,209,191,228,3,21,-16,9.32,8.63,10.01,-0.12,0.57,-0.81
"AUT","2006-2007",203,2274273,8.9,204,186,222,-1,17,-19,9.07,8.39,9.74,-0.17,0.51,-0.84
"AUT","2007-2008",187,2248180,8.3,198,181,216,-11,6,-29,8.81,8.14,9.48,-0.51,0.16,-1.18
"AUT","2008-2009",189,2222335,8.5,193,175,210,-4,14,-21,8.55,7.89,9.22,-0.05,0.61,-0.72
"AUT","2009-2010",193,2199573,8.8,187,170,204,6,23,-11,8.3,7.64,8.95,0.5,1.16,-0.15
"AUT","2010-2011",184,2188784,8.4,182,164,199,2,20,-15,8.04,7.39,8.7,0.36,1.01,-0.3
"AUT","2011-2012",166,2189770,7.6,176,159,193,-10,7,-27,7.79,7.13,8.44,-0.19,0.47,-0.84
"AUT","2012-2013",164,2203197,7.5,170,153,188,-6,11,-24,7.53,6.88,8.18,-0.03,0.62,-0.68
"AUT","2013-2014",157,2227460,7.1,165,147,182,-8,10,-25,7.28,6.62,7.93,-0.18,0.48,-0.83
"AUT","2014-2015",161,2262109,7.1,159,142,177,2,19,-16,7.02,6.36,7.68,0.08,0.74,-0.58
"AUT","2015-2016",145,2302841,6.3,154,136,171,-9,9,-26,6.76,6.09,7.43,-0.46,0.21,-1.13
"AUT","2016-2017",147,2324895,6.3,148,130,166,-1,17,-19,6.51,5.83,7.19,-0.21,0.47,-0.89
"AUT","2017-2018",152,2334754,6.5,142,124,161,10,28,-9,6.25,5.56,6.94,0.25,0.94,-0.44
"AUT","2018-2019",148,2337346,6.3,137,118,155,11,30,-7,6,5.29,6.7,0.3,1.01,-0.4
"AUT","2019-2020",149,2335093,6.4,131,112,150,18,37,-1,5.74,5.02,6.46,0.66,1.38,-0.06
"AUT","2020-2021",163,2328869,7,126,106,145,37,57,18,5.49,4.75,6.22,1.51,2.25,0.78
"BEL","2000-2001",378,2871397,13.2,,,,,,,,,,,,
"BEL","2001-2002",365,2855143,12.8,,,,,,,,,,,,
