"iso3c","date","deaths","population","cmr","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"ALB",2015 Jan,4,822645,0.5,7,4,9,-3,0,-5,0.8,0.53,1.07,-0.3,-0.03,-0.57
"ALB",2015 Feb,6,823103,0.7,6,4,8,0,2,-2,0.74,0.47,1.01,-0.04,0.23,-0.31
"ALB",2015 Mar,6,823559,0.7,6,4,8,0,2,-2,0.72,0.45,0.99,-0.02,0.25,-0.29
"ALB",2015 Apr,6,824028,0.7,6,4,9,0,2,-3,0.78,0.51,1.05,-0.08,0.19,-0.35
"ALB",2015 May,6,824495,0.7,6,3,8,0,3,-2,0.7,0.43,0.97,0,0.27,-0.27
"ALB",2015 Jun,7,824971,0.9,6,3,8,1,4,-1,0.68,0.41,0.95,0.22,0.49,-0.05
"ALB",2015 Jul,7,825438,0.9,7,4,9,0,3,-2,0.84,0.57,1.11,0.06,0.33,-0.21
"ALB",2015 Aug,7,825915,0.8,7,4,9,0,3,-2,0.82,0.55,1.09,-0.02,0.25,-0.29
"ALB",2015 Sep,7,826388,0.9,6,4,9,1,3,-2,0.78,0.51,1.05,0.12,0.39,-0.15
"ALB",2015 Oct,7,826855,0.9,6,4,8,1,3,-1,0.76,0.49,1.03,0.14,0.41,-0.13
"ALB",2015 Nov,5,827327,0.7,6,4,9,-1,1,-4,0.76,0.49,1.03,-0.06,0.21,-0.33
"ALB",2015 Dec,7,827799,0.8,6,3,8,1,4,-1,0.7,0.43,0.97,0.1,0.37,-0.17
"ALB",2016 Jan,7,828413,0.9,6,4,9,1,3,-2,0.77,0.5,1.04,0.13,0.4,-0.14
"ALB",2016 Feb,6,829224,0.7,6,4,8,0,2,-2,0.71,0.44,0.98,-0.01,0.26,-0.28
"ALB",2016 Mar,6,830033,0.7,6,4,8,0,2,-2,0.69,0.42,0.96,0.01,0.28,-0.26
"ALB",2016 Apr,6,830849,0.7,6,4,8,0,2,-2,0.75,0.48,1.02,-0.05,0.22,-0.32
"ALB",2016 May,5,831675,0.6,6,3,8,-1,2,-3,0.67,0.4,0.94,-0.07,0.2,-0.34
"ALB",2016 Jun,5,832496,0.6,5,3,8,0,2,-3,0.65,0.38,0.92,-0.05,0.22,-0.32
"ALB",2016 Jul,7,833312,0.8,7,4,9,0,3,-2,0.81,0.54,1.08,-0.01,0.26,-0.28
"ALB",2016 Aug,6,834158,0.7,6,4,9,0,2,-3,0.79,0.52,1.06,-0.09,0.18,-0.36
"ALB",2016 Sep,6,834974,0.7,6,4,8,0,2,-2,0.75,0.48,1.02,-0.05,0.22,-0.32
"ALB",2016 Oct,5,835795,0.6,6,4,8,-1,1,-3,0.73,0.46,1,-0.13,0.14,-0.4
"ALB",2016 Nov,7,836621,0.8,6,4,8,1,3,-1,0.73,0.46,1,0.07,0.34,-0.2
"ALB",2016 Dec,6,837437,0.7,6,3,8,0,3,-2,0.67,0.4,0.94,0.03,0.3,-0.24
"ALB",2017 Jan,9,838032,1,6,4,8,3,5,1,0.74,0.47,1.01,0.26,0.53,-0.01
"ALB",2017 Feb,6,838239,0.7,6,4,8,0,2,-2,0.68,0.41,0.95,0.02,0.29,-0.25
"ALB",2017 Mar,5,838443,0.6,6,4,8,-1,1,-3,0.66,0.39,0.93,-0.06,0.21,-0.33
"ALB",2017 Apr,6,838653,0.7,6,4,8,0,2,-2,0.72,0.45,0.99,-0.02,0.25,-0.29
"ALB",2017 May,5,838866,0.6,5,3,8,0,2,-3,0.64,0.37,0.91,-0.04,0.23,-0.31
