"iso3c","date","deaths","population","cmr","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"ALB",2015,336,758905,44.2,332,313,351,4,23,-15,43.68,41.11,46.25,0.52,3.09,-2.05
"ALB",2016,316,754554,41.9,324,307,341,-8,9,-25,42.92,40.61,45.23,-1.02,1.29,-3.33
"ALB",2017,323,749505,43.1,315,299,332,8,24,-9,42.16,39.94,44.38,0.94,3.16,-1.28
"ALB",2018,301,742020,40.5,307,290,324,-6,11,-23,41.4,39.09,43.71,-0.9,1.41,-3.21
"ALB",2019,301,731756,41.1,298,279,317,3,22,-16,40.64,38.07,43.21,0.46,3.03,-2.11
"ALB",2020,363,719917,50.4,290,268,312,73,95,51,39.88,36.94,42.82,10.52,13.46,7.58
"AND",2011,6,24838,23.3,,,,,,,,,,,,
"AND",2012,5,24813,21.4,,,,,,,,,,,,
"AND",2013,5,24954,21.3,,,,,,,,,,,,
"AND",2014,6,25296,21.9,5,3,8,1,3,-2,20.02,12.79,27.25,1.88,9.11,-5.35
"AND",2015,5,25637,18.7,6,4,8,-1,1,-3,21.21,14.69,27.73,-2.51,4.01,-9.03
"AND",2016,6,25979,23.9,6,4,8,0,2,-2,22.4,16.14,28.66,1.5,7.76,-4.76
"AND",2017,5,26321,20.6,6,4,8,-1,1,-3,23.59,17.07,30.11,-2.99,3.53,-9.51
"AND",2018,7,26662,26.9,6,4,8,1,3,-1,24.78,17.55,32.01,2.12,9.35,-5.11
"ARM",2015,615,775683,79.2,615,591,638,0,24,-23,79.26,76.31,82.21,-0.06,2.89,-3.01
"ARM",2016,592,764484,77.4,583,562,604,9,30,-12,76.23,73.57,78.89,1.17,3.83,-1.49
"ARM",2017,539,752373,71.6,552,531,572,-13,8,-33,73.2,70.64,75.76,-1.6,0.96,-4.16
"ARM",2018,519,740094,70.1,520,499,541,-1,20,-22,70.17,67.51,72.83,-0.07,2.59,-2.73
"ARM",2019,494,729631,67.7,489,465,512,5,29,-18,67.14,64.19,70.09,0.56,3.51,-2.39
"ARM",2020,616,723593,85.2,457,430,484,159,186,132,64.11,60.73,67.49,21.09,24.47,17.71
"AUT",2001,1135,2118992,53.5,,,,,,,,,,,,
"AUT",2002,1108,2152525,51.5,,,,,,,,,,,,
"AUT",2003,1095,2194612,49.9,,,,,,,,,,,,
"AUT",2004,1064,2241319,47.5,,,,,,,,,,,,
"AUT",2005,1079,2300108,46.9,1087,1038,1135,-8,41,-56,45.83,44.23,47.42,1.07,2.67,-0.52
"AUT",2006,1045,2360268,44.3,1076,1028,1123,-31,17,-78,45.06,43.49,46.62,-0.76,0.81,-2.32
"AUT",2007,1062,2400224,44.3,1065,1018,1112,-3,44,-50,44.28,42.74,45.83,0.02,1.56,-1.53
"AUT",2008,1028,2431632,42.3,1054,1008,1100,-26,20,-72,43.51,41.99,45.03,-1.21,0.31,-2.73
"AUT",2009,1072,2464295,43.5,1044,998,1089,28,74,-17,42.74,41.24,44.24,0.76,2.26,-0.74
"AUT",2010,1051,2493126,42.2,1033,988,1078,18,63,-27,41.97,40.48,43.46,0.23,1.72,-1.26
"AUT",2011,1037,2519855,41.2,1022,977,1067,15,60,-30,41.2,39.71,42.68,0,1.49,-1.48
"AUT",2012,1020,2543993,40.1,1011,966,1056,9,54,-36,40.43,38.95,41.91,-0.33,1.15,-1.81
"AUT",2013,1026,2563151,40,1000,956,1045,26,70,-19,39.66,38.17,41.14,0.34,1.83,-1.14
"AUT",2014,1016,2580876,39.4,990,945,1035,26,71,-19,38.88,37.39,40.37,0.52,2.01,-0.97
"AUT",2015,980,2596828,37.7,979,933,1025,1,47,-45,38.11,36.61,39.62,-0.41,1.09,-1.92
"AUT",2016,951,2603038,36.5,968,922,1014,-17,29,-63,37.34,35.82,38.86,-0.84,0.68,-2.36
"AUT",2017,935,2600070,36,957,911,1004,-22,24,-69,36.57,35.03,38.11,-0.57,0.97,-2.11
"AUT",2018,961,2594893,37,947,899,994,14,62,-33,35.8,34.23,37.37,1.2,2.77,-0.37
"AUT",2019,906,2587809,35,936,887,984,-30,19,-78,35.03,33.43,36.62,-0.03,1.57,-1.62
"AUT",2020,931,2581305,36,925,876,975,6,55,-44,34.26,32.62,35.89,1.74,3.38,0.11
"AUT",2021,956,2574520,37.1,914,864,965,42,92,-9,33.48,31.81,35.15,3.62,5.29,1.95
"BEL",2001,1547,2760745,56,,,,,,,,,,,,
"BEL",2002,1568,2823374,55.5,,,,,,,,,,,,
"BEL",2003,1583,2876998,55,,,,,,,,,,,,
"BEL",2004,1538,2924074,52.6,,,,,,,,,,,,
"BEL",2005,1561,2968393,52.6,1607,1521,1693,-46,40,-132,53.23,51.31,55.16,-0.63,1.29,-2.56
"BEL",2006,1521,3000182,50.7,1581,1496,1665,-60,25,-144,52.23,50.35,54.12,-1.53,0.35,-3.42
"BEL",2007,1528,3020122,50.6,1555,1471,1638,-27,57,-110,51.23,49.38,53.09,-0.63,1.22,-2.49
"BEL",2008,1569,3037837,51.6,1528,1446,1610,41,123,-41,50.24,48.41,52.06,1.36,3.19,-0.46
"BEL",2009,1538,3056171,50.3,1502,1421,1583,36,117,-45,49.24,47.43,51.05,1.06,2.87,-0.75
"BEL",2010,1474,3083882,47.8,1476,1396,1556,-2,78,-82,48.24,46.44,50.03,-0.44,1.36,-2.23
"BEL",2011,1481,3111273,47.6,1450,1370,1530,31,111,-49,47.24,45.45,49.02,0.36,2.15,-1.42
"BEL",2012,1477,3126193,47.2,1424,1344,1503,53,133,-26,46.24,44.46,48.02,0.96,2.74,-0.82
"BEL",2013,1440,3132244,46,1397,1317,1477,43,123,-37,45.24,43.46,47.03,0.76,2.54,-1.03
"BEL",2014,1381,3132262,44.1,1371,1291,1452,10,90,-71,44.24,42.45,46.04,-0.14,1.65,-1.94
"BEL",2015,1378,3128151,44.1,1345,1264,1426,33,114,-48,43.24,41.43,45.05,0.86,2.67,-0.95
"BEL",2016,1313,3120124,42.1,1319,1237,1401,-6,76,-88,42.24,40.42,44.07,-0.14,1.68,-1.97
"BEL",2017,1260,3111745,40.5,1293,1210,1376,-33,50,-116,41.25,39.39,43.1,-0.75,1.11,-2.6
"BEL",2018,1241,3105746,40,1266,1182,1351,-25,59,-110,40.25,38.36,42.13,-0.25,1.64,-2.13
"BEL",2019,1192,3101163,38.4,1240,1154,1326,-48,38,-134,39.25,37.32,41.17,-0.85,1.08,-2.77
"BEL",2020,1259,3097944,40.6,1214,1126,1302,45,133,-43,38.25,36.28,40.21,2.35,4.32,0.39
"BEL",2021,1218,3094210,39.4,1188,1098,1278,30,120,-60,37.25,35.24,39.26,2.15,4.16,0.14
"BGR",2001,2236,2212585,101,,,,,,,,,,,,
"BGR",2002,2226,2197692,101.3,,,,,,,,,,,,
"BGR",2003,2206,2193910,100.5,,,,,,,,,,,,
"BGR",2004,2232,2189678,101.9,,,,,,,,,,,,
"BGR",2005,2285,2177752,104.9,2215,2073,2358,70,212,-73,,,,,,
"BGR",2006,2265,2152508,105.2,2175,2035,2315,90,230,-50,101.74,96.83,106.65,3.46,8.37,-1.45
"BGR",2007,2170,2124080,102.2,2135,1997,2272,35,173,-102,100.37,95.56,105.18,1.83,6.64,-2.98
"BGR",2008,2087,2103187,99.2,2094,1959,2230,-7,128,-143,99,94.28,103.72,0.2,4.92,-4.52
"BGR",2009,2031,2085838,97.4,2054,1920,2188,-23,111,-157,97.63,92.98,102.28,-0.23,4.42,-4.88
"BGR",2010,1959,2064630,94.9,2014,1881,2146,-55,78,-187,96.26,91.67,100.85,-1.36,3.23,-5.95
"BGR",2011,1897,2046916,92.7,1973,1841,2105,-76,56,-208,94.89,90.33,99.45,-2.19,2.37,-6.75
"BGR",2012,1829,2034617,89.9,1933,1801,2065,-104,28,-236,93.52,88.98,98.06,-3.62,0.92,-8.16
