"iso3c","date","deaths","population","cmr","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"ALB",2015 Jan,31,761431,4.1,33,28,38,-2,3,-7,4.36,3.76,4.97,-0.26,0.34,-0.87
"ALB",2015 Feb,27,760984,3.5,27,22,32,0,5,-5,3.56,2.96,4.17,-0.06,0.54,-0.67
"ALB",2015 Mar,31,760537,4,28,24,33,3,7,-2,3.68,3.08,4.29,0.32,0.92,-0.29
"ALB",2015 Apr,26,760076,3.4,25,20,30,1,6,-4,3.28,2.68,3.89,0.12,0.72,-0.49
"ALB",2015 May,24,759619,3.2,26,21,30,-2,3,-6,3.36,2.76,3.97,-0.16,0.44,-0.77
"ALB",2015 Jun,22,759152,2.9,25,20,29,-3,2,-7,3.22,2.62,3.83,-0.32,0.28,-0.93
"ALB",2015 Jul,30,758693,3.9,27,23,32,3,7,-2,3.58,2.98,4.19,0.32,0.92,-0.29
"ALB",2015 Aug,32,758225,4.2,29,25,34,3,7,-2,3.86,3.26,4.47,0.34,0.94,-0.27
"ALB",2015 Sep,27,757762,3.5,25,20,29,2,7,-2,3.24,2.64,3.85,0.26,0.86,-0.35
"ALB",2015 Oct,29,757303,3.8,29,25,34,0,4,-5,3.82,3.22,4.43,-0.02,0.58,-0.63
"ALB",2015 Nov,28,756841,3.7,28,23,32,0,5,-4,3.64,3.04,4.25,0.06,0.66,-0.55
"ALB",2015 Dec,29,756378,3.9,30,26,35,-1,3,-6,4.02,3.42,4.63,-0.12,0.48,-0.73
"ALB",2016 Jan,30,755993,4,32,28,37,-2,2,-7,4.3,3.7,4.9,-0.3,0.3,-0.9
"ALB",2016 Feb,28,755731,3.8,26,22,31,2,6,-3,3.5,2.9,4.1,0.3,0.9,-0.3
"ALB",2016 Mar,25,755474,3.3,27,23,32,-2,2,-7,3.62,3.02,4.22,-0.32,0.28,-0.92
"ALB",2016 Apr,22,755214,2.9,24,20,29,-2,2,-7,3.22,2.62,3.82,-0.32,0.28,-0.92
"ALB",2016 May,25,754951,3.3,25,20,29,0,5,-4,3.3,2.7,3.9,0,0.6,-0.6
"ALB",2016 Jun,23,754690,3.1,24,19,28,-1,4,-5,3.16,2.56,3.76,-0.06,0.54,-0.66
"ALB",2016 Jul,26,754431,3.5,27,22,31,-1,4,-5,3.52,2.92,4.12,-0.02,0.58,-0.62
"ALB",2016 Aug,27,754162,3.5,29,24,33,-2,3,-6,3.8,3.2,4.4,-0.3,0.3,-0.9
