"iso3c","date","deaths","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","population","cmr","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"AUS","2015-2016",40253,,,,,,,1117843,3599.4,,,,,,
"AUS","2016-2017",42086,,,,,,,1154713,3642.6,,,,,,
"AUS","2017-2018",40568,,,,,,,1198588,3383.4,,,,,,
"AUS","2018-2019",42015,,,,,,,1250303,3358.6,,,,,,
"AUS","2019-2020",42039,,,,,,,1310121,3208.1,,,,,,
"AUS","2020-2021",44124,,,,,,,1381785,3190.8,,,,,,
"AUS","2021-2022",50481,,,,,,,1462962,3448,,,,,,
"AUT","2000-2001",22168,,,,,,,448176,4948.7,,,,,,
"AUT","2001-2002",24053,,,,,,,467313,5149.1,,,,,,
"AUT","2002-2003",25866,,,,,,,483950,5346.8,,,,,,
"AUT","2003-2004",25712,,,,,,,495162,5193.4,,,,,,
"AUT","2004-2005",26172,,,,,,,498750,5247.5,,,,,,
"AUT","2005-2006",25432,,,,,,,498604,5100.3,,,,,,
"AUT","2006-2007",24514,,,,,,,496053,4941.5,,,,,,
"AUT","2007-2008",24370,,,,,,,492406,4948.5,,,,,,
"AUT","2008-2009",24042,,,,,,,487552,4930.3,,,,,,
"AUT","2009-2010",22995,,,,,,,483050,4759.9,,,,,,
"AUT","2010-2011",22147,,,,,,,480055,4613.2,,,,,,
"AUT","2011-2012",22186,,,,,,,479223,4629.9,4508.59,4162.59,4854.59,121.31,467.31,-224.69
"AUT","2012-2013",21818,21217,19717,22717,601,2101,-899,485713,4494.8,4377.38,4049.29,4705.47,117.42,445.51,-210.67
"AUT","2013-2014",20785,21510,20105,22915,-725,680,-2130,509264,4085.5,4246.17,3930.59,4561.76,-160.67,154.91,-476.26
"AUT","2014-2015",22093,21803,20458,23149,290,1635,-1056,542354,4075.7,4114.97,3805.82,4424.11,-39.27,269.88,-348.41
"AUT","2015-2016",21280,22096,20771,23421,-816,509,-2141,569409,3739.1,3983.76,3674.61,4292.9,-244.66,64.49,-553.8
"AUT","2016-2017",22910,22390,21044,23735,520,1866,-825,589825,3886.7,3852.55,3536.96,4168.14,34.15,349.74,-281.44
"AUT","2017-2018",22951,22683,21277,24088,268,1674,-1137,605191,3793.8,3721.34,3393.25,4049.43,72.46,400.55,-255.63
"AUT","2018-2019",22838,22976,21476,24476,-138,1362,-1638,619084,3689.4,3590.13,3244.13,3936.13,99.27,445.27,-246.73
"AUT","2019-2020",24092,23269,21646,24892,823,2446,-800,625462,3852.1,3458.93,3090.4,3827.45,393.17,761.7,24.65
"AUT","2020-2021",27332,23562,21794,25331,3770,5538,2001,632828,4322.6,3327.72,2932.83,3722.6,994.88,1389.77,600
"AUT","2021-2022",27606,23856,21924,25787,3750,5682,1819,648923,4256.6,3196.51,2772.15,3620.86,1060.09,1484.45,635.74
"BEL","2000-2001",31746,,,,,,,593583,5350.7,,,,,,
"BEL","2001-2002",33899,,,,,,,620326,5467.5,,,,,,
"BEL","2002-2003",36028,,,,,,,645578,5581.8,,,,,,
"BEL","2003-2004",36870,,,,,,,664869,5547.2,,,,,,
"BEL","2004-2005",36631,,,,,,,675800,5422.4,,,,,,
"BEL","2005-2006",36091,,,,,,,686347,5259.2,,,,,,
"BEL","2006-2007",34330,,,,,,,695333,4937.9,,,,,,
"BEL","2007-2008",35520,,,,,,,701081,5067,,,,,,
"BEL","2008-2009",34975,,,,,,,704492,4965,,,,,,
"BEL","2009-2010",33995,,,,,,,706571,4811.3,4807.78,4582.21,5033.35,3.52,229.09,-222.05
"BEL","2010-2011",33051,33866,32132,35599,-815,919,-2548,708050,4668.1,4734.07,4516.77,4951.36,-65.97,151.33,-283.26
"BEL","2011-2012",33569,33221,31562,34879,348,2007,-1310,710624,4724.3,4660.35,4449.49,4871.22,63.95,274.81,-146.92
