"iso3c","date","deaths","population","cmr","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"ALB","2015-2016",70,734085,9.5,,,,,,,,,,,,
"ALB","2016-2017",67,711812,9.4,,,,,,,,,,,,
"ALB","2017-2018",60,691186,8.7,,,,,,,,,,,,
"ALB","2018-2019",61,671349,9.1,,,,,,,,,,,,
"ALB","2019-2020",63,648497,9.8,,,,,,,,,,,,
"ALB","2020-2021",38,628973,6,,,,,,,,,,,,
"AND","2010-2011",0,15321,2.8,,,,,,,,,,,,
"AND","2011-2012",0,15274,2.8,,,,,,,,,,,,
"AND","2012-2013",1,15078,4.7,,,,,,,,,,,,
"AND","2013-2014",0,14941,2.9,0,0,0,0,0,0,2.52,0.09,4.95,0.38,2.81,-2.05
"AND","2014-2015",0,14821,1,0,0,0,0,0,0,2.14,-0.05,4.33,-1.14,1.05,-3.33
"AND","2015-2016",0,14701,2.9,0,0,0,0,0,0,1.76,-0.35,3.87,1.14,3.25,-0.97
"AND","2016-2017",0,14580,1,0,0,0,0,0,0,1.38,-0.81,3.57,-0.38,1.81,-2.57
"AND","2017-2018",0,14460,1,0,0,0,0,0,0,1,-1.43,3.43,0,2.43,-2.43
"ARM","2015-2016",92,727431,12.7,,,,,,,,,,,,
"ARM","2016-2017",79,726678,10.9,,,,,,,,,,,,
"ARM","2017-2018",69,727499,9.5,,,,,,,,,,,,
"ARM","2018-2019",60,728991,8.2,,,,,,,,,,,,
"ARM","2019-2020",63,731471,8.7,,,,,,,,,,,,
"AUT","2000-2001",122,1765790,6.9,,,,,,,,,,,,
"AUT","2001-2002",105,1753881,6,,,,,,,,,,,,
"AUT","2002-2003",114,1742773,6.5,,,,,,,,,,,,
"AUT","2003-2004",111,1736785,6.4,,,,,,,,,,,,
"AUT","2004-2005",108,1731203,6.3,103,94,112,5,14,-4,6.03,5.56,6.5,0.27,0.74,-0.2
"AUT","2005-2006",105,1724974,6.1,101,92,109,4,13,-4,5.88,5.42,6.34,0.22,0.68,-0.24
"AUT","2006-2007",95,1713624,5.5,98,89,106,-3,6,-11,5.74,5.28,6.19,-0.24,0.22,-0.69
"AUT","2007-2008",95,1701313,5.6,95,86,103,0,9,-8,5.59,5.14,6.04,0.01,0.46,-0.44
"AUT","2008-2009",88,1686002,5.2,92,83,100,-4,5,-12,5.44,5,5.89,-0.24,0.2,-0.69
"AUT","2009-2010",89,1669977,5.3,89,81,98,0,8,-9,5.3,4.86,5.74,0,0.44,-0.44
"AUT","2010-2011",92,1651802,5.5,86,78,95,6,14,-3,5.15,4.72,5.59,0.35,0.78,-0.09
"AUT","2011-2012",77,1635538,4.7,83,75,92,-6,2,-15,5.01,4.57,5.44,-0.31,0.13,-0.74
"AUT","2012-2013",75,1622308,4.6,80,72,89,-5,3,-14,4.86,4.42,5.3,-0.26,0.18,-0.7
"AUT","2013-2014",75,1611582,4.6,78,69,86,-3,6,-11,4.72,4.28,5.15,-0.12,0.32,-0.55
"AUT","2014-2015",72,1609334,4.5,75,66,83,-3,6,-11,4.57,4.13,5.01,-0.07,0.37,-0.51
"AUT","2015-2016",71,1624189,4.4,72,63,80,-1,8,-9,4.42,3.98,4.87,-0.02,0.42,-0.47
"AUT","2016-2017",71,1630521,4.4,69,60,78,2,11,-7,4.28,3.82,4.73,0.12,0.58,-0.33
"AUT","2017-2018",68,1632810,4.2,66,57,75,2,11,-7,4.13,3.67,4.59,0.07,0.53,-0.39
"AUT","2018-2019",69,1633930,4.2,63,54,72,6,15,-3,3.99,3.52,4.46,0.21,0.68,-0.26
"AUT","2019-2020",67,1637152,4.1,60,51,70,7,16,-3,3.84,3.36,4.32,0.26,0.74,-0.22
"AUT","2020-2021",66,1639489,4.1,57,48,67,9,18,-1,3.7,3.2,4.19,0.4,0.9,-0.09
"BEL","2000-2001",171,2298627,7.4,,,,,,,,,,,,
"BEL","2001-2002",158,2295989,6.9,,,,,,,,,,,,
"BEL","2002-2003",148,2296014,6.4,,,,,,,,,,,,
"BEL","2003-2004",136,2296381,5.9,,,,,,,,,,,,
"BEL","2004-2005",133,2299332,5.8,,,,,,,,,,,,
"BEL","2005-2006",133,2309804,5.8,,,,,,,,,,,,
"BEL","2006-2007",141,2319675,6.1,139,128,150,2,13,-9,5.96,5.44,6.47,0.14,0.66,-0.37
"BEL","2007-2008",142,2331389,6.1,136,125,147,6,17,-5,5.81,5.3,6.31,0.29,0.8,-0.21
"BEL","2008-2009",129,2342521,5.5,133,122,144,-4,7,-15,5.65,5.16,6.15,-0.15,0.34,-0.65
"BEL","2009-2010",126,2357774,5.3,130,119,141,-4,7,-15,5.5,5.02,5.99,-0.2,0.28,-0.69
"BEL","2010-2011",124,2383125,5.2,127,116,137,-3,8,-13,5.35,4.87,5.83,-0.15,0.33,-0.63
"BEL","2011-2012",127,2393945,5.3,124,113,134,3,14,-7,5.2,4.72,5.67,0.1,0.58,-0.37
"BEL","2012-2013",127,2399257,5.3,121,110,131,6,17,-4,5.05,4.57,5.52,0.25,0.73,-0.22
"BEL","2013-2014",115,2405152,4.8,117,107,128,-2,8,-13,4.89,4.42,5.37,-0.09,0.38,-0.57
"BEL","2014-2015",106,2415369,4.4,114,104,125,-8,2,-19,4.74,4.26,5.22,-0.34,0.14,-0.82
"BEL","2015-2016",108,2431858,4.4,111,101,122,-3,7,-14,4.59,4.11,5.07,-0.19,0.29,-0.67
"BEL","2016-2017",105,2438990,4.3,108,97,119,-3,8,-14,4.44,3.94,4.93,-0.14,0.36,-0.63
"BEL","2017-2018",107,2444777,4.4,105,94,116,2,13,-9,4.29,3.78,4.79,0.11,0.62,-0.39
"BEL","2018-2019",110,2452665,4.5,102,91,114,8,19,-4,4.13,3.62,4.65,0.37,0.88,-0.15
"BEL","2019-2020",102,2459937,4.1,99,87,111,3,15,-9,3.98,3.45,4.51,0.12,0.65,-0.41
"BEL","2020-2021",92,2462153,3.8,96,84,108,-4,8,-16,3.83,3.28,4.37,-0.03,0.52,-0.57
"BGR","2000-2001",255,1742287,14.7,,,,,,,,,,,,
"BGR","2001-2002",225,1647512,13.7,,,,,,,,,,,,
"BGR","2002-2003",216,1590884,13.6,,,,,,,,,,,,
