"iso3c","date","deaths","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","population","cmr","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"AUS",2015 Jan,3155,,,,,,,1081317,291.8,,,,,,
"AUS",2015 Feb,2877,,,,,,,1083624,265.5,,,,,,
"AUS",2015 Mar,3290,,,,,,,1085959,303,,,,,,
"AUS",2015 Apr,3263,,,,,,,1088365,299.8,,,,,,
"AUS",2015 May,3533,,,,,,,1090756,323.9,,,,,,
"AUS",2015 Jun,3438,,,,,,,1093193,314.5,,,,,,
"AUS",2015 Jul,3736,,,,,,,1095589,341,,,,,,
"AUS",2015 Aug,3953,,,,,,,1098032,360,,,,,,
"AUS",2015 Sep,3556,,,,,,,1100454,323.1,,,,,,
"AUS",2015 Oct,3344,,,,,,,1102847,303.2,,,,,,
"AUS",2015 Nov,3148,,,,,,,1105263,284.9,,,,,,
"AUS",2015 Dec,3236,,,,,,,1107680,292.2,,,,,,
"AUS",2016 Jan,3184,,,,,,,1110320,286.8,,,,,,
"AUS",2016 Feb,2936,,,,,,,1113239,263.8,,,,,,
"AUS",2016 Mar,3176,,,,,,,1116136,284.5,,,,,,
"AUS",2016 Apr,3168,,,,,,,1119063,283.1,,,,,,
"AUS",2016 May,3400,,,,,,,1122025,303,,,,,,
"AUS",2016 Jun,3515,,,,,,,1124967,312.5,,,,,,
"AUS",2016 Jul,3704,,,,,,,1127891,328.4,,,,,,
"AUS",2016 Aug,3771,,,,,,,1130923,333.4,,,,,,
"AUS",2016 Sep,3669,,,,,,,1133847,323.6,,,,,,
"AUS",2016 Oct,3643,,,,,,,1136789,320.5,,,,,,
"AUS",2016 Nov,3296,,,,,,,1139751,289.2,,,,,,
"AUS",2016 Dec,3232,,,,,,,1142678,282.9,,,,,,
"AUS",2017 Jan,3299,,,,,,,1145908,287.9,,,,,,
"AUS",2017 Feb,2903,,,,,,,1149276,252.6,,,,,,
"AUS",2017 Mar,3233,,,,,,,1152656,280.5,,,,,,
"AUS",2017 Apr,3267,,,,,,,1156131,282.5,,,,,,
"AUS",2017 May,3523,,,,,,,1159666,303.8,,,,,,
"AUS",2017 Jun,3575,,,,,,,1163135,307.3,,,,,,
"AUS",2017 Jul,4065,,,,,,,1166625,348.5,,,,,,
"AUS",2017 Aug,4145,,,,,,,1170195,354.2,,,,,,
"AUS",2017 Sep,3904,,,,,,,1173667,332.7,,,,,,
"AUS",2017 Oct,3493,,,,,,,1177180,296.7,,,,,,
"AUS",2017 Nov,3225,,,,,,,1180670,273.2,,,,,,
"AUS",2017 Dec,3250,,,,,,,1184138,274.5,,,,,,
"AUS",2018 Jan,3152,,,,,,,1188014,265.3,,,,,,
"AUS",2018 Feb,2879,,,,,,,1192045,241.5,,,,,,
"AUS",2018 Mar,3295,,,,,,,1196088,275.4,,,,,,
"AUS",2018 Apr,3119,,,,,,,1200296,259.9,,,,,,
"AUS",2018 May,3597,,,,,,,1204504,298.6,,,,,,
"AUS",2018 Jun,3562,,,,,,,1208671,294.7,,,,,,
"AUS",2018 Jul,3774,,,,,,,1212889,311.2,,,,,,
"AUS",2018 Aug,3805,,,,,,,1217143,312.6,,,,,,
"AUS",2018 Sep,3417,,,,,,,1221315,279.8,,,,,,
"AUS",2018 Oct,3491,,,,,,,1225559,284.8,,,,,,
"AUS",2018 Nov,3232,,,,,,,1229722,262.8,,,,,,
"AUS",2018 Dec,3270,,,,,,,1233912,265,,,,,,
"AUS",2019 Jan,3334,,,,,,,1238421,269.3,,,,,,
"AUS",2019 Feb,3055,,,,,,,1242994,245.8,,,,,,
"AUS",2019 Mar,3348,,,,,,,1247555,268.3,,,,,,
"AUS",2019 Apr,3397,,,,,,,1252358,271.3,,,,,,
"AUS",2019 May,3720,,,,,,,1257079,295.9,,,,,,
"AUS",2019 Jun,3769,,,,,,,1261801,298.7,,,,,,
"AUS",2019 Jul,3918,,,,,,,1266604,309.3,,,,,,
"AUS",2019 Aug,3915,,,,,,,1271384,307.9,,,,,,
"AUS",2019 Sep,3566,,,,,,,1276146,279.4,,,,,,
"AUS",2019 Oct,3586,,,,,,,1280908,279.9,,,,,,
"AUS",2019 Nov,3281,,,,,,,1285625,255.2,,,,,,
"AUS",2019 Dec,3350,,,,,,,1290397,259.6,,,,,,
"AUS",2020 Jan,3384,,,,,,,1295601,261.2,,,,,,
"AUS",2020 Feb,3259,,,,,,,1301195,250.5,,,,,,
"AUS",2020 Mar,3567,,,,,,,1306836,272.9,,,,,,
"AUS",2020 Apr,3443,,,,,,,1312540,262.3,,,,,,
"AUS",2020 May,3679,,,,,,,1318208,279.1,,,,,,
"AUS",2020 Jun,3380,,,,,,,1323985,255.3,,,,,,
"AUS",2020 Jul,3734,,,,,,,1329664,280.8,,,,,,
"AUS",2020 Aug,3810,,,,,,,1335455,285.3,,,,,,
"AUS",2020 Sep,3566,,,,,,,1341196,265.9,,,,,,
"AUS",2020 Oct,3488,,,,,,,1346869,259,,,,,,
"AUS",2020 Nov,3399,,,,,,,1352597,251.3,,,,,,
"AUS",2020 Dec,3514,,,,,,,1358325,258.7,,,,,,
"AUS",2021 Jan,3511,,,,,,,1364520,257.3,,,,,,
"AUS",2021 Feb,3164,,,,,,,1371149,230.8,,,,,,
"AUS",2021 Mar,3585,,,,,,,1377792,260.2,,,,,,
"AUS",2021 Apr,3522,,,,,,,1384564,254.4,,,,,,
"AUS",2021 May,3933,,,,,,,1391381,282.6,,,,,,
