"iso3c","date","deaths","population","cmr","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"AUS",2015,24177,2044596,1182.4,24410,23198,25622,-233,979,-1445,1191.64,1138.41,1244.87,-9.24,43.99,-62.47
"AUS",2016,24830,2117897,1172.2,24926,23833,26018,-96,997,-1188,1177.43,1129.45,1225.41,-5.23,42.75,-53.21
"AUS",2017,26188,2189448,1196,25441,24392,26491,747,1796,-303,1163.22,1117.12,1209.32,32.78,78.88,-13.32
"AUS",2018,25683,2260383,1136.1,25957,24865,27049,-274,818,-1366,1149.01,1101.03,1196.99,-12.91,35.07,-60.89
"AUS",2019,26329,2331176,1129.4,26473,25261,27685,-144,1068,-1356,1134.8,1081.57,1188.03,-5.4,47.83,-58.63
"AUS",2020,26383,2393788,1102.2,26988,25600,28377,-605,783,-1994,1120.59,1059.61,1181.57,-18.39,42.59,-79.37
"AUS",2021,27442,2439970,1124.7,27504,25901,29107,-62,1541,-1665,1106.38,1035.96,1176.8,18.32,88.74,-52.1
"AUS",2022,29401,2477794,1186.6,28020,26177,29863,1381,3224,-462,1092.17,1011.22,1173.12,94.43,175.38,13.48
"AUT",2001,13247,655520,2020.7,,,,,,,,,,,,
"AUT",2002,13032,649567,2006.2,,,,,,,,,,,,
"AUT",2003,12725,656012,1940.7,,,,,,,,,,,,
"AUT",2004,12099,683790,1770.5,,,,,,,,,,,,
"AUT",2005,12238,718214,1705.3,12443,11107,13779,-205,1131,-1541,1642.33,1537.89,1746.76,62.97,167.41,-41.46
"AUT",2006,12155,745830,1630.2,12497,11187,13808,-342,968,-1653,1633.64,1531.17,1736.11,-3.44,99.03,-105.91
"AUT",2007,12128,766165,1583,12551,11262,13840,-423,866,-1712,1624.96,1524.19,1725.72,-41.96,58.81,-142.72
"AUT",2008,12008,784483,1531.2,12605,11334,13876,-597,674,-1868,1616.27,1516.91,1715.63,-85.07,14.29,-184.43
"AUT",2009,12761,800791,1593.9,12659,11403,13916,102,1358,-1155,1607.58,1509.34,1705.83,-13.68,84.56,-111.93
"AUT",2010,12826,807099,1589.1,12713,11467,13959,113,1359,-1133,1598.9,1501.45,1696.34,-9.8,87.65,-107.24
"AUT",2011,12755,819747,1556.3,12767,11527,14007,-12,1228,-1252,1590.21,1493.25,1687.17,-33.91,63.05,-130.87
"AUT",2012,13759,843849,1630.8,12821,11583,14059,938,2176,-300,1581.53,1484.73,1678.33,49.27,146.07,-47.53
"AUT",2013,13832,857962,1612.2,12875,11635,14115,957,2197,-283,1572.84,1475.88,1669.8,39.36,136.32,-57.6
