"iso3c","date","deaths","population","cmr","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"DEU",2001 W52,242.385,26611523,0.9,,,,,,,,,,,,
"DEU",2002 W01,242.135,26608789,0.899,,,,,,,,,,,,
"DEU",2002 W02,242.01,26606443,0.899,,,,,,,,,,,,
"DEU",2002 W03,241.942,26604108,0.899,,,,,,,,,,,,
"DEU",2002 W04,241.76,26601774,0.899,,,,,,,,,,,,
"DEU",2002 W05,241.173,26599440,0.897,,,,,,,,,,,,
"DEU",2002 W06,240.442,26597105,0.894,,,,,,,,,,,,
"DEU",2002 W07,240.135,26594771,0.893,,,,,,,,,,,,
"DEU",2002 W08,240.067,26592436,0.893,,,,,,,,,,,,
"DEU",2002 W09,240.019,26590102,0.893,,,,,,,,,,,,
"DEU",2002 W10,239.692,26587768,0.892,,,,,,,,,,,,
"DEU",2002 W11,239.375,26585433,0.891,,,,,,,,,,,,
"DEU",2002 W12,238.885,26583099,0.889,,,,,,,,,,,,
"DEU",2002 W13,238.788,26580765,0.889,,,,,,,,,,,,
"DEU",2002 W14,238.837,26578430,0.889,,,,,,,,,,,,
"DEU",2002 W15,238.394,26576096,0.888,,,,,,,,,,,,
"DEU",2002 W16,238.26,26573761,0.888,,,,,,,,,,,,
"DEU",2002 W17,237.942,26571427,0.888,,,,,,,,,,,,
"DEU",2002 W18,237.346,26569093,0.886,,,,,,,,,,,,
"DEU",2002 W19,237.24,26566758,0.886,,,,,,,,,,,,
"DEU",2002 W20,237.01,26564424,0.885,,,,,,,,,,,,
"DEU",2002 W21,236.827,26562090,0.884,,,,,,,,,,,,
"DEU",2002 W22,236.481,26559755,0.883,,,,,,,,,,,,
"DEU",2002 W23,236.481,26557421,0.883,,,,,,,,,,,,
"DEU",2002 W24,236.163,26555086,0.882,,,,,,,,,,,,
"DEU",2002 W25,236.038,26552752,0.882,,,,,,,,,,,,
"DEU",2002 W26,235.702,26550418,0.881,,,,,,,,,,,,
"DEU",2002 W27,235.663,26548083,0.881,,,,,,,,,,,,
"DEU",2002 W28,235.644,26545749,0.881,,,,,,,,,,,,
"DEU",2002 W29,235.75,26543415,0.882,,,,,,,,,,,,
"DEU",2002 W30,235.644,26541080,0.882,,,,,,,,,,,,
"DEU",2002 W31,235.731,26538746,0.883,,,,,,,,,,,,
"DEU",2002 W32,235.423,26536411,0.882,,,,,,,,,,,,
"DEU",2002 W33,235.625,26534077,0.883,,,,,,,,,,,,
"DEU",2002 W34,235.135,26531743,0.882,,,,,,,,,,,,
"DEU",2002 W35,234.596,26529408,0.88,,,,,,,,,,,,
"DEU",2002 W36,234.452,26527074,0.88,,,,,,,,,,,,
