"iso3c","date","deaths","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","population","cmr","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"DEU",2000 W01,2778,,,,,,,21276798,13.1,,,,,,
"DEU",2000 W02,2845,,,,,,,21277938,13.4,,,,,,
"DEU",2000 W03,2848,,,,,,,21279078,13.4,,,,,,
"DEU",2000 W04,3007,,,,,,,21280218,14.1,,,,,,
"DEU",2000 W05,2995,,,,,,,21281358,14.1,,,,,,
"DEU",2000 W06,2835,,,,,,,21282499,13.3,,,,,,
"DEU",2000 W07,2817,,,,,,,21283639,13.2,,,,,,
"DEU",2000 W08,2674,,,,,,,21284779,12.6,,,,,,
"DEU",2000 W09,2737,,,,,,,21285919,12.9,,,,,,
"DEU",2000 W10,2738,,,,,,,21287059,12.9,,,,,,
"DEU",2000 W11,2578,,,,,,,21288199,12.1,,,,,,
"DEU",2000 W12,2547,,,,,,,21289340,12,,,,,,
"DEU",2000 W13,2687,,,,,,,21290480,12.6,,,,,,
"DEU",2000 W14,2551,,,,,,,21291620,12,,,,,,
"DEU",2000 W15,2642,,,,,,,21292760,12.4,,,,,,
"DEU",2000 W16,2620,,,,,,,21293900,12.3,,,,,,
"DEU",2000 W17,2452,,,,,,,21295040,11.5,,,,,,
"DEU",2000 W18,2473,,,,,,,21296180,11.6,,,,,,
"DEU",2000 W19,2502,,,,,,,21297321,11.7,,,,,,
"DEU",2000 W20,2583,,,,,,,21298461,12.1,,,,,,
"DEU",2000 W21,2410,,,,,,,21299601,11.3,,,,,,
"DEU",2000 W22,2513,,,,,,,21300741,11.8,,,,,,
"DEU",2000 W23,2533,,,,,,,21301881,11.9,,,,,,
"DEU",2000 W24,2390,,,,,,,21303021,11.2,,,,,,
"DEU",2000 W25,2638,,,,,,,21304162,12.4,,,,,,
"DEU",2000 W26,2410,,,,,,,21305302,11.3,,,,,,
"DEU",2000 W27,2472,,,,,,,21306442,11.6,,,,,,
"DEU",2000 W28,2454,,,,,,,21307582,11.5,,,,,,
"DEU",2000 W29,2480,,,,,,,21308722,11.6,,,,,,
"DEU",2000 W30,2399,,,,,,,21309862,11.3,,,,,,
"DEU",2000 W31,2416,,,,,,,21311003,11.3,,,,,,
"DEU",2000 W32,2388,,,,,,,21312143,11.2,,,,,,
"DEU",2000 W33,2548,,,,,,,21313283,12,,,,,,
"DEU",2000 W34,2370,,,,,,,21314423,11.1,,,,,,
"DEU",2000 W35,2438,,,,,,,21315563,11.4,,,,,,
"DEU",2000 W36,2553,,,,,,,21316703,12,,,,,,
"DEU",2000 W37,2425,,,,,,,21317843,11.4,,,,,,
"DEU",2000 W38,2379,,,,,,,21318984,11.2,,,,,,
"DEU",2000 W39,2394,,,,,,,21320124,11.2,,,,,,
"DEU",2000 W40,2412,,,,,,,21321264,11.3,,,,,,
"DEU",2000 W41,2459,,,,,,,21322404,11.5,,,,,,
"DEU",2000 W42,2471,,,,,,,21323544,11.6,,,,,,
"DEU",2000 W43,2509,,,,,,,21324684,11.8,,,,,,
"DEU",2000 W44,2526,,,,,,,21325825,11.8,,,,,,
"DEU",2000 W45,2529,,,,,,,21326965,11.9,,,,,,
"DEU",2000 W46,2532,,,,,,,21328105,11.9,,,,,,
"DEU",2000 W47,2437,,,,,,,21329245,11.4,,,,,,
"DEU",2000 W48,2510,,,,,,,21330385,11.8,,,,,,
"DEU",2000 W49,2616,,,,,,,21331525,12.3,,,,,,
"DEU",2000 W50,2495,,,,,,,21332666,11.7,,,,,,
