"iso3c","date","deaths","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","population","cmr","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"USA","2017-2018",62185,,,,,,,103233001,60.2,,,,,,
"USA","2018-2019",59979,,,,,,,103253364,58.1,,,,,,
"USA","2019-2020",63935,,,,,,,103962953,61.5,,,,,,
"USA","2020-2021",67370,,,,,,,103566834,65.1,,,,,,
"USA","2021-2022",66948,,,,,,,103501317,64.7,,,,,,
"USA-AZ","2017-2018",1586,,,,,,,2321928,68.3,,,,,,
"USA-AZ","2018-2019",1529,,,,,,,2318391,65.9,,,,,,
"USA-AZ","2019-2020",1716,,,,,,,2288129,75,,,,,,
"USA-AZ","2020-2021",1826,,,,,,,2283372,80,,,,,,
"USA-AZ","2021-2022",1779,,,,,,,2277435,78.1,,,,,,
"USA-CA","2017-2018",5791,,,,,,,12599608,46,,,,,,
"USA-CA","2018-2019",5613,,,,,,,12495906,44.9,,,,,,
"USA-CA","2019-2020",6125,,,,,,,12424369,49.3,,,,,,
"USA-CA","2020-2021",6592,,,,,,,12174750,54.1,,,,,,
"USA-CA","2021-2022",6165,,,,,,,12030322,51.2,,,,,,
"USA-FL","2017-2018",3894,,,,,,,5955478,65.4,,,,,,
"USA-FL","2018-2019",3890,,,,,,,5975037,65.1,,,,,,
"USA-FL","2019-2020",4114,,,,,,,6024643,68.3,,,,,,
"USA-FL","2020-2021",4253,,,,,,,6051558,70.3,,,,,,
"USA-FL","2021-2022",4195,,,,,,,6079694,69,,,,,,
"USA-IL","2017-2018",2399,,,,,,,4001948,60,,,,,,
"USA-IL","2018-2019",2108,,,,,,,3974697,53,,,,,,
"USA-IL","2019-2020",2297,,,,,,,3989691,57.6,,,,,,
"USA-IL","2020-2021",2397,,,,,,,3936780,60.9,,,,,,
"USA-IL","2021-2022",2281,,,,,,,3903450,58.4,,,,,,
"USA-MI","2017-2018",2003,,,,,,,3115292,64.3,,,,,,
"USA-MI","2018-2019",1816,,,,,,,3100451,58.6,,,,,,
"USA-MI","2019-2020",1964,,,,,,,3111893,63.1,,,,,,
"USA-MI","2020-2021",1972,,,,,,,3074641,64.1,,,,,,
"USA-MI","2021-2022",1880,,,,,,,3054519,61.5,,,,,,
"USA-NC","2017-2018",2185,,,,,,,3249212,67.3,,,,,,
"USA-NC","2018-2019",2209,,,,,,,3248492,68,,,,,,
"USA-NC","2019-2020",2409,,,,,,,3242559,74.3,,,,,,
"USA-NC","2020-2021",2539,,,,,,,3264489,77.8,,,,,,
"USA-NC","2021-2022",2614,,,,,,,3272105,79.9,,,,,,
"USA-NY","2017-2018",2647,,,,,,,5841334,45.3,,,,,,
"USA-NY","2018-2019",2494,,,,,,,5842648,42.7,,,,,,
"USA-NY","2019-2020",2683,,,,,,,5958687,45,,,,,,
"USA-NY","2020-2021",2519,,,,,,,5887216,42.8,,,,,,
"USA-NY","2021-2022",2604,,,,,,,5872654,44.3,,,,,,
"USA-OH","2017-2018",2699,,,,,,,3655618,73.8,,,,,,
"USA-OH","2018-2019",2488,,,,,,,3654227,68.1,,,,,,
"USA-OH","2019-2020",2615,,,,,,,3673837,71.2,,,,,,
"USA-OH","2020-2021",2625,,,,,,,3642552,72.1,,,,,,
"USA-OH","2021-2022",2700,,,,,,,3631788,74.3,,,,,,
"USA-PA","2017-2018",2424,,,,,,,3800954,63.8,,,,,,
"USA-PA","2018-2019",2333,,,,,,,3795526,61.5,,,,,,
"USA-PA","2019-2020",2334,,,,,,,3851205,60.6,,,,,,
"USA-PA","2020-2021",2521,,,,,,,3861279,65.3,,,,,,
"USA-PA","2021-2022",2463,,,,,,,3867401,63.7,,,,,,
"USA-TN","2017-2018",1803,,,,,,,2117733,85.2,,,,,,
"USA-TN","2018-2019",1771,,,,,,,2127207,83.3,,,,,,
"USA-TN","2019-2020",1927,,,,,,,2154824,89.4,,,,,,
"USA-TN","2020-2021",2042,,,,,,,2160424,94.5,,,,,,
"USA-TN","2021-2022",2095,,,,,,,2171063,96.5,,,,,,
"USA-TX","2017-2018",6082,,,,,,,10137435,60,,,,,,
"USA-TX","2018-2019",5958,,,,,,,10203322,58.4,,,,,,
"USA-TX","2019-2020",6407,,,,,,,10295892,62.2,,,,,,
"USA-TX","2020-2021",6884,,,,,,,10350976,66.5,,,,,,
"USA-TX","2021-2022",7159,,,,,,,10411525,68.8,,,,,,
"USA-VA","2017-2018",1453,,,,,,,2640650,55,,,,,,
"USA-VA","2018-2019",1379,,,,,,,2649401,52.1,,,,,,
"USA-VA","2019-2020",1564,,,,,,,2675026,58.5,,,,,,
"USA-VA","2020-2021",1699,,,,,,,2672142,63.6,,,,,,
"USA-VA","2021-2022",1685,,,,,,,2677016,63,,,,,,
