"iso3c","date","deaths","population","cmr","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"ALB",2015,76,825222,9.2,76,73,78,0,3,-2,9.1,8.72,9.48,0.1,0.48,-0.28
"ALB",2016,72,832927,8.6,73,70,75,-1,2,-3,8.74,8.39,9.09,-0.14,0.21,-0.49
"ALB",2017,70,839189,8.3,70,68,73,0,2,-3,8.38,8.05,8.71,-0.08,0.25,-0.41
"ALB",2018,69,840815,8.2,68,65,70,2,4,-1,8.02,7.67,8.37,0.18,0.53,-0.17
"ALB",2019,64,840175,7.6,65,62,68,-1,2,-4,7.66,7.28,8.04,-0.06,0.32,-0.44
"ALB",2020,68,839072,8.1,62,59,65,6,9,3,7.3,6.86,7.74,0.8,1.24,0.36
"AND",2011,1,23754,6,,,,,,,,,,,,
"AND",2012,1,23187,4.9,,,,,,,,,,,,
"AND",2013,2,22379,8.3,,,,,,,,,,,,
"AND",2014,1,21930,2.6,1,0,2,0,1,-1,3.5,-3.9,10.9,-0.9,6.5,-8.3
"AND",2015,1,21482,6,1,0,2,0,1,-1,4.35,-2.32,11.02,1.65,8.32,-5.02
"AND",2016,1,21032,2.7,1,0,2,0,1,-1,5.2,-1.21,11.61,-2.5,3.91,-8.91
"AND",2017,2,20583,9.7,1,0,2,1,2,0,6.05,-0.62,12.72,3.65,10.32,-3.02
"AND",2018,1,20135,5,1,0,3,0,1,-2,6.9,-0.5,14.3,-1.9,5.5,-9.3
"ARM",2015,110,978044,11.3,111,99,122,-1,11,-12,11.34,10.09,12.59,-0.04,1.21,-1.29
"ARM",2016,107,967012,11.1,105,95,116,2,12,-9,10.89,9.76,12.02,0.21,1.34,-0.92
"ARM",2017,95,953137,9.9,100,89,110,-5,6,-15,10.44,9.35,11.53,-0.54,0.55,-1.63
"ARM",2018,100,937863,10.6,94,84,105,6,16,-5,9.99,8.86,11.12,0.61,1.74,-0.52
"ARM",2019,86,920750,9.3,89,77,100,-3,9,-14,9.54,8.29,10.79,-0.24,1.01,-1.49
"ARM",2020,260,904945,28.8,83,70,96,177,190,164,9.09,7.65,10.53,19.71,21.15,18.27
"AUT",2001,257,2386488,10.8,,,,,,,,,,,,
"AUT",2002,250,2369909,10.6,,,,,,,,,,,,
"AUT",2003,244,2352238,10.4,,,,,,,,,,,,
"AUT",2004,232,2334899,9.9,,,,,,,,,,,,
"AUT",2005,229,2318964,9.9,212,192,232,17,37,-3,9.46,8.76,10.17,0.44,1.14,-0.27
"AUT",2006,210,2295477,9.1,207,187,226,3,23,-16,9.22,8.53,9.91,-0.12,0.57,-0.81
"AUT",2007,200,2267581,8.8,201,182,221,-1,18,-21,8.97,8.3,9.65,-0.17,0.5,-0.85
"AUT",2008,188,2241710,8.4,196,177,215,-8,11,-27,8.73,8.06,9.4,-0.33,0.34,-1
"AUT",2009,187,2215733,8.5,191,172,210,-4,15,-23,8.48,7.82,9.14,0.02,0.68,-0.64
"AUT",2010,194,2195745,8.8,186,167,204,8,27,-10,8.24,7.58,8.89,0.56,1.22,-0.09
"AUT",2011,176,2187870,8.1,180,162,199,-4,14,-23,7.99,7.34,8.64,0.11,0.76,-0.54
"AUT",2012,168,2192002,7.7,175,157,193,-7,11,-25,7.75,7.1,8.4,-0.05,0.6,-0.7
"AUT",2013,159,2208482,7.2,170,151,188,-11,8,-29,7.5,6.85,8.15,-0.3,0.35,-0.95
"AUT",2014,158,2234814,7.1,164,146,183,-6,12,-25,7.26,6.6,7.91,-0.16,0.5,-0.81
"AUT",2015,156,2273481,6.8,159,141,178,-3,15,-22,7.01,6.35,7.67,-0.21,0.45,-0.87
"AUT",2016,148,2309871,6.4,154,135,173,-6,13,-25,6.77,6.1,7.43,-0.37,0.3,-1.03
"AUT",2017,146,2328288,6.3,149,130,168,-3,16,-22,6.52,5.84,7.2,-0.22,0.46,-0.9
"AUT",2018,154,2335885,6.6,143,124,163,11,30,-9,6.27,5.59,6.96,0.33,1.01,-0.36
"AUT",2019,153,2337354,6.5,138,118,158,15,35,-5,6.03,5.33,6.73,0.47,1.17,-0.23
"AUT",2020,148,2333462,6.4,133,113,153,15,35,-5,5.78,5.07,6.5,0.62,1.33,-0.1
"AUT",2021,166,2327766,7.1,127,107,148,39,59,18,5.54,4.81,6.27,1.56,2.29,0.83
"BEL",2001,372,2867077,13,,,,,,,,,,,,
"BEL",2002,353,2851109,12.4,,,,,,,,,,,,
"BEL",2003,335,2830751,11.8,,,,,,,,,,,,
"BEL",2004,315,2804673,11.2,,,,,,,,,,,,
"BEL",2005,294,2783096,10.6,305,290,320,-11,4,-26,10.99,10.42,11.56,-0.39,0.18,-0.96
