"iso3c","date","deaths","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","population","cmr","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"AUS","2015-2016",63307,,,,,,,474936,13322.7,,,,,,
"AUS","2016-2017",67337,,,,,,,485720,13854.9,,,,,,
"AUS","2017-2018",63738,,,,,,,496696,12827.3,,,,,,
"AUS","2018-2019",66662,,,,,,,508858,13094.3,,,,,,
"AUS","2019-2020",65256,,,,,,,523041,12472.5,,,,,,
"AUS","2020-2021",68255,,,,,,,539936,12631.9,,,,,,
"AUS","2021-2022",78006,,,,,,,559284,13936.7,,,,,,
"AUT","2000-2001",23995,,,,,,,137749,17412.1,,,,,,
"AUT","2001-2002",24099,,,,,,,130983,18383,,,,,,
"AUT","2002-2003",24052,,,,,,,125297,19191.8,,,,,,
"AUT","2003-2004",21848,,,,,,,126449,17308.7,,,,,,
"AUT","2004-2005",22451,,,,,,,135717,16576.7,,,,,,
"AUT","2005-2006",23294,,,,,,,147379,15822.2,,,,,,
"AUT","2006-2007",24219,,,,,,,159472,15203.6,,,,,,
"AUT","2007-2008",25410,,,,,,,170577,14909.5,,,,,,
"AUT","2008-2009",26967,,,,,,,180340,14974.7,,,,,,
"AUT","2009-2010",27374,,,,,,,189423,14456.8,,,,,,
"AUT","2010-2011",28155,,,,,,,197311,14276.4,,,,,,
"AUT","2011-2012",30295,,,,,,,203250,14909.7,14722.09,13439.88,16004.3,187.61,1469.82,-1094.6
"AUT","2012-2013",31267,30896,27809,33984,371,3458,-2717,208278,15016.7,14792.85,13577.01,16008.69,223.85,1439.69,-991.99
"AUT","2013-2014",30257,31574,28681,34467,-1317,1576,-4210,213476,14176.7,14863.61,13694.1,16033.12,-686.91,482.6,-1856.42
"AUT","2014-2015",33658,32252,29482,35022,1406,4176,-1364,217972,15446.6,14934.37,13788.73,16080.01,512.23,1657.87,-633.41
"AUT","2015-2016",31489,32929,30202,35657,-1440,1287,-4168,222043,14184.2,15005.13,13859.49,16150.77,-820.93,324.71,-1966.57
"AUT","2016-2017",35082,33607,30837,36377,1475,4245,-1295,224456,15633.2,15075.89,13906.38,16245.4,557.31,1726.82,-612.2
"AUT","2017-2018",34393,34285,31392,37178,108,3001,-2785,225927,15224.1,15146.65,13930.81,16362.49,77.45,1293.29,-1138.39
"AUT","2018-2019",34360,34962,31875,38050,-602,2485,-3690,226545,15166.8,15217.41,13935.2,16499.62,-50.61,1231.6,-1332.82
"AUT","2019-2020",34552,35640,32299,38981,-1088,2253,-4429,226827,15233.5,15288.17,13922.48,16653.86,-54.67,1311.02,-1420.36
"AUT","2020-2021",37798,36318,32677,39958,1480,5121,-2160,227984,16584.2,15358.93,13895.57,16822.29,1225.27,2688.63,-238.09
"AUT","2021-2022",37216,36996,33019,40972,220,4197,-3756,230429,16156.5,15429.69,13857.11,17002.26,726.81,2299.39,-845.76
"BEL","2000-2001",31847,,,,,,,178812,17801.3,,,,,,
"BEL","2001-2002",31379,,,,,,,171070,18330.8,,,,,,
"BEL","2002-2003",30898,,,,,,,163995,18836,,,,,,
"BEL","2003-2004",29390,,,,,,,164200,17945.4,,,,,,
"BEL","2004-2005",29639,,,,,,,176440,16833.4,,,,,,
"BEL","2005-2006",30506,,,,,,,190902,16002.4,,,,,,
"BEL","2006-2007",30134,,,,,,,205871,14651.5,,,,,,
"BEL","2007-2008",33355,,,,,,,219361,15225.8,,,,,,
"BEL","2008-2009",34392,,,,,,,232243,14833.3,,,,,,
"BEL","2009-2010",35384,,,,,,,245237,14440.1,14588.76,13467.27,15710.25,-148.66,972.83,-1270.15
"BEL","2010-2011",36101,37644,34089,41198,-1543,2012,-5097,256924,14060.6,14539.24,13458.92,15619.56,-478.64,601.68,-1558.96
"BEL","2011-2012",39966,38863,35463,42264,1103,4503,-2298,266780,14992.7,14489.71,13441.33,15538.1,502.99,1551.37,-545.4
"BEL","2012-2013",41450,40083,36797,43369,1367,4653,-1919,276149,15022.3,14440.19,13413.65,15466.73,582.11,1608.65,-444.43
"BEL","2013-2014",39508,41303,38087,44519,-1795,1421,-5011,286503,13797.9,14390.66,13375.22,15406.1,-592.76,422.68,-1608.2
"BEL","2014-2015",44121,42522,39331,45714,1599,4790,-1593,297248,14858,14341.14,13325.7,15356.58,516.86,1532.3,-498.58
"BEL","2015-2016",42338,43742,40526,46958,-1404,1812,-4620,308524,13729.5,14291.61,13265.07,15318.15,-562.11,464.43,-1588.65
"BEL","2016-2017",46316,44962,41676,48248,1354,4640,-1932,318468,14554.7,14242.09,13193.7,15290.47,312.61,1361,-735.77
"BEL","2017-2018",46687,46181,42781,49582,506,3906,-2895,326544,14303.5,14192.56,13112.24,15272.88,110.94,1191.26,-969.38
"BEL","2018-2019",46215,47401,43847,50956,-1186,2368,-4741,332529,13899.7,14143.04,13021.55,15264.53,-243.34,878.15,-1364.83
"BEL","2019-2020",51547,48621,44878,52364,2926,6669,-817,335005,15387.3,14093.51,12922.59,15264.43,1293.79,2464.71,122.87
"BEL","2020-2021",49574,49841,45880,53802,-267,3694,-4228,337450,14701.3,14043.99,12816.38,15271.6,657.31,1884.92,-570.3
"BEL","2021-2022",50459,51060,46856,55265,-601,3603,-4806,342251,14747.1,13994.46,12703.86,15285.07,752.64,2043.24,-537.97
"BGR","2000-2001",17103,,,,,,,72468,23563.8,,,,,,
"BGR","2001-2002",16779,,,,,,,66128,25315.3,,,,,,
"BGR","2002-2003",15787,,,,,,,62671,25210.5,,,,,,
"BGR","2003-2004",14021,,,,,,,65422,21515.3,,,,,,
"BGR","2004-2005",15055,,,,,,,72326,20863.2,,,,,,
"BGR","2005-2006",16417,,,,,,,79206,20785.3,,,,,,
"BGR","2006-2007",17643,,,,,,,86357,20465.9,,,,,,
"BGR","2007-2008",18427,,,,,,,92946,19857.8,,,,,,
"BGR","2008-2009",19370,,,,,,,99868,19431.6,,,,,,
"BGR","2009-2010",21280,,,,,,,106619,19963.6,,,,,,
"BGR","2010-2011",21905,,,,,,,111731,19626.8,19813.98,18020.28,21607.67,-187.18,1606.52,-1980.87
"BGR","2011-2012",24052,,,,,,,116348,20692.1,19769.77,18053.7,21485.84,922.33,2638.4,-793.74
"BGR","2012-2013",22354,,,,,,,120585,18548.1,19725.57,18067.16,21383.97,-1177.47,480.94,-2835.87
"BGR","2013-2014",24171,,,,,,,124511,19422.4,19681.36,18058.54,21304.18,-258.96,1363.86,-1881.78
"BGR","2014-2015",26230,25663,23329,27996,567,2901,-1766,127832,20528.8,19637.16,18026.37,21247.94,891.64,2502.43,-719.14
"BGR","2015-2016",25192,26153,24049,28256,-961,1143,-3064,130908,19255.7,19592.95,17970.13,21215.77,-337.25,1285.57,-1960.07
"BGR","2016-2017",27356,26643,24622,28664,713,2734,-1308,134902,20302.1,19548.75,17890.34,21207.15,753.35,2411.76,-905.05
