"iso3c","date","deaths","population","cmr","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"ALB","2015-2016",76,828523,9.2,,,,,,,,,,,,
"ALB","2016-2017",71,836953,8.4,,,,,,,,,,,,
"ALB","2017-2018",71,840225,8.4,,,,,,,,,,,,
"ALB","2018-2019",65,840837,7.8,,,,,,,,,,,,
"ALB","2019-2020",64,839393,7.7,,,,,,,,,,,,
"ALB","2020-2021",66,836749,7.9,,,,,,,,,,,,
"AND","2010-2011",1,24155,3,,,,,,,,,,,,
"AND","2011-2012",1,23617,6,,,,,,,,,,,,
"AND","2012-2013",2,22698,8.2,,,,,,,,,,,,
"AND","2013-2014",1,22157,4.5,1,0,2,0,1,-1,3.6,1.52,5.68,0.9,2.98,-1.18
"AND","2014-2015",1,21708,3.5,1,0,2,0,1,-1,4.51,2.64,6.38,-1.01,0.86,-2.88
"AND","2015-2016",1,21259,5.2,1,0,2,0,1,-1,5.42,3.62,7.22,-0.22,1.58,-2.02
"AND","2016-2017",1,20809,6.2,1,1,2,0,0,-1,6.33,4.46,8.2,-0.13,1.74,-2
"AND","2017-2018",2,20361,7.7,2,1,3,0,1,-1,7.24,5.16,9.32,0.46,2.54,-1.62
"ARM","2015-2016",113,973079,11.6,,,,,,,,,,,,
"ARM","2016-2017",102,960313,10.7,,,,,,,,,,,,
"ARM","2017-2018",93,945726,9.8,,,,,,,,,,,,
"ARM","2018-2019",93,929677,10,,,,,,,,,,,,
"ARM","2019-2020",88,912252,9.7,,,,,,,,,,,,
"AUT","2000-2001",256,2396644,10.7,,,,,,,,,,,,
"AUT","2001-2002",257,2377943,10.8,,,,,,,,,,,,
"AUT","2002-2003",253,2361760,10.7,,,,,,,,,,,,
"AUT","2003-2004",236,2342900,10.1,,,,,,,,,,,,
"AUT","2004-2005",234,2327384,10,218,199,236,16,35,-2,9.62,8.97,10.28,0.38,1.03,-0.28
"AUT","2005-2006",215,2308833,9.3,212,193,230,3,22,-15,9.37,8.72,10.02,-0.07,0.58,-0.72
"AUT","2006-2007",206,2281192,9,206,188,224,0,18,-18,9.12,8.48,9.75,-0.12,0.52,-0.75
"AUT","2007-2008",194,2254680,8.6,200,183,218,-6,11,-24,8.86,8.24,9.49,-0.26,0.36,-0.89
"AUT","2008-2009",185,2228895,8.3,195,177,213,-10,8,-28,8.61,7.99,9.23,-0.31,0.31,-0.93
"AUT","2009-2010",194,2204217,8.8,189,172,207,5,22,-13,8.35,7.74,8.97,0.45,1.06,-0.17
"AUT","2010-2011",184,2190419,8.4,183,166,201,1,18,-17,8.1,7.49,8.71,0.3,0.91,-0.31
"AUT","2011-2012",169,2188341,7.7,178,160,195,-9,9,-26,7.85,7.24,8.46,-0.15,0.46,-0.76
"AUT","2012-2013",165,2198676,7.5,172,155,190,-7,10,-25,7.59,6.98,8.2,-0.09,0.52,-0.7
"AUT","2013-2014",162,2220589,7.3,166,149,184,-4,13,-22,7.34,6.72,7.95,-0.04,0.58,-0.65
"AUT","2014-2015",158,2251834,7,161,143,178,-3,15,-20,7.08,6.47,7.7,-0.08,0.53,-0.7
"AUT","2015-2016",152,2294378,6.6,155,137,173,-3,15,-21,6.83,6.2,7.46,-0.23,0.4,-0.86
