"iso3c","date","deaths","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","population","cmr","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"USA","2017-2018",140763,,,,,,,86205400,163.3,,,,,,
"USA","2018-2019",140239,,,,,,,86967698,161.3,,,,,,
"USA","2019-2020",157814,,,,,,,87606362,180.1,,,,,,
"USA","2020-2021",190166,,,,,,,88047293,216,,,,,,
"USA","2021-2022",207330,,,,,,,88665213,233.9,,,,,,
"USA","2022-2023",180309,,,,,,,89321083,201.9,,,,,,
"USA-AZ","2017-2018",3247,,,,,,,1853975,175.2,,,,,,
"USA-AZ","2018-2019",3395,,,,,,,1885387,180.1,,,,,,
"USA-AZ","2019-2020",3870,,,,,,,1870331,206.9,,,,,,
"USA-AZ","2020-2021",5293,,,,,,,1895952,279.2,,,,,,
"USA-AZ","2021-2022",5603,,,,,,,1918214,292.2,,,,,,
"USA-AZ","2022-2023",4861,,,,,,,1938279,250.8,,,,,,
"USA-CA","2017-2018",12765,,,,,,,11186437,114.1,,,,,,
"USA-CA","2018-2019",13194,,,,,,,11228314,117.5,,,,,,
"USA-CA","2019-2020",14885,,,,,,,11203618,132.9,,,,,,
"USA-CA","2020-2021",20330,,,,,,,11134916,182.6,,,,,,
"USA-CA","2021-2022",20652,,,,,,,11126540,185.6,,,,,,
"USA-CA","2022-2023",18893,,,,,,,11130159,169.7,,,,,,
"USA-FL","2017-2018",9752,,,,,,,5300814,184,,,,,,
"USA-FL","2018-2019",9678,,,,,,,5359020,180.6,,,,,,
"USA-FL","2019-2020",10916,,,,,,,5372213,203.2,,,,,,
"USA-FL","2020-2021",13160,,,,,,,5421988,242.7,,,,,,
"USA-FL","2021-2022",14799,,,,,,,5472875,270.5,,,,,,
"USA-FL","2022-2023",11944,,,,,,,5522535,216.3,,,,,,
"USA-IL","2017-2018",5007,,,,,,,3393784,147.5,,,,,,
