"iso3c","chart_type","type","window"
"UKR","midyear","asmr_esp",
"URY","midyear","asmr_esp",
"USA","midyear","asmr_esp","5"
"USA-AK","midyear","asmr_esp","10"
"USA-AL","midyear","asmr_esp","5"
"USA-AR","midyear","asmr_esp","5"
"USA-AZ","midyear","asmr_esp","7"
"USA-CA","midyear","asmr_esp","6"
"USA-CO","midyear","asmr_esp","5"
"USA-CT","midyear","asmr_esp","5"
"USA-DC","midyear","asmr_esp","5"
"USA-DE","midyear","asmr_esp","5"
"USA-FL","midyear","asmr_esp","5"
"USA-GA","midyear","asmr_esp","6"
"USA-HI","midyear","asmr_esp","5"
"USA-IA","midyear","asmr_esp","5"
"USA-ID","midyear","asmr_esp","5"
"USA-IL","midyear","asmr_esp","5"
"USA-IN","midyear","asmr_esp","5"
"USA-KS","midyear","asmr_esp","5"
"USA-KY","midyear","asmr_esp","5"
"USA-LA","midyear","asmr_esp","7"
"USA-MA","midyear","asmr_esp","5"
"USA-MD","midyear","asmr_esp","5"
"USA-ME","midyear","asmr_esp","5"
"USA-MI","midyear","asmr_esp","5"
"USA-MN","midyear","asmr_esp","5"
"USA-MO","midyear","asmr_esp","6"
"USA-MS","midyear","asmr_esp","5"
"USA-MT","midyear","asmr_esp","7"
"USA-NC","midyear","asmr_esp","5"
"USA-ND","midyear","asmr_esp","5"
"USA-NE","midyear","asmr_esp","6"
"USA-NH","midyear","asmr_esp","5"
"USA-NJ","midyear","asmr_esp","5"
"USA-NM","midyear","asmr_esp","5"
"USA-NV","midyear","asmr_esp","5"
"USA-NY","midyear","asmr_esp","5"
"USA-OH","midyear","asmr_esp","5"
"USA-OK","midyear","asmr_esp","5"
"USA-OR","midyear","asmr_esp","5"
"USA-PA","midyear","asmr_esp","5"
"USA-RI","midyear","asmr_esp","5"
"USA-SC","midyear","asmr_esp","5"
"USA-SD","midyear","asmr_esp","5"
"USA-TN","midyear","asmr_esp","5"
"USA-TX","midyear","asmr_esp","6"
"USA-UT","midyear","asmr_esp","5"
"USA-VA","midyear","asmr_esp","5"
"USA-VT","midyear","asmr_esp","5"
"USA-WA","midyear","asmr_esp","7"
"USA-WI","midyear","asmr_esp","5"
"USA-WV","midyear","asmr_esp","5"
"USA-WY","midyear","asmr_esp","6"
"UZB","midyear","asmr_esp",
"VCT","midyear","asmr_esp",
"VEN","midyear","asmr_esp",
"VGB","midyear","asmr_esp",
"VIR","midyear","asmr_esp",
"VNM","midyear","asmr_esp",
"VUT","midyear","asmr_esp",
"WSM","midyear","asmr_esp",
"XKX","midyear","asmr_esp",
"YEM","midyear","asmr_esp",
"ZAF","midyear","asmr_esp",
"ZMB","midyear","asmr_esp",
"ZWE","midyear","asmr_esp",
"ALB","midyear","asmr_usa",
"ABW","midyear","asmr_usa",
"AFG","midyear","asmr_usa",
"AGO","midyear","asmr_usa",
"AND","midyear","asmr_usa","5"
"ARE","midyear","asmr_usa",
"ARG","midyear","asmr_usa",
"ARM","midyear","asmr_usa",
"ASM","midyear","asmr_usa",
"ATG","midyear","asmr_usa",
"AUS","midyear","asmr_usa",
"AUT","midyear","asmr_usa","5"
"AZE","midyear","asmr_usa",
"BDI","midyear","asmr_usa",
"BEL","midyear","asmr_usa","6"
"BEN","midyear","asmr_usa",
"BES","midyear","asmr_usa",
"BFA","midyear","asmr_usa",
"BGD","midyear","asmr_usa",
"BGR","midyear","asmr_usa","6"
"BHR","midyear","asmr_usa",
"BHS","midyear","asmr_usa",
"BIH","midyear","asmr_usa",
"BLR","midyear","asmr_usa",
"BLZ","midyear","asmr_usa",
"BMU","midyear","asmr_usa",
"BOL","midyear","asmr_usa",
"BRA","midyear","asmr_usa",
"BRB","midyear","asmr_usa",
"BRN","midyear","asmr_usa",
"BTN","midyear","asmr_usa",
"BWA","midyear","asmr_usa",
"CAF","midyear","asmr_usa",
"CAN","midyear","asmr_usa","5"
"CHE","midyear","asmr_usa","5"
"CHL","midyear","asmr_usa",
"CHN","midyear","asmr_usa",
"CIV","midyear","asmr_usa",
"CMR","midyear","asmr_usa",
"COD","midyear","asmr_usa",
"COG","midyear","asmr_usa",
"COK","midyear","asmr_usa",
"COL","midyear","asmr_usa",
"COM","midyear","asmr_usa",
"CPV","midyear","asmr_usa",
"CRI","midyear","asmr_usa",
"CUB","midyear","asmr_usa",
"CUW","midyear","asmr_usa",
"CYM","midyear","asmr_usa",
"CYP","midyear","asmr_usa",
"CZE","midyear","asmr_usa","12"
"DEU","midyear","asmr_usa","6"
"DEU-BB","midyear","asmr_usa","6"
"DEU-BE","midyear","asmr_usa","11"
"DEU-BW","midyear","asmr_usa","11"
"DEU-BY","midyear","asmr_usa","11"
"DEU-HB","midyear","asmr_usa","11"
"DEU-HE","midyear","asmr_usa","6"
"DEU-HH","midyear","asmr_usa","11"
"DEU-MV","midyear","asmr_usa","12"
"DEU-NI","midyear","asmr_usa","11"
"DEU-NW","midyear","asmr_usa","11"
"DEU-RP","midyear","asmr_usa","12"
"DEU-SH","midyear","asmr_usa","7"
"DEU-SL","midyear","asmr_usa","7"
"DEU-SN","midyear","asmr_usa","11"
"DEU-ST","midyear","asmr_usa","11"
"DEU-TH","midyear","asmr_usa","7"
"DJI","midyear","asmr_usa",
"DMA","midyear","asmr_usa",
"DNK","midyear","asmr_usa","5"
"DOM","midyear","asmr_usa",
"DZA","midyear","asmr_usa",
"ECU","midyear","asmr_usa",
"EGY","midyear","asmr_usa",
"ERI","midyear","asmr_usa",
"ESH","midyear","asmr_usa",
"ESP","midyear","asmr_usa","6"
"EST","midyear","asmr_usa","5"
"ETH","midyear","asmr_usa",
"FIN","midyear","asmr_usa","6"
"FJI","midyear","asmr_usa",
"FLK","midyear","asmr_usa",
"FRA","midyear","asmr_usa","9"
"FRO","midyear","asmr_usa",
"FSM","midyear","asmr_usa",
"GAB","midyear","asmr_usa",
"GBR","midyear","asmr_usa",
"GBRTENW","midyear","asmr_usa","5"
"GBR_NIR","midyear","asmr_usa",
"GBR_SCO","midyear","asmr_usa","5"
"GEO","midyear","asmr_usa",
"GGY","midyear","asmr_usa",
"GHA","midyear","asmr_usa",
"GIB","midyear","asmr_usa",
"GIN","midyear","asmr_usa",
"GLP","midyear","asmr_usa",
"GMB","midyear","asmr_usa",
"GNB","midyear","asmr_usa",
"GNQ","midyear","asmr_usa",
"GRC","midyear","asmr_usa",
"GRD","midyear","asmr_usa",
"GRL","midyear","asmr_usa",
"GTM","midyear","asmr_usa",
"GUF","midyear","asmr_usa",
"GUM","midyear","asmr_usa",
"GUY","midyear","asmr_usa",
"HKG","midyear","asmr_usa",
"HND","midyear","asmr_usa",
"HRV","midyear","asmr_usa","12"
"HTI","midyear","asmr_usa",
"HUN","midyear","asmr_usa","12"
"IDN","midyear","asmr_usa",
"IMN","midyear","asmr_usa",
"IND","midyear","asmr_usa",
"IRL","midyear","asmr_usa",
"IRN","midyear","asmr_usa",
"IRQ","midyear","asmr_usa",
"ISL","midyear","asmr_usa","10"
"ISR","midyear","asmr_usa","9"
"ITA","midyear","asmr_usa","5"
"JAM","midyear","asmr_usa",
"JEY","midyear","asmr_usa",
"JOR","midyear","asmr_usa",
"JPN","midyear","asmr_usa",
"KAZ","midyear","asmr_usa",
"KEN","midyear","asmr_usa",
"KGZ","midyear","asmr_usa",
"KHM","midyear","asmr_usa",
"KIR","midyear","asmr_usa",
"KNA","midyear","asmr_usa",
"KOR","midyear","asmr_usa","5"
"KWT","midyear","asmr_usa",
"LAO","midyear","asmr_usa",
"LBN","midyear","asmr_usa",
"LBR","midyear","asmr_usa",
"LBY","midyear","asmr_usa",
"LCA","midyear","asmr_usa",
"LIE","midyear","asmr_usa","11"
"LKA","midyear","asmr_usa",
"LSO","midyear","asmr_usa",
"LTU","midyear","asmr_usa","12"
"LUX","midyear","asmr_usa","6"
"LVA","midyear","asmr_usa","5"
"MAC","midyear","asmr_usa",
"MAF","midyear","asmr_usa",
"MAR","midyear","asmr_usa",
"MCO","midyear","asmr_usa",
"MDA","midyear","asmr_usa",
"MDG","midyear","asmr_usa",
"MDV","midyear","asmr_usa",
"MEX","midyear","asmr_usa",
"MHL","midyear","asmr_usa",
"MKD","midyear","asmr_usa",
"MLI","midyear","asmr_usa",
"MLT","midyear","asmr_usa","6"
"MMR","midyear","asmr_usa",
"MNE","midyear","asmr_usa","12"
"MNG","midyear","asmr_usa",
"MNP","midyear","asmr_usa",
"MOZ","midyear","asmr_usa",
"MRT","midyear","asmr_usa",
"MTQ","midyear","asmr_usa",
"MUS","midyear","asmr_usa",
"MWI","midyear","asmr_usa",
"MYS","midyear","asmr_usa",
"MYT","midyear","asmr_usa",
"NAM","midyear","asmr_usa",
"NCL","midyear","asmr_usa",
"NER","midyear","asmr_usa",
"NGA","midyear","asmr_usa",
"NIC","midyear","asmr_usa",
"NLD","midyear","asmr_usa","5"
"NOR","midyear","asmr_usa","12"
"NPL","midyear","asmr_usa",
"NZL","midyear","asmr_usa","6"
"OMN","midyear","asmr_usa",
"PAK","midyear","asmr_usa",
"PAN","midyear","asmr_usa",
"PER","midyear","asmr_usa",
"PHL","midyear","asmr_usa",
"PLW","midyear","asmr_usa",
"PNG","midyear","asmr_usa",
"POL","midyear","asmr_usa","5"
"PRI","midyear","asmr_usa",
"PRK","midyear","asmr_usa",
"PRT","midyear","asmr_usa","6"
"PRY","midyear","asmr_usa",
"PSE","midyear","asmr_usa",
"PYF","midyear","asmr_usa",
"QAT","midyear","asmr_usa",
"REU","midyear","asmr_usa",
"ROU","midyear","asmr_usa",
"RUS","midyear","asmr_usa","8"
"RWA","midyear","asmr_usa",
"SAU","midyear","asmr_usa",
"SDN","midyear","asmr_usa",
"SEN","midyear","asmr_usa",
"SGP","midyear","asmr_usa",
"SLB","midyear","asmr_usa",
"SLE","midyear","asmr_usa",
"SLV","midyear","asmr_usa",
"SMR","midyear","asmr_usa",
"SOM","midyear","asmr_usa",
"SRB","midyear","asmr_usa","8"
"SSD","midyear","asmr_usa",
"STP","midyear","asmr_usa",
"SUR","midyear","asmr_usa",
"SVK","midyear","asmr_usa","5"
"SVN","midyear","asmr_usa","6"
"SWE","midyear","asmr_usa","7"
"SWZ","midyear","asmr_usa",
"SXM","midyear","asmr_usa",
"SYC","midyear","asmr_usa",
"SYR","midyear","asmr_usa",
"TCA","midyear","asmr_usa",
"TCD","midyear","asmr_usa",
"TGO","midyear","asmr_usa",
"THA","midyear","asmr_usa",
"TJK","midyear","asmr_usa",
"TKL","midyear","asmr_usa",
"TKM","midyear","asmr_usa",
"TLS","midyear","asmr_usa",
"TON","midyear","asmr_usa",
"TTO","midyear","asmr_usa",
"TUN","midyear","asmr_usa",
"TUR","midyear","asmr_usa",
"TUV","midyear","asmr_usa",
"TWN","midyear","asmr_usa","11"
"TZA","midyear","asmr_usa",
"UGA","midyear","asmr_usa",
"UKR","midyear","asmr_usa",
"URY","midyear","asmr_usa",
"USA","midyear","asmr_usa","5"
"USA-AK","midyear","asmr_usa","10"
"USA-AL","midyear","asmr_usa","5"
"USA-AR","midyear","asmr_usa","5"
"USA-AZ","midyear","asmr_usa","7"
"USA-CA","midyear","asmr_usa","6"
"USA-CO","midyear","asmr_usa","5"
"USA-CT","midyear","asmr_usa","5"
"USA-DC","midyear","asmr_usa","5"
"USA-DE","midyear","asmr_usa","5"
"USA-FL","midyear","asmr_usa","5"
"USA-GA","midyear","asmr_usa","6"
"USA-HI","midyear","asmr_usa","5"
"USA-IA","midyear","asmr_usa","5"
"USA-ID","midyear","asmr_usa","5"
"USA-IL","midyear","asmr_usa","5"
"USA-IN","midyear","asmr_usa","5"
"USA-KS","midyear","asmr_usa","5"
"USA-KY","midyear","asmr_usa","5"
"USA-LA","midyear","asmr_usa","7"
"USA-MA","midyear","asmr_usa","5"
"USA-MD","midyear","asmr_usa","5"
"USA-ME","midyear","asmr_usa","5"
"USA-MI","midyear","asmr_usa","5"
"USA-MN","midyear","asmr_usa","5"
"USA-MO","midyear","asmr_usa","6"
"USA-MS","midyear","asmr_usa","5"
"USA-MT","midyear","asmr_usa","7"
"USA-NC","midyear","asmr_usa","5"
"USA-ND","midyear","asmr_usa","5"
"USA-NE","midyear","asmr_usa","6"
"USA-NH","midyear","asmr_usa","5"
"USA-NJ","midyear","asmr_usa","5"
"USA-NM","midyear","asmr_usa","5"
"USA-NV","midyear","asmr_usa","5"
"USA-NY","midyear","asmr_usa","5"
"USA-OH","midyear","asmr_usa","5"
"USA-OK","midyear","asmr_usa","5"
"USA-OR","midyear","asmr_usa","5"
"USA-PA","midyear","asmr_usa","5"
"USA-RI","midyear","asmr_usa","5"
"USA-SC","midyear","asmr_usa","5"
"USA-SD","midyear","asmr_usa","5"
"USA-TN","midyear","asmr_usa","5"
"USA-TX","midyear","asmr_usa","6"
"USA-UT","midyear","asmr_usa","5"
"USA-VA","midyear","asmr_usa","5"
"USA-VT","midyear","asmr_usa","5"
"USA-WA","midyear","asmr_usa","7"
"USA-WI","midyear","asmr_usa","5"
"USA-WV","midyear","asmr_usa","5"
"USA-WY","midyear","asmr_usa","6"
"UZB","midyear","asmr_usa",
"VCT","midyear","asmr_usa",
"VEN","midyear","asmr_usa",
"VGB","midyear","asmr_usa",
"VIR","midyear","asmr_usa",
"VNM","midyear","asmr_usa",
"VUT","midyear","asmr_usa",
"WSM","midyear","asmr_usa",
"XKX","midyear","asmr_usa",
"YEM","midyear","asmr_usa",
"ZAF","midyear","asmr_usa",
"ZMB","midyear","asmr_usa",
"ZWE","midyear","asmr_usa",
"ALB","midyear","asmr_country",
"ABW","midyear","asmr_country",
"AFG","midyear","asmr_country",
"AGO","midyear","asmr_country",
"AND","midyear","asmr_country","5"
"ARE","midyear","asmr_country",
"ARG","midyear","asmr_country",
"ARM","midyear","asmr_country",
"ASM","midyear","asmr_country",
"ATG","midyear","asmr_country",
"AUS","midyear","asmr_country",
"AUT","midyear","asmr_country","5"
"AZE","midyear","asmr_country",
"BDI","midyear","asmr_country",
"BEL","midyear","asmr_country","6"
"BEN","midyear","asmr_country",
"BES","midyear","asmr_country",
"BFA","midyear","asmr_country",
"BGD","midyear","asmr_country",
"BGR","midyear","asmr_country","6"
"BHR","midyear","asmr_country",
"BHS","midyear","asmr_country",
"BIH","midyear","asmr_country",
"BLR","midyear","asmr_country",
"BLZ","midyear","asmr_country",
"BMU","midyear","asmr_country",
"BOL","midyear","asmr_country",
"BRA","midyear","asmr_country",
"BRB","midyear","asmr_country",
"BRN","midyear","asmr_country",
"BTN","midyear","asmr_country",
"BWA","midyear","asmr_country",
"CAF","midyear","asmr_country",
"CAN","midyear","asmr_country","5"
"CHE","midyear","asmr_country","5"
"CHL","midyear","asmr_country",
"CHN","midyear","asmr_country",
"CIV","midyear","asmr_country",
"CMR","midyear","asmr_country",
"COD","midyear","asmr_country",
"COG","midyear","asmr_country",
"COK","midyear","asmr_country",
"COL","midyear","asmr_country",
"COM","midyear","asmr_country",
"CPV","midyear","asmr_country",
"CRI","midyear","asmr_country",
"CUB","midyear","asmr_country",
"CUW","midyear","asmr_country",
"CYM","midyear","asmr_country",
"CYP","midyear","asmr_country",
"CZE","midyear","asmr_country","12"
"DEU","midyear","asmr_country","7"
"DEU-BB","midyear","asmr_country","11"
"DEU-BE","midyear","asmr_country","11"
"DEU-BW","midyear","asmr_country","11"
"DEU-BY","midyear","asmr_country","11"
"DEU-HB","midyear","asmr_country","11"
"DEU-HE","midyear","asmr_country","6"
"DEU-HH","midyear","asmr_country","11"
"DEU-MV","midyear","asmr_country","11"
"DEU-NI","midyear","asmr_country","11"
"DEU-NW","midyear","asmr_country","7"
"DEU-RP","midyear","asmr_country","11"
"DEU-SH","midyear","asmr_country","7"
"DEU-SL","midyear","asmr_country","7"
"DEU-SN","midyear","asmr_country","11"
"DEU-ST","midyear","asmr_country","11"
"DEU-TH","midyear","asmr_country","7"
"DJI","midyear","asmr_country",
"DMA","midyear","asmr_country",
"DNK","midyear","asmr_country","5"
"DOM","midyear","asmr_country",
"DZA","midyear","asmr_country",
"ECU","midyear","asmr_country",
"EGY","midyear","asmr_country",
"ERI","midyear","asmr_country",
"ESH","midyear","asmr_country",
"ESP","midyear","asmr_country","6"
"EST","midyear","asmr_country","5"
"ETH","midyear","asmr_country",
"FIN","midyear","asmr_country","5"
"FJI","midyear","asmr_country",
"FLK","midyear","asmr_country",
"FRA","midyear","asmr_country","7"
"FRO","midyear","asmr_country",
"FSM","midyear","asmr_country",
"GAB","midyear","asmr_country",
"GBR","midyear","asmr_country",
"GBRTENW","midyear","asmr_country","5"
"GBR_NIR","midyear","asmr_country",
"GBR_SCO","midyear","asmr_country","6"
"GEO","midyear","asmr_country",
"GGY","midyear","asmr_country",
"GHA","midyear","asmr_country",
"GIB","midyear","asmr_country",
"GIN","midyear","asmr_country",
"GLP","midyear","asmr_country",
"GMB","midyear","asmr_country",
"GNB","midyear","asmr_country",
"GNQ","midyear","asmr_country",
"GRC","midyear","asmr_country",
"GRD","midyear","asmr_country",
"GRL","midyear","asmr_country",
"GTM","midyear","asmr_country",
"GUF","midyear","asmr_country",
"GUM","midyear","asmr_country",
"GUY","midyear","asmr_country",
"HKG","midyear","asmr_country",
"HND","midyear","asmr_country",
"HRV","midyear","asmr_country","12"
"HTI","midyear","asmr_country",
"HUN","midyear","asmr_country","12"
"IDN","midyear","asmr_country",
"IMN","midyear","asmr_country",
"IND","midyear","asmr_country",
"IRL","midyear","asmr_country",
"IRN","midyear","asmr_country",
"IRQ","midyear","asmr_country",
"ISL","midyear","asmr_country","10"
"ISR","midyear","asmr_country","9"
"ITA","midyear","asmr_country","6"
"JAM","midyear","asmr_country",
"JEY","midyear","asmr_country",
"JOR","midyear","asmr_country",
"JPN","midyear","asmr_country",
"KAZ","midyear","asmr_country",
"KEN","midyear","asmr_country",
"KGZ","midyear","asmr_country",
"KHM","midyear","asmr_country",
"KIR","midyear","asmr_country",
"KNA","midyear","asmr_country",
"KOR","midyear","asmr_country","5"
"KWT","midyear","asmr_country",
"LAO","midyear","asmr_country",
"LBN","midyear","asmr_country",
"LBR","midyear","asmr_country",
"LBY","midyear","asmr_country",
"LCA","midyear","asmr_country",
"LIE","midyear","asmr_country","11"
"LKA","midyear","asmr_country",
"LSO","midyear","asmr_country",
"LTU","midyear","asmr_country","12"
"LUX","midyear","asmr_country","6"
"LVA","midyear","asmr_country","5"
"MAC","midyear","asmr_country",
"MAF","midyear","asmr_country",
"MAR","midyear","asmr_country",
"MCO","midyear","asmr_country",
"MDA","midyear","asmr_country",
"MDG","midyear","asmr_country",
"MDV","midyear","asmr_country",
"MEX","midyear","asmr_country",
"MHL","midyear","asmr_country",
"MKD","midyear","asmr_country",
"MLI","midyear","asmr_country",
"MLT","midyear","asmr_country","6"
"MMR","midyear","asmr_country",
"MNE","midyear","asmr_country","12"
"MNG","midyear","asmr_country",
"MNP","midyear","asmr_country",
"MOZ","midyear","asmr_country",
"MRT","midyear","asmr_country",
"MTQ","midyear","asmr_country",
"MUS","midyear","asmr_country",
"MWI","midyear","asmr_country",
"MYS","midyear","asmr_country",
"MYT","midyear","asmr_country",
"NAM","midyear","asmr_country",
"NCL","midyear","asmr_country",
"NER","midyear","asmr_country",
"NGA","midyear","asmr_country",
"NIC","midyear","asmr_country",
"NLD","midyear","asmr_country","5"
"NOR","midyear","asmr_country","12"
"NPL","midyear","asmr_country",
"NZL","midyear","asmr_country","6"
"OMN","midyear","asmr_country",
"PAK","midyear","asmr_country",
"PAN","midyear","asmr_country",
"PER","midyear","asmr_country",
"PHL","midyear","asmr_country",
"PLW","midyear","asmr_country",
"PNG","midyear","asmr_country",
"POL","midyear","asmr_country","5"
"PRI","midyear","asmr_country",
"PRK","midyear","asmr_country",
"PRT","midyear","asmr_country","7"
"PRY","midyear","asmr_country",
"PSE","midyear","asmr_country",
"PYF","midyear","asmr_country",
"QAT","midyear","asmr_country",
"REU","midyear","asmr_country",
"ROU","midyear","asmr_country",
"RUS","midyear","asmr_country","9"
"RWA","midyear","asmr_country",
"SAU","midyear","asmr_country",
"SDN","midyear","asmr_country",
"SEN","midyear","asmr_country",
"SGP","midyear","asmr_country",
"SLB","midyear","asmr_country",
"SLE","midyear","asmr_country",
"SLV","midyear","asmr_country",
"SMR","midyear","asmr_country",
"SOM","midyear","asmr_country",
"SRB","midyear","asmr_country","8"
"SSD","midyear","asmr_country",
"STP","midyear","asmr_country",
"SUR","midyear","asmr_country",
"SVK","midyear","asmr_country","5"
"SVN","midyear","asmr_country","6"
"SWE","midyear","asmr_country","12"
"SWZ","midyear","asmr_country",
"SXM","midyear","asmr_country",
"SYC","midyear","asmr_country",
"SYR","midyear","asmr_country",
"TCA","midyear","asmr_country",
"TCD","midyear","asmr_country",
"TGO","midyear","asmr_country",
"THA","midyear","asmr_country",
"TJK","midyear","asmr_country",
"TKL","midyear","asmr_country",
"TKM","midyear","asmr_country",
"TLS","midyear","asmr_country",
"TON","midyear","asmr_country",
"TTO","midyear","asmr_country",
"TUN","midyear","asmr_country",
"TUR","midyear","asmr_country",
"TUV","midyear","asmr_country",
"TWN","midyear","asmr_country","7"
"TZA","midyear","asmr_country",
"UGA","midyear","asmr_country",
"UKR","midyear","asmr_country",
"URY","midyear","asmr_country",
"USA","midyear","asmr_country","5"
"USA-AK","midyear","asmr_country","10"
"USA-AL","midyear","asmr_country","5"
"USA-AR","midyear","asmr_country","5"
"USA-AZ","midyear","asmr_country","7"
"USA-CA","midyear","asmr_country","6"
"USA-CO","midyear","asmr_country","5"
"USA-CT","midyear","asmr_country","5"
"USA-DC","midyear","asmr_country","5"
"USA-DE","midyear","asmr_country","5"
"USA-FL","midyear","asmr_country","5"
"USA-GA","midyear","asmr_country","6"
"USA-HI","midyear","asmr_country","6"
"USA-IA","midyear","asmr_country","5"
"USA-ID","midyear","asmr_country","5"
"USA-IL","midyear","asmr_country","5"
"USA-IN","midyear","asmr_country","5"
"USA-KS","midyear","asmr_country","5"
"USA-KY","midyear","asmr_country","5"
"USA-LA","midyear","asmr_country","7"
"USA-MA","midyear","asmr_country","5"
"USA-MD","midyear","asmr_country","5"
"USA-ME","midyear","asmr_country","5"
"USA-MI","midyear","asmr_country","5"
"USA-MN","midyear","asmr_country","5"
"USA-MO","midyear","asmr_country","6"
"USA-MS","midyear","asmr_country","5"
"USA-MT","midyear","asmr_country","7"
"USA-NC","midyear","asmr_country","5"
"USA-ND","midyear","asmr_country","5"
"USA-NE","midyear","asmr_country","6"
"USA-NH","midyear","asmr_country","5"
"USA-NJ","midyear","asmr_country","5"
"USA-NM","midyear","asmr_country","5"
"USA-NV","midyear","asmr_country","5"
"USA-NY","midyear","asmr_country","5"
"USA-OH","midyear","asmr_country","5"
"USA-OK","midyear","asmr_country","5"
"USA-OR","midyear","asmr_country","5"
"USA-PA","midyear","asmr_country","5"
"USA-RI","midyear","asmr_country","5"
"USA-SC","midyear","asmr_country","5"
"USA-SD","midyear","asmr_country","5"
"USA-TN","midyear","asmr_country","5"
"USA-TX","midyear","asmr_country","6"
"USA-UT","midyear","asmr_country","5"
"USA-VA","midyear","asmr_country","5"
"USA-VT","midyear","asmr_country","5"
"USA-WA","midyear","asmr_country","6"
"USA-WI","midyear","asmr_country","5"
"USA-WV","midyear","asmr_country","5"
"USA-WY","midyear","asmr_country","6"
"UZB","midyear","asmr_country",
"VCT","midyear","asmr_country",
"VEN","midyear","asmr_country",
"VGB","midyear","asmr_country",
"VIR","midyear","asmr_country",
"VNM","midyear","asmr_country",
"VUT","midyear","asmr_country",
"WSM","midyear","asmr_country",
"XKX","midyear","asmr_country",
"YEM","midyear","asmr_country",
"ZAF","midyear","asmr_country",
"ZMB","midyear","asmr_country",
"ZWE","midyear","asmr_country",
