"iso3c","date","deaths","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","population","cmr","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"ALB","2015-2016",366,,,,,,,301572,121.3,,,,,,
"ALB","2016-2017",315,,,,,,,298262,105.6,,,,,,
"ALB","2017-2018",317,,,,,,,294112,107.8,,,,,,
"ALB","2018-2019",330,,,,,,,288519,114.3,,,,,,
"ALB","2019-2020",342,,,,,,,282023,121.4,,,,,,
"AND","2010-2011",1,,,,,,,7211,13.9,,,,,,
"AND","2011-2012",5,,,,,,,7170,70,,,,,,
"AND","2012-2013",1,,,,,,,7044,14.3,,,,,,
"AND","2013-2014",2,2,-1,5,0,3,-3,6904,28.9,29.22,-16.03,74.47,-0.32,44.93,-45.57
"AND","2014-2015",1,2,-1,4,-1,2,-3,6763,14.9,25.13,-15.66,65.92,-10.23,30.56,-51.02
"AND","2015-2016",3,1,-1,4,2,4,-1,6622,45.5,21.04,-18.15,60.23,24.46,63.65,-14.73
"AND","2016-2017",0,1,-2,4,-1,2,-4,6482,0,16.95,-23.84,57.74,-16.95,23.84,-57.74
"AND","2017-2018",1,1,-2,4,0,3,-3,6341,15.9,12.86,-32.39,58.11,3.04,48.29,-42.21
"ARM","2015-2016",451,,,,,,,372638,121,,,,,,
"ARM","2016-2017",435,,,,,,,375307,116,,,,,,
"ARM","2017-2018",362,,,,,,,374956,96.5,,,,,,
"ARM","2018-2019",315,,,,,,,370675,84.9,,,,,,
"ARM","2019-2020",335,,,,,,,363286,92.3,,,,,,
"AUT","2000-2001",513,,,,,,,804589,63.8,,,,,,
"AUT","2001-2002",417,,,,,,,789206,52.8,,,,,,
"AUT","2002-2003",488,,,,,,,774531,63.1,,,,,,
"AUT","2003-2004",440,,,,,,,763226,57.7,,,,,,
"AUT","2004-2005",457,,,,,,,754369,60.6,,,,,,
"AUT","2005-2006",406,,,,,,,746899,54.3,,,,,,
"AUT","2006-2007",371,,,,,,,737527,50.4,,,,,,
"AUT","2007-2008",404,,,,,,,730913,55.3,,,,,,
"AUT","2008-2009",377,,,,,,,725975,51.9,,,,,,
"AUT","2009-2010",365,,,,,,,723128,50.5,,,,,,
"AUT","2010-2011",410,,,,,,,720800,56.8,,,,,,
"AUT","2011-2012",335,,,,,,,722349,46.4,46.64,41.95,51.33,-0.24,4.45,-4.93
"AUT","2012-2013",336,333,294,373,3,42,-37,723390,46.4,46.15,41.7,50.6,0.25,4.7,-4.2
"AUT","2013-2014",339,333,297,370,6,42,-31,726586,46.7,45.66,41.38,49.94,1.04,5.32,-3.24
"AUT","2014-2015",326,333,298,369,-7,28,-43,733234,44.4,45.17,40.98,49.36,-0.77,3.42,-4.96
"AUT","2015-2016",324,334,299,368,-10,25,-44,745999,43.5,44.68,40.49,48.87,-1.18,3.01,-5.37
"AUT","2016-2017",353,334,298,369,19,55,-16,756114,46.7,44.19,39.91,48.47,2.51,6.79,-1.77
"AUT","2017-2018",309,334,297,371,-25,12,-62,765925,40.3,43.7,39.25,48.15,-3.4,1.05,-7.85
"AUT","2018-2019",348,334,295,373,14,53,-25,772765,45,43.21,38.52,47.9,1.79,6.48,-2.9
"AUT","2019-2020",318,334,291,377,-16,27,-59,778118,40.8,42.72,37.72,47.71,-1.92,3.08,-6.91
"AUT","2020-2021",302,334,288,380,-32,14,-78,780637,38.7,42.23,36.87,47.58,-3.53,1.83,-8.88
"BEL","2000-2001",787,,,,,,,1071456,73.5,,,,,,
"BEL","2001-2002",678,,,,,,,1062735,63.8,,,,,,
"BEL","2002-2003",689,,,,,,,1054567,65.3,,,,,,
"BEL","2003-2004",588,,,,,,,1049098,56.1,,,,,,
"BEL","2004-2005",626,,,,,,,1049735,59.6,,,,,,
"BEL","2005-2006",667,,,,,,,1055518,63.2,,,,,,
"BEL","2006-2007",670,,,,,,,1062681,63,,,,,,
"BEL","2007-2008",624,,,,,,,1072800,58.2,,,,,,
"BEL","2008-2009",599,,,,,,,1085983,55.2,,,,,,
"BEL","2009-2010",631,,,,,,,1104443,57.2,55.67,49.19,62.14,1.53,8.01,-4.94
"BEL","2010-2011",610,614,542,687,-4,68,-77,1125990,54.2,54.5,48.27,60.74,-0.3,5.93,-6.54
"BEL","2011-2012",626,605,536,674,21,90,-48,1141484,54.9,53.34,47.29,59.39,1.56,7.61,-4.49
"BEL","2012-2013",629,595,528,662,34,101,-33,1155274,54.4,52.18,46.26,58.11,2.22,8.14,-3.71
"BEL","2013-2014",573,586,520,651,-13,53,-78,1165600,49.1,51.02,45.16,56.88,-1.92,3.94,-7.78
"BEL","2014-2015",512,576,511,641,-64,1,-129,1172803,43.7,49.86,44,55.72,-6.16,-0.3,-12.02
"BEL","2015-2016",558,567,501,632,-9,57,-74,1177656,47.4,48.7,42.77,54.62,-1.3,4.63,-7.22
"BEL","2016-2017",556,557,490,624,-1,66,-68,1175381,47.3,47.54,41.49,53.59,-0.24,5.81,-6.29
"BEL","2017-2018",578,547,478,617,31,100,-39,1170477,49.4,46.38,40.14,52.61,3.02,9.26,-3.21
"BEL","2018-2019",543,538,466,610,5,77,-67,1162477,46.8,45.21,38.74,51.69,1.59,8.06,-4.89
"BEL","2019-2020",487,528,452,605,-41,35,-118,1152634,42.3,44.05,37.3,50.81,-1.75,5,-8.51
"BEL","2020-2021",465,519,438,599,-54,27,-134,1139147,40.8,42.89,35.81,49.98,-2.09,4.99,-9.18
"BGR","2000-2001",1270,,,,,,,663604,191.6,,,,,,
"BGR","2001-2002",1158,,,,,,,616124,188,,,,,,
"BGR","2002-2003",1103,,,,,,,595935,184.9,,,,,,
"BGR","2003-2004",1067,,,,,,,581849,183.4,,,,,,
"BGR","2004-2005",1029,,,,,,,574062,179.2,,,,,,
"BGR","2005-2006",950,,,,,,,572543,165.9,,,,,,
"BGR","2006-2007",954,,,,,,,574166,166.2,,,,,,
"BGR","2007-2008",872,,,,,,,581313,150,,,,,,
"BGR","2008-2009",967,,,,,,,586396,165,,,,,,
"BGR","2009-2010",942,,,,,,,589260,159.8,,,,,,
"BGR","2010-2011",761,,,,,,,595034,128,128.3,114.61,142,-0.3,13.39,-14
"BGR","2011-2012",785,,,,,,,602962,130.2,121.75,108.64,134.85,8.45,21.56,-4.65
"BGR","2012-2013",699,,,,,,,608986,114.7,115.19,102.53,127.85,-0.49,12.17,-13.15
"BGR","2013-2014",635,,,,,,,612697,103.7,108.63,96.24,121.03,-4.93,7.46,-17.33
"BGR","2014-2015",616,597,513,680,19,103,-64,614328,100.3,102.08,89.78,114.38,-1.78,10.52,-14.08
"BGR","2015-2016",551,569,494,644,-18,57,-93,615623,89.5,95.52,83.13,107.91,-6.02,6.37,-18.41
"BGR","2016-2017",510,542,469,614,-32,41,-104,614565,82.9,88.96,76.3,101.63,-6.06,6.6,-18.73
"BGR","2017-2018",554,514,439,589,40,115,-35,612065,90.6,82.41,69.3,95.51,8.19,21.3,-4.91
"BGR","2018-2019",477,487,403,570,-10,74,-93,605888,78.8,75.85,62.15,89.55,2.95,16.65,-10.75
"BGR","2019-2020",409,459,364,555,-50,45,-146,597357,68.4,69.29,54.87,83.72,-0.89,13.53,-15.32
"BGR","2020-2021",438,432,321,542,6,117,-104,590689,74.2,62.74,47.47,78,11.46,26.73,-3.8
"CHE","2000-2001",512,,,,,,,736801,69.5,,,,,,
"CHE","2001-2002",444,,,,,,,718827,61.7,,,,,,
"CHE","2002-2003",425,,,,,,,708899,60,,,,,,
"CHE","2003-2004",426,,,,,,,701149,60.8,,,,,,
"CHE","2004-2005",383,,,,,,,693518,55.2,,,,,,
"CHE","2005-2006",431,,,,,,,686769,62.7,,,,,,
"CHE","2006-2007",366,,,,,,,681248,53.8,,,,,,
"CHE","2007-2008",386,,,,,,,680563,56.8,57.92,52.76,63.08,-1.12,4.04,-6.28
"CHE","2008-2009",406,,,,,,,683405,59.4,57,51.98,62.02,2.4,7.42,-2.62
"CHE","2009-2010",392,,,,,,,688351,56.9,56.08,51.17,60.98,0.82,5.73,-4.08
"CHE","2010-2011",355,379,337,421,-24,18,-66,698006,50.9,55.15,50.34,59.97,-4.25,0.56,-9.07
"CHE","2011-2012",399,379,339,419,20,60,-20,707750,56.5,54.23,49.48,58.99,2.27,7.02,-2.49
"CHE","2012-2013",373,379,340,418,-6,33,-45,718129,51.9,53.31,48.59,58.04,-1.41,3.31,-6.14
"CHE","2013-2014",386,379,341,417,7,45,-31,730598,52.8,52.39,47.66,57.11,0.41,5.14,-4.31
"CHE","2014-2015",392,379,342,417,13,50,-25,742222,52.8,51.47,46.71,56.22,1.33,6.09,-3.42
"CHE","2015-2016",398,380,342,417,18,56,-19,754493,52.8,50.55,45.73,55.36,2.25,7.07,-2.56
"CHE","2016-2017",364,380,341,418,-16,23,-54,766654,47.5,49.62,44.72,54.53,-2.12,2.78,-7.03
"CHE","2017-2018",359,380,340,420,-21,19,-61,776279,46.3,48.7,43.68,53.72,-2.4,2.62,-7.42
"CHE","2018-2019",389,380,338,422,9,51,-33,783542,49.6,47.78,42.62,52.94,1.82,6.98,-3.34
"CHE","2019-2020",364,380,336,424,-16,28,-60,789382,46.2,46.86,41.53,52.18,-0.66,4.67,-5.98
"CHE","2020-2021",360,380,334,427,-20,26,-67,793189,45.3,45.94,40.43,51.45,-0.64,4.87,-6.15
"CYP","2015-2016",34,,,,,,,85773,39.3,,,,,,
"CYP","2016-2017",26,,,,,,,85898,30.6,,,,,,
"CYP","2017-2018",31,,,,,,,86348,35.9,,,,,,
"CYP","2018-2019",30,,,,,,,86456,34.7,,,,,,
"CYP","2019-2020",26,,,,,,,86464,30.1,,,,,,
"CYP","2020-2021",36,,,,,,,86526,41.1,,,,,,
"CZE","2005-2006",468,,,,,,,825694,56.7,,,,,,
"CZE","2006-2007",494,,,,,,,839404,58.8,,,,,,
"CZE","2007-2008",481,,,,,,,860765,55.9,,,,,,
"CZE","2008-2009",442,,,,,,,890840,49.6,,,,,,
"CZE","2009-2010",460,,,,,,,925272,49.8,,,,,,
"CZE","2010-2011",431,,,,,,,957542,45,,,,,,
"CZE","2011-2012",408,,,,,,,983079,41.5,,,,,,
"CZE","2012-2013",371,378,345,412,-7,26,-41,999351,37.1,37.46,34.51,40.41,-0.36,2.59,-3.31
"CZE","2013-2014",394,386,355,418,8,39,-24,1013319,38.9,38.09,35.33,40.86,0.81,3.57,-1.96
"CZE","2014-2015",378,394,364,424,-16,14,-46,1024191,36.9,38.73,36.08,41.37,-1.83,0.82,-4.47
"CZE","2015-2016",418,402,373,432,16,45,-14,1032170,40.5,39.36,36.75,41.96,1.14,3.75,-1.46
