"iso3c","date","deaths","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","population","cmr","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper","asmr_who","asmr_who_baseline","asmr_who_baseline_lower","asmr_who_baseline_upper","asmr_who_excess","asmr_who_excess_lower","asmr_who_excess_upper","asmr_esp","asmr_esp_baseline","asmr_esp_baseline_lower","asmr_esp_baseline_upper","asmr_esp_excess","asmr_esp_excess_lower","asmr_esp_excess_upper","asmr_usa","asmr_usa_baseline","asmr_usa_baseline_lower","asmr_usa_baseline_upper","asmr_usa_excess","asmr_usa_excess_lower","asmr_usa_excess_upper","asmr_country","asmr_country_baseline","asmr_country_baseline_lower","asmr_country_baseline_upper","asmr_country_excess","asmr_country_excess_lower","asmr_country_excess_upper"
"USA","2005-2006",2424634,,,,,,,298967469,811.1,,,,,,,519.8,,,,,,,1113.7,,,,,,,787.4,,,,,,,942.7,,,,,,
"USA","2006-2007",2426435,,,,,,,301822123,804,,,,,,,510.2,,,,,,,1093,,,,,,,773.2,,,,,,,924.8,,,,,,
"USA","2007-2008",2466975,,,,,,,304639952,809.9,,,,,,,507.3,,,,,,,1092,,,,,,,771.6,,,,,,,923,,,,,,
"USA","2008-2009",2431097,,,,,,,306986673,792,,,,,,,491.7,,,,,,,1056,,,,,,,746.6,,,,,,,893.2,,,,,,
"USA","2009-2010",2456102,,,,,,,308601280,795.9,,,,,,,486.1,,,,,,,1047.4,,,,,,,740,,,,,,,885.5,,,,,,
"USA","2010-2011",2521412,,,,,,,310834257,811.2,,,,,,,487.9,,,,,,,1055.9,,,,,,,745.4,,,,,,,891.7,,,,,,
"USA","2011-2012",2512983,,,,,,,313084496,802.7,,,,,,,477.6,,,,,,,1031.5,,,,,,,728.5,,,,,,,871.7,,,,,,
"USA","2012-2013",2606456,,,,,,,315307778,826.7,,,,,,,485.1,,,,,,,1051.4,,,,,,,741.9,,,,,,,888,,,,,,
"USA","2013-2014",2597238,,,,,,,317653345,817.7,,,,,,,477.1,,,,,,,1027,,,,,,,725.9,,,,,,,868.8,,,,,,
"USA","2014-2015",2722948,2711817,2641033,2782601,11131,81915,-59653,320635577,849.3,845.26,822.02,868.5,4.04,27.28,-19.2,514.9,520.08,503.79,536.37,-5.18,11.11,-21.47,1068.3,1064.64,1051.51,1077.77,3.66,16.79,-9.47,769.5,771.22,765.6,776.84,-1.72,3.9,-7.34,889.6,885.14,866.68,903.6,4.46,22.92,-14
"USA","2015-2016",2716151,2749798,2685994,2813601,-33647,30157,-97450,322982341,841,852.28,831.33,873.23,-11.28,9.67,-32.23,518.6,509.2,494.52,523.88,9.4,24.08,-5.28,1047.6,1054.69,1042.85,1066.53,-7.09,4.75,-18.93,762.9,759.63,754.57,764.69,3.27,8.33,-1.79,870.5,880.39,863.75,897.03,-9.89,6.75,-26.53
"USA","2016-2017",2803613,2787778,2726477,2849078,15835,77136,-45465,324487856,864.1,859.3,839.17,879.43,4.8,24.93,-15.33,496,498.32,484.21,512.43,-2.32,11.79,-16.43,1046.1,1044.74,1033.37,1056.11,1.36,12.73,-10.01,746.8,748.04,743.17,752.91,-1.24,3.63,-6.11,878.9,875.64,859.65,891.63,3.26,19.25,-12.73
"USA","2017-2018",2850505,2825758,2761954,2889562,24747,88551,-39057,325999014,874.4,866.32,845.37,887.27,8.08,29.03,-12.87,484.6,487.44,472.76,502.12,-2.84,11.84,-17.52,1038.7,1034.79,1022.95,1046.63,3.91,15.75,-7.93,736,736.45,731.39,741.51,-0.45,4.61,-5.51,876.2,870.89,854.25,887.53,5.31,21.95,-11.33
"USA","2018-2019",2845672,2863738,2792954,2934522,-18066,52718,-88850,327978941,867.7,873.34,850.1,896.58,-5.64,17.6,-28.88,477.5,476.56,460.27,492.85,0.94,17.23,-15.35,1023,1024.84,1011.71,1037.97,-1.84,11.29,-14.97,725,724.86,719.24,730.48,0.14,5.76,-5.48,863,866.14,847.68,884.6,-3.14,15.32,-21.6
"USA","2019-2020",3179767,2901718,2820625,2982812,278049,359142,196955,330423589,962.3,880.36,853.73,906.99,81.94,108.57,55.31,532.5,465.68,447.02,484.34,66.82,85.48,48.16,1137.4,1014.89,999.84,1029.94,122.51,137.56,107.46,807.3,713.27,706.83,719.71,94.03,100.47,87.59,959.8,861.39,840.24,882.54,98.41,119.56,77.26
"USA","2020-2021",3504638,2939699,2846060,3033337,564939,658578,471301,331359378,1057.7,887.38,856.63,918.13,170.32,201.07,139.57,589.5,454.8,433.25,476.35,134.7,156.25,113.15,1236.7,1004.94,987.57,1022.31,231.76,249.13,214.39,882.3,701.68,694.25,709.11,180.62,188.05,173.19,1047.5,856.64,832.22,881.06,190.86,215.28,166.44
"USA","2021-2022",3362884,2977679,2870038,3085319,385205,492846,277565,333059409,1009.8,894.4,859.05,929.75,115.4,150.75,80.05,559.1,443.92,419.15,468.69,115.18,139.95,90.41,1174.2,994.99,975.02,1014.96,179.21,199.18,159.24,838.2,690.09,681.55,698.63,148.11,156.65,139.57,993.7,851.89,823.81,879.97,141.81,169.89,113.73
"USA-AK","2000-2001",2888,,,,,,,635615,454.4,,,,,,,556.8,,,,,,,1175.3,,,,,,,833,,,,,,,768.7,,,,,,
"USA-AK","2001-2002",3105,,,,,,,643483,482.6,,,,,,,541.4,,,,,,,1130.9,,,,,,,804.8,,,,,,,744.9,,,,,,
"USA-AK","2002-2003",3157,,,,,,,650859,485,,,,,,,547.2,,,,,,,1155,,,,,,,818.8,,,,,,,755.1,,,,,,
"USA-AK","2003-2004",3027,,,,,,,660735,458.1,,,,,,,515.1,,,,,,,1070.6,,,,,,,764.2,,,,,,,704,,,,,,
"USA-AK","2004-2005",3203,3217,3006,3427,-14,197,-224,668700,479,475.41,448.64,502.18,3.59,30.36,-23.18,503,,,,,,,1055.6,,,,,,,751.8,,,,,,,688.9,,,,,,
"USA-AK","2005-2006",3214,3312,3106,3519,-98,108,-305,676191,475.3,486.34,460.08,512.61,-11.04,15.22,-37.31,515.1,,,,,,,1087.8,,,,,,,774.5,,,,,,,704.1,,,,,,
"USA-AK","2006-2007",3491,3408,3205,3611,83,286,-120,681867,512,497.28,471.45,523.11,14.72,40.55,-11.11,518.7,,,,,,,1085.4,,,,,,,774.8,,,,,,,707.9,,,,,,
"USA-AK","2007-2008",3428,3503,3303,3704,-75,125,-276,690002,496.9,508.21,482.74,533.68,-11.31,14.16,-36.78,509.1,,,,,,,1066.3,,,,,,,760.6,,,,,,,696.3,,,,,,
"USA-AK","2008-2009",3638,3599,3401,3797,39,237,-159,696635,522.2,519.15,493.96,544.33,3.05,28.24,-22.13,504.3,,,,,,,1060.9,,,,,,,756.9,,,,,,,688,,,,,,
"USA-AK","2009-2010",3683,3694,3498,3891,-11,185,-208,694921,530,530.08,505.11,555.06,-0.08,24.89,-25.06,505.5,,,,,,,1069.8,1065.06,1030.72,1099.39,4.74,39.08,-29.59,762.8,759.35,733.27,785.42,3.45,29.53,-22.62,689.6,687.71,664.72,710.71,1.89,24.88,-21.11
"USA-AK","2010-2011",3859,3790,3594,3985,69,265,-126,704435,547.8,541.02,516.16,565.87,6.78,31.64,-18.07,502.7,,,,,,,1054.5,1056.04,1022.97,1089.11,-1.54,31.53,-34.61,752.7,754.3,729.18,779.42,-1.6,23.52,-26.72,685.9,684.19,662.04,706.34,1.71,23.86,-20.44
"USA-AK","2011-2012",3801,3885,3690,4081,-84,111,-280,710601,534.9,551.95,527.14,576.77,-17.05,7.76,-41.87,497.7,,,,,,,1040.6,1047.02,1014.93,1079.12,-6.42,25.67,-38.52,744.7,749.26,724.88,773.63,-4.56,19.82,-28.93,676.8,680.67,659.18,702.17,-3.87,17.62,-25.37
"USA-AK","2012-2013",4051,3981,3785,4177,70,266,-126,714085,567.3,562.89,538.03,587.74,4.41,29.27,-20.44,490.9,499.54,474.09,524.99,-8.64,16.81,-34.09,1021.8,1038.01,1006.58,1069.43,-16.21,15.22,-47.63,732.1,744.21,720.34,768.08,-12.11,11.76,-35.98,666.7,677.15,656.1,698.2,-10.45,10.6,-31.5
"USA-AK","2013-2014",4010,4077,3880,4273,-67,130,-263,715283,560.6,573.82,548.85,598.8,-13.22,11.75,-38.2,493,498.01,474.17,521.86,-5.01,18.83,-28.86,1024.4,1028.99,997.9,1060.08,-4.59,26.5,-35.68,735.3,739.16,715.55,762.77,-3.86,19.75,-27.47,667.6,673.63,652.81,694.45,-6.03,14.79,-26.85
"USA-AK","2014-2015",4357,4172,3974,4370,185,383,-13,717500,607.3,584.76,559.57,609.94,22.54,47.73,-2.64,503.2,496.49,473.65,519.32,6.71,29.55,-16.12,1035.7,1019.97,988.88,1051.06,15.73,46.82,-15.36,745.4,734.12,710.51,757.73,11.28,34.89,-12.33,678.4,670.11,649.29,690.93,8.29,29.11,-12.53
"USA-AK","2015-2016",4400,4268,4067,4468,132,333,-68,720526,610.7,595.69,570.22,621.16,15.01,40.48,-10.46,512.4,494.96,472.47,517.44,17.44,39.93,-5.04,1042.4,1010.95,979.53,1042.38,31.45,62.87,0.02,752.9,729.07,705.2,752.94,23.83,47.7,-0.04,688.1,666.59,645.54,687.64,21.51,42.56,0.46
"USA-AK","2016-2017",4343,4363,4160,4566,-20,183,-223,719120,604,606.63,580.8,632.46,-2.63,23.2,-28.46,497.1,493.43,470.6,516.26,3.67,26.5,-19.16,997.7,1001.94,969.84,1034.03,-4.24,27.86,-36.33,724.3,724.02,699.65,748.4,0.28,24.65,-24.1,664,663.07,641.57,684.56,0.93,22.43,-20.56
"USA-AK","2017-2018",4326,4459,4252,4665,-133,74,-339,716455,603.7,617.56,591.3,643.83,-13.86,12.4,-40.13,482.3,491.9,468.05,515.75,-9.6,14.25,-33.45,978.9,992.92,959.85,1025.99,-14.02,19.05,-47.09,707.4,718.98,693.86,744.1,-11.58,13.54,-36.7,649.3,659.55,637.4,681.7,-10.25,11.9,-32.4
"USA-AK","2018-2019",4478,4554,4344,4765,-76,134,-287,713567,627.6,628.5,601.73,655.27,-0.9,25.87,-27.67,485.8,490.37,464.92,515.82,-4.57,20.88,-30.02,979,983.9,949.57,1018.24,-4.9,29.43,-39.24,708.8,713.93,687.86,740.01,-5.13,20.94,-31.21,652.3,656.03,633.03,679.02,-3.73,19.27,-26.72
"USA-AK","2019-2020",4726,4650,4435,4865,76,291,-139,711752,664,639.43,612.09,666.78,24.57,51.91,-2.78,529.9,488.84,461.31,516.38,41.06,68.59,13.52,1060,974.89,939.04,1010.73,85.11,120.96,49.27,770.3,708.89,681.66,736.11,61.41,88.64,34.19,708.8,652.51,628.5,676.51,56.29,80.3,32.29
"USA-AK","2020-2021",5667,4745,4525,4965,922,1142,702,711338,796.7,650.37,622.39,678.34,146.33,174.31,118.36,612,487.31,457.31,517.32,124.69,154.69,94.68,1202.4,965.87,928.29,1003.45,236.53,274.11,198.95,877.6,703.84,675.3,732.38,173.76,202.3,145.22,818.5,648.99,623.82,674.15,169.51,194.68,144.35
"USA-AK","2021-2022",5989,4841,4615,5066,1148,1374,923,709445,844.2,661.3,632.64,689.97,182.9,211.56,154.23,589.4,485.79,453.01,518.56,103.61,136.39,70.84,1153.8,956.85,917.34,996.36,196.95,236.46,157.44,842.9,698.79,668.79,728.8,144.11,174.11,114.1,788.1,645.47,619.01,671.93,142.63,169.09,116.17
"USA-AL","2000-2001",45139,,,,,,,4470077,1009.8,,,,,,,671.3,,,,,,,1405.7,,,,,,,997.5,,,,,,,1231.7,,,,,,
"USA-AL","2001-2002",45805,,,,,,,4485379,1021.3,,,,,,,674.3,,,,,,,1415.9,,,,,,,1005.5,,,,,,,1238,,,,,,
"USA-AL","2002-2003",46065,,,,,,,4509271,1021.6,,,,,,,677,,,,,,,1422.9,,,,,,,1010.8,,,,,,,1243.3,,,,,,
"USA-AL","2003-2004",46989,,,,,,,4539311,1035.3,,,,,,,669.5,,,,,,,1398.4,,,,,,,995.4,,,,,,,1223.3,,,,,,
"USA-AL","2004-2005",46667,,,,,,,4582866,1018.4,,,,,,,668,,,,,,,1393.3,,,,,,,992.3,,,,,,,1219.1,,,,,,
"USA-AL","2005-2006",47009,,,,,,,4637378,1013.8,,,,,,,663,,,,,,,1370.5,,,,,,,979.8,,,,,,,1199.8,,,,,,
"USA-AL","2006-2007",46746,,,,,,,4682260,998.5,,,,,,,649.5,,,,,,,1338.3,,,,,,,957.9,,,,,,,1172.1,,,,,,
"USA-AL","2007-2008",47689,,,,,,,4726186,1009.1,,,,,,,645.7,,,,,,,1334.5,,,,,,,954.7,,,,,,,1168,,,,,,
"USA-AL","2008-2009",47077,,,,,,,4759126,989.2,,,,,,,634.1,,,,,,,1315.4,,,,,,,939.5,,,,,,,1151,,,,,,
"USA-AL","2009-2010",48052,,,,,,,4772630,1006.9,,,,,,,628.7,,,,,,,1306.1,,,,,,,932.3,,,,,,,1142.6,,,,,,
"USA-AL","2010-2011",48630,,,,,,,4787713,1015.8,,,,,,,627.4,,,,,,,1302.2,,,,,,,929.7,,,,,,,1139.3,,,,,,
"USA-AL","2011-2012",48664,,,,,,,4804073,1013,,,,,,,626.3,,,,,,,1298.2,,,,,,,927.5,,,,,,,1136,,,,,,
"USA-AL","2012-2013",50253,,,,,,,4818740,1042.9,,,,,,,627.2,,,,,,,1296.9,,,,,,,927.1,,,,,,,1135.6,,,,,,
"USA-AL","2013-2014",49969,,,,,,,4831361,1034.3,,,,,,,622.2,,,,,,,1281,,,,,,,916.6,,,,,,,1123.3,,,,,,
"USA-AL","2014-2015",52061,51847,50817,52878,214,1244,-817,4843741,1074.8,1071.96,1046.77,1097.15,2.84,28.03,-22.35,628,632.12,621.6,642.64,-4.12,6.4,-14.64,1292.9,1296.58,1279.28,1313.88,-3.68,13.62,-20.98,925.4,929.14,916.22,942.06,-3.74,9.18,-16.66,1133.2,1137.16,1121.93,1152.39,-3.96,11.27,-19.19
"USA-AL","2015-2016",51777,52212,51283,53141,-435,494,-1364,4855937,1066.3,1075.22,1052.51,1097.93,-8.92,13.79,-31.63,633.8,630.03,620.54,639.52,3.77,13.26,-5.72,1290.7,1288.99,1273.4,1304.58,1.71,17.3,-13.88,926.8,924.2,912.56,935.84,2.6,14.24,-9.04,1133.9,1131.42,1117.69,1145.15,2.48,16.21,-11.25
"USA-AL","2016-2017",52565,52577,51684,53469,-12,881,-904,4867914,1079.9,1078.48,1056.66,1100.3,1.42,23.24,-20.4,629.1,627.94,618.83,637.05,1.16,10.27,-7.95,1281.8,1281.4,1266.42,1296.38,0.4,15.38,-14.58,920,919.26,908.07,930.45,0.74,11.93,-10.45,1126.3,1125.68,1112.49,1138.87,0.62,13.81,-12.57
"USA-AL","2017-2018",53416,52941,52013,53870,475,1403,-454,4881558,1094.3,1081.74,1059.03,1104.45,12.56,35.27,-10.15,628.7,625.85,616.36,635.34,2.85,12.34,-6.64,1282.6,1273.81,1258.22,1289.4,8.79,24.38,-6.8,920,914.32,902.68,925.96,5.68,17.32,-5.96,1127.1,1119.94,1106.21,1133.67,7.16,20.89,-6.57
"USA-AL","2018-2019",53065,53306,52276,54337,-241,789,-1272,4927572,1077.1,1085,1059.81,1110.19,-7.9,17.29,-33.09,620.1,623.76,613.24,634.28,-3.66,6.86,-14.18,1259,1266.22,1248.92,1283.52,-7.22,10.08,-24.52,904.1,909.38,896.46,922.3,-5.28,7.64,-18.2,1107.9,1114.2,1098.97,1129.43,-6.3,8.93,-21.53
"USA-AL","2019-2020",59046,53671,52490,54852,5375,6556,4194,5020224,1176,1088.26,1059.4,1117.12,87.74,116.6,58.88,693.4,621.67,609.61,633.73,71.73,83.79,59.67,1414.5,1258.63,1238.81,1278.45,155.87,175.69,136.05,1014.2,904.44,889.64,919.24,109.76,124.56,94.96,1243.7,1108.46,1091.02,1125.9,135.24,152.68,117.8
"USA-AL","2020-2021",69071,54036,52672,55399,15035,16399,13672,5048872,1368.1,1091.52,1058.19,1124.85,276.58,309.91,243.25,762.2,619.58,605.66,633.5,142.62,156.54,128.7,1516.7,1251.04,1228.16,1273.92,265.66,288.54,242.78,1096.1,899.5,882.41,916.59,196.6,213.69,179.51,1340.8,1102.72,1082.58,1122.86,238.08,258.22,217.94
"USA-AL","2021-2022",61845,54400,52833,55967,7445,9012,5878,5091201,1215,1094.78,1056.47,1133.09,120.22,158.53,81.91,706.2,617.49,601.49,633.49,88.71,104.71,72.71,1412.3,1243.45,1217.15,1269.75,168.85,195.15,142.55,1019.6,894.56,874.92,914.2,125.04,144.68,105.4,1246.3,1096.98,1073.82,1120.14,149.32,172.48,126.16
"USA-AR","2000-2001",28300,,,,,,,2694592,1050.3,,,,,,,644.4,,,,,,,1351.1,,,,,,,958,,,,,,,1185.4,,,,,,
"USA-AR","2001-2002",28208,,,,,,,2710015,1040.9,,,,,,,651.1,,,,,,,1363.5,,,,,,,968.5,,,,,,,1195.4,,,,,,
"USA-AR","2002-2003",27546,,,,,,,2730199,1009,,,,,,,641.1,,,,,,,1339.1,,,,,,,952.7,,,,,,,1173.9,,,,,,
"USA-AR","2003-2004",28297,,,,,,,2756459,1026.8,,,,,,,629.6,,,,,,,1304.2,,,,,,,930.6,,,,,,,1144.6,,,,,,
"USA-AR","2004-2005",27863,,,,,,,2789879,998.9,,,,,,,626.8,,,,,,,1300.1,,,,,,,927.2,,,,,,,1140.9,,,,,,
"USA-AR","2005-2006",27828,,,,,,,2826723,984.5,,,,,,,619.1,,,,,,,1276.8,,,,,,,913.6,,,,,,,1120.3,,,,,,
"USA-AR","2006-2007",28096,,,,,,,2853951,984.5,,,,,,,612.7,,,,,,,1265.3,,,,,,,905.7,,,,,,,1109.4,,,,,,
"USA-AR","2007-2008",29220,,,,,,,2879011,1015,,,,,,,624.1,,,,,,,1289.1,,,,,,,922.1,,,,,,,1130.6,,,,,,
"USA-AR","2008-2009",28516,,,,,,,2900374,983.2,,,,,,,611.8,,,,,,,1262.3,,,,,,,903.2,,,,,,,1107.1,,,,,,
"USA-AR","2009-2010",28847,,,,,,,2918950,988.3,,,,,,,600.9,,,,,,,1248.8,,,,,,,892,,,,,,,1093.6,,,,,,
"USA-AR","2010-2011",29665,,,,,,,2936578,1010.2,,,,,,,604.1,,,,,,,1258,,,,,,,897.5,,,,,,,1101.5,,,,,,
"USA-AR","2011-2012",29823,,,,,,,2947662,1011.8,,,,,,,608.1,,,,,,,1263.3,1263.73,1242.56,1284.91,-0.43,20.74,-21.61,901.3,901.89,884.96,918.82,-0.59,16.34,-17.52,1107.2,1107.8,1088.6,1127,-0.6,18.6,-19.8
"USA-AR","2012-2013",30697,,,,,,,2955461,1038.7,,,,,,,606.8,,,,,,,1259.9,1260.65,1240.57,1280.73,-0.75,19.33,-20.83,898.4,900,883.95,916.05,-1.6,14.45,-17.65,1104.8,1105.73,1087.52,1123.94,-0.93,17.28,-19.14
"USA-AR","2013-2014",30234,30700,29747,31654,-466,487,-1420,2964674,1019.8,,,,,,,603.2,,,,,,,1245.3,1257.57,1238.26,1276.89,-12.27,7.04,-31.59,889.5,898.11,882.67,913.55,-8.61,6.83,-24.05,1093.1,1103.66,1086.15,1121.18,-10.56,6.95,-28.08
"USA-AR","2014-2015",31586,31022,30143,31901,564,1443,-315,2976777,1061.1,1053.96,1033.94,1073.98,7.14,27.16,-12.88,612.4,616.34,603.98,628.7,-3.94,8.42,-16.3,1261,1254.49,1235.57,1273.41,6.51,25.43,-12.41,901.3,896.22,881.09,911.35,5.08,20.21,-10.05,1107.3,1101.6,1084.44,1118.75,5.7,22.86,-11.45
"USA-AR","2015-2016",31238,31343,30504,32183,-105,734,-945,2988972,1045.1,1056.68,1038.63,1074.73,-11.58,6.47,-29.63,614,613.19,602.05,624.33,0.81,11.95,-10.33,1258.7,1251.41,1232.49,1270.33,7.29,26.21,-11.63,900.6,894.33,879.2,909.46,6.27,21.4,-8.86,1106.2,1099.53,1082.37,1116.69,6.67,23.83,-10.49
"USA-AR","2016-2017",31872,31665,30826,32504,207,1046,-632,3000047,1062.4,1059.4,1042.06,1076.74,3,20.34,-14.34,616.9,610.04,599.34,620.74,6.86,17.56,-3.84,1260.7,1248.33,1229.01,1267.64,12.37,31.69,-6.94,902.5,892.44,877,907.88,10.06,25.5,-5.38,1109,1097.46,1079.95,1114.98,11.54,29.05,-5.98
"USA-AR","2017-2018",31963,31987,31107,32866,-24,856,-903,3009008,1062.3,1062.12,1044.07,1080.17,0.18,18.23,-17.87,606.5,606.89,595.75,618.03,-0.39,10.75,-11.53,1241.5,1245.25,1225.17,1265.33,-3.75,16.33,-23.83,888.1,890.55,874.5,906.6,-2.45,13.6,-18.5,1092.1,1095.39,1077.18,1113.6,-3.29,14.92,-21.5
"USA-AR","2018-2019",32132,32308,31355,33262,-176,777,-1130,3013934,1066.1,1064.84,1044.82,1084.86,1.26,21.28,-18.76,600.4,603.74,591.38,616.1,-3.34,9.02,-15.7,1233.2,1242.17,1220.99,1263.34,-8.97,12.21,-30.14,880.5,888.66,871.73,905.59,-8.16,8.77,-25.09,1084.8,1093.33,1074.12,1112.53,-8.53,10.68,-27.73
"USA-AR","2019-2020",34778,32630,31574,33685,2148,3204,1093,3014282,1153.7,1067.56,1044.62,1090.5,86.14,109.08,63.2,678.2,600.59,586.43,614.75,77.61,91.77,63.45,1388.5,1239.09,1216.53,1261.64,149.41,171.97,126.86,993.7,886.77,868.74,904.8,106.93,124.96,88.9,1221.1,1091.26,1070.8,1111.71,129.84,150.3,109.39
"USA-AR","2020-2021",41222,32951,31774,34129,8271,9448,7093,3025608,1362.5,1070.28,1043.79,1096.77,292.22,318.71,265.73,739.9,597.44,581.09,613.79,142.46,158.81,126.11,1476.9,1236,1211.84,1260.17,240.9,265.06,216.73,1065.2,884.88,865.56,904.2,180.32,199.64,161,1304.1,1089.19,1067.27,1111.1,214.91,236.83,193
"USA-AR","2021-2022",38219,33273,31959,34587,4946,6260,3632,3032403,1260.4,1073,1042.55,1103.45,187.4,217.85,156.95,704.9,594.29,575.5,613.08,110.61,129.4,91.82,1422.8,1232.92,1206.95,1258.89,189.88,215.85,163.91,1022.1,882.99,862.22,903.75,139.11,159.88,118.35,1254.7,1087.12,1063.57,1110.67,167.58,191.13,144.03
"USA-AZ","2000-2001",40889,,,,,,,5299231,771.8,,,,,,,520.4,,,,,,,1093.7,,,,,,,778.1,,,,,,,988.9,,,,,,
"USA-AZ","2001-2002",42592,,,,,,,5419422,786.1,,,,,,,527.2,,,,,,,1108.5,,,,,,,789.5,,,,,,,1001.6,,,,,,
"USA-AZ","2002-2003",42780,,,,,,,5540842,772.2,,,,,,,514.7,,,,,,,1081.6,,,,,,,771.3,,,,,,,976.3,,,,,,
"USA-AZ","2003-2004",43689,,,,,,,5692900,767.8,,,,,,,509.1,,,,,,,1068.8,,,,,,,762.2,,,,,,,965.1,,,,,,
"USA-AZ","2004-2005",44686,,,,,,,5878442,760.2,,,,,,,502.3,,,,,,,1053.8,,,,,,,751.6,,,,,,,951.4,,,,,,
"USA-AZ","2005-2006",46801,,,,,,,6055532,773.1,,,,,,,510.2,,,,,,,1067.3,,,,,,,762.4,,,,,,,963.4,,,,,,
"USA-AZ","2006-2007",45685,,,,,,,6189826,738.2,,,,,,,485,,,,,,,1012.4,,,,,,,724.4,,,,,,,913.5,,,,,,
"USA-AZ","2007-2008",46014,,,,,,,6291242,731.5,,,,,,,473.1,,,,,,,994.9,,,,,,,710.1,,,,,,,896.6,,,,,,
"USA-AZ","2008-2009",45376,,,,,,,6351010,714.5,,,,,,,453.7,,,,,,,954.5,,,,,,,680.7,,,,,,,860.5,,,,,,
"USA-AZ","2009-2010",46433,,,,,,,6400206,725.5,,,,,,,451.4,,,,,,,949.5,,,,,,,677.3,,,,,,,855.5,,,,,,
"USA-AZ","2010-2011",48378,,,,,,,6470209,747.8,,,,,,,454.3,,,,,,,961.9,,,,,,,685,,,,,,,865.8,,,,,,
"USA-AZ","2011-2012",49113,,,,,,,6552171,749.6,,,,,,,450.5,,,,,,,945.6,,,,,,,674.7,,,,,,,852.1,,,,,,
"USA-AZ","2012-2013",50589,,,,,,,6635506,762.5,,,,,,,450.2,,,,,,,946.9,,,,,,,675.6,,,,,,,852.6,,,,,,
"USA-AZ","2013-2014",50882,,,,,,,6734272,755.6,,,,,,,441.6,,,,,,,921.4,,,,,,,658.3,,,,,,,830.8,,,,,,
"USA-AZ","2014-2015",53530,54088,52050,56126,-558,1480,-2596,6838058,782.9,790.48,764.83,816.13,-7.58,18.07,-33.23,448.7,452.64,438.96,466.32,-3.94,9.74,-17.62,938.1,945.82,919.26,972.38,-7.72,18.84,-34.28,669.4,674.84,655.98,693.7,-5.44,13.42,-24.3,846,853.64,827.58,879.7,-7.64,18.42,-33.7
"USA-AZ","2015-2016",56451,55883,54046,57720,568,2405,-1269,6947044,812.7,804.08,780.96,827.2,8.62,31.74,-14.5,459.9,453.95,441.62,466.28,5.95,18.28,-6.38,956,946.08,922.14,970.02,9.92,33.86,-14.02,683.3,676.01,659.01,693.01,7.29,24.29,-9.71,862.9,850.7,827.21,874.19,12.2,35.69,-11.29
"USA-AZ","2016-2017",57488,57678,55913,59443,-190,1575,-1955,7056767,814.7,817.68,795.47,839.89,-2.98,19.23,-25.19,452,455.26,443.42,467.1,-3.26,8.58,-15.1,941.8,946.34,923.33,969.35,-4.54,18.47,-27.55,673.6,677.18,660.85,693.51,-3.58,12.75,-19.91,841.1,847.76,825.19,870.33,-6.66,15.91,-29.23
"USA-AZ","2017-2018",60381,59472,57635,61309,909,2746,-928,7175458,841.7,831.28,808.16,854.4,10.42,33.54,-12.7,461,456.57,444.24,468.9,4.43,16.76,-7.9,956.8,946.6,922.66,970.54,10.2,34.14,-13.74,685.4,678.35,661.35,695.35,7.05,24.05,-9.95,852.1,844.82,821.33,868.31,7.28,30.77,-16.21
"USA-AZ","2018-2019",60538,61267,59229,63305,-729,1309,-2767,7237142,836.4,844.88,819.23,870.53,-8.48,17.17,-34.13,454.7,457.88,444.2,471.56,-3.18,10.5,-16.86,939,946.86,920.3,973.42,-7.86,18.7,-34.42,674.2,679.52,660.66,698.38,-5.32,13.54,-24.18,836.7,841.88,815.82,867.94,-5.18,20.88,-31.24
"USA-AZ","2019-2020",71411,63061,60726,65396,8350,10685,6015,7186775,993.5,858.48,829.09,887.87,135.02,164.41,105.63,544.7,459.19,443.52,474.86,85.51,101.18,69.84,1109.8,947.12,916.69,977.55,162.68,193.11,132.25,800.4,680.69,659.09,702.29,119.71,141.31,98.11,990.6,838.94,809.09,868.79,151.66,181.51,121.81
"USA-AZ","2020-2021",80604,64856,62160,67552,15748,18444,13052,7256863,1110.8,872.08,838.15,906.01,238.72,272.65,204.79,612.5,460.5,442.41,478.59,152,170.09,133.91,1225.9,947.38,912.24,982.52,278.52,313.66,243.38,888.6,681.86,656.91,706.81,206.74,231.69,181.79,1097.7,836,801.53,870.47,261.7,296.17,227.23
"USA-AZ","2021-2022",79067,66651,63551,69750,12416,15516,9317,7311749,1081.6,885.68,846.67,924.69,195.92,234.93,156.91,590.1,461.81,441.01,482.61,128.29,149.09,107.49,1182.6,947.64,907.24,988.04,234.96,275.36,194.56,857.8,683.03,654.35,711.71,174.77,203.45,146.09,1057.9,833.06,793.44,872.68,224.84,264.46,185.22
"USA-CA","2000-2001",233871,,,,,,,34556245,676.8,,,,,,,505.1,,,,,,,1107.6,,,,,,,775.5,,,,,,,866.4,,,,,,
"USA-CA","2001-2002",234047,,,,,,,34950019,669.7,,,,,,,495.4,,,,,,,1082.4,,,,,,,759.1,,,,,,,847.3,,,,,,
"USA-CA","2002-2003",235362,,,,,,,35316913,666.5,,,,,,,487.6,,,,,,,1063.7,,,,,,,747,,,,,,,832.9,,,,,,
