"iso3c","date","deaths","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","population","cmr","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper","asmr_who","asmr_who_baseline","asmr_who_baseline_lower","asmr_who_baseline_upper","asmr_who_excess","asmr_who_excess_lower","asmr_who_excess_upper","asmr_esp","asmr_esp_baseline","asmr_esp_baseline_lower","asmr_esp_baseline_upper","asmr_esp_excess","asmr_esp_excess_lower","asmr_esp_excess_upper","asmr_usa","asmr_usa_baseline","asmr_usa_baseline_lower","asmr_usa_baseline_upper","asmr_usa_excess","asmr_usa_excess_lower","asmr_usa_excess_upper","asmr_country","asmr_country_baseline","asmr_country_baseline_lower","asmr_country_baseline_upper","asmr_country_excess","asmr_country_excess_lower","asmr_country_excess_upper"
"DEU-BW","2013-2014",99717,103309,97878,108741,-3592,1839,-9024,10758150,927,955.9,920.21,991.6,-28.9,6.79,-64.6,413.5,427.46,413.92,441.01,-13.96,-0.42,-27.51,890.3,926.67,887.39,965.96,-36.37,2.91,-75.66,634.2,658.93,633.26,684.6,-24.73,0.94,-50.4,982.9,1024.4,979.52,1069.28,-41.5,3.38,-86.38
"DEU-BW","2014-2015",108602,104997,99677,110318,3605,8925,-1716,10893738,997,966.12,930.13,1002.1,30.88,66.87,-5.1,434.6,426.17,412.57,439.77,8.43,22.03,-5.17,949,924.34,884.89,963.79,24.66,64.11,-14.79,672.9,657.24,631.46,683.01,15.66,41.44,-10.11,1048.8,1021.87,976.8,1066.94,26.93,72,-18.14
"DEU-BW","2015-2016",104144,106686,101365,112006,-2542,2779,-7862,10968962,949.5,976.33,939.93,1012.73,-26.83,9.57,-63.23,417.7,424.88,411.12,438.65,-7.18,6.58,-20.95,894.8,922.01,882.08,961.95,-27.21,12.72,-67.15,638.3,655.55,629.46,681.64,-17.25,8.84,-43.34,986.9,1019.33,973.71,1064.96,-32.43,13.19,-78.06
"DEU-BW","2016-2017",110091,108374,102942,113805,1717,7149,-3714,11033551,997.9,986.54,949.63,1023.46,11.36,48.27,-25.56,425.6,423.59,409.55,437.64,2.01,16.05,-12.04,933,919.68,878.95,960.41,13.32,54.05,-27.41,661.4,653.86,627.25,680.47,7.54,34.15,-19.07,1032.5,1016.8,970.26,1063.33,15.7,62.24,-30.83
"DEU-BW","2017-2018",111190,110062,104415,115709,1128,6775,-4519,11076367,1003.9,996.76,959.22,1034.29,7.14,44.68,-30.39,427.2,422.3,407.89,436.72,4.9,19.31,-9.52,930.1,917.35,875.53,959.17,12.75,54.57,-29.07,661.1,652.17,624.85,679.5,8.93,36.25,-18.4,1029.3,1014.26,966.48,1062.04,15.04,62.82,-32.74
"DEU-BW","2018-2019",110383,111750,105795,117705,-1367,4588,-7322,11100060,994.4,1006.97,968.71,1045.23,-12.57,25.69,-50.83,418.9,421.01,406.13,435.9,-2.11,12.77,-17,907.6,915.02,871.84,958.21,-7.42,35.76,-50.61,646.3,650.48,622.27,678.7,-4.18,24.03,-32.4,1004.5,1011.73,962.39,1061.06,-7.23,42.11,-56.56
"DEU-BW","2019-2020",112148,113438,107095,119781,-1290,5053,-7633,11108852,1009.6,1017.18,978.11,1056.26,-7.58,31.49,-46.66,416.8,419.72,404.28,435.17,-2.92,12.52,-18.37,907.5,912.69,867.9,957.48,-5.19,39.6,-49.98,645.8,648.79,619.53,678.06,-2.99,26.27,-32.26,1006.2,1009.19,958.02,1060.37,-2.99,48.18,-54.17
"DEU-BW","2020-2021",117553,115126,108330,121923,2427,9223,-4370,11166329,1053,1027.4,987.42,1067.38,25.6,65.58,-14.38,430.4,418.43,402.36,434.51,11.97,28.04,-4.11,936.2,910.36,863.74,956.98,25.84,72.46,-20.78,666,647.1,616.64,677.56,18.9,49.36,-11.56,1037.5,1006.66,953.39,1059.92,30.84,84.11,-22.42
"DEU-BW","2021-2022",123650,116814,109510,124118,6836,14140,-468,11289286,1095.4,1037.61,996.65,1078.58,57.79,98.75,16.82,445.3,417.14,400.37,433.91,28.16,44.93,11.39,967.4,908.03,859.39,956.68,59.37,108.01,10.72,688.6,645.41,613.63,677.2,43.19,74.97,11.4,1072,1004.12,948.55,1059.7,67.88,123.45,12.3
"DEU-BY","2000-2001",117440,,,,,,,12342030,951.6,,,,,,,535.7,,,,,,,1136.8,,,,,,,812.9,,,,,,,1237.3,,,,,,
"DEU-BY","2001-2002",119180,,,,,,,12395202,961.5,,,,,,,538.6,,,,,,,1154.7,,,,,,,823.8,,,,,,,1258.3,,,,,,
"DEU-BY","2002-2003",123109,,,,,,,12427743,990.6,,,,,,,544.9,,,,,,,1186.1,,,,,,,842.9,,,,,,,1295.5,,,,,,
"DEU-BY","2003-2004",116379,,,,,,,12449976,934.8,,,,,,,505.7,,,,,,,1083,,,,,,,773.9,,,,,,,1184,,,,,,
"DEU-BY","2004-2005",119039,,,,,,,12474402,954.3,947.76,901.05,994.46,6.54,53.25,-40.16,499.5,,,,,,,1076.3,,,,,,,768.1,,,,,,,1178.4,,,,,,
"DEU-BY","2005-2006",118872,,,,,,,12499382,951,953.64,907.82,999.47,-2.64,43.18,-48.47,486.9,,,,,,,1045.2,,,,,,,747,,,,,,,1144.7,,,,,,
"DEU-BY","2006-2007",117217,,,,,,,12519221,936.3,959.53,914.46,1004.59,-23.23,21.84,-68.29,471.6,,,,,,,1008.9,,,,,,,721.5,,,,,,,1103.7,,,,,,
"DEU-BY","2007-2008",121343,,,,,,,12517182,969.4,965.41,920.97,1009.84,3.99,48.43,-40.44,476.8,,,,,,,1026.9,,,,,,,732.8,,,,,,,1123.8,,,,,,
"DEU-BY","2008-2009",122273,,,,,,,12518385,976.8,971.29,927.36,1015.23,5.51,49.44,-38.43,470.8,471.38,450.51,492.26,-0.58,20.29,-21.46,1015.1,1009.79,954.98,1064.61,5.31,60.12,-49.51,723.4,720.69,683.49,757.89,2.71,39.91,-34.49,1109.9,1102.4,1041.01,1163.79,7.5,68.89,-53.89
"DEU-BY","2009-2010",122292,,,,,,,12511736,977.4,977.18,933.6,1020.76,0.22,43.8,-43.36,465.9,467.59,447.37,487.8,-1.69,18.53,-21.9,1000.1,1003.04,949.95,1056.12,-2.94,50.15,-56.02,713.4,715.6,679.57,751.62,-2.2,33.83,-38.22,1092.5,1094.88,1035.42,1154.34,-2.38,57.08,-61.84
"DEU-BY","2010-2011",122717,,,,,,,12467411,984.4,983.06,939.7,1026.43,1.34,44.7,-42.03,466.8,463.8,444.11,483.48,3,22.69,-16.68,996.2,996.28,944.58,1047.98,-0.08,51.62,-51.78,711.9,710.5,675.41,745.59,1.4,36.49,-33.69,1086.8,1087.36,1029.45,1145.27,-0.56,57.35,-58.47
"DEU-BY","2011-2012",125575,125149,116195,134104,426,9380,-8529,12540092,1001.5,988.95,945.66,1032.24,12.55,55.84,-30.74,464.4,460,440.7,479.31,4.4,23.7,-14.91,999.5,989.53,938.84,1040.22,9.97,60.66,-40.72,712.7,705.41,671.01,739.81,7.29,41.69,-27.11,1090.8,1079.84,1023.07,1136.61,10.96,67.73,-45.81
"DEU-BY","2012-2013",127798,126546,118055,135037,1252,9743,-7239,12625159,1012.3,994.83,951.47,1038.19,17.47,60.83,-25.89,460.7,456.21,437.14,475.28,4.49,23.56,-14.58,993.3,982.77,932.7,1032.85,10.53,60.6,-39.55,707.4,700.31,666.33,734.29,7.09,41.07,-26.89,1083.3,1072.32,1016.24,1128.4,10.98,67.06,-45.1
"DEU-BY","2013-2014",122748,127943,119775,136110,-5195,2973,-13362,12730000,964.4,1000.72,957.14,1044.29,-36.32,7.26,-79.89,434.3,452.42,433.43,471.41,-18.12,0.87,-37.11,931.4,976.02,926.15,1025.88,-44.62,5.25,-94.48,663.9,695.22,661.38,729.06,-31.32,2.52,-65.16,1013.9,1064.8,1008.95,1120.65,-50.9,4.95,-106.75
"DEU-BY","2014-2015",134415,129340,121339,137340,5075,13076,-2925,12862091,1045.1,1006.6,962.66,1050.54,38.5,82.44,-5.44,460.4,448.63,429.56,467.69,11.77,30.84,-7.29,998.2,969.26,919.19,1019.34,28.94,79.01,-21.14,709.6,690.12,656.14,724.11,19.48,53.46,-14.51,1087.8,1057.28,1001.2,1113.36,30.52,86.6,-25.56
"DEU-BY","2015-2016",126527,130736,122736,138737,-4209,3791,-12210,12945921,977.4,1012.48,968.05,1056.92,-35.08,9.35,-79.52,432.3,444.83,425.53,464.14,-12.53,6.77,-31.84,924.8,962.51,911.82,1013.2,-37.71,12.98,-88.4,660.3,685.03,650.63,719.43,-24.73,9.67,-59.13,1006.9,1049.76,992.99,1106.53,-42.86,13.91,-99.63
"DEU-BY","2016-2017",135299,132133,123966,140301,3166,11333,-5002,13016610,1039.6,1018.37,973.3,1063.43,21.23,66.3,-23.83,448.5,441.04,421.35,460.73,7.46,27.15,-12.23,978.4,955.75,904.05,1007.46,22.65,74.35,-29.06,695,679.93,644.85,715.02,15.07,50.15,-20.02,1067.7,1042.24,984.33,1100.15,25.46,83.37,-32.45
"DEU-BY","2017-2018",135010,133530,125039,142021,1480,9971,-7011,13087087,1031.7,1024.25,978.43,1070.08,7.45,53.27,-38.38,442.7,437.25,417.03,457.46,5.45,25.67,-14.76,965.2,949,895.91,1002.09,16.2,69.29,-36.89,685.5,674.84,638.81,710.87,10.66,46.69,-25.37,1053.1,1034.72,975.26,1094.18,18.38,77.84,-41.08
"DEU-BY","2018-2019",132932,134926,125972,143881,-1994,6960,-10949,13127305,1012.6,1030.14,983.43,1076.84,-17.54,29.17,-64.24,429.8,433.45,412.58,454.33,-3.65,17.22,-24.53,934,942.25,887.43,997.06,-8.25,46.57,-63.06,664.3,669.75,632.55,706.94,-5.45,31.75,-42.64,1020.1,1027.2,965.81,1088.59,-7.1,54.29,-68.49
"DEU-BY","2019-2020",137612,136323,126786,145861,1289,10826,-8249,13149709,1046.5,1036.02,988.32,1083.73,10.48,58.18,-37.23,441.3,429.66,408.01,451.31,11.64,33.29,-10.01,954.8,935.49,878.63,992.35,19.31,76.17,-37.55,680.6,664.65,626.07,703.24,15.95,54.53,-22.64,1043.7,1019.68,956,1083.36,24.02,87.7,-39.66
"DEU-BY","2020-2021",145690,137720,127500,147940,7970,18190,-2250,13228186,1101.7,1041.91,993.1,1090.71,59.79,108.6,10.99,459.2,425.87,403.33,448.4,33.33,55.87,10.8,995.7,928.74,869.56,987.91,66.96,126.14,7.79,708.9,659.56,619.4,699.72,49.34,89.5,9.18,1088.5,1012.16,945.88,1078.44,76.34,142.62,10.06
"DEU-BY","2021-2022",152843,139117,128134,150099,13726,24709,2744,13382747,1142.2,1047.79,997.77,1097.81,94.41,144.43,44.39,472.8,422.08,398.56,445.59,50.72,74.24,27.21,1025.4,921.98,860.23,983.73,103.42,165.17,41.67,729.9,654.46,612.56,696.37,75.44,117.34,33.53,1121.2,1004.64,935.48,1073.8,116.56,185.72,47.4
"DEU-HB","2000-2001",7396,,,,,,,660337,1120,,,,,,,599,,,,,,,1148.7,,,,,,,850.6,,,,,,,1283.8,,,,,,
"DEU-HB","2001-2002",7610,,,,,,,662295,1149.1,,,,,,,603.6,,,,,,,1185.3,,,,,,,869,,,,,,,1327.1,,,,,,
"DEU-HB","2002-2003",7778,,,,,,,663117,1173,,,,,,,619.4,,,,,,,1206.9,,,,,,,889.4,,,,,,,1353.4,,,,,,
"DEU-HB","2003-2004",7430,,,,,,,663280,1120.2,,,,,,,585,,,,,,,1134,,,,,,,837.7,,,,,,,1273,,,,,,
"DEU-HB","2004-2005",7369,,,,,,,663598,1110.5,,,,,,,563.9,,,,,,,1098.9,,,,,,,809.9,,,,,,,1235.5,,,,,,
"DEU-HB","2005-2006",7356,,,,,,,663717,1108.3,1113.07,1034.57,1191.56,-4.77,73.73,-83.26,553.5,,,,,,,1078.8,,,,,,,796.3,,,,,,,1214.8,,,,,,
"DEU-HB","2006-2007",7192,,,,,,,662781,1085.2,1117.08,1040.25,1193.91,-31.88,44.95,-108.71,534,542.19,506.95,577.43,-8.19,27.05,-43.43,1041.4,1064.15,989.2,1139.11,-22.75,52.2,-97.71,766.9,781.74,728.22,835.26,-14.84,38.68,-68.36,1169.2,,,,,,
"DEU-HB","2007-2008",7303,,,,,,,661867,1103.4,1121.09,1045.68,1196.51,-17.69,57.72,-93.11,535.8,540.14,505.74,574.54,-4.34,30.06,-38.74,1048.2,1062.34,989.18,1135.49,-14.14,59.02,-87.29,771.4,779.69,727.46,831.93,-8.29,43.94,-60.53,1177.7,1201.61,1114.3,1288.91,-23.91,63.4,-111.21
"DEU-HB","2008-2009",7614,,,,,,,661446,1151.1,1125.11,1050.84,1199.37,25.99,100.26,-48.27,550.8,538.09,504.4,571.78,12.71,46.4,-20.98,1083.8,1060.52,988.87,1132.17,23.28,94.93,-48.37,796.1,777.65,726.49,828.81,18.45,69.61,-32.71,1218.8,1198.27,1113.36,1283.19,20.53,105.44,-64.39
"DEU-HB","2009-2010",7484,,,,,,,658417,1136.5,1129.12,1055.73,1202.51,7.38,80.77,-66.01,532.2,536.05,502.92,569.17,-3.85,29.28,-36.97,1060.9,1058.7,988.25,1129.16,2.2,72.65,-68.26,774.3,775.6,725.29,825.91,-1.3,49.01,-51.61,1192.4,1194.94,1111.99,1277.89,-2.54,80.41,-85.49
"DEU-HB","2010-2011",7455,7513,6860,8167,-58,595,-712,653181,1141.4,1133.13,1060.33,1205.93,8.27,81.07,-64.53,530.9,534,501.27,566.72,-3.1,29.63,-35.82,1065,1056.88,987.29,1126.47,8.12,77.71,-61.47,774.9,773.56,723.87,823.25,1.34,51.03,-48.35,1196.3,1191.6,1110.15,1273.06,4.7,86.15,-76.76
"DEU-HB","2011-2012",7480,7563,6938,8189,-83,542,-709,655400,1141.3,1137.14,1064.64,1209.65,4.16,76.66,-68.35,531,531.95,499.47,564.42,-0.95,31.53,-33.42,1056.4,1055.06,986,1124.13,1.34,70.4,-67.73,770.5,771.51,722.2,820.83,-1.01,48.3,-50.33,1183.1,1188.27,1107.84,1268.7,-5.17,75.26,-85.6
"DEU-HB","2012-2013",7969,7613,7009,8217,356,960,-248,658528,1210.2,1141.16,1068.65,1213.66,69.04,141.55,-3.46,560.4,529.9,497.51,562.29,30.5,62.89,-1.89,1109.4,1053.25,984.36,1122.14,56.15,125.04,-12.74,812.1,769.47,720.28,818.66,42.63,91.82,-6.56,1244.4,1184.93,1105.01,1264.85,59.47,139.39,-20.45
"DEU-HB","2013-2014",7309,7663,7072,8254,-354,237,-945,664351,1100.2,1145.17,1072.37,1217.97,-44.97,27.83,-117.77,505.2,527.85,495.38,560.33,-22.65,9.82,-55.13,999,1051.43,982.36,1120.49,-52.43,16.64,-121.49,730.8,767.42,718.11,816.74,-36.62,12.69,-85.94,1120.2,1181.6,1101.68,1261.52,-61.4,18.52,-141.32
"DEU-HB","2014-2015",7910,7713,7126,8300,197,784,-390,673140,1175.3,1149.18,1075.79,1222.57,26.12,99.51,-47.27,536.8,525.8,493.08,558.53,11,43.72,-21.73,1068.6,1049.61,980.02,1119.2,18.99,88.58,-50.6,780,765.38,715.69,815.07,14.62,64.31,-35.07,1197.3,1178.26,1097.83,1258.7,19.04,99.47,-61.4
"DEU-HB","2015-2016",7494,7763,7172,8354,-269,322,-860,679127,1103.5,1153.19,1078.93,1227.46,-49.69,24.57,-123.96,505,523.75,490.63,556.88,-18.75,14.37,-51.88,1003.7,1047.79,977.34,1118.25,-44.09,26.36,-114.55,732.6,763.34,713.03,813.64,-30.74,19.57,-81.04,1124.2,1174.93,1093.48,1256.38,-50.73,30.72,-132.18
"DEU-HB","2016-2017",8033,7813,7209,8417,220,824,-384,681487,1178.8,1157.21,1081.79,1232.62,21.59,97.01,-53.82,526.2,521.71,488.02,555.4,4.49,38.18,-29.2,1070.1,1045.97,974.33,1117.62,24.13,95.77,-47.52,775,761.29,710.13,812.45,13.71,64.87,-37.45,1202.6,1171.59,1088.64,1254.55,31.01,113.96,-51.95
"DEU-HB","2017-2018",8126,7863,7237,8488,263,889,-362,682433,1190.8,1161.22,1084.39,1238.05,29.58,106.41,-47.25,538.2,519.66,485.26,554.06,18.54,52.94,-15.86,1079.1,1044.16,971,1117.31,34.94,108.1,-38.21,785.7,759.25,707.01,811.48,26.45,78.69,-25.78,1211.7,1168.26,1083.34,1253.17,43.44,128.36,-41.47
"DEU-HB","2018-2019",7641,7913,7259,8566,-272,382,-925,680971,1122.1,1165.23,1086.74,1243.73,-43.13,35.36,-121.63,502.2,517.61,482.37,552.85,-15.41,19.83,-50.65,1006.6,1042.34,967.39,1117.29,-35.74,39.21,-110.69,732.8,757.2,703.68,810.72,-24.4,29.12,-77.92,1130.5,1164.92,1077.62,1252.23,-34.42,52.88,-121.73
"DEU-HB","2019-2020",8094,7963,7274,8651,131,820,-557,679165,1191.8,1169.24,1088.85,1249.64,22.56,102.95,-57.84,536.9,515.56,479.34,551.78,21.34,57.56,-14.88,1057.9,1040.52,963.5,1117.54,17.38,94.4,-59.64,776.1,755.16,700.16,810.16,20.94,75.94,-34.06,1188.5,1161.59,1071.5,1251.68,26.91,117,-63.18
"DEU-HB","2020-2021",8032,8012,7284,8741,20,748,-709,678879,1183.2,1173.26,1090.75,1255.77,9.94,92.45,-72.57,522.5,513.51,476.2,550.82,8.99,46.3,-28.32,1041.6,1038.7,959.36,1118.05,2.9,82.24,-76.45,760.6,753.11,696.46,809.77,7.49,64.14,-49.17,1171.9,1158.25,1065.02,1251.49,13.65,106.88,-79.59
"DEU-HB","2021-2022",8600,8062,7289,8836,538,1311,-236,684704,1256,1177.27,1092.44,1262.1,78.73,163.56,-6.1,563.2,511.46,472.96,549.97,51.74,90.24,13.23,1108.7,1036.88,954.99,1118.78,71.82,153.71,-10.08,812.2,751.07,692.59,809.55,61.13,119.61,2.65,1243.6,1154.92,1058.22,1251.62,88.68,185.38,-8.02
"DEU-HE","2000-2001",59305,,,,,,,6081254,975.2,,,,,,,539.7,,,,,,,1136.1,,,,,,,814.4,,,,,,,1252.6,,,,,,
"DEU-HE","2001-2002",59901,,,,,,,6090549,983.5,,,,,,,540.8,,,,,,,1150.8,,,,,,,822.8,,,,,,,1271.2,,,,,,
"DEU-HE","2002-2003",62108,,,,,,,6091776,1019.6,,,,,,,554.1,,,,,,,1187.6,,,,,,,847.7,,,,,,,1313.4,,,,,,
"DEU-HE","2003-2004",58658,,,,,,,6096002,962.2,,,,,,,514.7,,,,,,,1083.6,,,,,,,778.4,,,,,,,1198.7,,,,,,
"DEU-HE","2004-2005",58631,,,,,,,6087906,963,959.69,911.22,1008.17,3.31,51.78,-45.17,498.3,,,,,,,1049.8,,,,,,,754.1,,,,,,,1162.1,,,,,,
"DEU-HE","2005-2006",58244,,,,,,,6075177,958.7,967.62,920.06,1015.18,-8.92,38.64,-56.48,482.1,,,,,,,1018,,,,,,,731.2,,,,,,,1128,,,,,,
"DEU-HE","2006-2007",58229,,,,,,,6070579,959.2,975.55,928.78,1022.32,-16.35,30.42,-63.12,475.4,479.76,460.37,499.14,-4.36,15.03,-23.74,999.1,,,,,,,718.2,,,,,,,1105.9,,,,,,
"DEU-HE","2007-2008",60101,,,,,,,6064392,991,983.48,937.36,1029.6,7.52,53.64,-38.6,480.7,477.48,458.56,496.39,3.22,22.14,-15.69,1015.2,,,,,,,728.6,,,,,,,1124.1,,,,,,
"DEU-HE","2008-2009",60749,,,,,,,6063436,1001.9,991.41,945.8,1037.01,10.49,56.1,-35.11,477.3,475.19,456.66,493.72,2.11,20.64,-16.42,1006.7,,,,,,,722.3,717.85,680.01,755.68,4.45,42.29,-33.38,1113.6,,,,,,
"DEU-HE","2009-2010",59981,,,,,,,6046877,991.8,999.34,954.11,1044.57,-7.54,37.69,-52.77,467.2,472.91,454.69,491.13,-5.71,12.51,-23.93,983.7,,,,,,,705.5,715.26,678.62,751.91,-9.76,26.88,-46.41,1086.9,,,,,,
"DEU-HE","2010-2011",59938,,,,,,,6002472,998.6,1007.26,962.26,1052.27,-8.66,36.34,-53.67,472.4,470.63,452.63,488.63,1.77,19.77,-16.23,988.1,,,,,,,710.9,712.68,676.99,748.37,-1.78,33.91,-37.47,1091,,,,,,
"DEU-HE","2011-2012",61950,62139,57827,66451,-189,4123,-4501,6023610,1028.5,1015.19,970.26,1060.12,13.31,58.24,-31.62,473,468.35,450.49,486.21,4.65,22.51,-13.21,1002.9,,,,,,,718.1,710.09,675.1,745.09,8.01,43,-26.99,1108.2,,,,,,
"DEU-HE","2012-2013",63921,62835,58746,66923,1086,5175,-3002,6057648,1055.3,1023.12,978.12,1068.13,32.18,77.18,-12.83,476.1,466.07,448.25,483.89,10.03,27.85,-7.79,1012.7,,,,,,,724.4,707.51,672.95,742.08,16.89,51.45,-17.68,1119.1,,,,,,
"DEU-HE","2013-2014",60880,63530,59598,67463,-2650,1282,-6583,6114660,995.8,1031.05,985.82,1076.28,-35.25,9.98,-80.48,447.4,463.79,445.93,481.65,-16.39,1.47,-34.25,942,970.36,892.62,1048.1,-28.36,49.38,-106.1,675.4,704.93,670.5,739.35,-29.53,4.9,-63.95,1038.8,1070.47,983.19,1157.74,-31.67,55.61,-118.94
"DEU-HE","2014-2015",66837,64226,60374,68079,2611,6463,-1242,6183417,1081,1038.98,993.38,1084.58,42.02,87.62,-3.58,473.9,461.51,443.51,479.5,12.39,30.39,-5.6,1014.5,971.57,899.9,1043.25,42.93,114.6,-28.75,723.8,702.34,667.78,736.91,21.46,56.02,-13.11,1120.5,1072.43,991.96,1152.89,48.07,128.54,-32.39
"DEU-HE","2015-2016",63176,64922,61069,68774,-1746,2107,-5598,6220068,1015.7,1046.91,1000.79,1093.03,-31.21,14.91,-77.33,446,459.23,441,477.45,-13.23,5,-31.45,946.8,972.79,904.35,1041.23,-25.99,42.45,-94.43,677.3,699.76,664.77,734.75,-22.46,12.53,-57.45,1044.9,1074.39,997.56,1151.22,-29.49,47.34,-106.32
"DEU-HE","2016-2017",66711,65618,61685,69550,1093,5026,-2839,6248378,1067.7,1054.84,1008.06,1101.61,12.86,59.64,-33.91,460.3,456.94,438.41,475.47,3.36,21.89,-15.17,992.2,974.01,905.57,1042.45,18.19,86.63,-50.25,706.9,697.18,661.49,732.87,9.72,45.41,-25.97,1097.2,1076.35,999.52,1153.18,20.85,97.68,-55.98
"DEU-HE","2017-2018",66977,66313,62225,70402,664,4752,-3425,6271107,1068,1062.76,1015.2,1110.33,5.24,52.8,-42.33,460.3,454.66,435.74,473.58,5.64,24.56,-13.28,986.9,975.23,903.55,1046.9,11.67,83.35,-60,704.5,694.59,657.95,731.24,9.91,46.55,-26.74,1091.1,1078.31,997.84,1158.77,12.79,93.26,-67.67
"DEU-HE","2018-2019",66140,67009,62697,71321,-869,3443,-5181,6288701,1051.7,1070.69,1022.22,1119.17,-18.99,29.48,-67.47,448.9,452.38,433,471.77,-3.48,15.9,-22.87,958,976.44,898.7,1054.18,-18.44,59.3,-96.18,685.1,692.01,654.17,729.85,-6.91,30.93,-44.75,1059.7,1080.27,992.99,1167.54,-20.57,66.71,-107.84
"DEU-HE","2019-2020",67160,67705,63112,72297,-545,4048,-5137,6293490,1067.1,1078.62,1029.11,1128.13,-11.52,37.99,-61.03,450.9,450.1,430.18,470.02,0.8,20.72,-19.12,961,977.66,891.62,1063.7,-16.66,69.38,-102.7,687.9,689.43,650.18,728.67,-1.53,37.72,-40.77,1063.7,1082.23,985.63,1178.82,-18.53,78.07,-115.12
"DEU-HE","2020-2021",72873,68401,63480,73321,4472,9393,-448,6321219,1153.3,1086.55,1035.89,1137.21,66.75,117.41,16.09,482.1,447.82,427.3,468.34,34.28,54.8,13.76,1028.9,978.88,882.88,1074.88,50.02,146.02,-45.98,735.4,686.84,645.99,727.69,48.56,89.41,7.71,1138.6,1084.19,976.41,1191.96,54.41,162.19,-53.36
"DEU-HE","2021-2022",73692,69096,63808,74384,4596,9884,-692,6396615,1152.1,1094.48,1042.57,1146.39,57.62,109.53,5.71,478.7,445.54,424.36,466.72,33.16,54.34,11.98,1022.5,980.09,872.94,1087.25,42.41,149.56,-64.75,730.9,684.26,641.63,726.88,46.64,89.27,4.02,1131.7,1086.15,965.85,1206.45,45.55,165.85,-74.75
"DEU-HH","2000-2001",18053,,,,,,,1726655,1045.6,,,,,,,567.3,,,,,,,1144.2,,,,,,,831.1,,,,,,,1152.4,,,,,,
"DEU-HH","2001-2002",18054,,,,,,,1730161,1043.5,,,,,,,559.5,,,,,,,1159.4,,,,,,,836,,,,,,,1172.4,,,,,,
"DEU-HH","2002-2003",18483,,,,,,,1734106,1065.8,,,,,,,573.3,,,,,,,1187.3,,,,,,,856.6,,,,,,,1201.9,,,,,,
"DEU-HH","2003-2004",17570,,,,,,,1737207,1011.4,,,,,,,540,,,,,,,1109.3,,,,,,,802.8,,,,,,,1124.7,,,,,,
"DEU-HH","2004-2005",17452,,,,,,,1746204,999.5,,,,,,,522.4,,,,,,,1078.3,,,,,,,779.6,,,,,,,1094.8,,,,,,
"DEU-HH","2005-2006",17262,,,,,,,1758304,981.8,,,,,,,505.3,,,,,,,1048.7,,,,,,,756.7,,,,,,,1065.3,,,,,,
"DEU-HH","2006-2007",16798,,,,,,,1770467,948.8,968.61,925.68,1011.54,-19.81,23.12,-62.74,485.2,,,,,,,1009,,,,,,,727,,,,,,,1024.1,,,,,,
"DEU-HH","2007-2008",17112,,,,,,,1772630,965.4,968.33,926.43,1010.23,-2.93,38.97,-44.83,486.3,,,,,,,1019.8,,,,,,,733,,,,,,,1035.6,,,,,,
"DEU-HH","2008-2009",17286,,,,,,,1777484,972.6,968.04,927.01,1009.08,4.56,45.59,-36.48,485.5,487.22,466.85,507.59,-1.72,18.65,-22.09,1015.2,1008,959.64,1056.37,7.2,55.56,-41.17,729.3,726.27,693.46,759.08,3.03,35.84,-29.78,1028,1018.61,969.49,1067.73,9.39,58.51,-39.73
"DEU-HH","2009-2010",17015,,,,,,,1767419,962.6,967.76,927.41,1008.11,-5.16,35.19,-45.51,481.3,483.34,463.61,503.07,-2.04,17.69,-21.77,994.2,1003.01,956.17,1049.85,-8.81,38.03,-55.65,716.9,721.75,689.97,753.52,-4.85,26.93,-36.62,1005.3,1013.12,965.55,1060.68,-7.82,39.75,-55.38
"DEU-HH","2010-2011",17033,,,,,,,1724911,987.5,967.48,927.62,1007.33,20.02,59.88,-19.83,488.3,479.47,460.25,498.69,8.83,28.05,-10.39,1011,998.02,952.4,1043.63,12.98,58.6,-32.63,727.6,717.22,686.28,748.17,10.38,41.32,-20.57,1019.9,1007.62,961.3,1053.95,12.28,58.6,-34.05
"DEU-HH","2011-2012",16866,,,,,,,1737019,971,967.19,927.63,1006.75,3.81,43.37,-35.75,473.5,475.59,456.75,494.43,-2.09,16.75,-20.93,987.7,993.02,948.3,1037.75,-5.32,39.4,-50.05,709.1,712.7,682.36,743.04,-3.6,26.74,-33.94,996.6,1002.13,956.71,1047.55,-5.53,39.89,-50.95
"DEU-HH","2012-2013",17555,,,,,,,1750414,1003.1,966.91,927.45,1006.37,36.19,75.65,-3.27,482.3,471.72,453.11,490.33,10.58,29.19,-8.03,1012.3,988.03,943.85,1032.21,24.27,68.45,-19.91,724.3,708.18,678.21,738.15,16.12,46.09,-13.85,1019,996.64,951.77,1041.51,22.36,67.23,-22.51
"DEU-HH","2013-2014",16600,,,,,,,1768939,938.5,966.62,927.07,1006.18,-28.12,11.43,-67.68,450,467.85,449.31,486.38,-17.85,0.69,-36.38,941.1,983.04,939.04,1027.03,-41.94,2.06,-85.93,674.4,703.65,673.81,733.5,-29.25,0.59,-59.1,947.6,991.15,946.46,1035.83,-43.55,1.14,-88.23
