"iso3c","date","deaths","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","population","cmr","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"DEU-BB",2000 W01,137,,,,,,,2197065,6.2,,,,,,
"DEU-BB",2000 W02,130,,,,,,,2196546,5.9,,,,,,
"DEU-BB",2000 W03,128,,,,,,,2196027,5.8,,,,,,
"DEU-BB",2000 W04,133,,,,,,,2195508,6.1,,,,,,
"DEU-BB",2000 W05,136,,,,,,,2194989,6.2,,,,,,
"DEU-BB",2000 W06,142,,,,,,,2194471,6.5,,,,,,
"DEU-BB",2000 W07,121,,,,,,,2193952,5.5,,,,,,
"DEU-BB",2000 W08,110,,,,,,,2193433,5,,,,,,
"DEU-BB",2000 W09,118,,,,,,,2192914,5.4,,,,,,
"DEU-BB",2000 W10,114,,,,,,,2192395,5.2,,,,,,
"DEU-BB",2000 W11,122,,,,,,,2191876,5.6,,,,,,
"DEU-BB",2000 W12,128,,,,,,,2191358,5.8,,,,,,
"DEU-BB",2000 W13,134,,,,,,,2190839,6.1,,,,,,
"DEU-BB",2000 W14,118,,,,,,,2190320,5.4,,,,,,
"DEU-BB",2000 W15,109,,,,,,,2189801,5,,,,,,
"DEU-BB",2000 W16,116,,,,,,,2189282,5.3,,,,,,
"DEU-BB",2000 W17,117,,,,,,,2188763,5.3,,,,,,
"DEU-BB",2000 W18,130,,,,,,,2188244,5.9,,,,,,
"DEU-BB",2000 W19,104,,,,,,,2187726,4.8,,,,,,
"DEU-BB",2000 W20,151,,,,,,,2187207,6.9,,,,,,
"DEU-BB",2000 W21,110,,,,,,,2186688,5,,,,,,
"DEU-BB",2000 W22,113,,,,,,,2186169,5.2,,,,,,
"DEU-BB",2000 W23,120,,,,,,,2185650,5.5,,,,,,
"DEU-BB",2000 W24,125,,,,,,,2185131,5.7,,,,,,
"DEU-BB",2000 W25,114,,,,,,,2184613,5.2,,,,,,
"DEU-BB",2000 W26,124,,,,,,,2184094,5.7,,,,,,
"DEU-BB",2000 W27,109,,,,,,,2183575,5,,,,,,
"DEU-BB",2000 W28,125,,,,,,,2183056,5.7,,,,,,
"DEU-BB",2000 W29,102,,,,,,,2182537,4.7,,,,,,
"DEU-BB",2000 W30,129,,,,,,,2182018,5.9,,,,,,
"DEU-BB",2000 W31,119,,,,,,,2181500,5.5,,,,,,
"DEU-BB",2000 W32,114,,,,,,,2180981,5.2,,,,,,
"DEU-BB",2000 W33,128,,,,,,,2180462,5.9,,,,,,
"DEU-BB",2000 W34,116,,,,,,,2179943,5.3,,,,,,
"DEU-BB",2000 W35,119,,,,,,,2179424,5.5,,,,,,
"DEU-BB",2000 W36,101,,,,,,,2178905,4.6,,,,,,
"DEU-BB",2000 W37,99,,,,,,,2178386,4.5,,,,,,
"DEU-BB",2000 W38,110,,,,,,,2177868,5.1,,,,,,
