"iso3c","date","deaths","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","population","cmr","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"ALB",2015,685,670,603,737,15,82,-52,361169,189.7,185.26,165.61,204.91,4.44,24.09,-15.21
"ALB",2016,627,638,577,698,-11,50,-71,356145,176.2,179.23,161.52,196.94,-3.03,14.68,-20.74
"ALB",2017,608,606,548,663,2,60,-55,349861,173.8,173.2,156.18,190.22,0.6,17.62,-16.42
"ALB",2018,540,573,513,634,-33,27,-94,342932,157.3,167.17,149.46,184.88,-9.87,7.84,-27.58
"ALB",2019,568,541,475,608,27,93,-40,336422,169,161.14,141.49,180.79,7.86,27.51,-11.79
"ALB",2020,641,509,433,586,132,208,55,330686,194,155.11,132.6,177.62,38.89,61.4,16.38
"AND",2011,15,,,,,,,14365,106.4,,,,,,
"AND",2012,16,,,,,,,14284,111.7,,,,,,
"AND",2013,8,,,,,,,14193,58.4,,,,,,
"AND",2014,12,7,-3,18,5,15,-6,14180,82.6,50.9,-21.89,123.69,31.7,104.49,-41.09
"AND",2015,5,10,0,19,-5,5,-14,14166,35.3,66.95,1.33,132.57,-31.65,33.97,-97.27
"AND",2016,10,12,3,21,-2,7,-11,14152,70.6,83,19.96,146.04,-12.4,50.64,-75.44
"AND",2017,13,14,4,24,-1,9,-11,14139,92,99.05,33.43,164.67,-7.05,58.57,-72.67
"AND",2018,19,16,6,27,3,13,-8,14125,134.5,115.1,42.31,187.89,19.4,92.19,-53.39
"ARM",2015,1084,1029,845,1213,55,239,-129,350051,309.7,296.18,248.23,344.13,13.52,61.47,-34.43
"ARM",2016,970,976,810,1142,-6,160,-172,346336,280,280.36,237.13,323.59,-0.36,42.87,-43.59
"ARM",2017,817,922,763,1082,-105,54,-265,345879,236.4,264.54,223.01,306.07,-28.14,13.39,-69.67
"ARM",2018,877,869,703,1035,8,174,-158,348095,252,248.72,205.49,291.95,3.28,46.51,-39.95
"ARM",2019,864,816,632,1000,48,232,-136,353281,244.6,232.9,184.95,280.85,11.7,59.65,-36.25
"ARM",2020,1235,762,552,973,473,683,262,362963,339.4,217.08,162.14,272.02,122.32,177.26,67.38
"AUT",2001,2553,,,,,,,1155903,220.9,,,,,,
"AUT",2002,2508,,,,,,,1194570,209.9,,,,,,
"AUT",2003,2504,,,,,,,1233350,203.1,,,,,,
"AUT",2004,2390,,,,,,,1274150,187.6,,,,,,
"AUT",2005,2386,2527,2284,2771,-141,102,-385,1312076,181.9,182.15,171.45,192.84,-0.25,10.45,-10.94
"AUT",2006,2298,2464,2225,2703,-166,73,-405,1341500,171.3,178.44,167.95,188.94,-7.14,3.35,-17.64
"AUT",2007,2389,2400,2165,2635,-11,224,-246,1362994,175.3,174.74,164.42,185.06,0.56,10.88,-9.76
"AUT",2008,2289,2336,2104,2568,-47,185,-279,1381722,165.7,171.04,160.86,181.21,-5.34,4.84,-15.51
"AUT",2009,2449,2272,2043,2501,177,406,-52,1394726,175.6,167.34,157.28,177.39,8.26,18.32,-1.79
"AUT",2010,2365,2208,1981,2435,157,384,-70,1396550,169.3,163.63,153.66,173.61,5.67,15.64,-4.31
"AUT",2011,2247,2144,1918,2370,103,329,-123,1388961,161.8,159.93,150,169.86,1.87,11.8,-8.06
"AUT",2012,2153,2080,1855,2306,73,298,-153,1374559,156.6,156.23,146.32,166.14,0.37,10.28,-9.54
"AUT",2013,2094,2016,1790,2243,78,304,-149,1353414,154.7,152.52,142.6,162.45,2.18,12.1,-7.75
"AUT",2014,2027,1953,1725,2180,74,302,-153,1329432,152.5,148.82,138.84,158.8,3.68,13.66,-6.3
"AUT",2015,1886,1889,1659,2118,-3,227,-232,1306655,144.3,145.12,135.06,155.18,-0.82,9.24,-10.88
"AUT",2016,1735,1825,1593,2057,-90,142,-322,1281368,135.4,141.42,131.24,151.59,-6.02,4.16,-16.19
"AUT",2017,1627,1761,1526,1996,-134,101,-369,1252689,129.9,137.71,127.39,148.03,-7.81,2.51,-18.13
