"iso3c","date","deaths","population","cmr","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"AUS","2015-2016",1417,4570544,31,,,,,,,,,,,,
"AUS","2016-2017",1439,4632610,31.1,,,,,,,,,,,,
"AUS","2017-2018",1399,4686103,29.9,,,,,,,,,,,,
"AUS","2018-2019",1404,4726514,29.7,,,,,,,,,,,,
"AUS","2019-2020",1343,4749076,28.3,,,,,,,,,,,,
"AUS","2020-2021",1274,4748021,26.8,,,,,,,,,,,,
"AUS","2021-2022",1260,4734864,26.6,,,,,,,,,,,,
"AUT","2022-2023",321,1294020,24.8,,,,,,,,,,,,
"BEL","2022-2023",473,1899315,24.9,,,,,,,,,,,,
"BGR","2022-2023",467,975764,47.8,,,,,,,,,,,,
"CAN","2010-2011",2547,5633901,45.2,,,,,,,,,,,,
"CAN","2011-2012",2492,5661946,44,,,,,,,,,,,,
"CAN","2012-2013",2518,5703229,44.1,,,,,,,,,,,,
"CAN","2013-2014",2476,5749405,43.1,,,,,,,,,,,,
"CAN","2014-2015",2417,5798076,41.7,2434,2375,2492,-17,42,-75,41.94,40.94,42.94,-0.24,0.76,-1.24
"CAN","2015-2016",2452,5856125,41.9,2419,2366,2472,33,86,-20,41.35,40.45,42.25,0.55,1.45,-0.35
"CAN","2016-2017",2387,5910280,40.4,2405,2354,2455,-18,33,-68,40.76,39.89,41.63,-0.36,0.51,-1.23
"CAN","2017-2018",2393,5957930,40.2,2390,2337,2443,3,56,-50,40.17,39.27,41.07,0.03,0.93,-0.87
"CAN","2018-2019",2374,5996741,39.6,2376,2317,2434,-2,57,-60,39.58,38.58,40.58,0.02,1.02,-0.98
"CAN","2019-2020",2194,6017515,36.5,2361,2294,2428,-167,-100,-234,38.99,37.84,40.14,-2.49,-1.34,-3.64
"CAN","2020-2021",2581,6006600,43,2347,2269,2424,234,312,157,38.4,37.07,39.73,4.6,5.93,3.27
"CAN","2021-2022",2951,5976008,49.4,2332,2243,2421,619,708,530,37.81,36.28,39.34,11.59,13.12,10.06
"CHE","2022-2023",399,1326486,30.1,,,,,,,,,,,,
"CHL","2016-2017",2093,3530491,59.3,,,,,,,,,,,,
"CHL","2017-2018",2091,3513566,59.5,,,,,,,,,,,,
"CHL","2018-2019",2015,3499406,57.6,,,,,,,,,,,,
"CHL","2019-2020",1748,3474065,50.3,,,,,,,,,,,,
"CHL","2020-2021",1539,3449799,44.6,,,,,,,,,,,,
"CHL","2021-2022",1610,3430322,46.9,,,,,,,,,,,,
"CHL","2022-2023",1689,3406486,49.6,,,,,,,,,,,,
"DNK","2022-2023",255,942214,27.1,,,,,,,,,,,,
"ESP","2022-2023",1487,6333930,23.5,,,,,,,,,,,,
"EST","2022-2023",54,214447,25,,,,,,,,,,,,
"FIN","1990-1991",612,964697,63.4,,,,,,,,,,,,
"FIN","1991-1992",518,966774,53.6,,,,,,,,,,,,
"FIN","1992-1993",476,969741,49.1,,,,,,,,,,,,
"FIN","1993-1994",454,971155,46.8,,,,,,,,,,,,
"FIN","1994-1995",439,971737,45.2,475,341,609,-36,98,-170,48.91,34.69,63.14,-3.71,10.51,-17.94
"FIN","1995-1996",422,969809,43.5,433,309,556,-11,113,-134,44.69,31.57,57.8,-1.19,11.93,-14.3
"FIN","1996-1997",413,964713,42.8,390,272,508,23,141,-95,40.46,27.94,52.99,2.34,14.86,-10.19
"FIN","1997-1998",403,956081,42.1,347,229,466,56,174,-63,36.24,23.71,48.76,5.86,18.39,-6.66
"FIN","1998-1999",347,947171,36.6,305,181,429,42,166,-82,32.01,18.9,45.13,4.59,17.7,-8.53
"FIN","1999-2000",188,941305,19.9,262,128,397,-74,60,-209,27.79,13.56,42.01,-7.89,6.34,-22.11
"FIN","2021-2022",82,842408,9.7,,,,,,,,,,,,
"FIN","2022-2023",156,832149,18.8,,,,,,,,,,,,
"FRA","2000-2001",5324,11172004,47.7,,,,,,,,,,,,
"FRA","2001-2002",5075,11194070,45.3,,,,,,,,,,,,
"FRA","2002-2003",4692,11210045,41.9,,,,,,,,,,,,
"FRA","2003-2004",4661,11221447,41.5,,,,,,,,,,,,
"FRA","2004-2005",4384,11245809,39,,,,,,,,,,,,
"FRA","2005-2006",4193,11287503,37.1,,,,,,,,,,,,
"FRA","2006-2007",4257,11344097,37.5,,,,,,,,,,,,
"FRA","2007-2008",4198,11417784,36.8,,,,,,,,,,,,
"FRA","2008-2009",4148,11500554,36.1,3873,1691,6055,275,2457,-1907,,,,,,
"FRA","2009-2010",4249,11576009,36.7,3774,1658,5890,475,2591,-1641,,,,,,
"FRA","2010-2011",3987,11643046,34.2,3675,1610,5739,312,2377,-1752,27.93,5.29,50.57,6.27,28.91,-16.37
"FRA","2011-2012",3801,11706730,32.5,3575,1547,5604,226,2254,-1803,27.72,6.05,49.39,4.78,26.45,-16.89
"FRA","2012-2013",1930,11746561,16.4,3476,1467,5486,-1546,463,-3556,27.51,6.55,48.46,-11.11,9.85,-32.06
"FRA","2016-2017",1821,11646443,15.6,3080,978,5182,-1259,843,-3361,26.66,5.71,47.61,-11.06,9.89,-32.01
"FRA","2017-2018",3668,11602951,31.6,2981,817,5145,687,2851,-1477,26.45,4.78,48.12,5.15,26.82,-16.52
"FRA","2018-2019",3712,11538421,32.2,2882,642,5123,830,3070,-1411,26.24,3.6,48.87,5.96,28.6,-16.67
"FRA","2019-2020",3490,11462645,30.4,2783,454,5112,707,3036,-1622,26.02,2.2,49.85,4.38,28.2,-19.45
"FRA","2020-2021",3246,11366762,28.6,2684,255,5112,562,2991,-1866,25.81,0.61,51.01,2.79,27.99,-22.41
"FRA","2021-2022",3549,11257758,31.5,2585,47,5123,964,3502,-1574,25.6,-1.13,52.33,5.9,32.63,-20.83
"FRA","2022-2023",3574,11146879,32.1,2486,-170,5141,1088,3744,-1567,25.39,-3.01,53.79,6.71,35.11,-21.69
"GBRTENW","2010-2011",4301,9915560,43.4,,,,,,,,,,,,
"GBRTENW","2011-2012",4099,10002399,41,,,,,,,,,,,,
"GBRTENW","2012-2013",4011,10098558,39.7,,,,,,,,,,,,
"GBRTENW","2013-2014",3848,10201623,37.7,,,,,,,,,,,,
"GBRTENW","2014-2015",3772,10316989,36.6,3818,3663,3973,-46,109,-201,36.88,35.55,38.21,-0.28,1.05,-1.61
"GBRTENW","2015-2016",3784,10445134,36.2,3751,3611,3891,33,173,-107,35.94,34.74,37.14,0.26,1.46,-0.94
"GBRTENW","2016-2017",3756,10565778,35.5,3684,3550,3819,72,206,-63,35,33.85,36.15,0.5,1.65,-0.65
"GBRTENW","2017-2018",3559,10654701,33.4,3618,3478,3758,-59,81,-199,34.06,32.86,35.26,-0.66,0.54,-1.86
"GBRTENW","2018-2019",3551,10679070,33.3,3551,3396,3706,0,155,-155,33.12,31.79,34.45,0.18,1.51,-1.15
"GBRTENW","2019-2020",3425,10641377,32.2,3484,3307,3662,-59,118,-237,32.18,30.66,33.7,0.02,1.54,-1.5
"GBRTENW","2020-2021",3155,10584348,29.8,3418,3212,3623,-263,-57,-468,31.24,29.48,33,-1.44,0.32,-3.2
"GBRTENW","2021-2022",3339,10529619,31.7,3351,3115,3587,-12,224,-248,30.3,28.28,32.32,1.4,3.42,-0.62
"GBRTENW","2022-2023",3530,10465486,33.7,3284,3015,3553,246,515,-23,29.36,27.06,31.66,4.34,6.64,2.04
"GBR_NIR","2015-2016",140,365161,38.4,,,,,,,,,,,,
"GBR_NIR","2016-2017",150,368368,40.6,,,,,,,,,,,,
"GBR_NIR","2017-2018",112,370928,30.3,,,,,,,,,,,,
"GBR_NIR","2018-2019",138,372247,37.1,,,,,,,,,,,,
"GBR_NIR","2019-2020",122,371147,32.8,,,,,,,,,,,,
"GBR_NIR","2020-2021",114,369157,30.8,,,,,,,,,,,,
"GBR_NIR","2021-2022",129,366712,35.2,,,,,,,,,,,,
"GBR_NIR","2022-2023",105,363591,28.8,,,,,,,,,,,,
"GBR_SCO","2000-2001",425,906092,46.9,,,,,,,,,,,,
"GBR_SCO","2001-2002",422,893157,47.3,,,,,,,,,,,,
"GBR_SCO","2002-2003",389,882435,44.1,,,,,,,,,,,,
"GBR_SCO","2003-2004",410,874816,46.9,,,,,,,,,,,,
"GBR_SCO","2004-2005",410,868591,47.2,,,,,,,,,,,,
"GBR_SCO","2005-2006",391,862816,45.4,,,,,,,,,,,,
"GBR_SCO","2006-2007",389,859260,45.2,,,,,,,,,,,,
"GBR_SCO","2007-2008",366,858044,42.6,,,,,,,,,,,,
"GBR_SCO","2008-2009",348,857066,40.6,,,,,,,,,,,,
"GBR_SCO","2009-2010",319,856048,37.3,,,,,,,,,,,,
"GBR_SCO","2010-2011",316,855015,37,,,,,,,,,,,,
"GBR_SCO","2011-2012",316,853465,37.1,,,,,,,,,,,,
"GBR_SCO","2012-2013",289,852754,33.9,,,,,,,,,,,,
"GBR_SCO","2013-2014",276,853342,32.3,,,,,,,,,,,,
"GBR_SCO","2014-2015",276,855892,32.2,274,246,302,2,30,-26,31.92,28.64,35.2,0.28,3.56,-3
"GBR_SCO","2015-2016",268,859877,31.2,266,241,291,2,27,-23,30.96,28,33.92,0.24,3.2,-2.72
"GBR_SCO","2016-2017",259,863631,30,258,234,282,1,25,-23,30,27.16,32.84,0,2.84,-2.84
"GBR_SCO","2017-2018",235,865308,27.2,251,226,276,-16,9,-41,29.04,26.08,32,-1.84,1.12,-4.8
"GBR_SCO","2018-2019",254,863443,29.4,243,215,271,11,39,-17,28.08,24.8,31.36,1.32,4.6,-1.96
"GBR_SCO","2019-2020",244,855067,28.5,235,203,267,9,41,-23,27.12,23.36,30.88,1.38,5.14,-2.38
"GBR_SCO","2020-2021",223,848034,26.3,228,191,264,-5,32,-41,26.16,21.82,30.5,0.14,4.48,-4.2
"GBR_SCO","2021-2022",257,839239,30.6,220,178,262,37,79,-5,25.2,20.21,30.19,5.4,10.39,0.41
"GBR_SCO","2022-2023",255,828775,30.8,212,164,260,43,91,-5,24.24,18.55,29.93,6.56,12.25,0.87
"GRC","2021-2022",385,1454203,26.4,,,,,,,,,,,,
"GRC","2022-2023",390,1420644,27.4,,,,,,,,,,,,
"HRV","2021-2022",205,568462,36,,,,,,,,,,,,
"HRV","2022-2023",201,562930,35.8,,,,,,,,,,,,
"HUN","2022-2023",466,1385460,33.6,,,,,,,,,,,,
"ISR","2000-2001",1094,1821458,60,,,,,,,,,,,,
"ISR","2001-2002",1066,1851409,57.6,,,,,,,,,,,,
"ISR","2002-2003",1064,1881825,56.5,,,,,,,,,,,,
"ISR","2003-2004",1033,1912749,54,,,,,,,,,,,,
"ISR","2004-2005",970,1943877,49.9,,,,,,,,,,,,
"ISR","2005-2006",932,1975646,47.2,,,,,,,,,,,,
"ISR","2006-2007",946,2009977,47.1,,,,,,,,,,,,
"ISR","2007-2008",894,2046821,43.7,,,,,,,,,,,,
"ISR","2008-2009",887,2087042,42.5,,,,,,,,,,,,
"ISR","2009-2010",897,2134143,42.1,,,,,,,,,,,,
"ISR","2010-2011",905,2181632,41.5,,,,,,,,,,,,
"ISR","2011-2012",860,2228728,38.6,,,,,,,,,,,,
"ISR","2012-2013",858,2274905,37.7,,,,,,,,,,,,
"ISR","2013-2014",792,2322145,34.1,829,760,899,-37,32,-107,35.61,32.83,38.39,-1.51,1.27,-4.29
"ISR","2014-2015",848,2368981,35.8,827,763,891,21,85,-43,34.89,32.32,37.45,0.91,3.48,-1.65
"ISR","2015-2016",845,2416711,35,824,763,885,21,82,-40,34.16,31.71,36.61,0.84,3.29,-1.61
"ISR","2016-2017",844,2463829,34.3,822,761,882,22,83,-38,33.44,30.99,35.89,0.86,3.31,-1.59
"ISR","2017-2018",813,2508476,32.4,819,755,883,-6,58,-70,32.71,30.15,35.28,-0.31,2.25,-2.88
"ISR","2018-2019",795,2549918,31.2,816,747,886,-21,48,-91,31.99,29.21,34.77,-0.79,1.99,-3.57
"ISR","2019-2020",757,2592727,29.2,814,737,890,-57,20,-133,31.26,28.18,34.34,-2.06,1.02,-5.14
"ISR","2020-2021",706,2637177,26.7,811,726,897,-105,-20,-191,30.53,27.1,33.97,-3.83,-0.4,-7.27
"ISR","2021-2022",808,2681411,30.1,809,713,904,-1,95,-96,29.81,25.98,33.64,0.29,4.12,-3.54
"ISR","2022-2023",749,2725180,27.5,806,700,912,-57,49,-163,29.08,24.82,33.35,-1.58,2.68,-5.85
"KOR","2010-2011",2578,7908668,32.6,,,,,,,,,,,,
"KOR","2011-2012",2445,7705988,31.7,,,,,,,,,,,,
"KOR","2012-2013",2243,7516962,29.8,,,,,,,,,,,,
"KOR","2013-2014",2133,7333373,29.1,,,,,,,,,,,,
"KOR","2014-2015",1978,7152471,27.7,1985,1948,2022,-7,30,-44,27.9,27.22,28.58,-0.2,0.48,-0.88
"KOR","2015-2016",1854,6982685,26.6,1859,1826,1892,-5,28,-38,26.59,25.98,27.2,0.01,0.62,-0.6
"KOR","2016-2017",1748,6840698,25.6,1732,1701,1764,16,47,-16,25.28,24.69,25.87,0.32,0.91,-0.27
"KOR","2017-2018",1617,6697496,24.1,1606,1573,1639,11,44,-22,23.97,23.36,24.58,0.13,0.74,-0.48
"KOR","2018-2019",1465,6538396,22.4,1480,1443,1516,-15,22,-51,22.66,21.98,23.34,-0.26,0.42,-0.94
"KOR","2019-2020",1322,6382914,20.7,1354,1312,1395,-32,10,-73,21.35,20.57,22.13,-0.65,0.13,-1.43
"KOR","2020-2021",1157,6235653,18.6,1227,1179,1276,-70,-22,-119,20.04,19.14,20.94,-1.44,-0.54,-2.34
"KOR","2021-2022",1170,6076364,19.3,1101,1045,1156,69,125,14,18.73,17.69,19.77,0.57,1.61,-0.47
"LTU","2022-2023",110,426810,25.8,,,,,,,,,,,,
"LUX","2022-2023",64,104666,61.2,,,,,,,,,,,,
