"iso3c","date","deaths","population","cmr","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"AUS",2016 W52,1223.75,483082,259.362,1235,1219,1252,-12,5,-29,261.63,258.18,265.09,-2.27,1.18,-5.72
"AUS",2017 W01,1223.712,483284,259.238,1236,1219,1252,-12,5,-29,261.57,258.11,265.02,-2.33,1.12,-5.78
"AUS",2017 W02,1223.846,483485,259.151,1236,1219,1253,-12,5,-29,261.5,258.05,264.95,-2.34,1.11,-5.8
"AUS",2017 W03,1223.865,483686,259.041,1236,1219,1253,-12,5,-29,261.43,257.98,264.88,-2.39,1.06,-5.84
"AUS",2017 W04,1224.269,483887,259.012,1236,1220,1253,-12,5,-29,261.36,257.91,264.81,-2.35,1.1,-5.79
"AUS",2017 W05,1223.76,484088,258.788,1237,1220,1253,-13,4,-30,261.29,257.84,264.74,-2.5,0.95,-5.95
"AUS",2017 W06,1224.471,484288,258.827,1237,1220,1253,-12,4,-29,261.22,257.77,264.67,-2.39,1.06,-5.84
"AUS",2017 W07,1225.298,484489,258.888,1237,1220,1254,-12,5,-28,261.15,257.7,264.6,-2.26,1.18,-5.71
"AUS",2017 W08,1226.087,484690,258.941,1237,1220,1254,-11,6,-28,261.08,257.63,264.53,-2.14,1.31,-5.59
"AUS",2017 W09,1226.327,484891,258.878,1237,1221,1254,-11,6,-28,261.01,257.57,264.46,-2.13,1.31,-5.58
"AUS",2017 W10,1227.981,485092,259.112,1238,1221,1254,-10,7,-26,260.94,257.5,264.39,-1.83,1.61,-5.27
"AUS",2017 W11,1227.769,485293,258.958,1238,1221,1254,-10,7,-27,260.87,257.43,264.32,-1.92,1.53,-5.36
"AUS",2017 W12,1228.067,485494,258.908,1238,1221,1255,-10,7,-27,260.8,257.36,264.25,-1.9,1.55,-5.34
"AUS",2017 W13,1228.269,485695,258.841,1238,1221,1255,-10,7,-27,260.73,257.29,264.18,-1.89,1.55,-5.34
"AUS",2017 W14,1227.942,485896,258.655,1238,1222,1255,-10,6,-27,260.67,257.22,264.11,-2.01,1.43,-5.45
