"iso3c","date","deaths","population","cmr","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"USA",2000 W01,715,39639815,1.8,,,,,,,,,,,,
"USA",2000 W02,715,39636553,1.8,,,,,,,,,,,,
"USA",2000 W03,715,39633290,1.8,,,,,,,,,,,,
"USA",2000 W04,715,39630028,1.8,,,,,,,,,,,,
"USA",2000 W05,703,39626766,1.8,,,,,,,,,,,,
"USA",2000 W06,701,39623504,1.8,,,,,,,,,,,,
"USA",2000 W07,701,39620242,1.8,,,,,,,,,,,,
"USA",2000 W08,701,39616980,1.8,,,,,,,,,,,,
"USA",2000 W09,697,39613717,1.8,,,,,,,,,,,,
"USA",2000 W10,695,39610455,1.8,,,,,,,,,,,,
"USA",2000 W11,695,39607193,1.8,,,,,,,,,,,,
"USA",2000 W12,695,39603931,1.8,,,,,,,,,,,,
"USA",2000 W13,699,39600669,1.8,,,,,,,,,,,,
"USA",2000 W14,710,39597406,1.8,,,,,,,,,,,,
"USA",2000 W15,710,39594144,1.8,,,,,,,,,,,,
"USA",2000 W16,710,39590882,1.8,,,,,,,,,,,,
"USA",2000 W17,710,39587620,1.8,,,,,,,,,,,,
"USA",2000 W18,691,39584358,1.7,,,,,,,,,,,,
"USA",2000 W19,691,39581095,1.7,,,,,,,,,,,,
"USA",2000 W20,691,39577833,1.7,,,,,,,,,,,,
"USA",2000 W21,691,39574571,1.7,,,,,,,,,,,,
"USA",2000 W22,701,39571309,1.8,,,,,,,,,,,,
"USA",2000 W23,709,39568047,1.8,,,,,,,,,,,,
"USA",2000 W24,709,39564784,1.8,,,,,,,,,,,,
"USA",2000 W25,709,39561522,1.8,,,,,,,,,,,,
"USA",2000 W26,705,39558260,1.8,,,,,,,,,,,,
"USA",2000 W27,695,39554998,1.8,,,,,,,,,,,,
"USA",2000 W28,695,39551736,1.8,,,,,,,,,,,,
"USA",2000 W29,695,39548474,1.8,,,,,,,,,,,,
"USA",2000 W30,695,39545211,1.8,,,,,,,,,,,,
"USA",2000 W31,678,39541949,1.7,,,,,,,,,,,,
"USA",2000 W32,675,39538687,1.7,,,,,,,,,,,,
"USA",2000 W33,675,39535425,1.7,,,,,,,,,,,,
"USA",2000 W34,675,39532163,1.7,,,,,,,,,,,,
"USA",2000 W35,681,39528900,1.7,,,,,,,,,,,,
"USA",2000 W36,687,39525638,1.7,,,,,,,,,,,,
"USA",2000 W37,687,39522376,1.7,,,,,,,,,,,,
"USA",2000 W38,687,39519114,1.7,,,,,,,,,,,,
"USA",2000 W39,687,39515852,1.7,,,,,,,,,,,,
"USA",2000 W40,684,39512589,1.7,,,,,,,,,,,,
"USA",2000 W41,684,39509327,1.7,,,,,,,,,,,,
"USA",2000 W42,684,39506065,1.7,,,,,,,,,,,,
"USA",2000 W43,684,39502803,1.7,,,,,,,,,,,,
"USA",2000 W44,667,39499541,1.7,,,,,,,,,,,,
"USA",2000 W45,660,39496278,1.7,,,,,,,,,,,,
"USA",2000 W46,660,39493016,1.7,,,,,,,,,,,,
"USA",2000 W47,660,39489754,1.7,,,,,,,,,,,,
"USA",2000 W48,678,39486492,1.7,,,,,,,,,,,,
"USA",2000 W49,701,39483230,1.8,,,,,,,,,,,,
"USA",2000 W50,701,39479967,1.8,,,,,,,,,,,,
"USA",2000 W51,701,39476705,1.8,,,,,,,,,,,,
"USA",2000 W52,701,39473443,1.8,,,,,,,,,,,,
"USA",2001 W01,719,39470182,1.8,,,,,,,,,,,,
"USA",2001 W02,719,39466922,1.8,,,,,,,,,,,,
"USA",2001 W03,719,39463663,1.8,,,,,,,,,,,,
"USA",2001 W04,719,39460403,1.8,,,,,,,,,,,,
"USA",2001 W05,732,39457143,1.9,,,,,,,,,,,,
"USA",2001 W06,741,39453883,1.9,,,,,,,,,,,,
"USA",2001 W07,741,39450624,1.9,,,,,,,,,,,,
"USA",2001 W08,741,39447364,1.9,,,,,,,,,,,,
"USA",2001 W09,717,39444104,1.8,,,,,,,,,,,,
"USA",2001 W10,698,39440845,1.8,,,,,,,,,,,,
"USA",2001 W11,698,39437585,1.8,,,,,,,,,,,,
"USA",2001 W12,698,39434325,1.8,,,,,,,,,,,,
"USA",2001 W13,697,39431066,1.8,,,,,,,,,,,,
"USA",2001 W14,689,39427806,1.7,,,,,,,,,,,,
"USA",2001 W15,689,39424546,1.7,,,,,,,,,,,,
"USA",2001 W16,689,39421287,1.7,,,,,,,,,,,,
"USA",2001 W17,689,39418027,1.7,,,,,,,,,,,,
"USA",2001 W18,697,39414767,1.8,,,,,,,,,,,,
"USA",2001 W19,699,39411507,1.8,,,,,,,,,,,,
"USA",2001 W20,699,39408248,1.8,,,,,,,,,,,,
"USA",2001 W21,699,39404988,1.8,,,,,,,,,,,,
"USA",2001 W22,685,39401728,1.7,,,,,,,,,,,,
"USA",2001 W23,666,39398469,1.7,,,,,,,,,,,,
"USA",2001 W24,666,39395209,1.7,,,,,,,,,,,,
"USA",2001 W25,666,39391949,1.7,,,,,,,,,,,,
"USA",2001 W26,668,39388690,1.7,,,,,,,,,,,,
"USA",2001 W27,678,39385430,1.7,,,,,,,,,,,,
"USA",2001 W28,678,39382170,1.7,,,,,,,,,,,,
"USA",2001 W29,678,39378910,1.7,,,,,,,,,,,,
"USA",2001 W30,678,39375651,1.7,,,,,,,,,,,,
"USA",2001 W31,674,39372391,1.7,,,,,,,,,,,,
"USA",2001 W32,672,39369131,1.7,,,,,,,,,,,,
"USA",2001 W33,672,39365872,1.7,,,,,,,,,,,,
"USA",2001 W34,672,39362612,1.7,,,,,,,,,,,,
"USA",2001 W35,668,39359352,1.7,,,,,,,,,,,,
"USA",2001 W36,658,39356093,1.7,,,,,,,,,,,,
"USA",2001 W37,658,39352833,1.7,,,,,,,,,,,,
"USA",2001 W38,658,39349573,1.7,,,,,,,,,,,,
"USA",2001 W39,658,39346313,1.7,,,,,,,,,,,,
"USA",2001 W40,662,39343054,1.7,,,,,,,,,,,,
"USA",2001 W41,662,39339794,1.7,,,,,,,,,,,,
"USA",2001 W42,662,39336534,1.7,,,,,,,,,,,,
"USA",2001 W43,662,39333275,1.7,,,,,,,,,,,,
"USA",2001 W44,670,39330015,1.7,,,,,,,,,,,,
"USA",2001 W45,676,39326755,1.7,,,,,,,,,,,,
"USA",2001 W46,676,39323496,1.7,,,,,,,,,,,,
"USA",2001 W47,676,39320236,1.7,,,,,,,,,,,,
"USA",2001 W48,676,39316976,1.7,,,,,,,,,,,,
"USA",2001 W49,677,39313716,1.7,,,,,,,,,,,,
"USA",2001 W50,677,39310457,1.7,,,,,,,,,,,,
"USA",2001 W51,677,39307197,1.7,,,,,,,,,,,,
"USA",2001 W52,677,39303937,1.7,,,,,,,,,,,,
"USA",2002 W01,699,39301157,1.8,,,,,,,,,,,,
"USA",2002 W02,702,39299431,1.8,,,,,,,,,,,,
