"iso3c","date","deaths","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","population","cmr","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"AUS",2015,40531,,,,,,,1094486,3702.9,,,,,,
"AUS",2016,40696,,,,,,,1126509,3611.8,,,,,,
"AUS",2017,41883,,,,,,,1165028,3594.5,,,,,,
"AUS",2018,40592,,,,,,,1210956,3351.6,,,,,,
"AUS",2019,42239,,,,,,,1264396,3340.7,,,,,,
"AUS",2020,42224,,,,,,,1326951,3182.3,,,,,,
"AUS",2021,45185,,,,,,,1401911,3222.1,,,,,,
"AUS",2022,51340,,,,,,,1483525,3461.5,,,,,,
"AUT",2001,22635,,,,,,,453179,4995,,,,,,
"AUT",2002,24425,,,,,,,471835,5177.4,,,,,,
"AUT",2003,25975,,,,,,,487519,5330.2,,,,,,
"AUT",2004,25762,,,,,,,496560,5188.7,,,,,,
"AUT",2005,26073,,,,,,,499014,5225,,,,,,
"AUT",2006,25123,,,,,,,498089,5043.6,,,,,,
"AUT",2007,24629,,,,,,,495271,4972.5,,,,,,
"AUT",2008,24140,,,,,,,491228,4913.6,,,,,,
"AUT",2009,23922,,,,,,,486315,4918.1,,,,,,
"AUT",2010,22841,,,,,,,482136,4737.3,,,,,,
"AUT",2011,22084,,,,,,,479575,4604.7,4576.38,4296.78,4855.98,28.32,307.92,-251.28
"AUT",2012,21912,21303,20092,22514,609,1820,-602,479517,4569.7,4452.82,4185.32,4720.32,116.88,384.38,-150.62
"AUT",2013,21621,21537,20389,22685,84,1232,-1064,490106,4415.1,4329.26,4070.75,4587.76,85.84,344.35,-172.66
"AUT",2014,20798,21771,20667,22876,-973,131,-2078,517692,4021,4205.7,3952.73,4458.66,-184.69,68.27,-437.66
"AUT",2015,22213,22005,20923,23087,208,1290,-874,549770,4044.8,4082.13,3831.05,4333.22,-37.33,213.75,-288.42
"AUT",2016,21836,22239,21157,23321,-403,679,-1485,575239,3795.7,3958.57,3705.61,4211.53,-162.87,90.09,-415.83
"AUT",2017,22592,22473,21369,23578,119,1223,-986,593749,3807.3,3835.01,3576.5,4093.52,-27.71,230.8,-286.22
"AUT",2018,22950,22707,21559,23856,243,1391,-906,609319,3768.5,3711.45,3443.95,3978.95,57.05,324.55,-210.45
"AUT",2019,23056,22941,21730,24152,115,1326,-1096,621125,3712.4,3587.89,3308.29,3867.48,124.51,404.11,-155.08
"AUT",2020,26634,23175,21886,24465,3459,4748,2169,626588,4250,3464.32,3169.9,3758.75,785.68,1080.1,491.25
"AUT",2021,26593,23409,22027,24791,3184,4566,1802,636389,4178.1,3340.76,3029.17,3652.35,837.34,1148.93,525.75
"AUT",2022,27662,23643,22158,25129,4019,5504,2533,653515,4232,3217.2,2886.47,3547.93,1014.8,1345.53,684.07
"BEL",2001,32142,,,,,,,600405,5356,,,,,,
"BEL",2002,34520,,,,,,,626970,5509.5,,,,,,
"BEL",2003,36908,,,,,,,651361,5666.9,,,,,,
"BEL",2004,36568,,,,,,,667899,5476,,,,,,
"BEL",2005,36268,,,,,,,678508,5347.2,,,,,,
"BEL",2006,35636,,,,,,,688880,5174.4,,,,,,
"BEL",2007,35005,,,,,,,697056,5022.2,,,,,,
