"iso3c","date","deaths","population","cmr","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"ALB","2015-2016",73,728328,10,,,,,,,,,,,,
"ALB","2016-2017",64,706461,9.1,,,,,,,,,,,,
"ALB","2017-2018",60,686235,8.8,,,,,,,,,,,,
"ALB","2018-2019",61,665775,9.2,,,,,,,,,,,,
"ALB","2019-2020",61,643184,9.4,,,,,,,,,,,,
"AND","2010-2011",0,15308,2.8,,,,,,,,,,,,
"AND","2011-2012",1,15237,4.7,,,,,,,,,,,,
"AND","2012-2013",0,15036,1.9,,,,,,,,,,,,
"AND","2013-2014",0,14911,1.9,0,-1,1,0,1,-1,1.72,-2.68,6.12,0.18,4.58,-4.22
"AND","2014-2015",0,14791,1,0,-1,1,0,1,-1,1.84,-2.13,5.81,-0.84,3.13,-4.81
"AND","2015-2016",1,14670,3.9,0,-1,1,1,2,0,1.96,-1.85,5.77,1.94,5.75,-1.87
"AND","2016-2017",0,14550,0,0,-1,1,0,1,-1,2.08,-1.89,6.05,-2.08,1.89,-6.05
"AND","2017-2018",0,14430,3,0,-1,1,0,1,-1,2.2,-2.2,6.6,0.8,5.2,-3.6
"ARM","2015-2016",88,727039,12.1,,,,,,,,,,,,
"ARM","2016-2017",78,726768,10.8,,,,,,,,,,,,
"ARM","2017-2018",67,727813,9.2,,,,,,,,,,,,
"ARM","2018-2019",58,729527,7.9,,,,,,,,,,,,
"ARM","2019-2020",62,732189,8.4,,,,,,,,,,,,
"AUT","2000-2001",122,1762692,6.9,,,,,,,,,,,,
"AUT","2001-2002",106,1750893,6,,,,,,,,,,,,
"AUT","2002-2003",117,1740836,6.7,,,,,,,,,,,,
"AUT","2003-2004",108,1735418,6.2,,,,,,,,,,,,
"AUT","2004-2005",111,1729818,6.4,102,91,113,9,20,-2,5.95,5.38,6.53,0.45,1.02,-0.13
"AUT","2005-2006",100,1722545,5.8,99,89,110,1,11,-10,5.81,5.25,6.38,-0.01,0.55,-0.58
"AUT","2006-2007",91,1710609,5.3,97,86,107,-6,5,-16,5.67,5.12,6.23,-0.37,0.18,-0.93
"AUT","2007-2008",95,1697717,5.6,94,83,104,1,12,-9,5.53,4.99,6.08,0.07,0.61,-0.48
"AUT","2008-2009",91,1682045,5.4,91,81,101,0,10,-10,5.39,4.85,5.93,0.01,0.55,-0.53
"AUT","2009-2010",88,1665532,5.3,88,78,99,0,10,-11,5.25,4.72,5.79,0.05,0.58,-0.49
"AUT","2010-2011",90,1647438,5.4,86,75,96,4,15,-6,5.11,4.58,5.65,0.29,0.82,-0.25
"AUT","2011-2012",75,1631947,4.6,83,73,93,-8,2,-18,4.97,4.44,5.51,-0.37,0.16,-0.91
"AUT","2012-2013",75,1619285,4.6,80,70,90,-5,5,-15,4.83,4.3,5.37,-0.23,0.3,-0.77
"AUT","2013-2014",74,1609835,4.6,77,67,88,-3,7,-14,4.69,4.16,5.23,-0.09,0.44,-0.63
"AUT","2014-2015",71,1611987,4.4,75,64,85,-4,7,-14,4.55,4.01,5.09,-0.15,0.39,-0.69
