"iso3c","date","deaths","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","population","cmr","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"DEU-BB","2000-2001",6191,,,,,,,2170330,285.3,,,,,,
"DEU-BB","2001-2002",5946,,,,,,,2142430,277.5,,,,,,
"DEU-BB","2002-2003",5988,,,,,,,2114587,283.2,,,,,,
"DEU-BB","2003-2004",5639,,,,,,,2084754,270.5,,,,,,
"DEU-BB","2004-2005",5461,,,,,,,2053364,265.9,,,,,,
"DEU-BB","2005-2006",5119,,,,,,,2021050,253.3,,,,,,
"DEU-BB","2006-2007",5134,,,,,,,1994919,257.4,,,,,,
"DEU-BB","2007-2008",4925,,,,,,,1969105,250.2,,,,,,
"DEU-BB","2008-2009",4704,,,,,,,1949071,241.4,,,,,,
"DEU-BB","2009-2010",4796,,,,,,,1936218,247.7,,,,,,
"DEU-BB","2010-2011",4878,,,,,,,1904012,256.2,,,,,,
"DEU-BB","2011-2012",4919,,,,,,,1893334,259.8,,,,,,
"DEU-BB","2012-2013",5184,,,,,,,1890177,274.2,,,,,,
"DEU-BB","2013-2014",5153,,,,,,,1892756,272.2,,,,,,
"DEU-BB","2014-2015",5275,5360,5010,5710,-85,265,-435,1904554,277,281.26,263,299.52,-4.26,14,-22.52
"DEU-BB","2015-2016",5346,5295,4979,5611,51,367,-265,1904242,280.7,278.23,261.77,294.69,2.47,18.93,-13.99
"DEU-BB","2016-2017",5238,5230,4927,5533,8,311,-295,1901087,275.5,275.2,259.39,291.01,0.3,16.11,-15.51
"DEU-BB","2017-2018",5336,5165,4850,5481,171,486,-145,1897265,281.2,272.17,255.71,288.63,9.03,25.49,-7.43
"DEU-BB","2018-2019",4956,5101,4750,5451,-145,206,-495,1894425,261.6,269.14,250.88,287.4,-7.54,10.72,-25.8
"DEU-BB","2019-2020",5123,5036,4635,5437,87,488,-314,1892498,270.7,266.11,245.19,287.03,4.59,25.51,-16.33
"DEU-BB","2020-2021",5231,4971,4508,5434,260,723,-203,1894280,276.1,263.08,238.93,287.23,13.02,37.17,-11.13
"DEU-BB","2021-2022",5390,4906,4374,5439,484,1016,-49,1913567,281.7,260.05,232.28,287.82,21.65,49.42,-6.12
"DEU-BB","2022-2023",5211,4841,4235,5448,370,976,-237,1921073,271.2,257.02,225.39,288.65,14.18,45.81,-17.45
"DEU-BE","2000-2001",7739,,,,,,,2879408,268.8,,,,,,
"DEU-BE","2001-2002",7578,,,,,,,2867218,264.3,,,,,,
"DEU-BE","2002-2003",7575,,,,,,,2847393,266,,,,,,
"DEU-BE","2003-2004",7150,,,,,,,2826807,252.9,,,,,,
"DEU-BE","2004-2005",7031,,,,,,,2810117,250.2,,,,,,
"DEU-BE","2005-2006",6907,,,,,,,2795546,247.1,,,,,,
"DEU-BE","2006-2007",6399,,,,,,,2789470,229.4,,,,,,
"DEU-BE","2007-2008",6360,,,,,,,2786924,228.2,,,,,,
"DEU-BE","2008-2009",6135,,,,,,,2786302,220.2,226.15,214.62,237.68,-5.95,5.58,-17.48
"DEU-BE","2009-2010",6081,,,,,,,2784080,218.4,223.44,212.28,234.6,-5.04,6.12,-16.2
"DEU-BE","2010-2011",5989,,,,,,,2705528,221.4,220.73,209.86,231.6,0.67,11.54,-10.2
"DEU-BE","2011-2012",6118,,,,,,,2726802,224.4,218.02,207.36,228.68,6.38,17.04,-4.28
