"iso3c","date","deaths","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","population","cmr","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"ALB","2015-2016",234,,,,,,,481604,48.5,,,,,,
"ALB","2016-2017",214,,,,,,,483646,44.2,,,,,,
"ALB","2017-2018",221,,,,,,,480812,45.9,,,,,,
"ALB","2018-2019",190,,,,,,,474041,40.1,,,,,,
"ALB","2019-2020",166,,,,,,,464196,35.8,,,,,,
"ALB","2020-2021",163,,,,,,,452724,36.1,,,,,,
"AND","2010-2011",3,,,,,,,9347,31.9,,,,,,
"AND","2011-2012",4,,,,,,,9083,44,,,,,,
"AND","2012-2013",4,,,,,,,8668,46.3,,,,,,
"AND","2013-2014",1,1,0,3,0,1,-2,8593,11.6,13.94,-3.56,31.44,-2.34,15.16,-19.84
"AND","2014-2015",2,1,0,3,1,2,-1,8589,23.3,15.12,-0.65,30.89,8.18,23.95,-7.59
"AND","2015-2016",1,1,0,3,0,1,-2,8586,11.6,16.3,1.15,31.45,-4.7,10.45,-19.85
"AND","2016-2017",1,2,0,3,0,1,-2,8582,11.7,17.48,1.71,33.25,-5.78,9.99,-21.55
"AND","2017-2018",2,2,0,3,0,2,-1,8579,23.3,18.66,1.16,36.16,4.64,22.14,-12.86
"ARM","2015-2016",333,,,,,,,509699,65.3,,,,,,
"ARM","2016-2017",283,,,,,,,485423,58.3,,,,,,
"ARM","2017-2018",237,,,,,,,460858,51.4,,,,,,
"ARM","2018-2019",233,,,,,,,435960,53.5,,,,,,
"ARM","2019-2020",234,,,,,,,410390,57.1,,,,,,
"AUT","2000-2001",623,,,,,,,1018684,61.1,,,,,,
"AUT","2001-2002",648,,,,,,,1010724,64.1,,,,,,
"AUT","2002-2003",643,,,,,,,1013315,63.5,,,,,,
"AUT","2003-2004",619,,,,,,,1020816,60.7,,,,,,
"AUT","2004-2005",610,,,,,,,1032185,59.1,,,,,,
"AUT","2005-2006",565,,,,,,,1042682,54.2,,,,,,
"AUT","2006-2007",546,,,,,,,1049684,52,,,,,,
"AUT","2007-2008",557,,,,,,,1059320,52.6,,,,,,
"AUT","2008-2009",540,,,,,,,1069283,50.5,,,,,,
"AUT","2009-2010",567,,,,,,,1075466,52.7,,,,,,
"AUT","2010-2011",553,,,,,,,1078479,51.3,,,,,,
"AUT","2011-2012",505,,,,,,,1082919,46.7,44.22,38.63,49.8,2.48,8.07,-3.1
"AUT","2012-2013",466,454,406,502,12,60,-36,1091583,42.7,42.69,37.39,47.98,0.01,5.31,-5.28
"AUT","2013-2014",451,444,399,489,7,52,-38,1104243,40.9,41.16,36.06,46.25,-0.26,4.84,-5.35
"AUT","2014-2015",425,435,391,478,-10,34,-53,1120178,37.9,39.63,34.64,44.62,-1.73,3.26,-6.72
"AUT","2015-2016",416,425,382,467,-9,34,-51,1142042,36.4,38.1,33.11,43.09,-1.7,3.29,-6.69
"AUT","2016-2017",407,415,372,458,-8,35,-51,1150082,35.4,36.57,31.47,41.66,-1.17,3.93,-6.26
"AUT","2017-2018",381,405,360,451,-24,21,-70,1146235,33.2,35.04,29.74,40.34,-1.84,3.46,-7.14
"AUT","2018-2019",428,396,348,444,32,80,-16,1134337,37.7,33.51,27.92,39.1,4.19,9.78,-1.4
"AUT","2019-2020",342,386,334,438,-44,8,-96,1119165,30.6,31.98,26.03,37.93,-1.38,4.57,-7.33
"AUT","2020-2021",412,376,319,433,36,93,-21,1102886,37.4,30.45,24.07,36.82,6.95,13.33,0.58
"BEL","2000-2001",1008,,,,,,,1314511,76.7,,,,,,
"BEL","2001-2002",1001,,,,,,,1305993,76.6,,,,,,
"BEL","2002-2003",946,,,,,,,1300802,72.7,,,,,,
"BEL","2003-2004",890,,,,,,,1297566,68.6,,,,,,
"BEL","2004-2005",826,,,,,,,1298340,63.6,,,,,,
"BEL","2005-2006",793,,,,,,,1305205,60.8,,,,,,
"BEL","2006-2007",769,,,,,,,1315427,58.5,,,,,,
"BEL","2007-2008",792,,,,,,,1327019,59.7,,,,,,
"BEL","2008-2009",756,,,,,,,1341015,56.4,,,,,,
"BEL","2009-2010",809,,,,,,,1354805,59.7,,,,,,
"BEL","2010-2011",744,,,,,,,1381649,53.8,51.98,49.31,54.66,1.82,4.49,-0.86
"BEL","2011-2012",704,692,666,718,12,38,-14,1396132,50.4,50.22,47.66,52.78,0.18,2.74,-2.38
"BEL","2012-2013",672,671,646,695,1,26,-23,1406329,47.8,48.45,45.97,50.92,-0.65,1.83,-3.12
"BEL","2013-2014",630,650,626,673,-20,4,-43,1410249,44.7,46.68,44.26,49.1,-1.98,0.44,-4.4
"BEL","2014-2015",623,629,606,652,-6,17,-29,1412830,44.1,44.91,42.51,47.31,-0.81,1.59,-3.21
"BEL","2015-2016",616,608,585,631,8,31,-15,1421016,43.3,43.14,40.72,45.56,0.16,2.58,-2.26
"BEL","2016-2017",593,587,563,610,6,30,-17,1419913,41.8,41.37,38.9,43.85,0.43,2.9,-2.05
"BEL","2017-2018",560,566,541,590,-6,19,-30,1418382,39.5,39.61,37.05,42.17,-0.11,2.45,-2.67
"BEL","2018-2019",549,545,519,571,4,30,-22,1417056,38.8,37.84,35.16,40.51,0.96,3.64,-1.71
"BEL","2019-2020",521,524,496,551,-3,25,-30,1416013,36.8,36.07,33.25,38.89,0.73,3.55,-2.09
"BEL","2020-2021",521,503,474,532,18,47,-11,1410948,36.9,34.3,31.32,37.28,2.6,5.58,-0.38
"BGR","2000-2001",1050,,,,,,,1213066,86.6,,,,,,
"BGR","2001-2002",923,,,,,,,1147747,80.4,,,,,,
"BGR","2002-2003",973,,,,,,,1127192,86.3,,,,,,
"BGR","2003-2004",935,,,,,,,1108583,84.3,,,,,,
"BGR","2004-2005",947,,,,,,,1084809,87.3,,,,,,
"BGR","2005-2006",889,,,,,,,1061909,83.7,,,,,,
"BGR","2006-2007",934,,,,,,,1041310,89.7,,,,,,
"BGR","2007-2008",892,,,,,,,1022337,87.3,,,,,,
"BGR","2008-2009",867,,,,,,,1007896,86,,,,,,
"BGR","2009-2010",806,,,,,,,993740,81.1,,,,,,
"BGR","2010-2011",739,,,,,,,981061,75.4,,,,,,
"BGR","2011-2012",674,,,,,,,965967,69.8,,,,,,
"BGR","2012-2013",607,,,,,,,945953,64.2,,,,,,
"BGR","2013-2014",630,,,,,,,921676,68.3,,,,,,
