"iso3c","date","deaths","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","population","cmr","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper","asmr_who","asmr_who_baseline","asmr_who_baseline_lower","asmr_who_baseline_upper","asmr_who_excess","asmr_who_excess_lower","asmr_who_excess_upper","asmr_esp","asmr_esp_baseline","asmr_esp_baseline_lower","asmr_esp_baseline_upper","asmr_esp_excess","asmr_esp_excess_lower","asmr_esp_excess_upper","asmr_usa","asmr_usa_baseline","asmr_usa_baseline_lower","asmr_usa_baseline_upper","asmr_usa_excess","asmr_usa_excess_lower","asmr_usa_excess_upper","asmr_country","asmr_country_baseline","asmr_country_baseline_lower","asmr_country_baseline_upper","asmr_country_excess","asmr_country_excess_lower","asmr_country_excess_upper"
"ALB",2015,22237,21981,21079,22883,256,1158,-646,2880792,771.8,762.44,731.2,793.68,9.36,40.6,-21.88,662.6,655.18,629.8,680.56,7.42,32.8,-17.96,1684,1665.4,1591.42,1739.38,18.6,92.58,-55.38,1153.2,1140.6,1091.5,1189.7,12.6,61.7,-36.5,941.1,929.58,891.4,967.76,11.52,49.7,-26.66
"ALB",2016,21458,21953,21140,22767,-495,318,-1309,2876083,746.1,763.15,734.99,791.31,-17.05,11.11,-45.21,618.5,632.44,609.56,655.32,-13.94,8.94,-36.82,1562.8,1603.16,1536.48,1669.84,-40.36,26.32,-107.04,1071.8,1098.49,1054.23,1142.75,-26.69,17.57,-70.95,875.8,897.05,862.64,931.46,-21.25,13.16,-55.66
"ALB",2017,22201,21926,21144,22707,275,1057,-506,2873517,772.6,763.86,736.81,790.91,8.74,35.79,-18.31,617.1,609.7,587.72,631.68,7.4,29.38,-14.58,1566.8,1540.92,1476.85,1604.99,25.88,89.95,-38.19,1073.3,1056.38,1013.86,1098.9,16.92,59.44,-25.6,875,864.52,831.46,897.58,10.48,43.54,-22.58
"ALB",2018,21809,21898,21085,22711,-89,724,-902,2866451,760.8,764.57,736.41,792.73,-3.77,24.39,-31.93,584.3,586.96,564.08,609.84,-2.66,20.22,-25.54,1473.6,1478.68,1412,1545.36,-5.08,61.6,-71.76,1010.1,1014.27,970.01,1058.53,-4.17,40.09,-48.43,828.7,831.99,797.58,866.4,-3.29,31.12,-37.7
"ALB",2019,21923,21870,20968,22773,53,955,-850,2854348,768,765.28,734.04,796.52,2.72,33.96,-28.52,566,564.22,538.84,589.6,1.78,27.16,-23.6,1417.4,1416.44,1342.46,1490.42,0.96,74.94,-73.02,973.5,972.16,923.06,1021.26,1.34,50.44,-47.76,802,799.46,761.28,837.64,2.54,40.72,-35.64
"ALB",2020,27726,21842,20809,22876,5884,6917,4850,2838003,977.2,765.99,730.2,801.78,211.21,247,175.42,682.5,541.48,512.4,570.56,141.02,170.1,111.94,1718.6,1354.2,1269.44,1438.96,364.4,449.16,279.64,1175.5,930.05,873.8,986.3,245.45,301.7,189.2,979.4,766.93,723.19,810.67,212.47,256.21,168.73
"ALB",2021,29991,21815,20621,23008,8176,9370,6983,2828406,1059.8,766.7,725.38,808.02,293.1,334.42,251.78,,518.74,485.17,552.31,,,,,1291.96,1194.09,1389.83,,,,,887.94,822.99,952.89,,,,,734.4,683.9,784.9,,,
"ALB",2022,22900,21787,20415,23159,1113,2485,-259,2854073,802.3,767.41,719.91,814.91,34.89,82.39,-12.61,,496,457.41,534.59,,,,,1229.72,1117.22,1342.22,,,,,845.83,771.17,920.49,,,,,701.87,643.82,759.92,,,
"ABW",2015,679,728,606,850,-49,73,-171,103458,656.2,701.98,587.97,815.99,-45.78,68.23,-159.79
"ABW",2016,781,719,609,829,62,172,-48,104458,747.7,689.45,586.69,792.21,58.25,161.01,-44.51
"ABW",2017,707,710,604,815,-3,103,-108,105000,673.3,676.92,578.19,775.65,-3.62,95.11,-102.35
"ABW",2018,717,701,591,810,16,126,-93,105458,680,664.39,561.63,767.15,15.61,118.37,-87.15
"ABW",2019,665,691,570,813,-26,95,-148,106000,627.4,651.86,537.85,765.87,-24.46,89.55,-138.47
"ABW",2020,743,682,543,822,61,200,-79,106000,700.9,639.33,508.72,769.94,61.57,192.18,-69.04
"ABW",2021,964,673,512,834,291,452,130,106115,908.4,626.8,475.98,777.62,281.6,432.42,130.78
"AND",2011,274,,,,,,,78115,351.3,,,,,,,211.2,,,,,,,456.8,,,,,,,319.7,,,,,,,356.5,,,,,,
"AND",2012,302,,,,,,,77198,391.7,,,,,,,242.2,,,,,,,529.1,,,,,,,369,,,,,,,399.8,,,,,,
"AND",2013,240,,,,,,,76240,315.4,,,,,,,185.9,,,,,,,410.4,,,,,,,287.8,,,,,,,315.9,,,,,,
"AND",2014,275,,,,,,,76229,360.9,,,,,,,211.7,,,,,,,483,,,,,,,331.9,,,,,,,366.5,,,,,,
"AND",2015,282,298,247,349,-16,35,-67,76217,369.4,390.44,323.21,457.67,-21.04,46.19,-88.27,207.8,212.21,195.62,228.8,-4.41,12.18,-21,490.8,499.49,470.75,528.23,-8.69,20.05,-37.43,336.9,342.98,322.92,363.04,-6.08,13.98,-26.14,367.4,374.37,351.02,397.72,-6.97,16.38,-30.32
"AND",2016,311,304,258,350,7,53,-39,76206,407.7,398.65,338.05,459.25,9.05,69.65,-51.55,233.5,225.82,211.31,240.33,7.68,22.19,-6.83,540.7,529.58,504.44,554.72,11.12,36.26,-14.02,373.2,365.11,347.57,382.65,8.09,25.63,-9.45,407.9,397.69,377.27,418.11,10.21,30.63,-10.21
"AND",2017,322,310,265,355,12,57,-33,76194,423.2,406.86,348.64,465.08,16.34,74.56,-41.88,237.3,239.43,224.92,253.94,-2.13,12.38,-16.64,563.5,559.67,534.53,584.81,3.83,28.97,-21.31,389.3,387.24,369.7,404.78,2.06,19.6,-15.48,421.5,421.01,400.59,441.43,0.49,20.91,-19.93
"AND",2018,335,316,270,362,19,65,-27,76183,439.4,415.07,354.47,475.67,24.33,84.93,-36.27,251.9,253.04,236.45,269.63,-1.14,15.45,-17.73,583.5,589.76,561.02,618.5,-6.26,22.48,-35,405.3,409.37,389.31,429.43,-4.07,15.99,-24.13,440.6,444.33,420.98,467.68,-3.73,19.62,-27.08
"AND",2019,300,322,271,373,-22,29,-73,75936,394.6,423.28,356.05,490.51,-28.68,38.55,-95.91,,266.65,246.53,286.77,,,,,619.85,584.99,654.71,,,,,431.5,407.18,455.82,,,,,467.65,439.33,495.97,,,
"AND",2020,419,328,269,387,91,150,32,77458,541.1,431.49,354.47,508.51,109.61,186.63,32.59,,280.26,255.79,304.73,,,,,649.94,607.53,692.35,,,,,453.63,424.04,483.22,,,,,490.97,456.52,525.42,,,
"AND",2021,386,334,266,402,52,120,-16,78573,491.5,439.7,350.76,528.64,51.8,140.74,-37.14,,293.87,264.58,323.16,,,,,680.03,629.28,730.78,,,,,475.76,440.34,511.18,,,,,514.29,473.06,555.52,,,
"ARE",2018,8794,,,,,,,9136539,96.3,,,,,,
"ARE",2019,9006,,,,,,,9207998,97.8,,,,,,
"ARE",2020,10357,,,,,,,9283665,111.6,,,,,,
"ARE",2021,11911,,,,,,,9360800,127.3,,,,,,
"ARG",2015,333440,341324,320974,361674,-7884,12466,-28234,43238611,771.1,788.7,742.6,834.8,-17.6,28.5,-63.7
"ARG",2016,352506,341356,323013,359699,11150,29493,-7193,43651118,807.6,782.23,740.68,823.78,25.37,66.92,-16.18
"ARG",2017,342341,341389,323765,359012,952,18576,-16671,44038154,777.4,775.76,735.84,815.68,1.64,41.56,-38.28
"ARG",2018,337601,341421,323078,359764,-3820,14523,-22163,44398905,760.3,769.29,727.74,810.84,-8.99,32.56,-50.54
"ARG",2019,341055,341454,321104,361804,-399,19951,-20749,44731406,762.4,762.82,716.72,808.92,-0.42,45.68,-46.52
"ARG",2020,377594,341486,318172,364800,36108,59422,12794,45024870,838.4,756.35,703.54,809.16,82.05,134.86,29.24
"ARG",2021,436798,341519,314598,368439,95279,122200,68359,45311833,964.1,749.88,688.9,810.86,214.22,275.2,153.24
"ARM",2015,27801,28288,26756,29820,-487,1045,-2019,3004710,925.2,942.02,890.39,993.65,-16.82,34.81,-68.45,798,815.04,769.13,860.95,-17.04,28.87,-62.95,1895.8,1940.74,1812.65,2068.83,-44.94,83.15,-173.03,1307.5,1337.14,1253.89,1420.39,-29.64,53.61,-112.89,1066.9,1090.26,1026.12,1154.4,-23.36,40.78,-87.5
"ARM",2016,28113,27609,26228,28990,504,1885,-877,2992483,939.4,922.52,875.98,969.06,16.88,63.42,-29.66,796.6,779.29,737.91,820.67,17.31,58.69,-24.07,1895.6,1856.69,1741.23,1972.15,38.91,154.37,-76.55,1305.8,1278.73,1203.69,1353.77,27.07,102.11,-47.97,1066.3,1043.86,986.05,1101.67,22.44,80.25,-35.37
"ARM",2017,27455,26931,25604,28257,524,1851,-802,2979570,921.3,903.02,858.3,947.74,18.28,63,-26.44,758.8,743.54,703.78,783.3,15.26,55.02,-24.5,1824.9,1772.64,1661.71,1883.57,52.26,163.19,-58.67,1252.5,1220.32,1148.22,1292.42,32.18,104.28,-39.92,1020.7,997.46,941.92,1053,23.24,78.78,-32.3
"ARM",2018,25640,26252,24871,27633,-612,769,-1993,2969072,863.6,883.52,836.98,930.06,-19.92,26.62,-66.46,693.5,707.79,666.41,749.17,-14.29,27.09,-55.67,1647.1,1688.59,1573.13,1804.05,-41.49,73.97,-156.95,1134.9,1161.91,1086.87,1236.95,-27.01,48.03,-102.05,930.7,951.06,893.25,1008.87,-20.36,37.45,-78.17
"ARM",2019,25645,25574,24042,27106,71,1603,-1461,2962535,865.6,864.02,812.39,915.65,1.58,53.21,-50.05,670.8,672.04,626.13,717.95,-1.24,44.67,-47.15,1599.8,1604.54,1476.45,1732.63,-4.74,123.35,-132.83,1100.9,1103.5,1020.25,1186.75,-2.6,80.65,-85.85,902.7,904.66,840.52,968.8,-1.96,62.18,-66.1
"ARM",2020,35237,24895,23140,26650,10342,12097,8587,2961439,1189.8,844.52,785.37,903.67,345.28,404.43,286.13,925.9,636.29,583.7,688.88,289.61,342.2,237.02,2081.6,1520.49,1373.74,1667.24,561.11,707.86,414.36,1458.4,1045.09,949.71,1140.47,413.31,508.69,317.93,1212.9,858.26,784.78,931.74,354.64,428.12,281.16
"ARM",2021,34622,24217,22190,26243,10405,12432,8379,2792369,1240.1,825.02,756.71,893.33,415.08,483.39,346.77,,600.54,539.81,661.27,,,,,1436.44,1266.99,1605.89,,,,,986.68,876.54,1096.82,,,,,811.86,727.02,896.7,,,
"ARM",2022,26692,23538,21209,25868,3154,5483,824,2775761,961.4,805.52,727,884.04,155.88,234.4,77.36,,564.79,494.98,634.6,,,,,1352.39,1157.6,1547.18,,,,,928.27,801.67,1054.87,,,,,765.46,667.93,862.99,,,
"ATG",2015,533,530,512,548,3,21,-15,89458,595.8,592.56,572.3,612.82,3.24,23.5,-17.02
"ATG",2016,548,550,534,567,-2,14,-19,90000,608.9,611.52,593.26,629.78,-2.62,15.64,-20.88
"ATG",2017,573,571,555,586,2,18,-13,90458,633.4,630.48,612.94,648.02,2.92,20.46,-14.62
"ATG",2018,581,591,574,607,-10,7,-26,91000,638.5,649.44,631.18,667.7,-10.94,7.32,-29.2
"ATG",2019,618,611,593,630,7,25,-12,91458,675.8,668.4,648.14,688.66,7.4,27.66,-12.86
"ATG",2020,574,632,610,653,-58,-36,-79,92000,623.9,687.36,664.15,710.57,-63.46,-40.25,-86.67
"ATG",2021,649,652,628,676,-3,21,-27,92229,703.7,706.32,679.52,733.12,-2.62,24.18,-29.42
"AUS",2015,157299,157745,151046,164443,-446,6253,-7144,24001825,655.3,656.58,629.51,683.65,-1.28,25.79,-28.35,360.5,361.04,348.15,373.93,-0.54,12.35,-13.43,823.4,826.1,792.32,859.88,-2.7,31.08,-36.48,577.4,578.9,556.24,601.56,-1.5,21.16,-24.16,692.6,694.68,666.67,722.69,-2.08,25.93,-30.09
"AUS",2016,158636,159327,153289,165365,-691,5347,-6729,24384466,650.5,653.35,628.95,677.75,-2.85,21.55,-27.25,353.8,355.68,344.06,367.3,-1.88,9.74,-13.5,809.2,812.67,782.23,843.11,-3.47,26.97,-33.91,567.1,569.69,549.26,590.12,-2.59,17.84,-23.02,680.6,683.69,658.45,708.93,-3.09,22.15,-28.33
"AUS",2017,164336,160910,155109,166710,3426,9227,-2374,24774061,663.3,650.12,626.67,673.57,13.18,36.63,-10.27,357,350.32,339.16,361.48,6.68,17.84,-4.48,817.1,799.24,769.99,828.49,17.86,47.11,-11.39,572.3,560.48,540.85,580.11,11.82,31.45,-7.81,687.5,672.7,648.45,696.95,14.8,39.05,-9.45
"AUS",2018,159495,162492,156454,168530,-2997,3041,-9035,25148629,634.2,646.89,622.49,671.29,-12.69,11.71,-37.09,339.4,344.96,333.34,356.58,-5.56,6.06,-17.18,771.3,785.81,755.37,816.25,-14.51,15.93,-44.95,541.4,551.27,530.84,571.7,-9.87,10.56,-30.3,649.7,661.71,636.47,686.95,-12.01,13.23,-37.25
"AUS",2019,164782,164075,157376,170773,707,7406,-5991,25456763,647.3,643.66,616.59,670.73,3.64,30.71,-23.43,340.9,339.6,326.71,352.49,1.3,14.19,-11.59,775.2,772.38,738.6,806.16,2.82,36.6,-30.96,544.2,542.06,519.4,564.72,2.14,24.8,-20.52,653.1,650.72,622.71,678.73,2.38,30.39,-25.63
"AUS",2020,162584,165657,157983,173331,-3073,4601,-10747,25662383,633.5,640.43,609.41,671.45,-6.93,24.09,-37.95,328.5,334.24,319.48,349,-5.74,9.02,-20.5,742.5,758.95,720.26,797.64,-16.45,22.24,-55.14,522,532.85,506.89,558.81,-10.85,15.11,-36.81,626.1,639.73,607.65,671.81,-13.63,18.45,-45.71
"AUS",2021,171335,167240,158379,176101,4095,12956,-4766,25808411,663.8,637.2,601.39,673.01,26.6,62.41,-9.21,332.9,328.88,311.83,345.93,4.02,21.07,-13.03,759.2,745.52,700.84,790.2,13.68,58.36,-31,532.2,523.64,493.66,553.62,8.56,38.54,-21.42,639.6,628.74,591.69,665.79,10.86,47.91,-26.19
"AUS",2022,190360,168822,158636,179008,21538,31724,11352,25945187,733.7,633.97,592.8,675.14,99.73,140.9,58.56,356.6,323.52,303.92,343.12,33.08,52.68,13.48,817.2,732.09,680.73,783.45,85.11,136.47,33.75,572.2,514.43,479.97,548.89,57.77,92.23,23.31,688,617.75,575.16,660.34,70.25,112.84,27.66
"AUT",2001,74770,,,,,,,8041885,929.8,,,,,,,507.6,,,,,,,1163.6,,,,,,,808.1,,,,,,,1209.6,,,,,,
"AUT",2002,76086,,,,,,,8081606,941.5,,,,,,,498.3,,,,,,,1146,,,,,,,794.8,,,,,,,1190.9,,,,,,
"AUT",2003,77260,,,,,,,8121018,951.4,,,,,,,496.5,,,,,,,1140.4,,,,,,,790.8,,,,,,,1184.8,,,,,,
"AUT",2004,74278,,,,,,,8171405,909.1,,,,,,,470,,,,,,,1072.4,,,,,,,744.4,,,,,,,1114.2,,,,,,
"AUT",2005,75213,74181,71994,76369,1032,3219,-1156,8227320,914.3,908.65,879.09,938.22,5.65,35.21,-23.92,465.4,,,,,,,1063.8,,,,,,,738,,,,,,,1105.4,,,,,,
"AUT",2006,74277,74764,72618,76911,-487,1659,-2634,8268364,898.3,910.31,881.3,939.31,-12.01,17,-41.01,449.1,,,,,,,1030.7,,,,,,,713.8,,,,,,,1071,,,,,,
"AUT",2007,74612,75348,73237,77458,-736,1375,-2846,8295247,899.5,911.96,883.43,940.49,-12.46,16.07,-40.99,442.8,442.42,431.46,453.37,0.38,11.34,-10.57,1016.2,,,,,,,703.7,,,,,,,1056,,,,,,
"AUT",2008,75125,75931,73850,78012,-806,1275,-2887,8321238,902.8,913.61,885.49,941.74,-10.81,17.31,-38.94,435.9,437.45,426.76,448.14,-1.55,9.14,-12.24,1004.6,1001.55,968.17,1034.93,3.05,36.43,-30.33,694.8,693.66,671.59,715.74,1.14,23.21,-20.94,1044.4,1041.71,1006.97,1076.44,2.69,37.43,-32.04
"AUT",2009,77327,76514,74456,78572,813,2871,-1245,8343163,926.9,915.27,887.46,943.08,11.63,39.44,-16.18,440.9,432.48,422.01,442.96,8.42,18.89,-2.06,1012.2,993.98,961.52,1026.45,18.22,50.68,-14.25,700.7,687.9,666.43,709.38,12.8,34.27,-8.68,1052.2,1033.99,1000.2,1067.77,18.21,52,-15.57
"AUT",2010,77234,77097,75056,79138,137,2178,-1904,8363178,923.5,916.92,889.34,944.51,6.58,34.16,-21.01,429.2,427.52,417.22,437.82,1.68,11.98,-8.62,985.9,986.42,954.7,1018.13,-0.52,31.2,-32.23,682.8,682.14,661.17,703.12,0.66,21.63,-20.32,1025.7,1026.27,993.27,1059.28,-0.57,32.43,-33.58
"AUT",2011,76468,77680,75649,79711,-1212,819,-3243,8391327,911.3,918.58,891.13,946.03,-7.28,20.17,-34.73,414.6,422.55,412.38,432.73,-7.95,2.22,-18.13,954.7,978.85,947.71,1009.99,-24.15,6.99,-55.29,660.7,676.38,655.79,696.98,-15.68,4.91,-36.28,993.7,1018.56,986.15,1050.96,-24.86,7.55,-57.26
"AUT",2012,79459,78263,76236,80290,1196,3223,-831,8429573,942.7,920.23,892.83,947.64,22.47,49.87,-4.94,418.3,417.59,407.49,427.68,0.71,10.81,-9.38,975.2,971.28,940.53,1002.04,3.92,34.67,-26.84,672.8,670.62,650.28,690.96,2.18,22.52,-18.16,1015.3,1010.84,978.84,1042.84,4.46,36.46,-27.54
"AUT",2013,79485,78846,76815,80877,639,2670,-1392,8479288,937.5,921.89,894.44,949.34,15.61,43.06,-11.84,411.5,412.62,402.55,422.69,-1.12,8.95,-11.19,962.1,963.72,933.16,994.27,-1.62,28.94,-32.17,663.5,664.86,644.65,685.07,-1.36,18.85,-21.57,1002.2,1003.12,971.33,1034.92,-0.92,30.87,-32.72
"AUT",2014,78274,79429,77388,81470,-1155,886,-3196,8545618,916,923.54,895.96,951.13,-7.54,20.04,-35.13,400.9,407.66,397.56,417.75,-6.76,3.34,-16.85,935.2,956.15,925.59,986.71,-20.95,9.61,-51.51,645.3,659.1,638.89,679.31,-13.8,6.41,-34.01,973.9,995.41,963.61,1027.21,-21.51,10.29,-53.31
"AUT",2015,81580,80012,77954,82070,1568,3626,-490,8641594,944.3,925.2,897.39,953.01,19.1,46.91,-8.71,406.9,402.69,392.52,412.86,4.21,14.38,-5.96,965.2,948.58,917.83,979.34,16.62,47.37,-14.14,663.9,653.34,633,673.68,10.56,30.9,-9.78,1005.6,987.69,955.69,1019.7,17.91,49.91,-14.1
"AUT",2016,79192,80595,78514,82676,-1403,678,-3484,8735970,906.5,926.85,898.73,954.98,-20.35,7.77,-48.48,392.7,397.73,387.43,408.03,-5.03,5.27,-15.33,928.9,941.02,909.88,972.16,-12.12,19.02,-43.26,638.8,647.58,626.99,668.18,-8.78,11.81,-29.38,967.1,979.98,947.57,1012.38,-12.88,19.53,-45.28
"AUT",2017,81620,81178,79068,83289,442,2552,-1669,8797090,927.9,928.51,899.98,957.03,-0.61,27.92,-29.13,395.2,392.76,382.29,403.23,2.44,12.91,-8.03,945.9,933.45,901.73,965.17,12.45,44.17,-19.27,649.5,641.82,620.85,662.8,7.68,28.65,-13.3,985.5,972.26,939.26,1005.27,13.24,46.24,-19.77
"AUT",2018,82298,81762,79615,83908,536,2683,-1610,8840172,931,930.16,901.15,959.17,0.84,29.85,-28.17,393.5,387.8,377.1,398.49,5.7,16.4,-4.99,940,925.88,893.42,958.35,14.12,46.58,-18.35,645.9,636.06,614.59,657.54,9.84,31.31,-11.64,979.2,964.54,930.76,998.33,14.66,48.44,-19.13
"AUT",2019,81781,82345,80157,84532,-564,1624,-2751,8879515,921,931.82,902.25,961.38,-10.82,18.75,-40.38,381.7,382.83,371.88,393.79,-1.13,9.82,-12.09,909.3,918.32,884.94,951.7,-9.02,24.36,-42.4,625.1,630.3,608.22,652.38,-5.2,16.88,-27.28,946.4,956.83,922.09,991.56,-10.43,24.31,-45.16
"AUT",2020,89880,82928,80694,85162,6952,9186,4718,8916561,1007.9,933.47,903.27,963.67,74.43,104.63,44.23,401.7,377.87,366.61,389.12,23.83,35.09,12.58,963.7,910.75,876.31,945.2,52.95,87.39,18.5,660.9,624.54,601.76,647.32,36.36,59.14,13.58,1002.6,949.11,913.27,984.96,53.49,89.33,17.64
"AUT",2021,89863,83511,81225,85797,6352,8638,4066,8955354,1003.4,935.13,904.23,966.02,68.27,99.17,37.38,396.2,372.9,361.3,384.5,23.3,34.9,11.7,938.5,903.19,867.54,938.83,35.31,70.96,-0.33,644.6,618.78,595.21,642.36,25.82,49.39,2.24,975.7,941.4,904.3,978.49,34.3,71.4,-2.79
"AUT",2022,91786,84094,81751,86436,7692,10035,5350,8911136,1030,936.78,905.12,968.44,93.22,124.88,61.56,431.4,367.93,355.96,379.91,63.47,75.44,51.49,981.3,895.62,858.65,932.59,85.68,122.65,48.71,687.4,613.02,588.57,637.48,74.38,98.83,49.92,1000.8,933.68,895.21,972.15,67.12,105.59,28.65
"AZE",2015,54700,55612,53350,57873,-912,1350,-3173,9858079,554.9,563.26,542.51,584.01,-8.36,12.39,-29.11
"AZE",2016,56648,56021,53983,58060,627,2665,-1412,9971498,568.1,562.27,543.57,580.97,5.83,24.53,-12.87
"AZE",2017,57109,56431,54472,58389,678,2637,-1280,10068039,567.3,561.28,543.31,579.25,6.02,23.99,-11.95
"AZE",2018,57250,56840,54802,58879,410,2448,-1629,10148747,564.2,560.29,541.59,578.99,3.91,22.61,-14.79
"AZE",2019,56447,57250,54988,59512,-803,1459,-3065,10228581,551.9,559.3,538.55,580.05,-7.4,13.35,-28.15
"AZE",2020,75647,57660,55069,60251,17987,20578,15396,10283541,735.5,558.31,534.54,582.08,177.19,200.96,153.42
"AZE",2021,76878,58069,55077,61061,18809,21801,15817,10326477,744.4,557.32,529.87,584.77,187.08,214.53,159.63
"AZE",2022,60810,58479,55040,61918,2331,5770,-1108,10392977,585.2,556.33,524.77,587.89,28.87,60.43,-2.69
"BEL",2001,103468,,,,,,,10286126,1006,,,,,,,535.7,,,,,,,1211.3,,,,,,,843.9,,,,,,,1276,,,,,,
"BEL",2002,105658,,,,,,,10332343,1022.7,,,,,,,532.5,,,,,,,1209.6,,,,,,,840.8,,,,,,,1274.6,,,,,,
"BEL",2003,107099,,,,,,,10375743,1032.2,,,,,,,525.7,,,,,,,1200.9,,,,,,,833.8,,,,,,,1266,,,,,,
"BEL",2004,101917,,,,,,,10420664,978.1,,,,,,,491.7,,,,,,,1117.4,,,,,,,776.4,,,,,,,1176.2,,,,,,
"BEL",2005,103356,102252,98559,105944,1104,4797,-2588,10477989,986.5,973.29,941.76,1004.83,13.21,44.74,-18.33,487.9,,,,,,,1108.8,,,,,,,770.4,,,,,,,1167.9,,,,,,
"BEL",2006,101594,102845,99223,106468,-1251,2371,-4874,10547255,963.3,972.15,941.21,1003.09,-8.85,22.09,-39.79,471.1,,,,,,,1066,,,,,,,741.6,,,,,,,1122.3,,,,,,
"BEL",2007,102065,103439,99876,107002,-1374,2189,-4937,10624912,960.7,971.02,940.59,1001.44,-10.32,20.11,-40.74,463.8,,,,,,,1046.7,,,,,,,728.7,,,,,,,1101.9,,,,,,
"BEL",2008,104585,104033,100520,107546,552,4065,-2961,10709151,976.7,969.88,939.88,999.88,6.82,36.82,-23.18,463.9,460,446.56,473.44,3.9,17.34,-9.54,1050,,,,,,,730.5,,,,,,,1106.9,,,,,,
"BEL",2009,104484,104626,101153,108100,-142,3331,-3616,10795660,968,968.74,939.08,998.41,-0.74,28.92,-30.41,453.1,453.72,440.64,466.79,-0.62,12.46,-13.69,1028.4,,,,,,,714.9,,,,,,,1084.3,,,,,,
"BEL",2010,105118,105220,101775,108665,-102,3343,-3547,10888586,965.5,967.61,938.18,997.03,-2.11,27.32,-31.53,445.2,447.43,434.66,460.2,-2.23,10.54,-15,1013,,,,,,,703.4,,,,,,,1068.6,,,,,,
"BEL",2011,104248,105814,102385,109242,-1566,1863,-4994,10987850,948.8,966.47,937.19,995.75,-17.67,11.61,-46.95,433.3,441.15,428.61,453.69,-7.85,4.69,-20.39,984.3,,,,,,,683.7,,,,,,,1038.2,,,,,,
"BEL",2012,109026,106407,102985,109830,2619,6041,-804,11087253,983.5,965.33,936.11,994.56,18.17,47.39,-11.06,441,434.87,422.49,447.25,6.13,18.51,-6.25,1011.4,,,,,,,700.9,,,,,,,1068.7,,,,,,
"BEL",2013,109306,107001,103573,110429,2305,5733,-1123,11158994,979.6,964.2,934.92,993.47,15.4,44.68,-13.87,434.7,428.59,416.29,440.89,6.11,18.41,-6.19,999.8,,,,,,,692.1,,,,,,,1056.3,,,,,,
"BEL",2014,104746,107594,104149,111040,-2848,597,-6294,11208517,934.5,963.06,933.64,992.48,-28.56,0.86,-57.98,410.6,422.31,410.01,434.61,-11.71,0.59,-24.01,942.5,963.91,920.63,1007.19,-21.41,21.87,-64.69,652.9,667.09,638.21,695.96,-14.19,14.69,-43.06,996.3,1019.34,972.46,1066.23,-23.04,23.84,-69.93
"BEL",2015,110444,108188,104714,111662,2256,5730,-1218,11273489,979.9,961.92,932.26,991.59,17.98,47.64,-11.69,422,416.03,403.65,428.41,5.97,18.35,-6.41,978.4,955.03,915.13,994.93,23.37,63.27,-16.53,676.1,660.57,633.95,687.19,15.53,42.15,-11.09,1035.9,1010.65,967.42,1053.87,25.25,68.48,-17.97
"BEL",2016,108096,108782,105269,112295,-686,2827,-4199,11331030,954,960.79,930.79,990.79,-6.79,23.21,-36.79,407.8,409.75,397.21,422.29,-1.95,10.59,-14.49,944.6,946.16,908.05,984.26,-1.56,36.55,-39.66,652.8,654.06,628.64,679.47,-1.26,24.16,-26.67,999.9,1001.95,960.68,1043.22,-2.05,39.22,-43.32
"BEL",2017,109623,109375,105812,112938,248,3811,-3315,11374708,963.8,959.65,929.22,990.08,4.15,34.58,-26.28,405,403.47,390.7,416.24,1.53,14.3,-11.24,942.4,937.28,899.18,975.38,5.12,43.22,-32.98,651.1,647.54,622.13,672.96,3.56,28.97,-21.86,999,993.25,951.98,1034.52,5.75,47.02,-35.52
"BEL",2018,110671,109969,106346,113592,702,4325,-2921,11426509,968.6,958.51,927.57,989.45,10.09,41.03,-20.85,401.2,397.18,384.11,410.26,4.02,17.09,-9.06,936.4,928.4,888.5,968.3,8,47.9,-31.9,646.5,641.03,614.41,667.65,5.47,32.09,-21.15,993.4,984.55,941.33,1027.78,8.85,52.07,-34.38
"BEL",2019,108745,110562,106870,114255,-1817,1875,-5510,11488339,946.6,957.38,925.84,988.91,-10.78,20.76,-42.31,387.6,390.9,377.46,404.34,-3.3,10.14,-16.74,906,919.52,876.24,962.8,-13.52,29.76,-56.8,625.4,634.51,605.64,663.39,-9.11,19.76,-37.99,961.1,975.86,928.97,1022.74,-14.76,32.13,-61.64
"BEL",2020,126748,111156,107385,114928,15592,19363,11820,11538292,1098.5,956.24,924.03,988.45,142.26,174.47,110.05,437.1,384.62,370.75,398.49,52.48,66.35,38.61,1045.2,910.65,862.75,958.55,134.55,182.45,86.65,718,628,596.04,659.96,90,121.96,58.04,1112.6,967.16,915.27,1019.05,145.44,197.33,93.55
"BEL",2021,112303,111750,107891,115609,553,4412,-3306,11585595,969.3,955.1,922.15,988.06,14.2,47.15,-18.76,397.5,378.34,363.99,392.69,19.16,33.51,4.81,928.6,901.77,848.32,955.22,26.83,80.28,-26.62,640.5,621.49,585.83,657.14,19.01,54.67,-16.64,983.4,958.46,900.57,1016.36,24.94,82.83,-32.96
