"iso3c","date","deaths","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","population","cmr","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper","asmr_who","asmr_who_baseline","asmr_who_baseline_lower","asmr_who_baseline_upper","asmr_who_excess","asmr_who_excess_lower","asmr_who_excess_upper","asmr_esp","asmr_esp_baseline","asmr_esp_baseline_lower","asmr_esp_baseline_upper","asmr_esp_excess","asmr_esp_excess_lower","asmr_esp_excess_upper","asmr_usa","asmr_usa_baseline","asmr_usa_baseline_lower","asmr_usa_baseline_upper","asmr_usa_excess","asmr_usa_excess_lower","asmr_usa_excess_upper","asmr_country","asmr_country_baseline","asmr_country_baseline_lower","asmr_country_baseline_upper","asmr_country_excess","asmr_country_excess_lower","asmr_country_excess_upper"
"DEU-HE",2001,59380,,,,,,,6084590,975.9,,,,,,,538.8,,,,,,,1138.7,,,,,,,815.4,,,,,,,1256.3,,,,,,
"DEU-HE",2002,60366,,,,,,,6090543,991.1,,,,,,,544.1,,,,,,,1160.9,,,,,,,829.4,,,,,,,1282.7,,,,,,
"DEU-HE",2003,61512,,,,,,,6093517,1009.5,,,,,,,546.5,,,,,,,1168,,,,,,,834.7,,,,,,,1292.1,,,,,,
"DEU-HE",2004,58483,,,,,,,6095110,959.5,,,,,,,509.1,,,,,,,1070.7,,,,,,,769.5,,,,,,,1184.8,,,,,,
"DEU-HE",2005,58564,,,,,,,6084019,962.6,961.15,922,1000.3,1.45,40.6,-37.7,495.3,,,,,,,1041,,,,,,,748.4,,,,,,,1152.2,,,,,,
"DEU-HE",2006,57835,,,,,,,6073985,952.2,969.13,930.72,1007.54,-16.93,21.48,-55.34,475.6,,,,,,,1005.9,,,,,,,722,,,,,,,1114.6,,,,,,
"DEU-HE",2007,59137,,,,,,,6068827,974.4,977.11,939.34,1014.88,-2.71,35.06,-40.48,480.1,,,,,,,1010.9,,,,,,,726.1,,,,,,,1119.1,,,,,,
"DEU-HE",2008,60085,,,,,,,6063481,990.9,985.09,947.84,1022.33,5.81,43.06,-31.43,478.8,,,,,,,1010,,,,,,,725,,,,,,,1118,,,,,,
"DEU-HE",2009,60659,,,,,,,6064438,1000.3,993.07,956.24,1029.89,7.23,44.06,-29.59,475.4,474.91,457.12,492.7,0.49,18.28,-17.3,1000.5,998.2,953.69,1042.7,2.3,46.81,-42.2,718.4,716.52,686.01,747.04,1.88,32.39,-28.64,1106.6,,,,,,
"DEU-HE",2010,60235,,,,,,,6031092,998.7,1001.04,964.52,1037.57,-2.34,34.18,-38.87,469.9,472.59,455.36,489.82,-2.69,14.54,-19.92,990.5,995.37,952.26,1038.47,-4.87,38.24,-47.97,710.1,714.06,684.5,743.61,-3.96,25.6,-33.51,1094.3,,,,,,
"DEU-HE",2011,60448,,,,,,,6004915,1006.7,1009.02,972.68,1045.37,-2.32,34.02,-38.67,473.1,470.28,453.5,487.06,2.82,19.6,-13.96,992.8,992.54,950.55,1034.52,0.26,42.25,-41.72,713.3,711.59,682.81,740.38,1.71,30.49,-27.08,1096.2,,,,,,
"DEU-HE",2012,61844,,,,,,,6030676,1025.5,1017,980.72,1053.28,8.5,44.78,-27.78,470.2,467.96,451.5,484.41,2.24,18.7,-14.21,996,989.71,948.55,1030.87,6.29,47.45,-34.87,713.5,709.13,680.91,737.35,4.37,32.59,-23.85,1100.6,,,,,,
"DEU-HE",2013,63888,62977,59080,66875,911,4808,-2987,6069193,1052.8,1024.98,988.63,1061.32,27.82,64.17,-8.52,473.5,465.64,449.39,481.89,7.86,24.11,-8.39,1005.9,986.88,946.22,1027.53,19.02,59.68,-21.63,719.6,706.66,678.79,734.54,12.94,40.81,-14.94,1111.1,1086.76,1016.69,1156.84,24.34,94.41,-45.74
"DEU-HE",2014,61197,63691,60039,67343,-2494,1158,-6146,6134244,997.6,1032.96,996.43,1069.48,-35.36,1.17,-71.88,446.6,463.32,447.13,479.5,-16.72,-0.53,-32.9,941.8,984.05,943.55,1024.54,-42.25,-1.75,-82.74,675,704.2,676.44,731.96,-29.2,-1.44,-56.96,1038.7,1084.61,1018.95,1150.28,-45.91,19.75,-111.58
"DEU-HE",2015,66510,64405,60909,67902,2105,5601,-1392,6194272,1073.9,1040.93,1004.11,1077.76,32.97,69.79,-3.86,469.8,461,444.75,477.25,8.8,25.05,-7.45,1005.9,981.22,940.56,1021.87,24.68,65.34,-15.97,717.6,701.74,673.86,729.61,15.86,43.74,-12.01,1110.8,1082.46,1019.6,1145.33,28.34,91.2,-34.53
"DEU-HE",2016,64122,65119,61676,68563,-997,2446,-4441,6227885,1029.6,1048.91,1011.67,1086.16,-19.31,17.93,-56.56,449.7,458.68,442.23,475.13,-8.98,7.47,-25.43,958.9,978.39,937.23,1019.55,-19.49,21.67,-60.65,685,699.27,671.05,727.49,-14.27,13.95,-42.49,1058.7,1080.31,1018.41,1142.22,-21.61,40.29,-83.52
"DEU-HE",2017,66306,65833,62337,69330,473,3969,-3024,6254318,1060.2,1056.89,1019.12,1094.66,3.31,41.08,-34.46,457.9,456.36,439.58,473.14,1.54,18.32,-15.24,984.8,975.56,933.57,1017.54,9.24,51.23,-32.74,702.2,696.81,668.02,725.59,5.39,34.18,-23.39,1088.8,1078.16,1015.3,1141.03,10.64,73.5,-52.23
"DEU-HE",2018,67183,66548,62896,70200,635,4287,-3017,6276731,1070.4,1064.87,1026.46,1103.28,5.53,43.94,-32.88,460.2,454.04,436.81,471.27,6.16,23.39,-11.07,985.6,972.73,929.62,1015.83,12.87,55.98,-30.23,703.9,694.34,664.79,723.9,9.56,39.11,-20,1089.8,1076.01,1010.35,1141.68,13.79,79.45,-51.88
"DEU-HE",2019,66630,67262,63364,71159,-632,3266,-4529,6290568,1059.2,1072.85,1033.7,1112,-13.65,25.5,-52.8,450.2,451.72,433.93,469.51,-1.52,16.27,-19.31,961.8,969.9,925.39,1014.4,-8.1,36.41,-52.6,687.6,691.88,661.36,722.39,-4.28,26.24,-34.79,1064.3,1073.86,1003.79,1143.94,-9.56,60.51,-79.64
"DEU-HE",2020,70027,67976,63759,72193,2051,6268,-2166,6294067,1112.6,1080.83,1040.84,1120.81,31.77,71.76,-8.21,465.9,449.4,430.95,467.86,16.5,34.95,-1.96,997.9,967.07,920.9,1013.23,30.83,77,-15.33,713.3,689.41,657.76,721.07,23.89,55.54,-7.77,1105.3,1071.71,995.89,1147.54,33.59,109.41,-42.24
"DEU-HE",2021,72313,68690,64095,73285,3623,8218,-972,6342272,1140.3,1088.8,1047.89,1129.71,51.5,92.41,10.59,478.8,447.08,427.88,466.29,31.72,50.92,12.51,1017,964.24,916.18,1012.29,52.76,100.82,4.71,727.9,686.95,654,719.89,40.95,73.9,8.01,1124.9,1069.56,986.94,1152.19,55.34,137.96,-27.29
"DEU-HE",2022,75365,69404,64385,74423,5961,10980,942,6406747,1176.3,1096.78,1054.86,1138.7,79.52,121.44,37.6,485.3,444.77,424.72,464.81,40.53,60.58,20.49,1041.1,961.41,911.27,1011.54,79.69,129.83,29.56,743.1,684.48,650.11,718.86,58.62,92.99,24.24,1152.8,1067.41,977.17,1157.66,85.39,175.63,-4.86
"DEU-HH",2001,17868,,,,,,,1727561,1034.3,,,,,,,559.8,,,,,,,1136.3,,,,,,,824,,,,,,,1145.6,,,,,,
"DEU-HH",2002,18421,,,,,,,1731394,1063.9,,,,,,,572,,,,,,,1184.8,,,,,,,854.7,,,,,,,1198.8,,,,,,
"DEU-HH",2003,18085,,,,,,,1734449,1042.7,,,,,,,558.8,,,,,,,1158.6,,,,,,,835.7,,,,,,,1173.5,,,,,,
"DEU-HH",2004,17567,,,,,,,1739145,1010.1,,,,,,,538.5,,,,,,,1102.3,,,,,,,798.8,,,,,,,1118.1,,,,,,
"DEU-HH",2005,17356,,,,,,,1748803,992.5,,,,,,,515.8,,,,,,,1067.5,,,,,,,770.8,,,,,,,1083.6,,,,,,
"DEU-HH",2006,17106,,,,,,,1762248,970.8,,,,,,,499.3,,,,,,,1035.8,,,,,,,747.6,,,,,,,1052.4,,,,,,
"DEU-HH",2007,17042,,,,,,,1771350,962.1,,,,,,,490.6,,,,,,,1021.8,,,,,,,735.9,,,,,,,1037.2,,,,,,
"DEU-HH",2008,17082,,,,,,,1773142,963.4,974.62,939.45,1009.79,-11.22,23.95,-46.39,483,,,,,,,1014.6,,,,,,,728.6,,,,,,,1029.8,,,,,,
"DEU-HH",2009,17185,,,,,,,1780220,965.4,973.39,939.19,1007.6,-7.99,26.21,-42.2,482.7,486.34,469.56,503.12,-3.64,13.14,-20.42,1005,1006.28,966.45,1046.11,-1.28,38.55,-41.11,722.8,724.81,697.44,752.19,-2.01,25.36,-29.39,1017.1,,,,,,
"DEU-HH",2010,17078,,,,,,,1752965,974.2,972.17,938.75,1005.58,2.03,35.45,-31.38,483.2,482.43,466.17,498.68,0.77,17.03,-15.48,1003.6,1001.29,962.72,1039.87,2.31,40.88,-36.27,722.1,720.31,693.79,746.82,1.79,28.31,-24.72,1014.1,1010.65,966.34,1054.97,3.45,47.76,-40.87
"DEU-HH",2011,17050,,,,,,,1726081,987.9,970.94,938.13,1003.75,16.96,49.77,-15.85,488.9,478.51,462.69,494.34,10.39,26.21,-5.44,1009.7,996.31,958.74,1033.88,13.39,50.96,-24.18,727.5,715.8,689.97,741.62,11.7,37.53,-14.12,1019.1,1005.31,962.62,1048,13.79,56.48,-28.9
"DEU-HH",2012,16999,,,,,,,1740191,976.8,969.71,937.31,1002.12,7.09,39.49,-25.32,473.6,474.6,459.09,490.12,-1,14.51,-16.52,991.7,991.33,954.5,1028.16,0.37,37.2,-36.46,710.4,711.29,685.97,736.61,-0.89,24.43,-26.21,999.2,999.96,958.54,1041.39,-0.76,40.66,-42.19
"DEU-HH",2013,17272,,,,,,,1754409,984.7,968.49,936.29,1000.68,16.21,48.41,-15.98,472.6,470.69,455.36,486.02,1.91,17.24,-13.42,991,986.35,949.96,1022.73,4.65,41.04,-31.73,709.9,706.78,681.77,731.79,3.12,28.13,-21.89,999.1,994.62,954.06,1035.18,4.48,45.04,-36.08
"DEU-HH",2014,16779,,,,,,,1774864,945.3,967.26,935.07,999.46,-21.96,10.23,-54.16,454.1,466.78,451.52,482.05,-12.68,2.58,-27.95,948,981.36,945.13,1017.6,-33.36,2.87,-69.6,679.5,702.27,677.37,727.18,-22.77,2.13,-47.68,953.8,989.27,949.15,1029.4,-35.47,4.65,-75.6
"DEU-HH",2015,17573,17478,16562,18393,95,1011,-820,1798702,977.2,966.04,933.63,998.44,11.16,43.57,-21.24,465.5,462.87,447.54,478.2,2.63,17.96,-12.7,981.1,976.38,940,1012.76,4.72,41.1,-31.66,701.4,697.76,672.75,722.77,3.64,28.65,-21.37,988.1,983.93,943.8,1024.05,4.17,44.3,-35.95
"DEU-HH",2016,17251,17551,16726,18377,-300,525,-1126,1820318,947.8,964.81,932,997.62,-17.01,15.8,-49.82,452,458.96,443.44,474.48,-6.96,8.56,-22.48,957,971.4,934.57,1008.23,-14.4,22.43,-51.23,682.6,693.26,667.94,718.57,-10.66,14.66,-35.97,962.6,978.58,938.02,1019.14,-15.98,24.58,-56.54
"DEU-HH",2017,17647,17625,16832,18418,22,815,-771,1835779,961.4,963.58,930.17,997,-2.18,31.23,-35.6,457.2,455.05,439.22,470.88,2.15,17.98,-13.68,973.4,966.42,928.85,1003.98,6.98,44.55,-30.58,692.9,688.75,662.92,714.57,4.15,29.98,-21.67,979.7,973.24,931.81,1014.66,6.46,47.89,-34.96
"DEU-HH",2018,18172,17698,16873,18524,474,1299,-352,1844158,985.4,962.36,928.15,996.56,23.04,57.25,-11.16,462.5,451.14,434.89,467.39,11.36,27.61,-4.89,993,961.43,922.86,1000.01,31.57,70.14,-7.01,705.1,684.24,657.72,710.76,20.86,47.38,-5.66,1000.7,967.89,925.2,1010.58,32.81,75.5,-9.88
"DEU-HH",2019,17480,17772,16856,18687,-292,624,-1207,1849815,945,961.13,925.96,996.3,-16.13,19.04,-51.3,442.3,447.23,430.45,464.01,-4.93,11.85,-21.71,941.5,956.45,916.62,996.28,-14.95,24.88,-54.78,670.8,679.73,652.35,707.11,-8.93,18.45,-36.31,949.6,962.55,918.23,1006.86,-12.95,31.37,-57.26
"DEU-HH",2020,18291,17845,16796,18894,446,1495,-603,1853192,987,959.9,923.61,996.2,27.1,63.39,-9.2,451.7,443.32,425.91,460.72,8.38,25.79,-9.02,970.8,951.47,910.16,992.78,19.33,60.64,-21.98,690.6,675.22,646.83,703.62,15.38,43.77,-13.02,982.7,957.2,910.93,1003.47,25.5,71.77,-20.77
"DEU-HH",2021,18858,17919,16707,19130,939,2151,-272,1872665,1007.1,958.68,921.12,996.24,48.42,85.98,10.86,468.8,439.41,421.29,457.52,29.39,47.51,11.28,991.5,946.48,903.49,989.48,45.02,88.01,2.02,707.9,670.72,641.16,700.27,37.18,66.74,7.63,1000.5,951.85,903.35,1000.36,48.65,97.15,0.14
"DEU-HH",2022,19874,17992,16600,19385,1882,3274,489,1898365,1046.8,957.45,918.5,996.41,89.35,128.3,50.39,477.6,435.49,416.59,454.4,42.11,61.01,23.2,1028.3,941.5,896.64,986.37,86.8,131.66,41.93,730.2,666.21,635.37,697.05,63.99,94.83,33.15,1039.2,946.51,895.51,997.51,92.69,143.69,41.69
"DEU-MV",2001,17187,,,,,,,1752396,980.7,,,,,,,643.9,,,,,,,1286.1,,,,,,,939.4,,,,,,,1651.4,,,,,,
"DEU-MV",2002,17314,,,,,,,1738544,995.9,,,,,,,642,,,,,,,1292.4,,,,,,,942.2,,,,,,,1661,,,,,,
"DEU-MV",2003,17712,,,,,,,1726060,1026,,,,,,,642.3,,,,,,,1301.1,,,,,,,947,,,,,,,1675.3,,,,,,
"DEU-MV",2004,17148,,,,,,,1713578,1000.7,,,,,,,603.2,,,,,,,1207,,,,,,,882,,,,,,,1552.6,,,,,,
"DEU-MV",2005,17379,,,,,,,1700640,1021.8,,,,,,,588.8,,,,,,,1181.3,,,,,,,863.1,,,,,,,1522,,,,,,
"DEU-MV",2006,17291,,,,,,,1686853,1025,,,,,,,570.1,,,,,,,1136,,,,,,,831.3,,,,,,,1461.4,,,,,,
"DEU-MV",2007,17600,,,,,,,1672166,1052.5,1059.29,1006.22,1112.36,-6.79,46.28,-59.86,567.3,573.2,548.02,598.37,-5.9,19.28,-31.07,1133.9,,,,,,,829.5,,,,,,,1460.1,,,,,,
"DEU-MV",2008,17817,,,,,,,1657911,1074.7,1083.82,1032.02,1135.61,-9.12,42.68,-60.91,568.1,573.44,548.87,598.02,-5.34,19.23,-29.92,1116.3,,,,,,,820.5,829.44,791.78,867.11,-8.94,28.72,-46.61,1431.5,,,,,,
"DEU-MV",2009,18361,,,,,,,1646857,1114.9,1108.34,1057.61,1159.07,6.56,57.29,-44.17,568.1,573.69,549.62,597.76,-5.59,18.48,-29.66,1126.8,1128.3,1072.92,1183.69,-1.5,53.88,-56.89,825.1,827.18,790.55,863.82,-2.08,34.55,-38.72,1447.9,1442.84,1368.51,1517.16,5.06,79.39,-69.26
"DEU-MV",2010,18713,,,,,,,1624951,1151.5,1132.86,1082.98,1182.75,18.64,68.52,-31.25,580.9,573.94,550.27,597.6,6.96,30.63,-16.7,1137,1122.18,1068.55,1175.82,14.82,68.45,-38.82,836.8,824.92,789.13,860.71,11.88,47.67,-23.91,1455.7,1433.53,1361.55,1505.52,22.17,94.15,-49.82
"DEU-MV",2011,18569,,,,,,,1603678,1157.9,1157.38,1108.11,1206.66,0.52,49.79,-48.76,583.1,574.18,550.81,597.56,8.92,32.29,-14.46,1116.2,1116.06,1063.82,1168.3,0.14,52.38,-52.1,827.7,822.66,787.52,857.8,5.04,40.18,-30.1,1420.4,1424.23,1354.13,1494.34,-3.83,66.27,-73.94
"DEU-MV",2012,18912,,,,,,,1598453,1183.2,1181.91,1133,1230.81,1.29,50.2,-47.61,581.4,574.43,551.23,597.63,6.97,30.17,-16.23,1111.5,1109.94,1058.72,1161.15,1.56,52.78,-49.65,825.5,820.4,785.7,855.1,5.1,39.8,-29.6,1414.2,1414.93,1346.2,1483.67,-0.73,68,-69.47
"DEU-MV",2013,19833,,,,,,,1597797,1241.3,1206.43,1157.65,1255.21,34.87,83.65,-13.91,592.3,574.68,551.54,597.82,17.62,40.76,-5.52,1131.9,1103.81,1053.22,1154.4,28.09,78.68,-22.5,840.3,818.14,783.66,852.62,22.16,56.64,-12.32,1439.8,1405.63,1337.73,1473.53,34.17,102.07,-33.73
"DEU-MV",2014,18911,,,,,,,1605624,1177.8,1230.95,1182.05,1279.86,-53.15,-4.25,-102.06,556.4,574.92,551.72,598.12,-18.52,4.68,-41.72,1044.6,1097.69,1047.31,1148.07,-53.09,-2.71,-103.47,780.8,815.88,781.4,850.36,-35.08,-0.6,-69.56,1323.5,1396.33,1328.71,1463.94,-72.83,-5.21,-140.44
"DEU-MV",2015,20333,20183,19246,21119,150,1087,-786,1611533,1261.7,1255.48,1206.2,1304.75,6.22,55.5,-43.05,581.1,575.17,551.79,598.55,5.93,29.31,-17.45,1093.8,1091.57,1040.98,1142.16,2.23,52.82,-48.36,817.4,813.62,778.92,848.32,3.78,38.48,-30.92,1385.6,1387.03,1319.13,1454.92,-1.43,66.47,-69.32
"DEU-MV",2016,20428,20606,19762,21450,-178,666,-1022,1610892,1268.1,1280,1230.11,1329.89,-11.9,37.99,-61.79,570.1,575.42,551.75,599.08,-5.32,18.35,-28.98,1070.4,1085.45,1034.23,1136.66,-15.05,36.17,-66.26,801.7,811.36,776.22,846.5,-9.66,25.48,-44.8,1356.5,1377.72,1308.99,1446.46,-21.22,47.51,-89.96
"DEU-MV",2017,20742,21029,20218,21840,-287,524,-1098,1610411,1288,1304.52,1253.79,1355.25,-16.52,34.21,-67.25,559.9,575.66,551.6,599.73,-15.76,8.3,-39.83,1063.9,1079.32,1027.09,1131.56,-15.42,36.81,-67.66,794,809.09,773.31,844.88,-15.09,20.69,-50.88,1352.9,1368.42,1298.32,1438.53,-15.52,54.58,-85.63
"DEU-MV",2018,21957,21452,20608,22296,505,1349,-339,1608921,1364.7,1329.05,1277.25,1380.84,35.65,87.45,-16.14,589.2,575.91,551.34,600.48,13.29,37.86,-11.28,1106.8,1073.2,1019.56,1126.84,33.6,87.24,-20.04,829.6,806.83,770.2,843.47,22.77,59.4,-13.87,1404.3,1359.12,1287.14,1431.1,45.18,117.16,-26.8
"DEU-MV",2019,21684,21875,20939,22811,-191,745,-1127,1609431,1347.3,1353.57,1300.5,1406.64,-6.27,46.8,-59.34,572.9,576.16,550.98,601.33,-3.26,21.92,-28.43,1071.7,1067.08,1011.7,1122.46,4.62,60,-50.76,804.7,804.57,766.91,842.24,0.13,37.79,-37.54,1358.8,1349.82,1275.49,1424.15,8.98,83.31,-65.35
"DEU-MV",2020,21861,22298,21225,23371,-437,636,-1510,1610963,1357,1378.09,1323.56,1432.63,-21.09,33.44,-75.63,569.5,576.4,550.53,602.28,-6.9,18.97,-32.78,1064.9,1060.95,1003.51,1118.4,3.95,61.39,-53.5,800,802.31,763.44,841.18,-2.31,36.56,-41.18,1352,1340.52,1263.42,1417.61,11.48,88.58,-65.61
"DEU-MV",2021,24132,22721,21482,23960,1411,2650,172,1619605,1490,1402.62,1346.43,1458.8,87.38,143.57,31.2,611.5,576.65,550,603.3,34.85,61.5,8.2,1160.7,1054.83,995.04,1114.62,105.87,165.66,46.08,866.8,800.05,759.83,840.27,66.75,106.97,26.53,1479.6,1331.21,1250.97,1411.46,148.39,228.63,68.14
"DEU-MV",2022,25403,23144,21720,24568,2259,3683,835,1630670,1557.8,1427.14,1369.15,1485.13,130.66,188.65,72.67,611.4,576.9,549.39,604.41,34.5,62.01,6.99,1197.4,1048.71,986.32,1111.1,148.69,211.08,86.3,884.5,797.79,756.07,839.51,86.71,128.43,44.99,1537.3,1321.91,1238.18,1405.64,215.39,299.12,131.66
"DEU-NI",2001,82517,,,,,,,7968214,1035.6,,,,,,,564.4,,,,,,,1181.4,,,,,,,848.8,,,,,,,1375.2,,,,,,
"DEU-NI",2002,83519,,,,,,,7986819,1045.7,,,,,,,568.1,,,,,,,1194.9,,,,,,,858,,,,,,,1392.6,,,,,,
"DEU-NI",2003,85312,,,,,,,7997090,1066.8,,,,,,,568.7,,,,,,,1205.7,,,,,,,864,,,,,,,1408.3,,,,,,
"DEU-NI",2004,81456,,,,,,,7997493,1018.5,,,,,,,532.2,,,,,,,1115.1,,,,,,,802.4,,,,,,,1302.9,,,,,,
"DEU-NI",2005,83046,,,,,,,7988423,1039.6,,,,,,,527.6,,,,,,,1106.5,,,,,,,796.6,,,,,,,1293.9,,,,,,
"DEU-NI",2006,82099,,,,,,,7977290,1029.1,,,,,,,511.2,,,,,,,1066.4,,,,,,,768.5,,,,,,,1246.1,,,,,,
"DEU-NI",2007,82309,,,,,,,7959698,1034.1,1052.93,1015.44,1090.42,-18.83,18.66,-56.32,503.9,,,,,,,1053.2,,,,,,,758.9,,,,,,,1231.4,,,,,,
"DEU-NI",2008,84898,,,,,,,7938206,1069.5,1065.27,1028.68,1101.86,4.23,40.82,-32.36,508.9,,,,,,,1070.3,,,,,,,769.2,,,,,,,1251.6,,,,,,
"DEU-NI",2009,85605,,,,,,,7923656,1080.3,1077.61,1041.77,1113.45,2.69,38.53,-33.15,508.4,508.6,493.78,523.42,-0.2,14.62,-15.02,1059.5,1055.64,1018.53,1092.75,3.86,40.97,-33.25,763.1,760.77,735.57,785.96,2.33,27.53,-22.86,1236.4,,,,,,
"DEU-NI",2010,85795,,,,,,,7847643,1093.2,1089.95,1054.7,1125.19,3.25,38.5,-31.99,506.7,507.65,493.3,522.01,-0.95,13.4,-15.31,1055.7,1053.24,1017.3,1089.18,2.46,38.4,-33.48,759.9,759.25,734.85,783.65,0.65,25.05,-23.75,1230.6,,,,,,
"DEU-NI",2011,85519,,,,,,,7776590,1099.7,1102.28,1067.48,1137.09,-2.58,32.22,-37.39,508.4,506.71,492.73,520.69,1.69,15.67,-12.29,1047.7,1050.85,1015.85,1085.85,-3.15,31.85,-38.15,757.3,757.72,733.96,781.49,-0.42,23.34,-24.19,1218.9,1218.06,1167.25,1268.87,0.84,51.65,-49.97
"DEU-NI",2012,87028,87735,83978,91493,-707,3050,-4465,7784667,1117.9,1114.62,1080.08,1149.17,3.28,37.82,-31.27,504.1,505.76,492.06,519.47,-1.66,12.04,-15.37,1045.6,1048.46,1014.14,1082.78,-2.86,31.46,-37.18,753.7,756.2,732.9,779.5,-2.5,20.8,-25.8,1216.7,1216.05,1167.44,1264.66,0.65,49.26,-47.96
"DEU-NI",2013,90571,88886,85324,92449,1685,5247,-1878,7808304,1160,1126.96,1092.5,1161.42,33.04,67.5,-1.42,515.5,504.82,491.28,518.35,10.68,24.22,-2.85,1066.3,1046.07,1012.17,1079.97,20.23,54.13,-13.67,769.6,754.68,731.66,777.69,14.92,37.94,-8.09,1239.8,1214.04,1167.07,1261.02,25.76,72.73,-21.22
"DEU-NI",2014,87598,90037,86610,93464,-2439,988,-5866,7875717,1112.2,1139.3,1104.75,1173.85,-27.1,7.45,-61.65,491.4,503.87,490.39,517.35,-12.47,1.01,-25.95,1008.7,1043.67,1009.91,1077.43,-34.97,-1.21,-68.73,729.6,753.15,730.23,776.07,-23.55,-0.63,-46.47,1170.9,1212.03,1166.06,1258,-41.13,4.84,-87.1
"DEU-NI",2015,92449,91188,87831,94545,1261,4618,-2096,7935952,1165,1151.64,1116.83,1186.45,13.36,48.17,-21.45,503.3,502.93,489.39,516.46,0.37,13.91,-13.16,1045.9,1041.28,1007.38,1075.18,4.62,38.52,-29.28,753.6,751.63,728.62,774.65,1.97,24.98,-21.05,1215.7,1210.02,1164.4,1255.65,5.68,51.3,-39.95
"DEU-NI",2016,92369,92339,88982,95696,30,3387,-3327,7954066,1161.3,1163.98,1128.73,1199.22,-2.68,32.57,-37.92,502,501.98,488.28,515.69,0.02,13.72,-13.69,1034.4,1038.89,1004.57,1073.2,-4.49,29.83,-38.8,747.8,750.11,726.81,773.41,-2.31,20.99,-25.61,1201.2,1208.01,1162.04,1253.98,-6.81,39.16,-52.78
"DEU-NI",2017,93688,93490,90063,96917,198,3625,-3229,7972423,1175.2,1176.32,1140.48,1212.15,-1.12,34.72,-36.95,499.1,501.04,487.06,515.01,-1.94,12.04,-15.91,1041.5,1036.49,1001.49,1071.5,5.01,40.01,-30,750.1,748.59,724.82,772.35,1.51,25.28,-22.25,1211.9,1206,1159.03,1252.98,5.9,52.87,-41.08
"DEU-NI",2018,96151,94641,91078,98203,1510,5073,-2052,7987921,1203.7,1188.65,1152.06,1225.25,15.05,51.64,-21.55,509.4,500.09,485.74,514.44,9.31,23.66,-5.04,1057,1034.1,998.16,1070.04,22.9,58.84,-13.04,763,747.06,722.66,771.46,15.94,40.34,-8.46,1229.8,1203.99,1155.38,1252.6,25.81,74.42,-22.8
"DEU-NI",2019,94254,95792,92034,99549,-1538,2220,-5295,7998420,1178.4,1200.99,1163.5,1238.48,-22.59,14.9,-60.08,494.3,499.15,484.33,513.96,-4.85,9.97,-19.66,1018.1,1031.71,994.6,1068.82,-13.61,23.5,-50.72,737,745.54,720.35,770.74,-8.54,16.65,-33.74,1185.3,1201.98,1151.17,1252.79,-16.68,34.13,-67.49
"DEU-NI",2020,96958,96942,92941,100944,16,4017,-3986,8015001,1209.7,1213.33,1174.8,1251.86,-3.63,34.9,-42.16,500.6,498.2,482.83,513.57,2.4,17.77,-12.97,1031.5,1029.32,990.82,1067.81,2.18,40.68,-36.31,746.8,744.02,717.89,770.15,2.78,28.91,-23.35,1201.8,1199.97,1146.47,1253.47,1.83,55.33,-51.67
"DEU-NI",2021,99964,98093,93805,102381,1871,6159,-2417,8082558,1236.8,1225.67,1185.98,1265.36,11.13,50.82,-28.56,512.6,497.25,481.26,513.25,15.35,31.34,-0.65,1048.9,1026.92,986.86,1066.99,21.98,62.04,-18.09,760.5,742.5,715.3,769.7,18,45.2,-9.2,1220.4,1197.96,1141.34,1254.58,22.44,79.06,-34.18
"DEU-NI",2022,108408,99244,94636,103852,9164,13772,4556,8159582,1328.5,1238.01,1197.04,1278.97,90.49,131.46,49.53,534,496.31,479.62,513,37.69,54.38,21,1116.6,1024.53,982.73,1066.33,92.07,133.87,50.27,804.1,740.97,712.59,769.35,63.13,91.51,34.75,1303.8,1195.95,1135.85,1256.05,107.85,167.95,47.75
"DEU-NW",2001,184864,,,,,,,18063991,1023.4,,,,,,,572.3,,,,,,,1194.4,,,,,,,857.9,,,,,,,1356,,,,,,
"DEU-NW",2002,188294,,,,,,,18077988,1041.6,,,,,,,577,,,,,,,1217.2,,,,,,,871.7,,,,,,,1384.4,,,,,,
"DEU-NW",2003,190793,,,,,,,18077560,1055.4,,,,,,,575.8,,,,,,,1217.9,,,,,,,872.1,,,,,,,1387,,,,,,
"DEU-NW",2004,184412,,,,,,,18066892,1020.7,,,,,,,545.2,,,,,,,1142.5,,,,,,,821.2,,,,,,,1300.8,,,,,,
"DEU-NW",2005,186505,,,,,,,18043706,1033.6,,,,,,,536.8,,,,,,,1124.3,,,,,,,808.6,,,,,,,1280.7,,,,,,
"DEU-NW",2006,183700,,,,,,,18012992,1019.8,,,,,,,516.3,,,,,,,1082.4,,,,,,,778,,,,,,,1233.1,,,,,,
"DEU-NW",2007,184969,,,,,,,17965451,1029.6,1045.28,1006.74,1083.82,-15.68,22.86,-54.22,513.5,,,,,,,1072.9,,,,,,,771.8,,,,,,,1221.4,,,,,,
"DEU-NW",2008,189646,,,,,,,17903489,1059.2,1055.55,1017.94,1093.17,3.65,41.26,-33.97,516.9,,,,,,,1085.1,,,,,,,779.4,,,,,,,1235.9,,,,,,
