"iso3c","date","deaths","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","population","cmr","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"AUS",2015,63470,,,,,,,465454,13633.7,,,,,,
"AUS",2016,64278,,,,,,,477727,13451.2,,,,,,
"AUS",2017,66817,,,,,,,488415,13677.7,,,,,,
"AUS",2018,64224,,,,,,,499617,12851.8,,,,,,
"AUS",2019,66723,,,,,,,512189,13025.9,,,,,,
"AUS",2020,65084,,,,,,,527046,12348,,,,,,
"AUS",2021,69982,,,,,,,544593,12846.2,,,,,,
"AUS",2022,79040,,,,,,,564516,14002.2,,,,,,
"AUT",2001,24129,,,,,,,136114,17725.6,,,,,,
"AUT",2002,24016,,,,,,,129168,18584.9,,,,,,
"AUT",2003,23500,,,,,,,124723,18836.1,,,,,,
"AUT",2004,21793,,,,,,,128336,17006.9,,,,,,
"AUT",2005,22639,,,,,,,138533,16376.9,,,,,,
"AUT",2006,23546,,,,,,,150463,15666.6,,,,,,
"AUT",2007,24495,,,,,,,162404,15097.5,,,,,,
"AUT",2008,25853,,,,,,,173114,14945.1,,,,,,
"AUT",2009,26981,,,,,,,182701,14790.8,,,,,,
"AUT",2010,27943,,,,,,,191582,14589.2,,,,,,
"AUT",2011,28202,,,,,,,198966,14177.3,14494.38,13644.07,15344.68,-317.08,533.23,-1167.38
"AUT",2012,30663,30543,28675,32411,120,1988,-1748,204501,14999.8,14597.97,13784.47,15411.48,401.83,1215.33,-411.68
"AUT",2013,31105,31183,29412,32955,-78,1693,-1850,209647,14844.1,14701.57,13915.4,15487.73,142.53,928.7,-643.63
"AUT",2014,30844,31824,30120,33528,-980,724,-2684,214622,14372.8,14805.16,14035.86,15574.46,-432.36,336.94,-1201.66
"AUT",2015,33619,32464,30795,34134,1155,2824,-515,219132,15350.7,14908.76,14145.16,15672.35,441.94,1205.54,-321.65
"AUT",2016,32448,33105,31435,34774,-657,1013,-2326,222765,14565.5,15012.35,14243.05,15781.65,-446.85,322.45,-1216.15
"AUT",2017,34588,33745,32041,35449,843,2547,-861,224910,15382,15115.95,14329.78,15902.11,266.05,1052.22,-520.11
"AUT",2018,34579,34386,32614,36157,193,1965,-1578,226161,15290.6,15219.54,14406.04,16033.05,71.06,884.56,-742.45
"AUT",2019,34430,35026,33158,36894,-596,1272,-2464,226570,15196,15323.14,14472.83,16173.44,-127.14,723.17,-977.44
"AUT",2020,37501,35667,33677,37657,1834,3824,-156,227034,16516.1,15426.73,14531.34,16322.12,1089.37,1984.76,193.98
"AUT",2021,36086,36307,34175,38439,-221,1911,-2353,228413,15798.5,15530.33,14582.73,16477.92,268.17,1215.77,-679.42
"AUT",2022,37272,36948,34656,39239,324,2616,-1967,231412,16107,15633.92,14628.12,16639.72,473.08,1478.88,-532.72
"BEL",2001,31479,,,,,,,176923,17780,,,,,,
"BEL",2002,31593,,,,,,,169023,18673.9,,,,,,
"BEL",2003,31259,,,,,,,162811,19197.1,,,,,,
"BEL",2004,28391,,,,,,,166733,17060.6,,,,,,
"BEL",2005,30019,,,,,,,179944,16722.6,,,,,,
"BEL",2006,30177,,,,,,,194765,15526.6,,,,,,
"BEL",2007,31432,,,,,,,209386,15020.9,,,,,,
"BEL",2008,33529,,,,,,,222585,15078.6,,,,,,
"BEL",2009,34511,,,,,,,235576,14671.8,14648.73,13860.11,15437.35,23.07,811.69,-765.55
"BEL",2010,35952,,,,,,,248357,14484.6,14595.79,13832.03,15359.54,-111.19,652.57,-874.94
"BEL",2011,36591,37996,35319,40673,-1405,1272,-4082,259541,14100.5,14542.84,13799,15286.68,-442.34,301.5,-1186.18
"BEL",2012,40383,39198,36636,41759,1185,3747,-1376,269067,15020.5,14489.9,13760.62,15219.18,530.6,1259.88,-198.68
"BEL",2013,41237,40399,37924,42875,838,3313,-1638,278719,14810.3,14436.95,13716.55,15157.36,373.35,1093.75,-347.06
"BEL",2014,40125,41601,39179,44023,-1476,946,-3898,289129,13880.7,14384.01,13666.59,15101.43,-503.31,214.11,-1220.73
"BEL",2015,43968,42802,40398,45207,1166,3570,-1239,300133,14671,14331.06,13610.66,15051.47,339.94,1060.34,-380.47
"BEL",2016,43632,44004,41582,46426,-372,2050,-2794,311205,14022.2,14278.12,13548.84,15007.4,-255.92,473.36,-985.2
"BEL",2017,45846,45206,42730,47681,640,3116,-1835,320636,14309.4,14225.18,13481.33,14969.02,84.22,828.07,-659.62
"BEL",2018,46877,46407,43846,48969,470,3031,-2092,328394,14282.8,14172.23,13408.47,14935.99,110.57,874.33,-653.19
"BEL",2019,46563,47609,44931,50286,-1046,1632,-3723,333348,13970.3,14119.29,13330.66,14907.91,-148.99,639.64,-937.61
"BEL",2020,56086,48810,45991,51630,7276,10095,4456,335416,16721,14066.34,13248.35,14884.33,2654.66,3472.65,1836.67
"BEL",2021,46284,50012,47028,52996,-3728,-744,-6712,338566,13670.7,14013.4,13162.01,14864.79,-342.7,508.69,-1194.09
"BEL",2022,50862,51214,48047,54381,-352,2815,-3519,343507,14807.8,13960.45,13072.08,14848.82,847.35,1735.72,-41.02
"BGR",2001,17321,,,,,,,70860,24444.8,,,,,,
"BGR",2002,16437,,,,,,,64762,25354.2,,,,,,
"BGR",2003,15004,,,,,,,62789,23917.7,,,,,,
"BGR",2004,14250,,,,,,,67052,21325.3,,,,,,
"BGR",2005,15548,,,,,,,74021,21033.6,,,,,,
"BGR",2006,16362,,,,,,,81055,20235.1,,,,,,
"BGR",2007,18058,,,,,,,88021,20557.8,,,,,,
"BGR",2008,18848,,,,,,,94638,19939.6,,,,,,
"BGR",2009,19402,,,,,,,101707,19100.2,,,,,,
"BGR",2010,22057,,,,,,,107994,20430.3,20031.54,18926.58,21136.5,398.76,1503.72,-706.2
"BGR",2011,22102,,,,,,,112936,19577.7,19951.06,18886.66,21015.46,-373.36,691.04,-1437.76
"BGR",2012,23687,,,,,,,117438,20193.2,19870.58,18837.65,20903.51,322.62,1355.55,-710.31
