"Notes","State","State Code","Year","Year Code",Deaths,Population,Crude Rate
,"Alabama","01","1999","1999",2780,1295255,214.6
,"Alabama","01","2000","2000",2690,1288527,208.8
,"Alabama","01","2001","2001",2696,1266952,212.8
,"Alabama","01","2002","2002",2718,1249808,217.5
,"Alabama","01","2003","2003",2767,1238460,223.4
,"Alabama","01","2004","2004",2754,1231571,223.6
,"Alabama","01","2005","2005",2735,1228586,222.6
,"Alabama","01","2006","2006",2928,1233767,237.3
,"Alabama","01","2007","2007",2732,1232608,221.6
,"Alabama","01","2008","2008",2662,1231410,216.2
,"Alabama","01","2009","2009",2688,1232200,218.1
,"Alabama","01","2010","2010",2630,1228423,214.1
,"Alabama","01","2011","2011",2616,1222759,213.9
,"Alabama","01","2012","2012",2717,1224424,221.9
,"Alabama","01","2013","2013",2662,1228123,216.8
,"Alabama","01","2014","2014",2739,1231977,222.3
,"Alabama","01","2015","2015",2749,1235222,222.6
,"Alabama","01","2016","2016",3003,1233200,243.5
,"Alabama","01","2017","2017",2944,1232097,238.9
"Total","Alabama","01",,,52210,23565369,221.6
,"Alaska","02","1999","1999",366,206897,176.9
,"Alaska","02","2000","2000",357,203522,175.4
,"Alaska","02","2001","2001",372,198158,187.7
,"Alaska","02","2002","2002",400,194428,205.7
,"Alaska","02","2003","2003",324,190773,169.8
,"Alaska","02","2004","2004",348,189864,183.3
,"Alaska","02","2005","2005",345,188753,182.8
,"Alaska","02","2006","2006",345,188470,183.1
,"Alaska","02","2007","2007",341,188612,180.8
,"Alaska","02","2008","2008",347,189673,182.9
,"Alaska","02","2009","2009",337,191023,176.4
,"Alaska","02","2010","2010",326,196099,166.2
,"Alaska","02","2011","2011",347,198832,174.5
,"Alaska","02","2012","2012",366,203103,180.2
,"Alaska","02","2013","2013",360,205282,175.4
,"Alaska","02","2014","2014",351,208376,168.4
,"Alaska","02","2015","2015",376,210642,178.5
,"Alaska","02","2016","2016",457,212598,215.0
,"Alaska","02","2017","2017",438,213427,205.2
"Total","Alaska","02",,,6903,3778532,182.7
,"Arizona","04","1999","1999",2539,1499974,169.3
,"Arizona","04","2000","2000",2588,1511469,171.2
,"Arizona","04","2001","2001",2681,1526458,175.6
,"Arizona","04","2002","2002",2704,1543384,175.2
,"Arizona","04","2003","2003",2716,1554533,174.7
,"Arizona","04","2004","2004",2604,1580090,164.8
,"Arizona","04","2005","2005",2707,1620018,167.1
,"Arizona","04","2006","2006",2844,1664223,170.9
,"Arizona","04","2007","2007",2714,1682760,161.3
,"Arizona","04","2008","2008",2458,1690369,145.4
,"Arizona","04","2009","2009",2588,1685082,153.6
,"Arizona","04","2010","2010",2443,1679187,145.5
,"Arizona","04","2011","2011",2478,1692419,146.4
,"Arizona","04","2012","2012",2569,1704005,150.8
,"Arizona","04","2013","2013",2705,1711603,158.0
,"Arizona","04","2014","2014",2670,1734338,153.9
,"Arizona","04","2015","2015",2819,1755258,160.6
,"Arizona","04","2016","2016",2930,1778348,164.8
,"Arizona","04","2017","2017",3129,1814574,172.4
"Total","Arizona","04",,,50886,31428092,161.9
,"Arkansas","05","1999","1999",1439,746177,192.8
,"Arkansas","05","2000","2000",1516,750972,201.9
