"Notes","State","State Code","Year","Year Code",Deaths,Population,Crude Rate
,"Alabama","01","1999","1999",12472,194773,6403.4
,"Alabama","01","2000","2000",12521,195749,6396.5
,"Alabama","01","2001","2001",12400,198633,6242.7
,"Alabama","01","2002","2002",12854,200722,6403.9
,"Alabama","01","2003","2003",12992,203838,6373.7
,"Alabama","01","2004","2004",12796,204612,6253.8
,"Alabama","01","2005","2005",12864,205685,6254.2
,"Alabama","01","2006","2006",12500,207754,6016.7
,"Alabama","01","2007","2007",12177,208541,5839.1
,"Alabama","01","2008","2008",12302,210116,5854.9
,"Alabama","01","2009","2009",12107,209962,5766.3
,"Alabama","01","2010","2010",12295,211607,5810.3
,"Alabama","01","2011","2011",12272,214663,5716.9
,"Alabama","01","2012","2012",12197,216705,5628.4
,"Alabama","01","2013","2013",12361,220486,5606.3
,"Alabama","01","2014","2014",12290,224937,5463.8
,"Alabama","01","2015","2015",12705,228450,5561.4
,"Alabama","01","2016","2016",12538,233129,5378.1
,"Alabama","01","2017","2017",13038,238260,5472.2
"Total","Alabama","01",,,237681,4028622,5899.8
,"Alaska","02","1999","1999",566,10052,5630.7
,"Alaska","02","2000","2000",666,10558,6308.0
,"Alaska","02","2001","2001",632,11238,5623.8
,"Alaska","02","2002","2002",645,11768,5481.0
,"Alaska","02","2003","2003",723,12214,5919.4
,"Alaska","02","2004","2004",632,12881,4906.5
,"Alaska","02","2005","2005",696,13507,5152.9
,"Alaska","02","2006","2006",718,13740,5225.6
,"Alaska","02","2007","2007",721,13898,5187.8
,"Alaska","02","2008","2008",729,14239,5119.7
,"Alaska","02","2009","2009",740,14612,5064.3
,"Alaska","02","2010","2010",706,14877,4745.6
,"Alaska","02","2011","2011",733,15417,4754.5
,"Alaska","02","2012","2012",755,16124,4682.5
,"Alaska","02","2013","2013",753,16590,4538.9
,"Alaska","02","2014","2014",840,16876,4977.5
,"Alaska","02","2015","2015",857,17545,4884.6
,"Alaska","02","2016","2016",855,18399,4647.0
,"Alaska","02","2017","2017",837,20122,4159.6
"Total","Alaska","02",,,13804,274657,5025.9
,"Arizona","04","1999","1999",11924,231098,5159.7
,"Arizona","04","2000","2000",11946,235473,5073.2
,"Arizona","04","2001","2001",11972,243327,4920.1
,"Arizona","04","2002","2002",12466,248198,5022.6
,"Arizona","04","2003","2003",12615,252669,4992.7
,"Arizona","04","2004","2004",12143,257532,4715.1
,"Arizona","04","2005","2005",12685,265532,4777.2
,"Arizona","04","2006","2006",12651,269512,4694.0
,"Arizona","04","2007","2007",12148,272172,4463.4
,"Arizona","04","2008","2008",12067,275347,4382.5
,"Arizona","04","2009","2009",11808,277413,4256.5
,"Arizona","04","2010","2010",11865,280539,4229.4
,"Arizona","04","2011","2011",12198,290015,4206.0
,"Arizona","04","2012","2012",12341,298519,4134.1
,"Arizona","04","2013","2013",12239,309542,3953.9
,"Arizona","04","2014","2014",12486,322959,3866.1
,"Arizona","04","2015","2015",13245,336251,3939.0
,"Arizona","04","2016","2016",13547,351270,3856.6
,"Arizona","04","2017","2017",14240,363610,3916.3
"Total","Arizona","04",,,236586,5380978,4396.7
,"Arkansas","05","1999","1999",8090,128798,6281.2
,"Arkansas","05","2000","2000",8217,129193,6360.3
,"Arkansas","05","2001","2001",7854,129844,6048.8
,"Arkansas","05","2002","2002",7924,130743,6060.7
,"Arkansas","05","2003","2003",7748,131018,5913.7
,"Arkansas","05","2004","2004",7456,130961,5693.3
,"Arkansas","05","2005","2005",7364,131294,5608.8
,"Arkansas","05","2006","2006",7388,132021,5596.1
,"Arkansas","05","2007","2007",7434,132326,5617.9
,"Arkansas","05","2008","2008",7497,132862,5642.7
,"Arkansas","05","2009","2009",7222,133141,5424.3
,"Arkansas","05","2010","2010",7317,133977,5461.4
,"Arkansas","05","2011","2011",7281,135784,5362.2
,"Arkansas","05","2012","2012",7438,135900,5473.1
,"Arkansas","05","2013","2013",7580,138453,5474.8
,"Arkansas","05","2014","2014",7492,140928,5316.2
,"Arkansas","05","2015","2015",7845,143758,5457.1
,"Arkansas","05","2016","2016",7696,146474,5254.2
,"Arkansas","05","2017","2017",8066,150753,5350.5
"Total","Arkansas","05",,,144909,2568228,5642.4
,"California","06","1999","1999",66732,1259639,5297.7
,"California","06","2000","2000",66809,1282178,5210.6
,"California","06","2001","2001",67844,1316542,5153.2
,"California","06","2002","2002",67756,1338193,5063.2
,"California","06","2003","2003",68285,1354713,5040.6
,"California","06","2004","2004",65726,1362004,4825.7
,"California","06","2005","2005",65543,1373521,4771.9
,"California","06","2006","2006",64194,1366698,4697.0
,"California","06","2007","2007",61786,1363783,4530.5
,"California","06","2008","2008",60509,1363109,4439.0
,"California","06","2009","2009",57862,1363420,4243.9
,"California","06","2010","2010",57540,1370210,4199.4
,"California","06","2011","2011",57944,1387924,4174.9
,"California","06","2012","2012",57171,1406685,4064.2
,"California","06","2013","2013",57898,1434280,4036.7
,"California","06","2014","2014",56404,1470037,3836.9
,"California","06","2015","2015",58686,1503574,3903.1
,"California","06","2016","2016",59121,1535300,3850.8
,"California","06","2017","2017",60532,1576765,3839.0
"Total","California","06",,,1178342,26428575,4458.6
,"Colorado","08","1999","1999",7537,139103,5418.3
,"Colorado","08","2000","2000",7488,141547,5290.1
,"Colorado","08","2001","2001",7813,146365,5338.0
,"Colorado","08","2002","2002",8029,149424,5373.3
,"Colorado","08","2003","2003",8052,152100,5293.9
,"Colorado","08","2004","2004",7867,154970,5076.5
,"Colorado","08","2005","2005",7942,157505,5042.4
,"Colorado","08","2006","2006",7841,161750,4847.6
,"Colorado","08","2007","2007",7671,163908,4680.1
,"Colorado","08","2008","2008",7791,165768,4699.9
,"Colorado","08","2009","2009",7523,167489,4491.6
,"Colorado","08","2010","2010",7750,170052,4557.4
,"Colorado","08","2011","2011",7760,174134,4456.3
,"Colorado","08","2012","2012",7624,178411,4273.3
,"Colorado","08","2013","2013",7601,182967,4154.3
,"Colorado","08","2014","2014",7949,188439,4218.3
,"Colorado","08","2015","2015",8188,193948,4221.8
,"Colorado","08","2016","2016",8550,199973,4275.6
,"Colorado","08","2017","2017",8453,206554,4092.4
"Total","Colorado","08",,,149429,3194407,4677.8
,"Connecticut","09","1999","1999",9097,173198,5252.4
,"Connecticut","09","2000","2000",9115,174345,5228.1
,"Connecticut","09","2001","2001",9104,176249,5165.4
,"Connecticut","09","2002","2002",9031,177331,5092.7
,"Connecticut","09","2003","2003",8603,178082,4830.9
,"Connecticut","09","2004","2004",8704,177827,4894.6
,"Connecticut","09","2005","2005",8362,177023,4723.7
,"Connecticut","09","2006","2006",8279,175233,4724.6
,"Connecticut","09","2007","2007",7879,173065,4552.6
,"Connecticut","09","2008","2008",7704,170701,4513.2
,"Connecticut","09","2009","2009",7384,167963,4396.2
,"Connecticut","09","2010","2010",7219,166717,4330.1
,"Connecticut","09","2011","2011",7331,164790,4448.7
,"Connecticut","09","2012","2012",6979,162927,4283.5
,"Connecticut","09","2013","2013",6722,161498,4162.3
,"Connecticut","09","2014","2014",6843,161221,4244.5
,"Connecticut","09","2015","2015",6845,161952,4226.6
,"Connecticut","09","2016","2016",6773,163507,4142.3
,"Connecticut","09","2017","2017",6845,171492,3991.4
"Total","Connecticut","09",,,148819,3235121,4600.1
,"Delaware","10","1999","1999",1993,34150,5836.0
,"Delaware","10","2000","2000",1992,34762,5730.4
,"Delaware","10","2001","2001",2140,35755,5985.2
,"Delaware","10","2002","2002",2060,36603,5628.0
,"Delaware","10","2003","2003",2099,37183,5645.1
,"Delaware","10","2004","2004",2044,37904,5392.6
,"Delaware","10","2005","2005",2169,38550,5626.5
,"Delaware","10","2006","2006",1971,39742,4959.5
,"Delaware","10","2007","2007",2049,40274,5087.6
,"Delaware","10","2008","2008",2047,40946,4999.3
,"Delaware","10","2009","2009",1957,40796,4797.0
,"Delaware","10","2010","2010",1986,41080,4834.5
,"Delaware","10","2011","2011",2084,41920,4971.4
,"Delaware","10","2012","2012",1897,42612,4451.8
,"Delaware","10","2013","2013",1933,43941,4399.1
,"Delaware","10","2014","2014",2049,45101,4543.1
,"Delaware","10","2015","2015",2096,46396,4517.6
,"Delaware","10","2016","2016",2166,47902,4521.7
,"Delaware","10","2017","2017",2138,50065,4270.4
"Total","Delaware","10",,,38870,775682,5011.1
,"District of Columbia","11","1999","1999",1515,24830,6101.5
,"District of Columbia","11","2000","2000",1406,25004,5623.1
,"District of Columbia","11","2001","2001",1474,25032,5888.5
,"District of Columbia","11","2002","2002",1405,24999,5620.2
,"District of Columbia","11","2003","2003",1269,24730,5131.4
,"District of Columbia","11","2004","2004",1268,24470,5181.9
,"District of Columbia","11","2005","2005",1270,23985,5295.0
,"District of Columbia","11","2006","2006",1237,23193,5333.5
,"District of Columbia","11","2007","2007",1075,22501,4777.6
,"District of Columbia","11","2008","2008",1118,21886,5108.3
,"District of Columbia","11","2009","2009",1031,21591,4775.1
,"District of Columbia","11","2010","2010",993,21525,4613.2
,"District of Columbia","11","2011","2011",960,21490,4467.2
,"District of Columbia","11","2012","2012",967,21188,4563.9
,"District of Columbia","11","2013","2013",932,21211,4393.9
,"District of Columbia","11","2014","2014",891,21113,4220.1
,"District of Columbia","11","2015","2015",918,21420,4285.7
,"District of Columbia","11","2016","2016",924,21762,4245.9
,"District of Columbia","11","2017","2017",939,23382,4015.9
"Total","District of Columbia","11",,,21592,435312,4960.1
,"Florida","12","1999","1999",50049,1012330,4943.9
,"Florida","12","2000","2000",50016,1024134,4883.7
,"Florida","12","2001","2001",50846,1042760,4876.1
,"Florida","12","2002","2002",50755,1058566,4794.7
,"Florida","12","2003","2003",49784,1071127,4647.8
,"Florida","12","2004","2004",49751,1086142,4580.5
,"Florida","12","2005","2005",49481,1097023,4510.5
,"Florida","12","2006","2006",48377,1092391,4428.5
,"Florida","12","2007","2007",46791,1092103,4284.5
,"Florida","12","2008","2008",46128,1096681,4206.1
,"Florida","12","2009","2009",45427,1093940,4152.6
,"Florida","12","2010","2010",45525,1097537,4147.9
,"Florida","12","2011","2011",45191,1114372,4055.3
,"Florida","12","2012","2012",44744,1132177,3952.0
,"Florida","12","2013","2013",45291,1155973,3918.0
,"Florida","12","2014","2014",46122,1186552,3887.1
