"Notes","State","State Code","Year","Year Code",Deaths,Population,Crude Rate
,"Alabama","01","1999","1999",1663,1562039,106.5
,"Alabama","01","2000","2000",1539,1563034,98.5
,"Alabama","01","2001","2001",1532,1568372,97.7
,"Alabama","01","2002","2002",1513,1567247,96.5
,"Alabama","01","2003","2003",1446,1569632,92.1
,"Alabama","01","2004","2004",1535,1571596,97.7
,"Alabama","01","2005","2005",1509,1575399,95.8
,"Alabama","01","2006","2006",1639,1585912,103.3
,"Alabama","01","2007","2007",1671,1595292,104.7
,"Alabama","01","2008","2008",1537,1605358,95.7
,"Alabama","01","2009","2009",1367,1611076,84.9
,"Alabama","01","2010","2010",1372,1611634,85.1
,"Alabama","01","2011","2011",1358,1612023,84.2
,"Alabama","01","2012","2012",1320,1609347,82.0
,"Alabama","01","2013","2013",1317,1597199,82.5
,"Alabama","01","2014","2014",1313,1587407,82.7
,"Alabama","01","2015","2015",1327,1572156,84.4
,"Alabama","01","2016","2016",1448,1556439,93.0
,"Alabama","01","2017","2017",1296,1551702,83.5
"Total","Alabama","01",,,27702,30072864,92.1
,"Alaska","02","1999","1999",188,248177,75.8
,"Alaska","02","2000","2000",246,248009,99.2
,"Alaska","02","2001","2001",232,250545,92.6
,"Alaska","02","2002","2002",203,253769,80.0
,"Alaska","02","2003","2003",249,255096,97.6
,"Alaska","02","2004","2004",257,258217,99.5
,"Alaska","02","2005","2005",212,258895,81.9
,"Alaska","02","2006","2006",241,259949,92.7
,"Alaska","02","2007","2007",243,258727,93.9
,"Alaska","02","2008","2008",218,258330,84.4
,"Alaska","02","2009","2009",224,259600,86.3
,"Alaska","02","2010","2010",211,262259,80.5
,"Alaska","02","2011","2011",204,265177,76.9
,"Alaska","02","2012","2012",190,266767,71.2
,"Alaska","02","2013","2013",209,270459,77.3
,"Alaska","02","2014","2014",210,268310,78.3
,"Alaska","02","2015","2015",245,266889,91.8
,"Alaska","02","2016","2016",238,262601,90.6
,"Alaska","02","2017","2017",239,257137,92.9
"Total","Alaska","02",,,4259,4928913,86.4
,"Arizona","04","1999","1999",1431,1831323,78.1
,"Arizona","04","2000","2000",1522,1881048,80.9
,"Arizona","04","2001","2001",1648,1935033,85.2
,"Arizona","04","2002","2002",1624,1977345,82.1
,"Arizona","04","2003","2003",1658,2013530,82.3
,"Arizona","04","2004","2004",1713,2055650,83.3
,"Arizona","04","2005","2005",1825,2109509,86.5
,"Arizona","04","2006","2006",1900,2166853,87.7
,"Arizona","04","2007","2007",1866,2213755,84.3
,"Arizona","04","2008","2008",1663,2250102,73.9
,"Arizona","04","2009","2009",1495,2256781,66.2
,"Arizona","04","2010","2010",1435,2262225,63.4
,"Arizona","04","2011","2011",1426,2269619,62.8
,"Arizona","04","2012","2012",1426,2273845,62.7
,"Arizona","04","2013","2013",1377,2283092,60.3
,"Arizona","04","2014","2014",1404,2293512,61.2
,"Arizona","04","2015","2015",1343,2295284,58.5
,"Arizona","04","2016","2016",1443,2303760,62.6
,"Arizona","04","2017","2017",1444,2305933,62.6
"Total","Arizona","04",,,29643,40978199,72.3
,"Arkansas","05","1999","1999",858,942027,91.1
,"Arkansas","05","2000","2000",902,942107,95.7
,"Arkansas","05","2001","2001",879,947737,92.7
,"Arkansas","05","2002","2002",920,951001,96.7
,"Arkansas","05","2003","2003",898,954701,94.1
,"Arkansas","05","2004","2004",920,958945,95.9
,"Arkansas","05","2005","2005",921,964226,95.5
,"Arkansas","05","2006","2006",956,971724,98.4
,"Arkansas","05","2007","2007",907,978062,92.7
,"Arkansas","05","2008","2008",873,984560,88.7
,"Arkansas","05","2009","2009",829,989839,83.8
,"Arkansas","05","2010","2010",780,995580,78.3
,"Arkansas","05","2011","2011",779,996104,78.2
,"Arkansas","05","2012","2012",806,997573,80.8
,"Arkansas","05","2013","2013",765,998189,76.6
,"Arkansas","05","2014","2014",742,993583,74.7
,"Arkansas","05","2015","2015",784,989441,79.2
,"Arkansas","05","2016","2016",785,986791,79.6
,"Arkansas","05","2017","2017",825,986888,83.6
"Total","Arkansas","05",,,16129,18529078,87.0
,"California","06","1999","1999",7315,12465211,58.7
,"California","06","2000","2000",7424,12615859,58.8
,"California","06","2001","2001",7625,12814399,59.5
,"California","06","2002","2002",7743,12922332,59.9
,"California","06","2003","2003",7902,13012777,60.7
,"California","06","2004","2004",7759,13080488,59.3
,"California","06","2005","2005",8023,13089970,61.3
,"California","06","2006","2006",8008,13071766,61.3
,"California","06","2007","2007",7799,13077771,59.6
,"California","06","2008","2008",7284,13134200,55.5
,"California","06","2009","2009",6966,13176846,52.9
,"California","06","2010","2010",6441,13217991,48.7
,"California","06","2011","2011",6411,13246756,48.4
,"California","06","2012","2012",6096,13261462,46.0
,"California","06","2013","2013",6285,13184493,47.7
,"California","06","2014","2014",5924,13147585,45.1
,"California","06","2015","2015",6058,13056018,46.4
,"California","06","2016","2016",6150,12941650,47.5
,"California","06","2017","2017",5937,12859088,46.2
"Total","California","06",,,133150,247376662,53.8
,"Colorado","08","1999","1999",1054,1499319,70.3
,"Colorado","08","2000","2000",1044,1530906,68.2
,"Colorado","08","2001","2001",1077,1580359,68.1
,"Colorado","08","2002","2002",1125,1602374,70.2
,"Colorado","08","2003","2003",1119,1611263,69.4
,"Colorado","08","2004","2004",1097,1617759,67.8
,"Colorado","08","2005","2005",1184,1629060,72.7
,"Colorado","08","2006","2006",1110,1649219,67.3
,"Colorado","08","2007","2007",1030,1665365,61.8
,"Colorado","08","2008","2008",1113,1684793,66.1
,"Colorado","08","2009","2009",1077,1702523,63.3
,"Colorado","08","2010","2010",1025,1713307,59.8
,"Colorado","08","2011","2011",979,1730852,56.6
,"Colorado","08","2012","2012",903,1738028,52.0
,"Colorado","08","2013","2013",969,1753223,55.3
,"Colorado","08","2014","2014",936,1769770,52.9
,"Colorado","08","2015","2015",977,1788147,54.6
,"Colorado","08","2016","2016",1041,1795503,58.0
,"Colorado","08","2017","2017",1002,1783063,56.2
"Total","Colorado","08",,,19862,31844833,62.4
,"Connecticut","09","1999","1999",625,1103311,56.6
,"Connecticut","09","2000","2000",628,1113273,56.4
,"Connecticut","09","2001","2001",619,1124349,55.1
,"Connecticut","09","2002","2002",634,1134634,55.9
,"Connecticut","09","2003","2003",591,1143905,51.7
,"Connecticut","09","2004","2004",598,1147717,52.1
,"Connecticut","09","2005","2005",628,1150072,54.6
,"Connecticut","09","2006","2006",636,1150263,55.3
,"Connecticut","09","2007","2007",626,1148683,54.5
,"Connecticut","09","2008","2008",608,1146894,53.0
,"Connecticut","09","2009","2009",549,1145982,47.9
,"Connecticut","09","2010","2010",536,1143674,46.9
,"Connecticut","09","2011","2011",537,1134348,47.3
,"Connecticut","09","2012","2012",530,1130626,46.9
,"Connecticut","09","2013","2013",503,1129457,44.5
,"Connecticut","09","2014","2014",462,1125482,41.0
,"Connecticut","09","2015","2015",497,1116274,44.5
,"Connecticut","09","2016","2016",482,1105318,43.6
,"Connecticut","09","2017","2017",515,1096009,47.0
"Total","Connecticut","09",,,10804,21490271,50.3
,"Delaware","10","1999","1999",171,265813,64.3
,"Delaware","10","2000","2000",228,269915,84.5
,"Delaware","10","2001","2001",232,274568,84.5
,"Delaware","10","2002","2002",219,277625,78.9
